,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,29,9.8,3.3,1.1,2.3,47.8,1.1,2.3,47.8,71.6
2,AJ Griffin,ATL,59,19.9,3.2,1.1,3.0,36.7,1.0,2.9,35.5,53.7
3,Aaron Gordon,DEN,52,30.0,1.8,0.6,1.7,36.0,0.5,1.5,36.4,51.7
4,Aaron Holiday,ATL,52,14.0,1.4,0.5,1.1,42.4,0.5,1.1,42.4,63.6
5,Aaron Nesmith,IND,57,24.4,3.8,1.3,3.7,34.1,1.2,3.6,33.8,50.7
6,Aaron Wiggins,OKC,51,19.0,1.9,0.6,1.7,38.8,0.6,1.6,39.3,58.2
7,Admiral Schofield,ORL,30,12.0,1.9,0.6,1.7,36.5,0.6,1.7,36.5,54.8
8,Al Horford,BOS,50,30.8,6.4,2.2,5.0,43.2,2.1,4.8,43.9,64.2
9,Alec Burks,DET,50,22.0,3.1,1.0,2.4,43.7,1.0,2.3,43.5,64.7
10,Aleksej Pokusevski,OKC,31,21.9,3.8,1.3,3.3,38.8,1.2,3.1,38.5,56.8
11,Alex Caruso,CHI,54,24.1,2.5,0.8,2.1,39.1,0.8,2.1,38.7,57.8
12,Alex Len,SAC,14,3.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,57,28.2,0.8,0.3,0.9,35.3,0.2,0.6,34.4,46.1
16,Amir Coffey,LAC,43,13.7,0.7,0.3,0.8,32.4,0.2,0.7,29.0,45.6
17,Andre Drummond,CHI,51,13.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,3,14.1,0.0,0.0,0.0,-,-,-,-,-
19,Andrew Nembhard,IND,57,26.9,2.8,1.0,2.8,34.2,0.9,2.7,33.5,50.3
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,57,35.3,6.0,2.0,5.0,39.7,2.0,5.0,39.6,59.4
22,Anthony Davis,LAL,39,33.3,1.9,0.7,2.5,29.6,0.4,1.4,28.3,37.2
23,Anthony Edwards,MIN,65,36.3,3.3,1.1,2.7,42.2,1.1,2.5,42.1,62.1
24,Anthony Gill,WAS,42,10.0,0.3,0.1,0.4,25.0,0.1,0.4,20.0,34.4
25,Anthony Lamb,GSW,49,20.0,3.6,1.2,3.2,38.1,1.1,3.1,37.3,56.1
26,Austin Reaves,LAL,46,27.5,3.1,1.0,2.7,39.3,1.0,2.6,38.1,57.8
27,Austin Rivers,MIN,49,20.4,2.3,0.8,2.0,37.0,0.8,2.0,37.0,55.5
28,Ayo Dosunmu,CHI,62,27.7,2.3,0.8,2.5,32.2,0.8,2.4,31.5,47.7
29,Bam Adebayo,MIA,59,35.0,1.8,0.9,2.1,43.1,0.0,0.1,12.5,43.5
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,64,28.0,2.3,0.8,2.6,30.5,0.8,2.4,30.8,44.9
32,Bismack Biyombo,PHX,46,13.9,0.1,0.1,0.2,33.3,-,-,-,33.3
33,Blake Griffin,BOS,27,14.1,2.0,0.7,1.6,41.9,0.7,1.6,42.9,62.8
34,Blake Wesley,SAS,19,14.5,1.7,0.6,1.1,52.4,0.6,1.1,52.4,78.6
35,Boban Marjanovic,HOU,22,4.4,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,51,26.1,4.2,1.5,3.9,39.2,1.2,3.3,34.9,54.0
37,Bogdan Bogdanovic,ATL,38,29.2,6.4,2.3,5.4,41.7,1.9,4.8,39.1,59.2
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,59,22.5,1.0,0.3,1.1,32.3,0.3,0.9,30.4,46.0
40,Bones Hyland,LAC,47,19.0,2.9,1.0,2.6,36.9,1.0,2.5,37.8,55.3
41,Bradley Beal,WAS,40,33.1,3.8,1.4,3.1,43.9,1.1,2.6,41.2,61.0
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,29,33.0,4.1,1.5,3.5,42.2,1.2,2.9,40.5,58.8
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,61,30.3,5.5,1.9,5.0,38.6,1.7,4.4,38.7,55.8
47,Bruce Brown,DEN,63,28.5,3.6,1.2,3.1,39.4,1.2,3.0,39.9,58.8
48,Bruno Fernando,ATL,33,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,29,14.4,1.1,0.4,1.1,33.3,0.4,1.1,35.5,50.0
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,1,1.0,0.0,0.0,0.0,-,-,-,-,-
52,Buddy Hield,IND,64,32.0,8.0,2.7,6.3,41.9,2.6,6.3,42.0,62.7
53,CJ McCollum,NOP,57,35.1,4.9,1.7,4.5,36.7,1.6,4.2,38.2,54.4
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,36,15.6,2.8,0.9,2.6,37.0,0.9,2.4,37.2,54.3
56,Caleb Martin,MIA,54,29.9,3.1,1.1,3.2,34.3,0.9,2.8,33.3,48.8
57,Cam Reddish,POR,28,23.6,3.1,1.1,3.1,34.1,1.0,3.0,32.9,50.0
58,Cam Thomas,BKN,46,17.2,1.2,0.4,1.0,45.5,0.3,0.8,41.0,63.6
59,Cameron Johnson,BKN,25,26.5,7.2,2.4,6.1,40.1,2.4,5.8,40.4,59.5
60,Cameron Payne,PHX,32,22.7,2.8,0.9,2.6,35.7,0.9,2.6,35.7,53.6
61,Caris LeVert,CLE,59,30.0,2.8,0.9,2.6,36.6,0.9,2.6,36.6,54.9
62,Carlik Jones,CHI,2,11.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
63,Cedi Osman,CLE,61,20.8,3.4,1.1,3.3,34.8,1.1,3.2,34.3,51.7
64,Charles Bassey,SAS,30,14.2,0.4,0.2,0.5,37.5,0.0,0.1,25.0,40.6
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,49,11.2,0.5,0.2,0.7,28.1,0.2,0.6,27.6,40.6
67,Chris Boucher,TOR,58,20.5,2.6,0.9,2.6,34.0,0.8,2.4,33.8,50.0
68,Chris Duarte,IND,40,19.1,1.9,0.7,2.1,31.7,0.6,2.0,30.4,46.3
69,Chris Paul,PHX,43,32.1,2.1,0.7,1.4,52.5,0.7,1.3,51.8,77.1
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,59,14.8,1.1,0.4,1.0,36.8,0.3,0.9,37.7,54.4
72,Christian Koloko,TOR,46,14.4,0.2,0.1,0.3,20.0,0.0,0.2,12.5,23.3
73,Christian Wood,DAL,52,27.0,4.7,1.6,3.9,41.3,1.5,3.7,41.7,61.2
74,Chuma Okeke,ORL,20,20.4,2.6,0.9,2.8,30.4,0.9,2.8,30.4,45.5
75,Clint Capela,ATL,47,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,56,22.4,4.2,1.4,3.8,37.1,1.4,3.8,36.8,55.4
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,5,14.4,0.0,0.0,0.2,0.0,-,-,-,0.0
79,Cole Anthony,ORL,44,25.0,2.1,0.7,2.3,31.4,0.7,2.3,30.3,46.1
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
82,Corey Kispert,WAS,54,26.9,5.4,1.8,4.3,41.9,1.8,4.2,41.7,62.2
83,Cory Joseph,DET,44,16.2,1.2,0.4,1.3,31.6,0.4,1.3,31.6,47.4
84,D'Angelo Russell,LAL,58,32.4,4.6,1.6,3.9,39.9,1.5,3.8,38.8,58.6
85,Daishen Nix,HOU,45,16.2,1.5,0.5,1.8,27.8,0.5,1.7,28.2,41.8
86,Dalano Banton,TOR,27,9.3,1.2,0.4,1.3,31.4,0.4,1.3,32.4,47.1
87,Dalen Terry,CHI,26,4.9,0.3,0.1,0.5,25.0,0.1,0.5,25.0,37.5
88,Damian Jones,UTA,25,8.7,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
89,Damian Lillard,POR,50,36.3,4.5,1.5,3.9,38.6,1.4,3.8,37.6,56.6
90,Damion Lee,PHX,64,21.6,4.7,1.6,3.5,45.7,1.5,3.3,46.3,67.9
91,Daniel Gafford,WAS,60,19.3,0.1,0.0,0.1,28.6,-,-,-,28.6
92,Daniel Theis,IND,7,15.5,1.4,0.6,2.4,23.5,0.3,1.6,18.2,29.4
93,Danny Green,CLE,6,11.9,2.5,0.8,2.3,35.7,0.8,2.0,41.7,53.6
94,Danuel House Jr.,PHI,39,14.5,1.0,0.3,1.2,27.7,0.3,1.2,27.7,41.5
95,Dario Saric,OKC,44,14.5,2.6,0.9,2.2,40.2,0.8,1.9,41.7,58.2
96,Darius Bazley,PHX,37,15.2,1.5,0.5,1.3,40.8,0.5,1.2,37.8,58.2
97,Darius Days,HOU,4,6.2,2.3,0.8,2.5,30.0,0.8,2.5,30.0,45.0
98,Darius Garland,CLE,55,35.2,3.6,1.2,2.6,46.8,1.2,2.5,47.8,69.9
99,David Duke Jr.,BKN,17,8.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
100,David Roddy,MEM,50,16.8,2.2,0.7,2.6,28.7,0.7,2.6,28.9,43.0
101,Davion Mitchell,SAC,61,18.0,1.8,0.6,1.7,35.0,0.6,1.7,35.0,52.4
102,Davis Bertans,DAL,34,10.6,2.9,1.0,2.7,36.3,0.9,2.6,35.6,53.8
103,Davon Reed,LAL,39,8.6,1.0,0.3,1.0,32.5,0.3,1.0,33.3,48.8
104,Day'Ron Sharpe,BKN,35,10.6,0.5,0.2,0.3,60.0,0.1,0.2,57.1,80.0
105,De'Aaron Fox,SAC,56,34.1,2.5,0.9,2.4,36.6,0.8,2.3,34.9,53.0
106,De'Andre Hunter,ATL,53,31.8,4.6,1.7,4.3,38.4,1.3,3.7,35.9,53.7
107,De'Anthony Melton,PHI,59,28.3,5.1,1.7,4.1,42.0,1.7,4.1,41.4,62.3
108,DeAndre Jordan,DEN,35,14.3,0.1,0.0,0.0,100,0.0,0.0,100,150.0
109,DeMar DeRozan,CHI,58,36.1,2.0,0.8,2.2,37.6,0.4,1.3,30.1,46.4
110,Dean Wade,CLE,35,20.8,3.2,1.1,3.0,36.5,1.1,2.9,37.0,54.3
111,Deandre Ayton,PHX,55,30.3,3.1,1.5,3.5,42.9,0.1,0.4,25.0,44.2
112,Dejounte Murray,ATL,58,36.4,4.1,1.4,3.9,35.5,1.3,3.7,35.6,52.4
113,Delon Wright,WAS,33,23.2,1.6,0.5,1.6,33.3,0.5,1.6,32.7,49.1
114,Deni Avdija,WAS,60,26.4,2.3,0.8,2.6,30.3,0.8,2.5,30.7,45.2
115,Dennis Schroder,LAL,50,30.9,3.2,1.1,3.0,37.2,1.0,2.9,36.1,54.7
116,Dennis Smith Jr.,CHA,43,25.2,1.2,0.4,1.6,26.1,0.4,1.6,25.0,38.4
117,Deonte Burton,SAC,2,3.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,49,14.4,1.1,0.4,1.1,34.0,0.4,1.1,34.0,50.9
120,Derrick Rose,NYK,27,12.5,0.9,0.3,1.4,21.6,0.3,1.3,22.2,32.4
121,Derrick White,BOS,64,27.6,4.2,1.4,3.7,38.1,1.4,3.7,38.5,57.2
122,Desmond Bane,MEM,40,31.0,4.5,1.5,3.7,40.9,1.4,3.5,40.7,60.1
123,Devin Booker,PHX,37,34.1,3.6,1.3,2.8,46.6,1.0,2.2,45.0,64.1
124,Devin Vassell,SAS,30,31.0,7.5,2.6,5.7,45.0,2.4,5.1,46.1,65.8
125,Devon Dotson,WAS,6,8.9,0.5,0.2,0.5,33.3,0.2,0.5,33.3,50.0
126,Devonte' Graham,SAS,61,17.0,2.7,0.9,2.6,34.4,0.9,2.6,34.4,51.6
127,Dewayne Dedmon,PHI,30,11.7,1.1,0.4,1.3,30.8,0.3,1.2,28.6,43.6
128,Dillon Brooks,MEM,57,30.3,3.9,1.3,4.0,33.3,1.3,3.7,34.8,49.3
129,Domantas Sabonis,SAC,60,34.5,2.2,0.9,2.1,43.7,0.4,1.1,36.4,53.2
130,Dominick Barlow,SAS,12,9.6,0.3,0.2,0.5,33.3,0.0,0.3,0.0,33.3
131,Donovan Mitchell,CLE,54,35.5,4.0,1.4,3.7,36.8,1.3,3.5,36.6,54.2
132,Donte DiVincenzo,GSW,54,26.0,5.7,1.9,4.3,44.8,1.9,4.2,44.7,67.0
133,Dorian Finney-Smith,BKN,49,31.6,5.2,1.8,5.0,35.1,1.7,5.0,35.0,52.4
134,Doug McDermott,SAS,55,20.4,4.5,1.5,3.8,39.9,1.5,3.6,40.0,59.1
135,Draymond Green,GSW,56,31.3,1.8,0.6,1.9,32.4,0.6,1.7,32.3,46.8
136,Drew Eubanks,POR,61,19.7,0.4,0.2,0.3,50.0,0.0,0.1,42.9,57.5
137,Dru Smith,BKN,9,11.2,1.0,0.3,0.9,37.5,0.3,0.9,37.5,56.3
138,Duane Washington Jr.,NYK,31,12.7,2.1,0.7,2.3,31.4,0.6,2.1,30.8,45.7
139,Duncan Robinson,MIA,32,17.3,3.3,1.1,3.5,31.3,1.1,3.4,30.9,46.4
140,Dwight Powell,DAL,59,19.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
141,Dyson Daniels,NOP,42,19.2,1.2,0.4,1.2,33.3,0.4,1.2,34.0,50.0
142,Edmond Sumner,BKN,46,14.5,1.6,0.5,1.5,35.7,0.5,1.5,34.8,52.9
143,Eric Gordon,LAC,54,29.3,3.7,1.2,3.6,33.8,1.2,3.6,34.2,50.8
144,Eugene Omoruyi,DET,23,11.8,1.1,0.4,1.3,29.0,0.3,1.3,26.7,41.9
145,Evan Fournier,NYK,23,18.0,2.7,0.9,2.6,35.6,0.9,2.5,36.2,53.4
146,Evan Mobley,CLE,63,34.2,1.2,0.5,1.9,24.8,0.3,1.3,20.5,32.1
147,Facundo Campazzo,DAL,8,6.5,0.8,0.3,0.8,33.3,0.3,0.8,33.3,50.0
148,Frank Jackson,UTA,1,5.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
149,Frank Kaminsky,HOU,31,6.7,1.1,0.4,0.9,41.4,0.4,0.9,39.3,60.3
150,Frank Ntilikina,DAL,38,12.2,0.9,0.3,1.3,26.0,0.3,1.2,22.2,36.0
151,Franz Wagner,ORL,63,32.8,3.5,1.2,2.7,42.9,1.2,2.7,43.2,64.4
152,Fred VanVleet,TOR,52,37.0,4.5,1.5,4.4,34.2,1.5,4.3,34.2,50.9
153,Furkan Korkmaz,PHI,25,10.2,1.1,0.4,1.1,33.3,0.4,1.0,36.0,50.0
154,Gabe Vincent,MIA,50,26.4,3.5,1.2,3.5,33.3,1.2,3.5,33.1,49.7
155,Garrett Temple,NOP,19,7.0,1.3,0.4,0.9,44.4,0.4,0.9,47.1,66.7
156,Garrison Mathews,ATL,47,12.9,3.0,1.0,2.8,35.6,1.0,2.8,35.1,53.0
157,Gary Harris,ORL,35,24.8,4.6,1.5,3.5,44.6,1.5,3.5,44.6,66.9
158,Gary Payton II,GSW,15,17.0,1.8,0.6,1.1,52.9,0.6,1.1,52.9,79.4
159,Gary Trent Jr.,TOR,55,33.2,6.0,2.0,5.1,39.3,2.0,4.9,39.7,58.6
160,George Hill,IND,37,18.7,1.8,0.6,1.5,38.6,0.6,1.5,37.5,57.0
161,Georges Niang,PHI,59,19.3,5.8,1.9,4.7,41.1,1.9,4.7,40.8,61.3
162,Giannis Antetokounmpo,MIL,50,32.3,1.2,0.4,1.4,28.6,0.4,1.2,31.7,42.1
163,Goga Bitadze,ORL,23,9.4,0.5,0.2,0.7,23.5,0.1,0.6,21.4,32.4
164,Goran Dragic,CHI,51,15.4,2.3,0.8,1.8,42.4,0.8,1.8,43.3,63.6
165,Gordon Hayward,CHA,39,31.4,3.3,1.2,3.4,35.8,0.8,2.5,34.0,48.1
166,Gorgui Dieng,SAS,21,9.6,1.6,0.6,1.7,34.3,0.5,1.5,32.3,48.6
167,Grant Williams,BOS,62,27.2,3.4,1.1,2.9,39.5,1.1,2.8,39.4,59.0
168,Grayson Allen,MIL,58,27.6,4.6,1.5,3.6,42.2,1.5,3.6,41.9,63.0
169,Greg Brown III,POR,16,5.8,0.2,0.1,0.4,14.3,0.1,0.4,16.7,21.4
170,Hamidou Diallo,DET,54,17.4,0.4,0.1,0.5,30.8,0.1,0.3,17.6,36.5
171,Harrison Barnes,SAC,62,32.8,4.2,1.4,3.7,37.9,1.4,3.7,37.1,56.3
172,Haywood Highsmith,MIA,45,19.0,2.4,0.8,2.2,36.0,0.8,2.1,35.8,53.0
173,Herbert Jones,NOP,48,28.8,2.1,0.7,2.7,26.0,0.7,2.4,27.4,38.2
174,Immanuel Quickley,NYK,64,27.6,3.2,1.1,2.8,38.7,1.0,2.7,38.7,57.2
175,Isaac Okoro,CLE,65,21.1,2.2,0.7,2.1,35.1,0.7,2.1,35.1,52.6
176,Isaiah Hartenstein,NYK,65,19.6,0.8,0.3,1.0,33.3,0.1,0.5,23.5,39.4
177,Isaiah Jackson,IND,46,15.3,0.2,0.1,0.3,25.0,0.0,0.2,20.0,31.3
178,Isaiah Joe,OKC,55,17.0,5.5,1.8,4.0,46.1,1.8,3.9,46.8,69.2
179,Isaiah Livers,DET,40,21.0,3.4,1.1,3.2,35.2,1.1,3.2,35.4,52.7
180,Isaiah Mobley,CLE,8,3.3,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
181,Isaiah Roby,SAS,42,11.3,1.0,0.4,1.1,31.9,0.3,1.0,31.8,46.8
182,Isaiah Stewart,DET,50,28.3,4.3,1.5,4.0,36.3,1.3,3.9,34.7,53.0
183,Isaiah Todd,WAS,4,3.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
184,Ish Smith,DEN,32,9.9,0.2,0.1,0.1,50.0,0.1,0.1,50.0,75.0
185,Ish Wainright,PHX,46,15.1,2.5,0.8,2.5,34.5,0.8,2.5,34.5,51.8
186,Ivica Zubac,LAC,60,29.4,0.0,0.0,0.1,12.5,0.0,0.0,0.0,12.5
187,JD Davison,BOS,6,2.3,0.3,0.2,0.7,25.0,0.0,0.5,0.0,25.0
188,JT Thor,CHA,52,11.7,0.9,0.3,1.3,25.4,0.3,1.2,25.0,36.6
189,Ja Morant,MEM,53,32.5,1.7,0.6,1.6,35.6,0.6,1.6,35.3,52.9
190,JaMychal Green,GSW,44,14.2,2.2,0.8,2.1,37.0,0.7,1.9,36.1,53.3
191,JaVale McGee,DAL,36,8.1,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
192,Jabari Smith Jr.,HOU,59,30.0,3.8,1.3,4.5,29.5,1.2,4.2,28.5,43.0
193,Jabari Walker,POR,42,8.9,0.5,0.2,0.8,25.0,0.1,0.6,19.2,32.8
194,Jack White,DEN,15,3.2,0.6,0.2,0.5,37.5,0.2,0.5,37.5,56.3
195,Jaden Hardy,DAL,32,11.6,1.7,0.6,1.5,37.5,0.6,1.5,37.5,56.3
196,Jaden Ivey,DET,58,30.1,2.3,0.8,2.2,33.8,0.8,2.2,34.6,50.8
197,Jaden McDaniels,MIN,62,30.7,3.7,1.2,3.2,38.7,1.2,3.1,38.2,57.0
198,Jaden Springer,PHI,7,3.7,0.3,0.1,0.1,100,-,-,-,100
199,Jae Crowder,MIL,4,19.2,4.5,1.5,2.5,60.0,1.5,2.5,60.0,90.0
200,Jae'Sean Tate,HOU,23,21.4,1.0,0.3,1.3,27.6,0.3,1.3,27.6,41.4
201,Jake LaRavia,MEM,32,12.1,2.0,0.7,1.8,36.8,0.7,1.8,36.8,55.3
202,Jakob Poeltl,TOR,54,26.3,0.9,0.4,1.0,46.2,0.0,0.0,-,46.2
203,Jalen Brunson,NYK,61,35.2,2.5,0.8,1.9,45.1,0.8,1.8,44.1,66.8
204,Jalen Duren,DET,52,25.1,0.0,0.0,0.1,25.0,0.0,0.0,0.0,25.0
205,Jalen Green,HOU,56,33.6,3.7,1.3,3.5,35.7,1.2,3.3,36.4,53.1
206,Jalen Johnson,ATL,58,14.5,1.1,0.4,1.3,27.3,0.4,1.3,28.8,40.9
207,Jalen McDaniels,PHI,64,25.3,3.2,1.1,3.2,33.5,1.0,3.1,32.8,49.5
208,Jalen Smith,IND,53,18.2,2.4,0.8,3.2,26.3,0.8,2.8,26.8,38.3
209,Jalen Suggs,ORL,39,23.2,1.9,0.7,2.1,32.1,0.6,1.9,31.6,46.9
210,Jalen Williams,OKC,59,29.4,2.3,0.8,2.4,32.6,0.8,2.4,33.1,48.9
211,Jamal Cain,MIA,14,13.3,0.6,0.2,0.9,23.1,0.1,0.9,16.7,30.8
212,Jamal Murray,DEN,50,32.6,2.9,1.0,2.6,37.1,1.0,2.6,37.7,55.7
213,Jamaree Bouyea,WAS,4,16.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
214,James Bouknight,CHA,26,13.6,0.9,0.3,1.5,21.1,0.3,1.4,21.6,31.6
215,James Harden,PHI,46,36.7,2.5,0.8,1.8,47.6,0.8,1.8,46.9,70.7
216,James Johnson,IND,12,8.1,0.5,0.2,0.7,25.0,0.2,0.7,25.0,37.5
217,James Wiseman,DET,26,14.8,0.5,0.2,0.6,37.5,0.1,0.2,33.3,43.8
218,Jared Butler,OKC,1,3.6,0.0,0.0,0.0,-,-,-,-,-
219,Jared Rhoden,DET,1,12.0,0.0,0.0,0.0,-,0.0,0.0,-,-
220,Jaren Jackson Jr.,MEM,45,27.4,4.2,1.4,4.2,34.0,1.4,4.1,34.2,50.8
221,Jarred Vanderbilt,LAL,60,24.2,1.1,0.4,1.2,31.4,0.3,1.0,32.3,45.7
222,Jarrett Allen,CLE,58,33.3,0.6,0.3,0.9,31.5,0.0,0.2,11.1,32.4
223,Jarrett Culver,ATL,10,13.7,0.3,0.1,1.2,8.3,0.1,1.0,10.0,12.5
224,Jason Preston,LAC,13,9.4,0.9,0.3,1.1,28.6,0.3,1.1,28.6,42.9
225,Javonte Green,CHI,28,16.0,1.3,0.4,1.2,36.4,0.4,1.2,36.4,54.5
226,Jaxson Hayes,NOP,37,13.6,0.3,0.1,0.8,14.3,0.1,0.7,11.1,19.6
227,Jaylen Brown,BOS,52,35.9,5.0,1.7,5.1,33.6,1.6,4.6,33.6,48.9
