,PLAYER,TEAM,GP,W,L,MIN,Touches,Elbow Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
12,Alex Len,SAC,18,12,6,3.2,5.8,1.1,0.1,0.3,40.0,0.1,0.1,100.0,0.3,31.6,0.6,57.9,0.1,9.1,0.1,10.5,0.1,5.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,65,14,51,28.5,55.0,5.2,1.1,2.1,52.9,0.5,0.7,68.8,2.8,53.7,2.2,42.1,0.4,20.6,0.4,7.2,0.3,6.6
16,Amir Coffey,LAC,45,23,22,13.2,14.3,0.1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,16.7,0.1,66.7,0.0,0.0,0.0,0.0,0.0,16.7
17,Andre Drummond,CHI,58,27,31,12.6,17.4,1.7,0.4,0.7,53.5,0.2,0.4,54.2,1.0,62.5,0.5,32.3,0.1,16.1,0.1,8.3,0.2,12.5
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,0.7,0.1,0.1,100.0,0.0,0.0,0.0,0.3,40.0,0.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,65,29,36,27.1,45.6,0.4,0.1,0.2,63.6,0.0,0.0,0.0,0.2,51.9,0.2,51.9,0.0,14.3,0.0,7.4,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,0.7,0.3,0.4,56.3,0.1,0.1,75.0,0.6,80.8,0.2,26.9,0.0,14.3,0.0,0.0,0.1,7.7
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.3,0.1,0.2,64.3,0.0,0.0,0.0,0.3,95.0,0.1,20.0,0.0,25.0,0.0,10.0,0.0,0.0
22,Anthony Davis,LAL,46,23,23,33.6,67.7,5.1,1.5,2.7,56.3,0.6,0.7,93.3,3.8,74.0,1.7,32.3,0.3,19.7,0.2,4.7,0.3,5.5
23,Anthony Edwards,MIN,71,35,36,36.0,71.5,0.5,0.2,0.3,78.9,0.0,0.0,100.0,0.5,86.8,0.2,31.6,0.0,25.0,0.1,13.2,0.0,2.6
24,Anthony Gill,WAS,48,18,30,10.0,10.0,0.4,0.1,0.2,75.0,0.0,0.0,0.0,0.3,57.1,0.2,52.4,0.0,18.2,0.0,0.0,0.0,0.0
25,Anthony Lamb,GSW,52,28,24,19.9,34.0,0.7,0.1,0.2,70.0,0.0,0.0,50.0,0.3,42.9,0.4,60.0,0.1,19.0,0.0,5.7,0.0,2.9
26,Austin Reaves,LAL,54,27,27,27.8,39.1,0.5,0.1,0.2,55.6,0.1,0.1,80.0,0.2,44.4,0.3,55.6,0.1,26.7,0.0,0.0,0.1,11.1
27,Austin Rivers,MIN,52,25,27,19.5,22.8,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,68,33,35,26.8,44.8,0.2,0.1,0.1,85.7,0.0,0.0,100.0,0.2,93.3,0.1,33.3,0.0,0.0,0.0,13.3,0.0,6.7
29,Bam Adebayo,MIA,68,36,32,35.1,63.2,7.0,2.0,3.5,58.2,0.7,0.9,74.2,4.8,68.5,2.5,36.1,0.4,16.2,0.4,5.6,0.5,6.5
30,Ben Simmons,BKN,42,24,18,26.3,61.4,2.3,0.4,0.7,51.6,0.0,0.1,25.0,0.8,34.4,1.4,59.4,0.3,21.1,0.0,2.1,0.0,2.1
31,Bennedict Mathurin,IND,68,30,38,27.8,41.1,1.2,0.3,0.5,64.7,0.3,0.4,79.2,1.0,87.3,0.4,34.2,0.0,11.1,0.0,3.8,0.2,15.2
32,Bismack Biyombo,PHX,51,26,25,13.6,22.4,2.5,0.4,0.8,51.2,0.1,0.2,37.5,0.9,37.6,1.4,55.2,0.2,17.4,0.1,4.0,0.1,3.2
33,Blake Griffin,BOS,34,21,13,14.3,20.8,1.1,0.3,0.4,78.6,0.1,0.2,50.0,0.7,64.1,0.6,51.3,0.1,25.0,0.0,0.0,0.1,7.7
34,Blake Wesley,SAS,25,6,19,17.0,33.2,0.3,0.0,0.1,50.0,0.1,0.2,50.0,0.2,50.0,0.2,50.0,0.0,0.0,0.0,0.0,0.1,25.0
35,Boban Marjanovic,HOU,25,4,21,4.7,6.4,0.7,0.2,0.3,75.0,0.0,0.1,50.0,0.6,88.2,0.2,35.3,0.0,16.7,0.1,11.8,0.0,5.9
36,Bobby Portis,MIL,60,40,20,26.0,49.5,1.5,0.4,0.6,68.4,0.1,0.1,75.0,0.9,62.5,0.7,47.7,0.1,16.7,0.1,5.7,0.0,2.3
37,Bogdan Bogdanovic,ATL,45,22,23,28.3,41.3,0.6,0.2,0.3,53.8,0.0,0.0,0.0,0.3,50.0,0.3,50.0,0.1,21.4,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.5,58.1,0.1,0.1,100.0,0.7,95.5,0.2,20.5,0.0,22.2,0.0,2.3,0.0,4.5
39,Bol Bol,ORL,67,26,41,21.4,22.6,0.4,0.2,0.2,87.5,0.0,0.0,100.0,0.5,114.8,0.1,33.3,0.0,22.2,0.0,3.7,0.0,3.7
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.1,60.0,0.1,50.0,0.0,20.0,0.0,10.0,0.0,0.0
41,Bradley Beal,WAS,49,24,25,33.5,67.8,1.9,0.5,1.0,50.0,0.1,0.1,100.0,1.2,63.0,0.7,37.0,0.1,17.6,0.1,6.5,0.1,3.3
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,4.3,1.1,1.6,65.2,0.1,0.3,57.1,2.4,55.4,2.3,53.8,0.4,15.5,0.1,2.9,0.1,2.9
44,Brandon Ingram,NOP,34,15,19,33.2,64.9,2.1,0.6,1.1,59.5,0.3,0.3,100.0,1.6,78.9,0.7,35.2,0.3,36.0,0.1,2.8,0.1,5.6
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,69,50,19,30.7,34.6,2.6,0.6,1.0,55.1,0.2,0.3,77.8,1.4,54.0,1.2,47.2,0.2,18.1,0.2,6.8,0.1,5.1
47,Bruce Brown,DEN,71,48,23,28.1,50.7,0.8,0.3,0.5,68.6,0.0,0.1,50.0,0.7,91.2,0.2,29.8,0.1,23.5,0.0,5.3,0.0,3.5
48,Bruno Fernando,ATL,34,10,24,10.9,19.5,1.4,0.2,0.5,41.2,0.1,0.1,50.0,0.5,34.7,0.7,49.0,0.0,4.2,0.1,4.1,0.1,4.1
49,Bryce McGowens,CHA,37,12,25,14.5,14.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,6,1,5,10.9,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,72,32,40,31.7,59.5,0.4,0.1,0.2,83.3,0.0,0.0,0.0,0.3,74.2,0.2,51.6,0.0,6.3,0.0,9.7,0.0,0.0
53,CJ McCollum,NOP,64,30,34,35.2,75.1,0.8,0.2,0.4,53.6,0.0,0.0,100.0,0.6,66.7,0.3,38.9,0.0,14.3,0.1,7.4,0.0,1.9
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.3,0.2,0.3,66.7,0.0,0.0,0.0,0.3,100.0,0.1,25.0,0.1,100.0,0.0,0.0,0.0,0.0
55,Caleb Houstan,ORL,42,15,27,15.1,12.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0
56,Caleb Martin,MIA,62,33,29,29.8,39.0,0.6,0.2,0.3,71.4,0.0,0.0,100.0,0.5,85.0,0.2,37.5,0.0,6.7,0.0,5.0,0.0,0.0
57,Cam Reddish,POR,36,13,23,25.0,28.7,0.6,0.2,0.3,58.3,0.1,0.1,100.0,0.4,76.2,0.2,28.6,0.1,33.3,0.1,9.5,0.0,4.8
58,Cam Thomas,BKN,52,28,24,16.6,28.9,0.3,0.1,0.2,60.0,0.1,0.1,100.0,0.3,100.0,0.1,27.8,0.0,40.0,0.0,5.6,0.0,5.6
59,Cameron Johnson,BKN,32,19,13,28.0,38.0,0.6,0.2,0.3,50.0,0.0,0.0,0.0,0.3,55.6,0.2,38.9,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,39,21,18,21.4,52.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,67,40,27,30.0,48.0,0.6,0.1,0.3,38.9,0.1,0.1,75.0,0.3,48.8,0.3,41.5,0.0,11.8,0.0,2.4,0.1,9.8
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,68,42,26,20.6,29.2,0.4,0.1,0.2,83.3,0.0,0.0,0.0,0.3,76.9,0.2,46.2,0.0,25.0,0.0,3.8,0.0,3.8
64,Charles Bassey,SAS,35,9,26,14.5,24.9,1.9,0.3,0.7,47.8,0.1,0.2,83.3,0.8,42.4,0.9,47.0,0.2,22.6,0.2,9.1,0.1,3.0
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,58,36,22,10.9,15.9,1.3,0.2,0.4,59.1,0.1,0.2,80.0,0.6,45.5,0.7,55.8,0.2,20.9,0.1,5.2,0.1,5.2
67,Chris Boucher,TOR,66,33,33,19.8,23.3,0.5,0.2,0.3,58.8,0.1,0.1,75.0,0.4,90.3,0.1,19.4,0.0,16.7,0.0,9.7,0.1,12.9
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.3,0.1,0.2,42.9,0.1,0.1,100.0,0.2,83.3,0.0,16.7,0.0,0.0,0.0,8.3,0.0,16.7
69,Chris Paul,PHX,50,26,24,32.1,74.5,0.3,0.0,0.1,0.0,0.1,0.1,60.0,0.0,6.7,0.2,60.0,0.0,11.1,0.0,6.7,0.0,6.7
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,66,44,22,14.5,16.5,0.3,0.1,0.1,80.0,0.1,0.1,62.5,0.2,65.0,0.2,50.0,0.0,20.0,0.0,5.0,0.1,20.0
72,Christian Koloko,TOR,49,24,25,14.0,14.8,0.9,0.1,0.4,31.6,0.1,0.1,85.7,0.3,40.5,0.4,45.2,0.1,15.8,0.0,2.4,0.1,7.1
73,Christian Wood,DAL,59,31,28,26.8,47.4,2.2,0.5,0.8,61.2,0.4,0.4,92.3,1.5,68.0,0.9,42.2,0.2,20.4,0.1,5.5,0.2,10.2
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,66.7,0.1,66.7,0.0,50.0,0.0,0.0,0.0,0.0
75,Clint Capela,ATL,55,29,26,26.6,36.6,2.4,0.5,0.8,68.2,0.1,0.1,62.5,1.2,49.3,1.4,56.7,0.2,15.8,0.1,5.2,0.1,3.0
76,Coby White,CHI,62,30,32,22.7,36.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,1.9,0.5,0.8,62.5,0.0,0.0,0.0,1.0,52.6,1.1,57.9,0.1,9.1,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,52,23,29,25.5,52.8,0.4,0.1,0.1,100.0,0.1,0.2,87.5,0.3,75.0,0.2,55.0,0.0,9.1,0.0,5.0,0.1,20.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,0.4,0.0,0.1,40.0,0.1,0.1,100.0,0.2,52.6,0.2,42.1,0.1,37.5,0.0,5.3,0.1,15.8
82,Corey Kispert,WAS,63,28,35,27.5,30.6,0.5,0.2,0.3,61.1,0.0,0.0,100.0,0.4,86.7,0.1,30.0,0.1,44.4,0.0,6.7,0.0,3.3
83,Cory Joseph,DET,53,11,42,18.3,38.2,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,64,33,31,32.5,81.0,0.5,0.2,0.3,68.4,0.0,0.0,0.0,0.5,82.9,0.2,37.1,0.0,0.0,0.0,5.7,0.0,0.0
85,Daishen Nix,HOU,48,12,36,16.7,37.6,0.1,0.1,0.1,100.0,0.0,0.0,0.0,0.1,120.0,0.0,20.0,0.0,100.0,0.0,20.0,0.0,0.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.1,0.1,0.1,66.7,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,27,13,14,5.0,7.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,31,10,21,9.8,10.2,0.8,0.0,0.1,25.0,0.1,0.1,100.0,0.1,15.4,0.5,61.5,0.0,6.3,0.1,11.5,0.0,3.8
89,Damian Lillard,POR,57,26,31,36.4,88.0,0.4,0.1,0.1,71.4,0.1,0.1,100.0,0.3,62.5,0.2,45.8,0.0,9.1,0.1,16.7,0.0,4.2
90,Damion Lee,PHX,70,38,32,20.7,28.9,0.3,0.1,0.1,75.0,0.0,0.0,0.0,0.2,57.1,0.2,57.1,0.0,0.0,0.0,4.8,0.0,0.0
91,Daniel Gafford,WAS,69,30,39,19.7,28.0,2.0,0.6,0.8,70.9,0.1,0.2,50.0,1.3,62.6,1.0,48.9,0.1,13.2,0.1,5.8,0.1,4.3
92,Daniel Theis,IND,7,1,6,15.5,23.7,2.1,0.7,1.3,55.6,0.1,0.3,50.0,1.7,80.0,0.7,33.3,0.1,20.0,0.0,0.0,0.1,6.7
93,Danny Green,CLE,9,5,4,9.8,13.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,47,32,15,14.2,15.9,0.1,0.1,0.1,75.0,0.0,0.0,0.0,0.1,116.7,0.0,16.7,0.0,100.0,0.0,16.7,0.0,0.0
95,Dario Saric,OKC,52,25,27,14.3,23.9,1.0,0.3,0.4,73.7,0.0,0.0,0.0,0.6,58.8,0.5,52.9,0.1,11.1,0.1,5.9,0.0,0.0
96,Darius Bazley,PHX,39,18,21,14.9,23.0,0.8,0.2,0.4,50.0,0.2,0.3,60.0,0.6,71.0,0.2,22.6,0.0,0.0,0.1,6.5,0.1,16.1
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,62,35,27,35.2,76.9,0.5,0.1,0.2,61.5,0.1,0.1,100.0,0.3,58.8,0.3,47.1,0.1,25.0,0.0,2.9,0.0,5.9
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,59,37,22,16.9,19.6,0.4,0.1,0.2,38.5,0.0,0.0,50.0,0.2,50.0,0.1,29.2,0.0,28.6,0.0,8.3,0.0,4.2
101,Davion Mitchell,SAC,70,42,28,17.8,34.2,0.1,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.1,40.0,0.0,75.0,0.0,0.0,0.0,10.0
102,Davis Bertans,DAL,40,19,21,10.8,13.1,0.2,0.1,0.1,100.0,0.0,0.0,0.0,0.1,50.0,0.2,75.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.0,0.0,33.3,0.1,40.0,0.0,0.0
104,Day'Ron Sharpe,BKN,37,16,21,11.1,17.8,1.3,0.2,0.4,50.0,0.2,0.3,60.0,0.6,44.9,0.6,44.9,0.1,13.6,0.1,10.2,0.1,10.2
105,De'Aaron Fox,SAC,64,40,24,34.0,79.7,0.4,0.1,0.2,63.6,0.0,0.0,0.0,0.2,60.9,0.1,39.1,0.0,11.1,0.0,13.0,0.0,0.0
106,De'Andre Hunter,ATL,61,33,28,32.0,38.3,0.9,0.3,0.6,58.3,0.1,0.1,87.5,0.8,92.5,0.1,17.0,0.0,22.2,0.0,5.7,0.1,7.5
107,De'Anthony Melton,PHI,68,46,22,28.0,48.7,0.6,0.1,0.1,80.0,0.0,0.0,50.0,0.3,47.4,0.4,71.1,0.1,22.2,0.0,0.0,0.0,2.6
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,2.4,0.1,0.2,37.5,0.0,0.1,25.0,0.2,8.4,1.9,80.7,0.3,17.9,0.1,4.8,0.1,2.4
109,DeMar DeRozan,CHI,64,32,32,36.7,61.1,1.6,0.4,0.8,51.9,0.3,0.3,88.9,1.2,75.2,0.5,32.7,0.1,21.2,0.0,2.0,0.1,6.9
110,Dean Wade,CLE,39,27,12,19.9,22.3,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.1,36.4,0.2,63.6,0.0,0.0,0.1,18.2,0.0,0.0
111,Deandre Ayton,PHX,61,30,31,30.4,52.7,5.5,2.0,3.6,56.6,0.4,0.5,76.7,4.5,81.5,1.2,22.4,0.3,22.7,0.3,6.3,0.2,4.2
112,Dejounte Murray,ATL,66,33,33,36.4,72.5,0.5,0.1,0.3,33.3,0.0,0.0,0.0,0.2,33.3,0.2,41.7,0.1,26.7,0.0,5.6,0.0,0.0
113,Delon Wright,WAS,42,23,19,24.0,45.6,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.2,61.5,0.2,61.5,0.0,12.5,0.0,7.7,0.0,0.0
114,Deni Avdija,WAS,69,31,38,25.9,42.1,0.7,0.2,0.3,58.3,0.0,0.0,50.0,0.4,62.0,0.3,46.0,0.1,21.7,0.0,2.0,0.0,2.0
115,Dennis Schroder,LAL,59,31,28,30.0,54.8,0.2,0.1,0.1,50.0,0.0,0.0,0.0,0.1,46.2,0.1,46.2,0.0,0.0,0.0,7.7,0.0,0.0
116,Dennis Smith Jr.,CHA,51,17,34,25.7,52.7,0.3,0.1,0.2,66.7,0.0,0.0,0.0,0.3,76.5,0.1,35.3,0.0,0.0,0.0,11.8,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,53,23,30,13.6,17.9,0.7,0.2,0.4,57.9,0.1,0.2,62.5,0.5,80.6,0.2,25.0,0.0,22.2,0.1,11.1,0.1,11.1
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.2,0.1,0.2,40.0,0.0,0.0,0.0,0.1,66.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,72,49,23,28.0,47.0,0.6,0.1,0.2,53.3,0.1,0.1,100.0,0.3,57.1,0.3,50.0,0.1,38.1,0.0,4.8,0.0,7.1
122,Desmond Bane,MEM,49,31,18,31.3,62.8,0.7,0.3,0.5,65.2,0.1,0.2,87.5,0.8,105.6,0.1,19.4,0.1,42.9,0.0,5.6,0.1,8.3
123,Devin Booker,PHX,44,27,17,34.5,63.9,1.0,0.3,0.5,63.6,0.1,0.1,100.0,0.8,80.0,0.4,37.8,0.2,41.2,0.1,6.7,0.1,6.7
124,Devin Vassell,SAS,36,12,24,31.2,53.3,0.5,0.3,0.4,64.3,0.1,0.1,100.0,0.6,121.1,0.1,15.8,0.0,0.0,0.0,0.0,0.1,10.5
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.2,33.3,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,66,30,36,17.8,34.1,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,40.0,0.1,60.0,0.0,50.0,0.0,10.0,0.0,0.0
127,Dewayne Dedmon,PHI,33,20,13,11.0,18.7,1.5,0.5,0.8,63.0,0.2,0.3,80.0,1.3,89.8,0.5,30.6,0.1,13.3,0.1,4.1,0.1,8.2
128,Dillon Brooks,MEM,65,41,24,30.5,41.1,0.4,0.1,0.2,53.3,0.0,0.0,100.0,0.3,64.3,0.1,25.0,0.0,28.6,0.0,10.7,0.0,0.0
129,Domantas Sabonis,SAC,69,42,27,34.8,83.3,8.7,2.1,3.1,66.8,0.9,1.1,76.9,5.2,60.0,4.3,49.7,1.0,23.2,0.5,5.4,0.5,5.9
130,Dominick Barlow,SAS,17,2,15,11.7,12.9,1.5,0.3,0.6,50.0,0.0,0.0,0.0,0.6,38.5,0.8,50.0,0.3,38.5,0.1,7.7,0.0,0.0
131,Donovan Mitchell,CLE,61,39,22,35.5,68.3,0.8,0.3,0.4,73.9,0.1,0.1,100.0,0.7,91.7,0.3,41.7,0.0,15.0,0.0,2.1,0.0,6.3
132,Donte DiVincenzo,GSW,62,34,28,26.6,48.9,0.7,0.1,0.1,66.7,0.0,0.0,100.0,0.2,34.9,0.5,69.8,0.1,13.3,0.0,4.7,0.0,2.3
133,Dorian Finney-Smith,BKN,57,26,31,31.2,38.3,0.5,0.1,0.1,100.0,0.0,0.0,0.0,0.2,35.5,0.4,77.4,0.1,20.8,0.0,0.0,0.0,0.0
134,Doug McDermott,SAS,58,18,40,20.7,28.0,0.3,0.1,0.2,58.3,0.0,0.0,0.0,0.3,100.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,6.7
135,Draymond Green,GSW,63,33,30,31.5,72.7,2.7,0.6,0.8,66.0,0.1,0.2,66.7,1.2,45.1,1.6,59.0,0.3,21.6,0.1,5.2,0.1,3.5
136,Drew Eubanks,POR,69,29,40,19.7,26.4,2.4,0.7,1.0,65.2,0.2,0.3,63.6,1.5,64.0,1.1,45.1,0.1,13.5,0.1,4.9,0.2,6.7
137,Dru Smith,BKN,10,4,6,12.4,22.7,0.3,0.2,0.2,100.0,0.0,0.0,0.0,0.4,133.3,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duncan Robinson,MIA,35,16,19,16.5,23.1,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.2,100.0,0.1,42.9,0.0,0.0,0.0,0.0,0.0,0.0
140,Dwight Powell,DAL,67,35,32,19.9,26.0,2.1,0.3,0.5,61.8,0.2,0.3,61.1,0.8,40.0,1.3,62.1,0.2,12.6,0.1,4.3,0.1,6.4
141,Dylan Windler,CLE,2,2,0,4.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,49,25,24,18.6,29.5,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.1,83.3,0.1,80.0,0.0,0.0,0.0,0.0
