,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,29,23,6,9.8,12.5,0.3,0.1,0.1,75.0,0.1,0.1,100.0,0.3,80.0,0.1,30.0,0.0,10.0,0.0,10.0,0.0,10.0
2,AJ Griffin,ATL,58,27,31,20.2,21.7,0.6,0.3,0.4,75.0,0.0,0.0,50.0,0.6,100.0,0.2,29.7,0.1,8.1,0.0,2.7,0.0,2.7
3,Aaron Gordon,DEN,51,37,14,30.1,42.5,6.8,3.6,4.7,75.5,0.8,1.5,56.6,8.1,119.0,0.9,12.9,0.2,3.2,0.2,3.2,0.7,10.1
4,Aaron Holiday,ATL,51,27,24,14.3,20.7,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,56,24,32,24.5,34.6,1.1,0.4,0.6,61.1,0.1,0.1,100.0,0.9,88.1,0.2,16.9,0.0,3.4,0.1,10.2,0.1,5.1
6,Aaron Wiggins,OKC,50,25,25,18.8,21.8,2.1,0.7,1.1,64.3,0.2,0.2,81.8,1.6,79.6,0.6,31.1,0.2,8.7,0.1,6.8,0.1,4.9
7,Admiral Schofield,ORL,29,11,18,12.3,18.9,1.0,0.4,0.6,61.1,0.0,0.1,50.0,0.8,82.1,0.3,28.6,0.1,7.1,0.0,0.0,0.0,3.6
8,Al Horford,BOS,49,35,14,30.8,46.5,2.9,0.7,1.3,57.1,0.1,0.1,75.0,1.6,54.3,1.2,43.6,0.4,12.9,0.2,5.7,0.0,1.4
9,Alec Burks,DET,49,12,37,22.0,34.5,0.3,0.1,0.2,44.4,0.0,0.0,0.0,0.2,52.9,0.1,35.3,0.0,5.9,0.0,11.8,0.0,0.0
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,52,22,30,24.2,45.7,1.3,0.3,0.5,57.7,0.1,0.2,87.5,0.7,56.1,0.6,45.5,0.2,18.2,0.0,3.0,0.1,6.1
12,Alex Len,SAC,14,9,5,3.4,6.1,0.9,0.3,0.3,100.0,0.1,0.1,50.0,0.6,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
