,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,30,24,6,9.7,12.3,0.3,0.1,0.1,75.0,0.1,0.1,100.0,0.3,80.0,0.1,30.0,0.0,10.0,0.0,10.0,0.0,10.0
2,AJ Griffin,ATL,61,28,33,19.4,21.0,0.6,0.3,0.4,75.0,0.0,0.1,75.0,0.6,100.0,0.2,28.2,0.0,7.7,0.0,5.1,0.0,5.1
3,Aaron Gordon,DEN,56,39,17,30.0,42.3,6.9,3.5,4.7,75.3,0.9,1.5,58.1,8.1,117.4,0.9,13.0,0.3,3.6,0.3,3.6,0.7,10.1
4,Aaron Holiday,ATL,54,28,26,13.6,19.8,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,60,26,34,24.6,34.4,1.1,0.4,0.6,60.5,0.1,0.1,100.0,0.9,84.4,0.2,18.8,0.0,3.1,0.1,10.9,0.1,4.7
6,Aaron Wiggins,OKC,56,30,26,18.9,21.7,2.1,0.8,1.2,63.8,0.2,0.2,84.6,1.8,83.3,0.6,27.5,0.2,8.3,0.1,6.7,0.1,5.0
7,Admiral Schofield,ORL,31,12,19,11.9,18.1,1.0,0.4,0.6,61.1,0.0,0.1,50.0,0.7,76.7,0.3,33.3,0.1,13.3,0.0,0.0,0.0,3.3
8,Al Horford,BOS,54,37,17,31.0,46.5,2.9,0.7,1.4,53.4,0.1,0.1,75.0,1.5,52.9,1.2,42.6,0.4,12.9,0.1,5.2,0.0,1.3
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,56,24,32,24.2,44.7,1.3,0.3,0.6,57.6,0.1,0.1,87.5,0.8,60.0,0.6,42.7,0.2,16.0,0.0,2.7,0.1,5.3
12,Alex Len,SAC,16,10,6,3.0,5.4,0.8,0.3,0.3,100.0,0.1,0.1,50.0,0.6,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,62,12,50,28.3,54.1,7.1,2.4,4.1,58.3,0.5,0.6,72.5,5.4,76.7,1.9,26.3,0.5,7.5,0.4,6.2,0.2,3.4
16,Amir Coffey,LAC,44,22,22,13.5,14.6,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,54,24,30,12.9,18.0,4.6,1.9,3.1,62.4,0.5,1.0,46.4,4.4,94.4,0.6,12.8,0.1,3.2,0.3,6.8,0.5,11.2
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,62,28,34,26.9,44.2,0.6,0.2,0.3,61.1,0.0,0.0,0.0,0.4,59.0,0.3,48.7,0.1,10.3,0.0,5.1,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,59,27,32,35.0,67.9,0.6,0.3,0.4,68.2,0.0,0.0,0.0,0.5,90.9,0.2,30.3,0.0,3.0,0.0,3.0,0.0,0.0
22,Anthony Davis,LAL,43,21,22,33.5,67.9,10.9,5.0,7.2,70.2,2.4,2.9,82.5,12.8,118.2,1.3,11.8,0.2,2.1,0.5,4.5,1.3,12.4
23,Anthony Edwards,MIN,69,35,34,36.4,72.4,0.9,0.4,0.5,75.0,0.0,0.1,50.0,0.8,92.1,0.3,31.7,0.0,3.2,0.0,3.2,0.0,3.2
24,Anthony Gill,WAS,45,17,28,10.1,10.1,1.2,0.7,0.8,84.2,0.1,0.2,62.5,1.6,125.0,0.2,17.9,0.0,0.0,0.0,1.8,0.1,5.4
25,Anthony Lamb,GSW,49,27,22,20.0,34.0,1.8,0.4,0.7,61.1,0.1,0.1,75.0,1.0,54.0,0.9,48.3,0.2,11.5,0.1,4.6,0.0,2.3
26,Austin Reaves,LAL,50,25,25,27.6,38.0,1.0,0.3,0.4,61.9,0.1,0.1,100.0,0.7,68.0,0.5,48.0,0.1,12.0,0.0,2.0,0.1,6.0
27,Austin Rivers,MIN,50,24,26,20.1,23.5,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,64,30,34,27.2,46.0,0.7,0.3,0.5,64.5,0.1,0.1,100.0,0.7,102.2,0.1,20.0,0.0,2.2,0.0,4.4,0.0,4.4
29,Bam Adebayo,MIA,65,34,31,35.1,63.3,7.8,3.0,4.9,60.9,0.8,1.0,80.3,6.8,88.1,1.8,23.0,0.2,3.0,0.4,4.6,0.5,6.5
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,67,30,37,27.8,41.0,1.8,0.7,1.1,63.0,0.3,0.4,84.6,1.8,99.2,0.3,16.8,0.0,0.0,0.1,3.4,0.2,10.9
32,Bismack Biyombo,PHX,49,26,23,13.5,22.4,4.4,1.3,2.2,59.6,0.2,0.6,32.3,2.9,64.7,1.5,33.5,0.2,4.6,0.2,5.5,0.3,6.0
33,Blake Griffin,BOS,31,19,12,14.2,20.7,2.2,0.8,1.1,70.6,0.1,0.3,50.0,1.7,79.1,0.7,32.8,0.2,7.5,0.1,3.0,0.1,6.0
34,Blake Wesley,SAS,21,4,17,16.2,30.8,0.6,0.1,0.3,33.3,0.1,0.2,50.0,0.3,46.2,0.2,38.5,0.0,0.0,0.0,0.0,0.0,7.7
35,Boban Marjanovic,HOU,24,3,21,4.8,6.5,1.5,0.9,1.0,87.5,0.3,0.3,75.0,2.1,142.9,0.1,8.6,0.0,0.0,0.1,5.7,0.2,11.4
36,Bobby Portis,MIL,57,38,19,26.0,50.2,4.4,1.8,2.8,62.7,0.4,0.5,80.8,3.9,90.0,1.0,22.4,0.2,3.6,0.2,4.8,0.2,5.2
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,41.6,0.5,0.1,0.3,54.5,0.0,0.0,100.0,0.3,60.9,0.2,43.5,0.1,13.0,0.0,4.3,0.0,4.3
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.6,47.1,0.1,0.1,87.5,0.7,81.6,0.1,14.3,0.0,2.0,0.1,6.1,0.1,6.1
39,Bol Bol,ORL,63,25,38,22.0,23.3,2.0,1.3,1.6,83.8,0.1,0.2,64.3,2.8,143.5,0.1,7.3,0.0,2.4,0.1,4.8,0.1,4.8
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.4,0.1,0.1,50.0,0.1,0.1,100.0,0.2,55.6,0.1,38.9,0.0,0.0,0.0,11.1,0.0,5.6
41,Bradley Beal,WAS,46,23,23,33.6,67.8,1.6,0.7,0.9,69.8,0.2,0.2,80.0,1.5,95.9,0.5,28.4,0.1,5.4,0.1,5.4,0.1,6.8
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.5,0.1,0.3,28.6,0.0,0.1,50.0,0.2,50.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,5.4,2.5,3.5,70.4,0.8,1.1,73.4,6.0,109.5,1.0,18.7,0.2,3.6,0.2,3.0,0.6,10.2
44,Brandon Ingram,NOP,31,14,17,32.7,64.6,0.8,0.3,0.5,62.5,0.1,0.1,100.0,0.7,84.6,0.2,23.1,0.0,0.0,0.0,3.8,0.0,3.8
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,67,48,19,30.6,34.5,5.7,2.5,3.7,68.3,0.9,1.1,78.9,6.1,108.4,0.9,15.3,0.1,2.4,0.3,5.3,0.6,9.8
47,Bruce Brown,DEN,67,46,21,28.3,51.5,1.8,0.7,1.0,68.7,0.3,0.3,81.0,1.6,89.4,0.6,32.5,0.1,7.3,0.1,3.3,0.1,8.1
48,Bruno Fernando,ATL,34,10,24,10.9,19.5,3.6,1.2,2.1,58.6,0.5,0.7,75.0,3.0,82.8,0.9,24.6,0.3,7.4,0.2,4.9,0.4,9.8
49,Bryce McGowens,CHA,34,11,23,14.7,14.6,0.5,0.2,0.3,60.0,0.0,0.1,50.0,0.4,76.5,0.1,29.4,0.0,0.0,0.0,0.0,0.0,5.9
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0
51,Buddy Boeheim,DET,3,1,2,9.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,69,31,38,31.7,59.5,0.9,0.3,0.4,72.4,0.0,0.0,66.7,0.7,80.0,0.4,43.3,0.1,8.3,0.0,1.7,0.0,1.7
53,CJ McCollum,NOP,61,29,32,35.0,75.0,0.6,0.2,0.3,60.0,0.0,0.0,0.0,0.4,66.7,0.2,30.6,0.1,13.9,0.0,8.3,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.9,0.3,0.4,60.0,0.3,0.3,100.0,0.8,90.9,0.3,27.3,0.1,9.1,0.1,9.1,0.2,18.2
55,Caleb Houstan,ORL,39,14,25,15.4,12.9,0.7,0.2,0.5,50.0,0.1,0.1,100.0,0.5,74.1,0.2,22.2,0.0,3.7,0.0,3.7,0.0,3.7
56,Caleb Martin,MIA,59,31,28,29.7,38.7,2.3,0.7,1.1,60.9,0.2,0.3,77.8,1.6,68.1,0.9,40.7,0.2,6.7,0.1,3.0,0.1,5.9
57,Cam Reddish,POR,33,13,20,25.3,29.3,0.8,0.4,0.6,73.7,0.0,0.1,50.0,0.9,107.4,0.2,18.5,0.0,3.7,0.1,7.4,0.0,3.7
58,Cam Thomas,BKN,49,28,21,16.9,29.7,0.2,0.1,0.1,85.7,0.1,0.1,100.0,0.3,133.3,0.1,25.0,0.0,16.7,0.0,0.0,0.0,8.3
59,Cameron Johnson,BKN,29,19,10,27.1,36.7,1.1,0.4,0.7,61.9,0.2,0.3,70.0,1.1,106.5,0.1,12.9,0.0,3.2,0.0,0.0,0.2,16.1
60,Cameron Payne,PHX,36,20,16,21.8,53.5,0.3,0.1,0.1,80.0,0.0,0.0,0.0,0.2,88.9,0.1,44.4,0.1,22.2,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,64,38,26,30.1,47.9,1.1,0.2,0.4,46.4,0.1,0.2,70.0,0.5,50.0,0.5,44.1,0.0,4.4,0.0,4.4,0.1,7.4
62,Carlik Jones,CHI,1,0,1,21.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
63,Cedi Osman,CLE,65,40,25,20.4,29.0,0.8,0.3,0.5,64.5,0.0,0.1,25.0,0.6,80.4,0.2,27.5,0.0,3.9,0.0,2.0,0.0,3.9
64,Charles Bassey,SAS,34,8,26,14.7,25.1,4.8,2.0,2.9,68.0,0.6,0.8,71.4,4.7,97.0,1.1,22.0,0.1,2.4,0.3,6.1,0.4,7.3
65,Chima Moneke,SAC,2,1,1,4.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,1.0,66.7,0.5,33.3,0.5,33.3,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,54,33,21,11.1,16.1,3.0,1.4,2.0,70.0,0.4,0.5,75.0,3.3,109.3,0.4,14.8,0.1,3.1,0.1,4.3,0.2,8.0
67,Chris Boucher,TOR,62,30,32,20.1,23.7,4.1,1.7,2.8,62.1,0.7,0.9,75.9,4.3,104.3,0.3,7.9,0.1,1.6,0.3,6.7,0.5,11.4
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.5,0.2,0.3,69.2,0.0,0.0,100.0,0.4,87.0,0.1,17.4,0.0,0.0,0.1,17.4,0.0,4.3
69,Chris Paul,PHX,47,25,22,32.1,74.8,0.3,0.0,0.1,50.0,0.1,0.1,60.0,0.1,35.7,0.1,50.0,0.0,14.3,0.0,14.3,0.0,7.1
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,62,42,20,14.4,16.4,0.9,0.2,0.4,65.2,0.1,0.2,60.0,0.6,64.3,0.4,41.1,0.1,7.1,0.0,5.4,0.1,8.9
72,Christian Koloko,TOR,46,21,25,14.4,15.2,3.3,1.1,1.9,56.2,0.6,0.8,73.0,2.8,84.2,0.8,23.7,0.1,2.0,0.1,3.9,0.4,11.2
73,Christian Wood,DAL,56,29,27,26.6,46.6,4.2,1.8,2.7,67.3,0.6,0.8,78.6,4.3,103.0,0.8,17.8,0.0,0.8,0.3,6.8,0.3,7.6
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.7,0.1,0.2,75.0,0.0,0.1,50.0,0.3,43.8,0.5,68.8,0.1,12.5,0.0,0.0,0.0,6.3
75,Clint Capela,ATL,53,28,25,26.7,36.7,10.4,4.9,7.5,65.2,0.8,1.3,59.4,10.6,102.4,1.6,15.3,0.1,0.9,0.4,3.6,0.6,6.0
76,Coby White,CHI,58,27,31,22.4,35.2,0.2,0.1,0.1,75.0,0.0,0.0,50.0,0.1,70.0,0.1,30.0,0.0,0.0,0.0,20.0,0.0,10.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,50.0,0.7,62.5,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,3.2,0.9,1.7,52.9,0.2,0.2,100.0,2.0,62.5,1.3,40.6,0.1,3.1,0.1,3.1,0.1,3.1
79,Cole Anthony,ORL,48,22,26,25.2,53.1,0.9,0.3,0.4,70.0,0.2,0.2,90.0,0.8,88.4,0.3,34.9,0.1,7.0,0.0,2.3,0.1,11.6
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,1.2,0.4,0.7,56.3,0.3,0.3,100.0,1.1,86.2,0.3,20.7,0.1,5.2,0.1,5.2,0.1,10.3
82,Corey Kispert,WAS,60,27,33,27.4,30.5,1.0,0.4,0.6,65.7,0.1,0.1,100.0,0.9,86.7,0.3,28.3,0.1,5.0,0.1,5.0,0.1,5.0
83,Cory Joseph,DET,50,11,39,17.6,37.0,0.2,0.1,0.2,50.0,0.0,0.0,0.0,0.2,72.7,0.1,27.3,0.0,9.1,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,60,31,29,32.4,81.5,0.8,0.3,0.5,55.6,0.1,0.1,100.0,0.6,75.0,0.3,35.4,0.1,8.3,0.0,2.1,0.0,4.2
85,Daishen Nix,HOU,47,12,35,16.7,37.8,0.3,0.1,0.1,60.0,0.1,0.1,75.0,0.2,69.2,0.1,38.5,0.0,7.7,0.0,7.7,0.0,15.4
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.7,0.5,0.6,76.5,0.0,0.0,0.0,1.0,130.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
87,Dalen Terry,CHI,26,13,13,5.0,7.4,0.4,0.1,0.2,50.0,0.0,0.0,0.0,0.2,40.0,0.2,50.0,0.0,0.0,0.0,10.0,0.0,0.0
88,Damian Jones,UTA,30,9,21,9.8,10.3,2.4,0.9,1.3,65.0,0.5,0.7,80.0,2.3,97.2,0.4,18.3,0.0,0.0,0.1,5.6,0.3,14.1
89,Damian Lillard,POR,54,26,28,36.3,87.8,0.6,0.1,0.3,57.1,0.0,0.0,0.0,0.3,48.5,0.3,42.4,0.0,3.0,0.1,9.1,0.0,0.0
90,Damion Lee,PHX,68,37,31,21.0,29.2,0.5,0.1,0.3,58.8,0.0,0.0,100.0,0.3,64.7,0.2,44.1,0.0,2.9,0.0,0.0,0.0,2.9
91,Daniel Gafford,WAS,66,29,37,19.8,27.9,5.3,2.7,3.3,79.9,0.6,1.0,62.7,6.2,117.6,0.9,17.0,0.1,2.3,0.3,6.3,0.5,9.5
92,Daniel Theis,IND,7,1,6,15.5,23.7,3.4,1.3,2.6,50.0,0.6,1.1,50.0,3.1,91.7,0.3,8.3,0.0,0.0,0.0,0.0,0.6,16.7
93,Danny Green,CLE,7,3,4,11.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,43,29,14,14.2,16.1,0.4,0.2,0.3,90.9,0.1,0.1,50.0,0.5,127.8,0.1,16.7,0.0,5.6,0.0,5.6,0.1,16.7
95,Dario Saric,OKC,49,23,26,14.5,23.9,1.9,0.6,1.0,61.2,0.3,0.4,88.9,1.7,88.3,0.5,25.5,0.0,2.1,0.1,6.4,0.2,8.5
96,Darius Bazley,PHX,38,18,20,15.1,23.3,2.0,0.6,1.1,55.0,0.3,0.4,62.5,1.4,73.3,0.6,28.0,0.1,5.3,0.1,6.7,0.2,9.3
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,59,33,26,35.3,77.2,0.5,0.1,0.2,80.0,0.0,0.0,100.0,0.3,60.0,0.3,60.0,0.1,16.7,0.0,3.3,0.0,3.3
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.5,0.2,0.3,60.0,0.1,0.1,100.0,0.4,88.9,0.2,33.3,0.0,0.0,0.0,0.0,0.1,11.1
100,David Roddy,MEM,55,34,21,16.9,19.3,0.9,0.5,0.6,75.8,0.1,0.1,75.0,1.0,119.1,0.2,19.1,0.0,2.1,0.0,0.0,0.1,8.5
101,Davion Mitchell,SAC,66,39,27,18.0,34.3,0.4,0.2,0.2,71.4,0.0,0.0,0.0,0.3,75.0,0.2,46.4,0.1,17.9,0.0,3.6,0.0,0.0
102,Davis Bertans,DAL,37,17,20,10.8,12.9,0.3,0.1,0.1,75.0,0.0,0.0,0.0,0.2,54.5,0.2,63.6,0.0,9.1,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,39,25,14,8.6,15.8,0.4,0.1,0.1,50.0,0.0,0.0,0.0,0.1,28.6,0.2,42.9,0.0,0.0,0.1,21.4,0.0,0.0
104,Day'Ron Sharpe,BKN,36,16,20,11.2,18.0,3.5,1.2,2.1,56.6,0.3,0.4,78.6,2.7,77.0,0.9,24.6,0.1,4.0,0.2,6.3,0.2,5.6
105,De'Aaron Fox,SAC,60,37,23,34.1,80.0,0.7,0.3,0.3,84.2,0.1,0.1,83.3,0.6,94.9,0.2,23.1,0.1,12.8,0.1,7.7,0.1,7.7
106,De'Andre Hunter,ATL,59,32,27,32.0,38.5,1.2,0.4,0.7,59.1,0.2,0.2,78.6,1.1,92.9,0.2,18.6,0.1,5.7,0.1,4.3,0.1,10.0
107,De'Anthony Melton,PHI,64,43,21,28.1,49.2,1.2,0.2,0.4,52.0,0.1,0.1,83.3,0.5,41.3,0.6,49.3,0.1,9.3,0.1,6.7,0.0,4.0
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,3.7,1.9,2.4,80.7,0.4,0.8,50.0,4.3,113.7,0.5,12.2,0.1,3.1,0.3,6.9,0.4,9.9
