,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
57,Cam Reddish,POR,40,14,26,24.7,9899.5,1.87,0.97,0.9,4.24,4.4,4.08
58,Cam Thomas,BKN,56,30,26,16.2,6345.2,1.2,0.67,0.54,4.19,4.58,3.79
59,Cameron Johnson,BKN,40,23,17,28.5,11202.5,2.12,1.15,0.97,4.18,4.56,3.81
60,Cameron Payne,PHX,46,26,20,20.6,8003.6,1.52,0.85,0.67,4.13,4.63,3.62
61,Caris LeVert,CLE,74,45,29,30.2,11693.6,2.21,1.2,1.01,4.08,4.32,3.83
62,Carlik Jones,CHI,3,1,2,9.0,3371.7,0.64,0.34,0.3,3.95,4.3,3.64
63,Cedi Osman,CLE,75,47,28,20.1,7822.4,1.48,0.79,0.69,4.09,4.24,3.94
64,Charles Bassey,SAS,35,9,26,14.5,5781.7,1.1,0.58,0.51,4.18,4.51,3.86
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,64,41,23,10.3,4183.9,0.79,0.4,0.39,4.24,4.55,3.96
67,Chris Boucher,TOR,73,38,35,20.2,8159.2,1.55,0.82,0.73,4.25,4.45,4.05
68,Chris Duarte,IND,46,19,27,19.5,8366.7,1.58,0.84,0.75,4.54,4.91,4.19
69,Chris Paul,PHX,58,32,26,31.9,10699.4,2.03,1.13,0.9,3.56,3.93,3.19
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,73,48,25,15.1,6209.2,1.18,0.62,0.55,4.36,4.57,4.14
72,Christian Koloko,TOR,55,28,27,13.9,5677.0,1.08,0.56,0.52,4.31,4.51,4.12
73,Christian Wood,DAL,66,32,34,26.0,9456.7,1.79,0.95,0.84,3.86,3.99,3.72
74,Chuma Okeke,ORL,24,8,16,17.8,7236.1,1.37,0.72,0.65,4.3,4.41,4.17
75,Clint Capela,ATL,63,34,29,26.7,10129.3,1.92,1.0,0.92,4.03,4.23,3.84
76,Coby White,CHI,70,34,36,23.3,8895.2,1.68,0.86,0.82,4.04,4.27,3.83
77,Cody Martin,CHA,7,2,5,19.1,8315.4,1.57,0.84,0.73,4.57,4.86,4.28
78,Cody Zeller,MIA,13,5,8,14.1,5655.2,1.07,0.6,0.48,4.24,4.57,3.89
79,Cole Anthony,ORL,59,28,31,25.8,10783.7,2.04,1.1,0.94,4.41,4.78,4.04
80,Cole Swider,LAL,6,1,5,6.8,2957.3,0.56,0.32,0.24,4.61,4.96,3.95
81,Collin Sexton,UTA,48,24,24,23.9,9063.3,1.72,0.93,0.78,3.99,4.29,3.69
82,Corey Kispert,WAS,71,30,41,28.4,11631.1,2.2,1.24,0.96,4.34,4.77,3.9
83,Cory Joseph,DET,59,11,48,19.1,7912.5,1.5,0.81,0.69,4.36,4.65,4.06
84,D'Angelo Russell,LAL,68,37,31,32.3,12448.7,2.36,1.3,1.06,4.09,4.62,3.59
85,Daishen Nix,HOU,56,14,42,16.0,6065.7,1.15,0.62,0.53,3.99,4.22,3.76
86,Dalano Banton,TOR,29,16,13,8.8,3814.6,0.72,0.38,0.34,4.56,4.84,4.29
87,Dalen Terry,CHI,34,16,18,5.3,2194.8,0.42,0.21,0.2,4.38,4.7,4.15
88,Damian Jones,UTA,38,11,27,11.0,4329.7,0.82,0.42,0.4,4.15,4.44,3.89
89,Damian Lillard,POR,58,27,31,36.3,13547.9,2.57,1.46,1.11,3.96,4.46,3.45
90,Damion Lee,PHX,72,40,32,20.2,8406.9,1.59,0.88,0.71,4.37,4.74,3.98
91,Daniel Gafford,WAS,76,31,45,20.5,8058.5,1.53,0.81,0.71,4.18,4.31,4.05
92,Daniel Theis,IND,7,1,6,15.6,5761.1,1.09,0.57,0.52,3.94,4.11,3.77
93,Danny Green,CLE,9,5,4,9.8,4203.6,0.8,0.42,0.38,4.49,5.0,4.03
94,Danuel House Jr.,PHI,53,36,17,13.7,5603.3,1.06,0.55,0.51,4.31,4.52,4.11
95,Dario Saric,OKC,56,25,31,14.0,5618.8,1.06,0.58,0.49,4.25,4.56,3.94
96,Darius Bazley,PHX,41,19,22,14.2,5754.2,1.09,0.57,0.52,4.31,4.74,3.93
97,Darius Days,HOU,4,0,4,6.3,2579.0,0.49,0.25,0.24,4.37,4.3,4.44
98,Darius Garland,CLE,69,40,29,35.5,13853.1,2.62,1.45,1.17,4.14,4.53,3.73
99,David Duke Jr.,BKN,20,8,12,9.0,3608.2,0.68,0.36,0.32,4.21,4.45,3.97
100,David Roddy,MEM,67,43,24,17.4,6946.8,1.32,0.69,0.63,4.23,4.41,4.04
101,Davion Mitchell,SAC,78,47,31,18.0,7504.9,1.42,0.75,0.67,4.43,4.78,4.09
102,Davis Bertans,DAL,43,20,23,10.4,4240.7,0.8,0.45,0.35,4.3,4.8,3.82
103,Davon Reed,LAL,42,28,14,8.1,3328.1,0.63,0.35,0.28,4.31,4.63,3.95
104,Day'Ron Sharpe,BKN,45,20,25,11.2,4556.0,0.86,0.46,0.4,4.27,4.53,3.99
105,De'Aaron Fox,SAC,71,44,27,33.6,13280.0,2.52,1.34,1.17,4.17,4.64,3.74
106,De'Andre Hunter,ATL,65,35,30,32.0,12201.6,2.31,1.24,1.07,4.05,4.42,3.68
107,De'Anthony Melton,PHI,76,50,26,28.0,11072.8,2.1,1.12,0.98,4.21,4.39,4.02
108,DeAndre Jordan,DEN,37,22,15,14.3,4820.1,0.91,0.49,0.43,3.59,3.72,3.44
109,DeMar DeRozan,CHI,71,35,36,36.4,12768.8,2.42,1.31,1.11,3.79,4.2,3.4
110,Dean Wade,CLE,42,29,13,20.1,7884.0,1.49,0.79,0.71,4.14,4.24,4.03
111,Deandre Ayton,PHX,66,35,31,30.4,10973.2,2.08,1.12,0.96,3.85,4.1,3.6
112,Dejounte Murray,ATL,72,37,35,36.4,14162.9,2.68,1.47,1.21,4.14,4.57,3.71
113,Delon Wright,WAS,49,25,24,24.5,9760.6,1.85,1.02,0.83,4.19,4.41,3.95
114,Deni Avdija,WAS,76,33,43,26.6,10448.6,1.98,1.08,0.9,4.16,4.41,3.9
115,Dennis Schroder,LAL,66,37,29,29.9,11689.3,2.21,1.15,1.06,4.16,4.32,4.01
116,Dennis Smith Jr.,CHA,54,19,35,25.7,10330.0,1.96,1.04,0.92,4.24,4.56,3.92
117,Deonte Burton,SAC,2,1,1,3.3,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
118,Dereon Seabron,NOP,5,2,3,2.3,947.2,0.18,0.09,0.09,4.15,5.21,3.31
119,Derrick Jones Jr.,CHI,60,26,34,13.8,5623.4,1.07,0.55,0.51,4.3,4.69,3.95
120,Derrick Rose,NYK,27,12,15,12.5,5102.2,0.97,0.53,0.44,4.33,4.75,3.92
121,Derrick White,BOS,79,54,25,28.4,10914.2,2.07,1.11,0.95,4.1,4.42,3.78
122,Desmond Bane,MEM,56,37,19,31.6,12549.0,2.38,1.3,1.08,4.21,4.68,3.75
123,Devin Booker,PHX,52,33,19,34.6,12961.3,2.45,1.37,1.08,3.97,4.41,3.54
124,Devin Vassell,SAS,38,12,26,31.0,13087.5,2.48,1.4,1.08,4.47,5.03,3.9
125,Devon Dotson,WAS,6,1,5,8.8,3769.8,0.71,0.38,0.33,4.45,4.71,4.2
126,Devonte' Graham,SAS,73,31,42,18.3,7211.4,1.37,0.76,0.61,4.17,4.59,3.74
127,Dewayne Dedmon,PHI,36,21,15,10.9,4106.4,0.78,0.43,0.35,3.97,4.19,3.74
128,Dillon Brooks,MEM,71,45,26,30.2,11555.1,2.19,1.09,1.1,4.05,4.11,3.99
129,Domantas Sabonis,SAC,77,47,30,34.8,13926.0,2.64,1.38,1.26,4.25,4.59,3.93
130,Dominick Barlow,SAS,25,3,22,13.2,5583.4,1.06,0.57,0.49,4.44,4.84,4.04
131,Donovan Mitchell,CLE,68,44,24,35.8,12607.5,2.39,1.32,1.07,3.74,4.07,3.39
132,Donovan Williams,ATL,1,1,0,1.7,652.0,0.12,0.07,0.06,3.09,5.34,7.31
133,Donte DiVincenzo,GSW,69,39,30,26.4,10668.7,2.02,1.1,0.92,4.29,4.74,3.86
134,Dorian Finney-Smith,BKN,65,30,35,30.6,11672.8,2.21,1.18,1.04,4.07,4.2,3.92
135,Doug McDermott,SAS,63,19,44,20.5,8866.2,1.68,0.97,0.71,4.55,5.23,3.87
136,Draymond Green,GSW,70,38,32,31.6,11583.3,2.19,1.17,1.03,3.89,4.29,3.52
137,Drew Eubanks,POR,77,31,46,20.2,7909.3,1.5,0.81,0.69,4.16,4.39,3.91
138,Dru Smith,BKN,12,5,7,10.9,4256.3,0.81,0.43,0.37,4.16,4.49,3.83
139,Duane Washington Jr.,NYK,31,17,14,12.7,5208.3,0.99,0.55,0.43,4.32,4.78,3.86
140,Duncan Robinson,MIA,39,17,22,16.0,6290.5,1.19,0.68,0.51,4.16,4.73,3.6
141,Dwight Powell,DAL,74,36,38,19.4,7865.1,1.49,0.8,0.69,4.33,4.51,4.13
142,Dylan Windler,CLE,3,3,0,3.5,1441.3,0.27,0.15,0.12,4.1,5.2,4.04
143,Dyson Daniels,NOP,57,31,26,18.0,7321.1,1.39,0.73,0.66,4.3,4.65,3.98
144,Edmond Sumner,BKN,51,31,20,14.0,5787.1,1.1,0.59,0.51,4.36,4.67,4.05
145,Eric Gordon,LAC,66,22,44,28.8,9918.9,1.88,1.02,0.86,3.64,3.87,3.4
146,Eugene Omoruyi,DET,39,10,29,16.2,6506.8,1.23,0.65,0.58,4.26,4.53,3.98
147,Evan Fournier,NYK,24,14,10,17.5,7121.8,1.35,0.72,0.63,4.32,4.6,4.0
148,Evan Mobley,CLE,78,48,30,34.7,13368.0,2.53,1.36,1.17,4.08,4.35,3.82
149,Facundo Campazzo,DAL,8,2,6,6.5,2680.9,0.51,0.28,0.23,4.34,4.68,3.8
150,Frank Jackson,UTA,1,0,1,5.0,1939.0,0.37,0.18,0.19,4.48,6.22,3.49
151,Frank Kaminsky,HOU,35,12,23,6.2,2343.1,0.44,0.24,0.2,3.94,4.27,3.66
152,Frank Ntilikina,DAL,45,20,25,11.8,4552.6,0.86,0.45,0.41,4.06,4.25,3.87
153,Franz Wagner,ORL,78,33,45,32.9,13877.0,2.63,1.43,1.2,4.46,4.96,3.99
154,Fred VanVleet,TOR,67,34,33,36.8,14546.4,2.76,1.55,1.21,4.18,4.67,3.69
155,Furkan Korkmaz,PHI,34,22,12,8.7,3539.8,0.67,0.37,0.3,4.25,4.64,3.84
156,Gabe Vincent,MIA,65,35,30,26.3,10307.1,1.95,1.07,0.88,4.16,4.56,3.77
157,Garrett Temple,NOP,25,16,9,6.5,2642.8,0.5,0.27,0.23,4.27,4.64,3.9
158,Garrison Mathews,ATL,52,15,37,12.7,5032.4,0.95,0.51,0.44,4.21,4.45,3.95
159,Gary Harris,ORL,48,22,26,24.7,9760.3,1.85,0.93,0.92,4.22,4.33,4.11
160,Gary Payton II,GSW,20,11,9,16.3,6877.7,1.3,0.65,0.65,4.46,4.44,4.49
161,Gary Trent Jr.,TOR,63,30,33,32.6,12190.9,2.31,1.21,1.1,3.96,4.16,3.75
162,George Hill,IND,44,26,18,18.0,6990.5,1.32,0.71,0.61,4.1,4.33,3.85
163,Georges Niang,PHI,76,50,26,19.3,7634.9,1.45,0.79,0.66,4.19,4.54,3.83
164,Giannis Antetokounmpo,MIL,63,47,16,32.1,11953.3,2.26,1.25,1.02,3.95,4.43,3.49
165,Goga Bitadze,ORL,35,13,22,11.2,4406.2,0.83,0.44,0.4,4.16,4.53,3.8
166,Goran Dragic,MIL,55,26,29,14.7,5977.6,1.13,0.62,0.52,4.27,4.8,3.78
167,Gordon Hayward,CHA,50,20,30,31.5,12752.6,2.42,1.33,1.08,4.29,4.79,3.81
168,Gorgui Dieng,SAS,29,2,27,10.9,3949.8,0.75,0.41,0.34,3.84,4.17,3.5
169,Grant Williams,BOS,76,52,24,26.4,9829.9,1.86,0.98,0.89,3.96,4.09,3.82
170,Grayson Allen,MIL,72,53,19,27.4,11235.9,2.13,1.14,0.99,4.38,4.7,4.06
171,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
172,Hamidou Diallo,DET,55,12,43,17.7,7246.6,1.37,0.75,0.63,4.33,4.74,3.92
173,Harrison Barnes,SAC,79,48,31,32.7,13277.4,2.51,1.33,1.18,4.3,4.71,3.91
174,Haywood Highsmith,MIA,51,26,25,17.5,7275.0,1.38,0.74,0.64,4.42,4.69,4.14
175,Herbert Jones,NOP,63,29,34,29.1,11586.4,2.19,1.14,1.05,4.24,4.51,3.98
176,Immanuel Quickley,NYK,78,46,32,28.7,11463.0,2.17,1.19,0.98,4.22,4.52,3.91
177,Isaac Okoro,CLE,76,48,28,21.7,8419.9,1.59,0.78,0.82,4.11,4.0,4.22
178,Isaiah Hartenstein,NYK,79,46,33,19.9,8347.6,1.58,0.86,0.72,4.43,4.74,4.11
179,Isaiah Jackson,IND,60,23,37,16.1,6554.5,1.24,0.66,0.58,4.3,4.68,3.94
180,Isaiah Joe,OKC,72,35,37,19.1,7902.3,1.5,0.8,0.69,4.36,4.79,3.95
181,Isaiah Livers,DET,51,10,41,23.1,9366.1,1.77,0.93,0.85,4.31,4.49,4.12
182,Isaiah Mobley,CLE,10,7,3,3.3,1242.3,0.24,0.12,0.11,4.06,4.17,3.63
183,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
184,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
185,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
186,Ish Smith,DEN,40,24,16,8.6,3463.1,0.66,0.38,0.28,4.23,4.79,3.66
187,Ish Wainright,PHX,57,32,25,15.0,6116.0,1.16,0.63,0.53,4.28,4.61,3.96
188,Ivica Zubac,LAC,73,40,33,28.6,10757.8,2.04,1.1,0.94,4.01,4.24,3.78
189,JD Davison,BOS,10,9,1,2.7,991.4,0.19,0.1,0.08,3.78,3.71,3.45
190,JT Thor,CHA,67,21,46,13.6,5643.2,1.07,0.58,0.49,4.41,4.82,4.01
191,Ja Morant,MEM,60,39,21,32.1,12301.8,2.33,1.26,1.07,4.05,4.44,3.67
192,JaMychal Green,GSW,56,29,27,14.0,5569.8,1.05,0.57,0.49,4.2,4.55,3.86
193,JaVale McGee,DAL,40,19,21,8.5,3218.6,0.61,0.32,0.29,4.05,4.23,3.86
194,Jabari Smith Jr.,HOU,77,19,58,31.0,11882.6,2.25,1.22,1.03,4.08,4.29,3.85
195,Jabari Walker,POR,53,21,32,10.4,4061.1,0.77,0.41,0.36,4.09,4.31,3.85
196,Jack White,DEN,16,12,4,3.2,1268.6,0.24,0.14,0.1,4.06,4.33,3.71
197,Jaden Hardy,DAL,45,19,26,14.4,5805.5,1.1,0.6,0.5,4.24,4.49,3.98
198,Jaden Ivey,DET,70,15,55,30.7,12267.4,2.32,1.27,1.05,4.24,4.62,3.87
199,Jaden McDaniels,MIN,77,39,38,30.9,12950.9,2.45,1.26,1.19,4.45,4.67,4.24
200,Jaden Springer,PHI,14,11,3,3.8,1565.4,0.3,0.16,0.14,4.3,4.31,4.08
201,Jae Crowder,MIL,15,12,3,18.3,7302.0,1.38,0.74,0.64,4.22,4.65,3.84
202,Jae'Sean Tate,HOU,31,7,24,21.9,8556.4,1.62,0.88,0.74,4.1,4.39,3.81
203,Jake LaRavia,MEM,35,22,13,11.8,4908.3,0.93,0.51,0.42,4.37,4.68,4.04
204,Jakob Poeltl,TOR,68,25,43,26.8,10933.7,2.07,1.11,0.96,4.35,4.67,4.02
205,Jalen Brunson,NYK,68,40,28,35.0,13748.8,2.6,1.49,1.11,4.17,4.6,3.71
206,Jalen Duren,DET,63,15,48,24.8,9748.8,1.85,0.96,0.88,4.17,4.27,4.06
207,Jalen Green,HOU,74,18,56,34.3,13651.5,2.59,1.48,1.11,4.23,4.66,3.76
208,Jalen Johnson,ATL,67,34,33,14.6,6000.9,1.14,0.61,0.53,4.32,4.67,3.99
209,Jalen McDaniels,PHI,77,29,48,23.7,9901.6,1.88,1.01,0.86,4.42,4.83,4.01
210,Jalen Smith,IND,67,31,36,18.7,7712.3,1.46,0.78,0.68,4.39,4.74,4.05
211,Jalen Suggs,ORL,50,20,30,23.8,9428.6,1.79,0.95,0.84,4.18,4.45,3.91
212,Jalen Williams,OKC,74,35,39,30.4,12859.5,2.44,1.32,1.12,4.5,5.05,3.99
213,Jamal Cain,MIA,15,8,7,12.4,5157.8,0.98,0.49,0.49,4.41,4.4,4.35
214,Jamal Murray,DEN,64,43,21,32.9,12889.4,2.44,1.35,1.09,4.17,4.61,3.73
215,Jamaree Bouyea,WAS,5,2,3,14.1,5701.4,1.08,0.58,0.5,4.29,4.52,4.05
216,James Bouknight,CHA,32,8,24,14.5,5869.2,1.11,0.62,0.49,4.31,4.81,3.81
217,James Harden,PHI,57,39,18,37.0,12327.2,2.33,1.28,1.05,3.55,3.84,3.25
218,James Johnson,IND,16,6,10,8.6,3219.5,0.61,0.32,0.29,3.98,4.44,3.5
219,James Wiseman,DET,42,10,32,19.2,7652.8,1.45,0.76,0.68,4.26,4.47,4.04
220,Jared Butler,OKC,4,1,3,7.3,3011.3,0.57,0.32,0.25,4.34,4.9,3.78
221,Jared Rhoden,DET,11,1,10,9.9,4147.6,0.79,0.42,0.37,4.37,4.68,4.06
222,Jaren Jackson Jr.,MEM,61,40,21,28.2,11126.7,2.11,1.09,1.02,4.17,4.44,3.92
223,Jarred Vanderbilt,LAL,75,41,34,24.3,9989.9,1.89,0.99,0.9,4.37,4.54,4.2
224,Jarrell Brantley,UTA,4,0,4,9.7,3651.0,0.69,0.36,0.33,4.02,4.21,3.57
225,Jarrett Allen,CLE,67,44,23,33.0,12164.4,2.3,1.21,1.09,3.92,4.04,3.79
226,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
227,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
228,Javonte Green,CHI,31,12,19,15.1,6231.6,1.18,0.6,0.58,4.36,4.68,4.07
229,Jaxson Hayes,NOP,47,22,25,13.0,5018.9,0.95,0.5,0.45,4.09,4.34,3.85
230,Jay Huff,WAS,5,1,4,8.4,3301.0,0.63,0.31,0.32,4.09,4.29,3.92
231,Jay Scrubb,ORL,1,1,0,2.5,1025.0,0.19,0.14,0.05,4.22,3.24,6.07
232,Jaylen Brown,BOS,66,45,21,35.9,13554.1,2.57,1.37,1.2,4.02,4.34,3.72
233,Jaylen Nowell,MIN,65,34,31,19.3,7888.9,1.49,0.78,0.71,4.32,4.63,4.02
234,Jaylin Williams,OKC,48,22,26,18.6,6980.0,1.32,0.72,0.6,4.04,4.36,3.71
235,Jayson Tatum,BOS,73,51,22,37.1,13152.0,2.49,1.36,1.13,3.76,4.11,3.42
236,Jeenathan Williams,POR,2,1,1,21.2,8646.5,1.64,0.81,0.83,4.41,4.1,4.74
237,Jeff Dowtin Jr.,TOR,25,17,8,10.3,4092.9,0.78,0.42,0.36,4.19,4.43,3.89
238,Jeff Green,DEN,54,33,21,19.6,7052.7,1.34,0.71,0.62,3.82,4.01,3.63
239,Jerami Grant,POR,63,28,35,35.6,13548.7,2.57,1.38,1.19,4.03,4.26,3.8
240,Jeremiah Robinson-Earl,OKC,41,14,27,18.8,8017.1,1.52,0.81,0.71,4.54,5.08,4.04
241,Jeremy Sochan,SAS,55,15,40,26.1,10875.2,2.06,1.12,0.94,4.45,4.9,4.02
242,Jericho Sims,NYK,50,30,20,15.6,6208.6,1.18,0.64,0.54,4.24,4.47,4.0
243,Jevon Carter,MIL,78,56,22,22.3,9084.1,1.72,0.88,0.84,4.33,4.46,4.21
244,Jimmy Butler,MIA,63,34,29,33.5,12611.2,2.39,1.27,1.12,4.0,4.17,3.82
245,Jock Landale,PHX,66,34,32,14.0,5553.5,1.05,0.56,0.5,4.18,4.4,3.95
246,Joe Harris,BKN,72,38,34,20.8,8316.6,1.58,0.88,0.7,4.28,4.82,3.76
247,Joe Ingles,MIL,44,31,13,22.8,8735.2,1.65,0.87,0.78,4.06,4.32,3.81
248,Joe Wieskamp,TOR,7,5,2,4.8,2096.9,0.4,0.22,0.18,4.71,4.8,4.26
249,Joel Embiid,PHI,65,43,22,34.7,11605.3,2.2,1.15,1.05,3.57,3.69,3.44
250,John Butler Jr.,POR,16,4,12,8.8,3544.1,0.67,0.35,0.32,4.2,4.29,4.1
251,John Collins,ATL,69,36,33,30.0,11457.6,2.17,1.14,1.03,4.07,4.3,3.84
252,John Konchar,MEM,69,44,25,20.4,8678.4,1.64,0.85,0.8,4.49,4.64,4.34
253,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
254,Johnny Davis,WAS,25,9,16,12.4,5043.7,0.96,0.51,0.44,4.3,4.52,4.07
255,Johnny Juzang,UTA,15,5,10,12.3,5522.1,1.05,0.57,0.48,4.71,5.17,4.27
256,Jonas Valanciunas,NOP,76,38,38,25.0,9396.5,1.78,0.93,0.85,4.03,4.23,3.83
257,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
