,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
52,Buddy Hield,IND,70,32,38,31.7,13381.0,2.53,1.38,1.15,4.48,5.01,3.98
53,CJ McCollum,NOP,63,29,34,35.1,14010.4,2.65,1.48,1.17,4.24,4.84,3.67
54,Cade Cunningham,DET,12,3,9,33.4,13146.8,2.49,1.39,1.1,4.18,4.67,3.67
55,Caleb Houstan,ORL,40,14,26,15.1,6206.9,1.18,0.63,0.54,4.36,4.66,4.05
56,Caleb Martin,MIA,60,32,28,29.7,12863.2,2.44,1.32,1.12,4.59,4.93,4.24
57,Cam Reddish,POR,35,13,22,25.2,10106.9,1.91,0.99,0.92,4.25,4.43,4.07
58,Cam Thomas,BKN,51,28,23,16.4,6458.9,1.22,0.68,0.55,4.19,4.57,3.81
59,Cameron Johnson,BKN,31,19,12,27.8,11000.1,2.08,1.13,0.96,4.21,4.57,3.85
60,Cameron Payne,PHX,38,21,17,21.6,8398.3,1.59,0.89,0.7,4.12,4.62,3.62
61,Caris LeVert,CLE,67,40,27,30.1,11629.5,2.2,1.2,1.0,4.09,4.34,3.82
62,Carlik Jones,CHI,1,0,1,21.7,8151.0,1.54,0.83,0.71,3.92,4.22,3.63
63,Cedi Osman,CLE,68,42,26,20.6,8012.8,1.52,0.81,0.71,4.09,4.26,3.92
64,Charles Bassey,SAS,35,9,26,14.5,5781.7,1.1,0.58,0.51,4.18,4.51,3.86
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,56,35,21,10.9,4422.9,0.84,0.43,0.41,4.24,4.55,3.96
67,Chris Boucher,TOR,64,32,32,19.9,8010.4,1.52,0.8,0.71,4.24,4.46,4.02
68,Chris Duarte,IND,45,19,26,19.8,8504.5,1.61,0.85,0.76,4.54,4.91,4.18
69,Chris Paul,PHX,49,26,23,32.1,10722.0,2.03,1.13,0.9,3.56,3.91,3.19
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,64,43,21,14.5,5988.2,1.13,0.6,0.53,4.36,4.55,4.15
72,Christian Koloko,TOR,48,23,25,14.1,5782.4,1.1,0.57,0.53,4.35,4.54,4.14
73,Christian Wood,DAL,58,31,27,26.7,9727.5,1.84,0.98,0.86,3.87,4.0,3.72
74,Chuma Okeke,ORL,22,6,16,18.8,7618.3,1.44,0.76,0.68,4.3,4.43,4.18
75,Clint Capela,ATL,54,29,25,26.6,10085.4,1.91,0.99,0.92,4.03,4.23,3.84
76,Coby White,CHI,60,28,32,22.6,8642.6,1.64,0.84,0.79,4.06,4.29,3.84
77,Cody Martin,CHA,7,2,5,19.1,8315.4,1.57,0.84,0.73,4.57,4.86,4.28
78,Cody Zeller,MIA,10,4,6,13.0,5259.6,1.0,0.55,0.45,4.27,4.63,3.91
79,Cole Anthony,ORL,50,22,28,25.4,10571.8,2.0,1.08,0.92,4.4,4.76,4.05
80,Cole Swider,LAL,6,1,5,6.8,2957.3,0.56,0.32,0.24,4.61,4.96,3.95
81,Collin Sexton,UTA,47,24,23,24.0,9124.3,1.73,0.94,0.79,3.99,4.27,3.7
82,Corey Kispert,WAS,62,28,34,27.5,11230.7,2.13,1.19,0.93,4.34,4.76,3.89
83,Cory Joseph,DET,52,11,41,18.1,7510.8,1.42,0.76,0.66,4.37,4.67,4.07
84,D'Angelo Russell,LAL,63,32,31,32.5,12569.1,2.38,1.31,1.07,4.11,4.64,3.61
85,Daishen Nix,HOU,47,12,35,16.7,6357.9,1.2,0.65,0.55,4.02,4.25,3.78
86,Dalano Banton,TOR,27,14,13,9.3,4021.5,0.76,0.4,0.36,4.56,4.86,4.27
87,Dalen Terry,CHI,27,13,14,5.0,2095.1,0.4,0.21,0.19,4.46,4.74,4.18
88,Damian Jones,UTA,30,9,21,9.8,3901.7,0.74,0.38,0.36,4.18,4.41,3.92
89,Damian Lillard,POR,56,26,30,36.3,13546.3,2.57,1.46,1.11,3.96,4.46,3.45
90,Damion Lee,PHX,69,38,31,20.8,8654.6,1.64,0.91,0.73,4.37,4.75,3.98
91,Daniel Gafford,WAS,68,30,38,19.8,7794.6,1.48,0.79,0.69,4.18,4.31,4.03
92,Daniel Theis,IND,7,1,6,15.6,5761.1,1.09,0.57,0.52,3.94,4.11,3.77
93,Danny Green,CLE,9,5,4,9.8,4203.6,0.8,0.42,0.38,4.49,5.0,4.03
94,Danuel House Jr.,PHI,45,31,14,13.9,5682.0,1.08,0.56,0.52,4.31,4.52,4.1
95,Dario Saric,OKC,51,24,27,14.4,5766.5,1.09,0.59,0.5,4.25,4.55,3.94
96,Darius Bazley,PHX,38,18,20,15.1,6089.9,1.15,0.6,0.55,4.3,4.74,3.91
97,Darius Days,HOU,4,0,4,6.3,2579.0,0.49,0.25,0.24,4.37,4.3,4.44
98,Darius Garland,CLE,62,35,27,35.2,13754.8,2.61,1.45,1.16,4.14,4.53,3.74
99,David Duke Jr.,BKN,18,7,11,9.6,3880.7,0.73,0.39,0.34,4.22,4.44,4.0
100,David Roddy,MEM,57,35,22,16.8,6722.4,1.27,0.66,0.61,4.22,4.37,4.05
101,Davion Mitchell,SAC,68,41,27,17.9,7470.0,1.41,0.74,0.67,4.43,4.78,4.1
102,Davis Bertans,DAL,39,19,20,10.7,4354.7,0.82,0.46,0.37,4.31,4.79,3.8
103,Davon Reed,LAL,40,26,14,8.4,3443.1,0.65,0.36,0.29,4.31,4.64,3.95
104,Day'Ron Sharpe,BKN,36,16,20,11.2,4529.7,0.86,0.46,0.4,4.28,4.55,4.01
105,De'Aaron Fox,SAC,62,39,23,34.1,13511.0,2.56,1.37,1.19,4.18,4.65,3.74
106,De'Andre Hunter,ATL,60,33,27,31.9,12160.3,2.3,1.24,1.06,4.04,4.42,3.68
107,De'Anthony Melton,PHI,66,45,21,27.7,10983.8,2.08,1.11,0.97,4.21,4.4,4.02
108,DeAndre Jordan,DEN,35,22,13,14.3,4820.3,0.91,0.49,0.43,3.6,3.72,3.44
109,DeMar DeRozan,CHI,62,30,32,36.5,12871.4,2.44,1.32,1.12,3.82,4.24,3.41
110,Dean Wade,CLE,39,27,12,19.9,7763.5,1.47,0.78,0.69,4.12,4.24,4.0
111,Deandre Ayton,PHX,61,30,31,30.4,11021.7,2.09,1.12,0.97,3.85,4.1,3.6
112,Dejounte Murray,ATL,65,33,32,36.4,14156.1,2.68,1.46,1.22,4.14,4.56,3.73
113,Delon Wright,WAS,41,23,18,24.1,9579.9,1.81,1.0,0.82,4.18,4.4,3.94
114,Deni Avdija,WAS,68,31,37,25.8,10145.8,1.92,1.04,0.88,4.16,4.39,3.91
115,Dennis Schroder,LAL,58,30,28,30.1,11772.5,2.23,1.15,1.07,4.17,4.33,4.0
116,Dennis Smith Jr.,CHA,50,16,34,25.7,10317.4,1.95,1.04,0.92,4.24,4.57,3.93
117,Deonte Burton,SAC,2,1,1,3.3,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
118,Dereon Seabron,NOP,5,2,3,2.3,947.2,0.18,0.09,0.09,4.15,5.21,3.31
119,Derrick Jones Jr.,CHI,51,21,30,13.8,5649.8,1.07,0.56,0.51,4.34,4.72,3.99
120,Derrick Rose,NYK,27,12,15,12.5,5102.2,0.97,0.53,0.44,4.33,4.75,3.92
121,Derrick White,BOS,71,49,22,28.1,10817.6,2.05,1.11,0.94,4.11,4.43,3.78
122,Desmond Bane,MEM,47,29,18,31.2,12425.7,2.35,1.29,1.07,4.22,4.69,3.76
123,Devin Booker,PHX,43,27,16,34.5,12932.8,2.45,1.37,1.08,3.98,4.42,3.55
124,Devin Vassell,SAS,35,11,24,31.1,13132.7,2.49,1.4,1.08,4.46,5.04,3.88
125,Devon Dotson,WAS,6,1,5,8.8,3769.8,0.71,0.38,0.33,4.45,4.71,4.2
126,Devonte' Graham,SAS,66,30,36,17.9,7010.0,1.33,0.74,0.59,4.16,4.57,3.74
127,Dewayne Dedmon,PHI,32,19,13,11.3,4239.9,0.8,0.44,0.36,3.97,4.2,3.69
128,Dillon Brooks,MEM,63,39,24,30.5,11653.2,2.21,1.1,1.11,4.04,4.11,3.97
129,Domantas Sabonis,SAC,67,41,26,34.7,13864.8,2.63,1.38,1.25,4.24,4.58,3.92
130,Dominick Barlow,SAS,17,2,15,11.7,4981.4,0.94,0.51,0.43,4.46,4.84,4.09
131,Donovan Mitchell,CLE,61,39,22,35.5,12501.2,2.37,1.31,1.06,3.73,4.07,3.38
132,Donte DiVincenzo,GSW,60,33,27,26.8,10812.3,2.05,1.11,0.93,4.28,4.72,3.86
133,Dorian Finney-Smith,BKN,56,26,30,31.3,11978.1,2.27,1.2,1.06,4.06,4.19,3.93
134,Doug McDermott,SAS,58,18,40,20.7,8909.4,1.69,0.97,0.72,4.54,5.22,3.86
135,Draymond Green,GSW,61,32,29,31.5,11546.0,2.19,1.16,1.02,3.9,4.3,3.52
136,Drew Eubanks,POR,68,29,39,19.6,7715.3,1.46,0.79,0.67,4.17,4.4,3.93
137,Dru Smith,BKN,10,4,6,12.4,4855.8,0.92,0.49,0.43,4.19,4.5,3.88
138,Duane Washington Jr.,NYK,31,17,14,12.7,5208.3,0.99,0.55,0.43,4.32,4.78,3.86
139,Duncan Robinson,MIA,34,16,18,16.9,6692.5,1.27,0.72,0.54,4.18,4.75,3.6
140,Dwight Powell,DAL,66,35,31,20.0,8106.9,1.54,0.83,0.71,4.32,4.51,4.11
141,Dylan Windler,CLE,2,2,0,4.0,1696.0,0.32,0.17,0.15,3.95,4.1,3.82
142,Dyson Daniels,NOP,48,24,24,18.8,7680.1,1.45,0.77,0.69,4.32,4.67,3.99
143,Edmond Sumner,BKN,48,28,20,14.4,5961.6,1.13,0.6,0.53,4.37,4.67,4.06
144,Eric Gordon,LAC,58,18,40,29.3,10041.6,1.9,1.03,0.87,3.63,3.86,3.39
145,Eugene Omoruyi,DET,31,10,21,14.2,5726.7,1.08,0.57,0.52,4.26,4.58,3.96
146,Evan Fournier,NYK,23,13,10,18.0,7313.8,1.39,0.74,0.64,4.32,4.61,4.02
147,Evan Mobley,CLE,71,43,28,34.3,13182.0,2.5,1.34,1.15,4.08,4.34,3.8
148,Facundo Campazzo,DAL,8,2,6,6.5,2680.9,0.51,0.28,0.23,4.34,4.68,3.8
149,Frank Jackson,UTA,1,0,1,5.0,1939.0,0.37,0.18,0.19,4.48,6.22,3.49
150,Frank Kaminsky,HOU,33,12,21,6.4,2416.7,0.46,0.25,0.21,3.95,4.25,3.65
151,Frank Ntilikina,DAL,42,19,23,11.6,4456.6,0.84,0.44,0.4,4.05,4.25,3.84
152,Franz Wagner,ORL,69,27,42,32.9,13836.4,2.62,1.43,1.19,4.47,4.95,4.0
153,Fred VanVleet,TOR,58,28,30,37.0,14602.3,2.77,1.55,1.21,4.18,4.67,3.69
154,Furkan Korkmaz,PHI,28,20,8,9.7,3946.7,0.75,0.41,0.33,4.27,4.67,3.9
155,Gabe Vincent,MIA,57,31,26,26.3,10344.8,1.96,1.08,0.88,4.17,4.54,3.78
156,Garrett Temple,NOP,20,12,8,7.1,2898.9,0.55,0.3,0.25,4.29,4.65,3.94
157,Garrison Mathews,ATL,48,13,35,12.7,5028.3,0.95,0.51,0.44,4.19,4.44,3.95
158,Gary Harris,ORL,39,16,23,25.0,9877.6,1.87,0.94,0.93,4.22,4.33,4.1
159,Gary Payton II,GSW,15,8,7,17.0,7143.1,1.35,0.67,0.68,4.42,4.37,4.47
160,Gary Trent Jr.,TOR,61,29,32,32.6,12202.2,2.31,1.21,1.1,3.95,4.16,3.75
161,George Hill,IND,40,26,14,18.7,7253.1,1.37,0.74,0.63,4.1,4.31,3.87
162,Georges Niang,PHI,66,45,21,19.3,7629.6,1.44,0.78,0.66,4.19,4.54,3.83
163,Giannis Antetokounmpo,MIL,55,41,14,32.4,12070.3,2.29,1.26,1.03,3.95,4.43,3.49
164,Goga Bitadze,ORL,27,8,19,10.1,3958.3,0.75,0.39,0.36,4.14,4.5,3.84
165,Goran Dragic,MIL,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
166,Gordon Hayward,CHA,46,17,29,31.5,12753.8,2.42,1.33,1.09,4.3,4.79,3.82
167,Gorgui Dieng,SAS,24,2,22,9.8,3586.8,0.68,0.37,0.31,3.85,4.17,3.52
168,Grant Williams,BOS,68,47,21,26.6,9932.5,1.88,0.99,0.89,3.96,4.1,3.81
169,Grayson Allen,MIL,64,47,17,27.9,11432.1,2.17,1.16,1.0,4.38,4.69,4.06
170,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
171,Hamidou Diallo,DET,55,12,43,17.7,7246.6,1.37,0.75,0.63,4.33,4.74,3.92
172,Harrison Barnes,SAC,69,42,27,32.9,13376.0,2.53,1.35,1.19,4.3,4.72,3.91
173,Haywood Highsmith,MIA,46,24,22,18.9,7868.8,1.49,0.8,0.69,4.42,4.69,4.14
174,Herbert Jones,NOP,54,22,32,29.0,11559.3,2.19,1.14,1.04,4.23,4.52,3.96
175,Immanuel Quickley,NYK,70,41,29,28.5,11380.4,2.16,1.18,0.97,4.22,4.51,3.91
176,Isaac Okoro,CLE,73,45,28,21.8,8459.6,1.6,0.78,0.82,4.12,4.01,4.22
177,Isaiah Hartenstein,NYK,71,41,30,19.6,8266.1,1.57,0.85,0.71,4.45,4.78,4.11
178,Isaiah Jackson,IND,52,21,31,15.3,6236.4,1.18,0.63,0.56,4.29,4.7,3.9
179,Isaiah Joe,OKC,62,31,31,18.0,7428.7,1.41,0.75,0.65,4.36,4.76,3.97
180,Isaiah Livers,DET,45,10,35,22.4,9079.6,1.72,0.9,0.82,4.29,4.49,4.1
181,Isaiah Mobley,CLE,9,6,3,3.4,1285.9,0.24,0.13,0.12,4.01,4.15,3.53
182,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
183,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
184,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
185,Ish Smith,DEN,36,22,14,9.0,3595.2,0.68,0.39,0.29,4.24,4.79,3.66
186,Ish Wainright,PHX,52,28,24,15.4,6273.9,1.19,0.64,0.54,4.28,4.63,3.93
187,Ivica Zubac,LAC,64,36,28,29.1,10915.3,2.07,1.11,0.96,4.0,4.21,3.77
188,JD Davison,BOS,8,7,1,2.3,838.4,0.16,0.09,0.07,3.76,3.63,3.27
189,JT Thor,CHA,59,17,42,11.9,4961.6,0.94,0.51,0.43,4.44,4.84,4.05
190,Ja Morant,MEM,53,34,19,32.5,12465.5,2.36,1.28,1.09,4.05,4.43,3.67
191,JaMychal Green,GSW,51,26,25,14.4,5732.6,1.09,0.58,0.5,4.2,4.54,3.85
192,JaVale McGee,DAL,37,18,19,8.0,3076.5,0.58,0.31,0.27,4.1,4.26,3.93
193,Jabari Smith Jr.,HOU,67,17,50,30.5,11686.2,2.21,1.2,1.01,4.08,4.29,3.85
194,Jabari Walker,POR,46,20,26,8.7,3419.0,0.65,0.35,0.3,4.1,4.34,3.85
195,Jack White,DEN,16,12,4,3.2,1268.6,0.24,0.14,0.1,4.06,4.33,3.71
196,Jaden Hardy,DAL,37,18,19,13.8,5512.8,1.04,0.57,0.48,4.21,4.45,3.96
197,Jaden Ivey,DET,62,15,47,30.2,12072.3,2.29,1.25,1.03,4.24,4.62,3.85
198,Jaden McDaniels,MIN,68,34,34,30.9,12948.4,2.45,1.25,1.2,4.46,4.69,4.24
199,Jaden Springer,PHI,9,9,0,4.0,1642.2,0.31,0.16,0.15,4.22,4.35,4.09
200,Jae Crowder,MIL,11,9,2,18.7,7467.1,1.41,0.76,0.65,4.24,4.66,3.84
201,Jae'Sean Tate,HOU,30,7,23,21.9,8564.2,1.62,0.89,0.74,4.12,4.4,3.83
202,Jake LaRavia,MEM,32,21,11,12.1,5032.7,0.95,0.52,0.43,4.37,4.68,4.04
203,Jakob Poeltl,TOR,59,19,40,26.6,10881.8,2.06,1.11,0.95,4.36,4.71,4.02
204,Jalen Brunson,NYK,62,36,26,34.9,13777.5,2.61,1.5,1.11,4.18,4.61,3.71
205,Jalen Duren,DET,56,15,41,24.9,9823.8,1.86,0.97,0.89,4.17,4.28,4.06
206,Jalen Green,HOU,64,16,48,33.9,13553.4,2.57,1.46,1.1,4.24,4.66,3.78
207,Jalen Johnson,ATL,64,32,32,14.4,5920.5,1.12,0.6,0.52,4.32,4.66,3.99
208,Jalen McDaniels,PHI,69,25,44,24.6,10308.1,1.95,1.06,0.89,4.42,4.85,4.0
209,Jalen Smith,IND,58,29,29,18.5,7643.4,1.45,0.77,0.67,4.41,4.76,4.05
210,Jalen Suggs,ORL,45,17,28,23.7,9396.4,1.78,0.95,0.83,4.17,4.45,3.89
211,Jalen Williams,OKC,64,31,33,29.8,12660.0,2.4,1.29,1.1,4.52,5.06,4.0
212,Jamal Cain,MIA,15,8,7,12.4,5157.8,0.98,0.49,0.49,4.41,4.4,4.35
213,Jamal Murray,DEN,56,38,18,32.9,12931.6,2.45,1.35,1.09,4.17,4.63,3.72
214,Jamaree Bouyea,WAS,5,2,3,14.1,5701.4,1.08,0.58,0.5,4.29,4.52,4.05
215,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
216,James Harden,PHI,52,36,16,36.8,12289.1,2.33,1.28,1.05,3.56,3.86,3.25
217,James Johnson,IND,14,6,8,8.8,3337.4,0.63,0.33,0.3,3.96,4.53,3.55
218,James Wiseman,DET,34,10,24,17.8,7154.1,1.35,0.71,0.64,4.28,4.53,4.03
219,Jared Butler,OKC,2,1,1,9.6,3812.0,0.72,0.41,0.31,4.07,4.67,3.48
220,Jared Rhoden,DET,6,1,5,8.5,3561.3,0.67,0.36,0.31,4.34,4.68,4.21
221,Jaren Jackson Jr.,MEM,52,32,20,28.1,11115.9,2.11,1.09,1.02,4.18,4.44,3.92
222,Jarred Vanderbilt,LAL,67,34,33,24.4,10039.6,1.9,1.0,0.9,4.37,4.55,4.18
223,Jarrett Allen,CLE,62,39,23,33.0,12168.9,2.3,1.22,1.09,3.91,4.05,3.77
224,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
225,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
226,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
227,Jaxson Hayes,NOP,42,18,24,14.1,5460.6,1.03,0.54,0.49,4.09,4.33,3.85
228,Jay Huff,WAS,1,1,0,3.3,1298.0,0.25,0.13,0.12,3.3,3.05,3.59
229,Jaylen Brown,BOS,59,40,19,36.2,13678.6,2.59,1.38,1.21,4.02,4.34,3.7
230,Jaylen Nowell,MIN,62,31,31,19.5,7972.4,1.51,0.79,0.72,4.32,4.63,4.01
231,Jaylin Williams,OKC,38,18,20,17.8,6739.8,1.28,0.7,0.58,4.07,4.39,3.74
232,Jayson Tatum,BOS,66,47,19,37.4,13286.4,2.52,1.38,1.14,3.77,4.12,3.43
233,Jeff Dowtin Jr.,TOR,18,12,6,8.8,3535.4,0.67,0.36,0.31,4.22,4.43,3.94
234,Jeff Green,DEN,46,28,18,19.3,6999.4,1.33,0.71,0.62,3.84,4.05,3.63
235,Jerami Grant,POR,63,28,35,35.6,13548.7,2.57,1.38,1.19,4.03,4.26,3.8
236,Jeremiah Robinson-Earl,OKC,35,11,24,19.9,8429.9,1.6,0.85,0.74,4.53,5.06,4.05
237,Jeremy Sochan,SAS,54,15,39,26.1,10906.1,2.07,1.12,0.95,4.45,4.91,4.02
238,Jericho Sims,NYK,49,29,20,15.8,6302.7,1.19,0.65,0.55,4.25,4.47,3.99
239,Jevon Carter,MIL,70,50,20,22.3,9127.9,1.73,0.88,0.85,4.35,4.46,4.25
240,Jimmy Butler,MIA,56,30,26,33.3,12576.4,2.38,1.27,1.11,4.01,4.17,3.84
241,Jock Landale,PHX,61,32,29,13.9,5506.1,1.04,0.55,0.49,4.17,4.4,3.95
242,Joe Harris,BKN,63,34,29,21.6,8667.1,1.64,0.91,0.73,4.28,4.82,3.76
243,Joe Ingles,MIL,36,25,11,23.1,8874.1,1.68,0.89,0.79,4.06,4.31,3.8
244,Joe Wieskamp,TOR,4,2,2,6.7,2929.3,0.55,0.31,0.25,4.67,4.83,4.49
245,Joel Embiid,PHI,56,38,18,34.9,11687.4,2.21,1.16,1.06,3.56,3.69,3.42
246,John Butler Jr.,POR,9,2,7,3.4,1324.7,0.25,0.13,0.12,4.09,3.83,3.98
247,John Collins,ATL,60,31,29,30.1,11485.5,2.18,1.14,1.04,4.06,4.29,3.84
248,John Konchar,MEM,61,37,24,21.3,9057.8,1.72,0.89,0.83,4.49,4.65,4.33
249,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
250,Johnny Davis,WAS,16,7,9,6.7,2701.6,0.51,0.28,0.24,4.25,4.41,4.07
251,Johnny Juzang,UTA,7,2,5,10.2,4475.9,0.85,0.45,0.4,4.59,4.95,4.26
252,Jonas Valanciunas,NOP,67,31,36,24.5,9223.5,1.75,0.91,0.84,4.03,4.24,3.84
253,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
254,Jonathan Kuminga,GSW,56,30,26,20.3,8424.5,1.6,0.85,0.75,4.4,4.72,4.07
255,Jordan Clarkson,UTA,61,30,31,32.6,13008.6,2.46,1.39,1.08,4.22,4.65,3.77
256,Jordan Goodwin,WAS,50,19,31,17.0,7241.1,1.37,0.75,0.62,4.47,4.8,4.12
257,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
