,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,5,8,4.8,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
1,AJ Green,MIL,34,27,7,9.7,1.0,0.4,1.0,38.2,0.2,0.6,33.3,48.5
2,AJ Griffin,ATL,71,34,37,19.3,2.9,1.2,2.5,49.7,0.4,0.8,47.5,57.6
3,Aaron Gordon,DEN,67,45,22,30.2,1.5,0.6,1.7,35.1,0.3,0.9,39.0,45.2
4,Aaron Holiday,ATL,61,32,29,13.3,1.0,0.4,1.0,40.3,0.1,0.3,38.1,46.8
5,Aaron Nesmith,IND,71,29,42,25.0,1.2,0.5,1.1,41.8,0.2,0.6,42.5,52.5
6,Aaron Wiggins,OKC,69,36,33,18.7,0.2,0.1,0.2,35.3,0.1,0.1,50.0,47.1
7,Admiral Schofield,ORL,35,14,21,11.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
8,Al Horford,BOS,62,43,19,30.5,0.3,0.1,0.3,40.0,0.0,0.1,42.9,47.5
9,Alec Burks,DET,51,12,39,22.0,4.8,2.0,4.6,42.6,0.9,2.2,39.6,51.9
10,Aleksej Pokusevski,OKC,34,16,18,20.6,0.3,0.1,0.5,27.8,0.0,0.1,20.0,30.6
11,Alex Caruso,CHI,65,31,34,23.7,0.2,0.1,0.4,19.2,0.0,0.2,25.0,25.0
12,Alex Len,SAC,24,15,9,5.5,0.1,0.0,0.0,100,0.0,0.0,-,100
13,Alize Johnson,SAS,4,1,3,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,73,16,57,29.0,0.4,0.2,0.5,40.5,0.0,0.1,0.0,40.5
16,Amir Coffey,LAC,49,25,24,12.7,0.4,0.2,0.7,28.6,0.0,0.1,16.7,30.0
17,Andre Drummond,CHI,66,31,35,12.7,0.0,0.0,0.0,50.0,0.0,0.0,-,50.0
18,Andre Iguodala,GSW,8,3,5,14.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
19,Andrew Nembhard,IND,73,31,42,27.5,2.3,1.0,2.9,34.6,0.3,0.9,29.7,39.1
20,Andrew Wiggins,GSW,37,19,18,32.2,2.3,1.1,3.1,33.9,0.2,0.8,24.1,37.0
21,Anfernee Simons,POR,62,27,35,35.0,7.3,2.9,7.4,39.5,1.5,4.1,35.5,49.3
22,Anthony Davis,LAL,54,29,25,34.0,2.6,1.3,3.0,42.7,0.0,0.1,0.0,42.7
23,Anthony Edwards,MIN,77,38,39,36.1,7.2,2.8,8.0,35.3,1.6,4.6,33.9,45.0
