,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,0.0,0.0,1.6,46.7,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,63.5
1,AJ Green,MIL,34,27,7,9.7,4.4,0.1,100.0,3.1,44.3,1.0,38.2,0.2,60.0,0.0,0.0,0.0,0.0,60.5
2,AJ Griffin,ATL,71,34,37,19.3,8.8,2.1,49.6,3.2,37.9,2.9,49.7,0.6,72.4,0.0,100.0,0.4,75.0,56.3
3,Aaron Gordon,DEN,67,45,22,30.2,16.3,2.4,55.2,1.8,31.6,1.5,35.1,7.9,75.1,1.6,49.3,0.9,53.8,60.3
4,Aaron Holiday,ATL,61,32,29,13.3,3.9,1.3,42.1,1.3,43.5,1.0,40.3,0.2,46.2,0.0,0.0,0.0,25.0,51.2
5,Aaron Nesmith,IND,71,29,42,25.0,10.1,2.2,44.0,4.1,35.5,1.2,41.8,0.8,58.1,0.0,0.0,0.3,78.6,52.1
6,Aaron Wiggins,OKC,68,35,33,18.5,6.7,1.4,44.8,1.9,39.3,0.2,35.3,1.9,65.5,0.0,50.0,0.2,40.0,57.6
7,Admiral Schofield,ORL,34,14,20,11.5,4.0,0.7,56.3,1.9,37.3,0.0,0.0,0.7,61.1,0.0,0.0,0.2,66.7,57.8
8,Al Horford,BOS,62,43,19,30.5,9.8,0.6,60.0,6.9,43.6,0.3,40.0,1.5,54.3,0.4,50.0,0.3,45.0,62.6
9,Alec Burks,DET,50,12,38,22.0,12.9,3.0,49.0,3.3,43.4,4.9,42.6,0.2,44.4,0.2,57.1,0.2,44.4,55.1
10,Aleksej Pokusevski,OKC,34,16,18,20.6,8.1,1.0,32.5,3.4,37.4,0.3,27.8,2.2,54.5,0.0,0.0,1.0,66.7,51.0
