,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
57,Cam Reddish,POR,40,14,26,24.7,9899.5,1.87,0.97,0.9,4.24,4.4,4.08
58,Cam Thomas,BKN,53,28,25,16.8,6584.4,1.25,0.69,0.56,4.19,4.58,3.79
59,Cameron Johnson,BKN,37,21,16,28.1,11069.9,2.1,1.14,0.96,4.2,4.58,3.82
60,Cameron Payne,PHX,44,24,20,20.9,8159.0,1.55,0.87,0.68,4.13,4.63,3.62
61,Caris LeVert,CLE,71,43,28,30.0,11620.4,2.2,1.2,1.01,4.08,4.33,3.83
62,Carlik Jones,CHI,2,0,2,11.5,4295.0,0.81,0.43,0.38,3.93,4.59,3.81
63,Cedi Osman,CLE,72,45,27,20.5,7957.8,1.51,0.8,0.7,4.09,4.25,3.93
64,Charles Bassey,SAS,35,9,26,14.5,5781.7,1.1,0.58,0.51,4.18,4.51,3.86
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,62,39,23,10.6,4286.0,0.81,0.41,0.4,4.24,4.56,3.97
67,Chris Boucher,TOR,70,36,34,20.2,8150.7,1.54,0.82,0.72,4.25,4.46,4.03
68,Chris Duarte,IND,46,19,27,19.5,8366.7,1.58,0.84,0.75,4.54,4.91,4.19
69,Chris Paul,PHX,55,29,26,31.9,10665.0,2.02,1.13,0.89,3.56,3.92,3.18
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,69,47,22,14.6,6023.9,1.14,0.61,0.54,4.36,4.55,4.16
72,Christian Koloko,TOR,52,26,26,14.1,5738.6,1.09,0.56,0.52,4.32,4.54,4.11
73,Christian Wood,DAL,64,32,32,26.1,9512.5,1.8,0.96,0.85,3.86,3.99,3.73
74,Chuma Okeke,ORL,23,7,16,18.1,7349.1,1.39,0.73,0.66,4.3,4.41,4.18
75,Clint Capela,ATL,60,32,28,26.7,10144.5,1.92,1.0,0.92,4.03,4.22,3.85
76,Coby White,CHI,67,32,35,23.2,8840.8,1.67,0.86,0.81,4.05,4.27,3.83
77,Cody Martin,CHA,7,2,5,19.1,8315.4,1.57,0.84,0.73,4.57,4.86,4.28
78,Cody Zeller,MIA,12,4,8,12.8,5157.7,0.98,0.54,0.44,4.23,4.57,3.88
79,Cole Anthony,ORL,56,26,30,25.7,10756.5,2.04,1.1,0.94,4.41,4.78,4.05
80,Cole Swider,LAL,6,1,5,6.8,2957.3,0.56,0.32,0.24,4.61,4.96,3.95
81,Collin Sexton,UTA,47,24,23,24.0,9124.3,1.73,0.94,0.79,3.99,4.27,3.7
82,Corey Kispert,WAS,68,30,38,28.1,11459.1,2.17,1.22,0.95,4.33,4.75,3.89
83,Cory Joseph,DET,56,11,45,18.8,7787.3,1.47,0.79,0.68,4.36,4.65,4.06
84,D'Angelo Russell,LAL,66,35,31,32.6,12562.8,2.38,1.31,1.07,4.1,4.62,3.61
85,Daishen Nix,HOU,53,12,41,16.5,6244.9,1.18,0.64,0.55,3.99,4.22,3.76
86,Dalano Banton,TOR,27,14,13,9.3,4021.5,0.76,0.4,0.36,4.56,4.86,4.27
87,Dalen Terry,CHI,31,14,17,5.6,2301.1,0.44,0.22,0.21,4.4,4.73,4.1
88,Damian Jones,UTA,36,11,25,10.3,4068.3,0.77,0.39,0.38,4.15,4.41,3.94
89,Damian Lillard,POR,58,27,31,36.3,13547.9,2.57,1.46,1.11,3.96,4.46,3.45
90,Damion Lee,PHX,71,39,32,20.5,8510.7,1.61,0.89,0.72,4.37,4.75,3.99
91,Daniel Gafford,WAS,73,31,42,20.2,7951.1,1.51,0.8,0.7,4.18,4.31,4.04
92,Daniel Theis,IND,7,1,6,15.6,5761.1,1.09,0.57,0.52,3.94,4.11,3.77
93,Danny Green,CLE,9,5,4,9.8,4203.6,0.8,0.42,0.38,4.49,5.0,4.03
94,Danuel House Jr.,PHI,50,34,16,14.1,5758.6,1.09,0.57,0.52,4.31,4.52,4.12
95,Dario Saric,OKC,54,25,29,13.9,5569.1,1.05,0.57,0.48,4.25,4.55,3.93
96,Darius Bazley,PHX,41,19,22,14.2,5754.2,1.09,0.57,0.52,4.31,4.74,3.93
97,Darius Days,HOU,4,0,4,6.3,2579.0,0.49,0.25,0.24,4.37,4.3,4.44
98,Darius Garland,CLE,66,38,28,35.3,13793.8,2.61,1.45,1.16,4.13,4.53,3.73
99,David Duke Jr.,BKN,20,8,12,9.0,3608.2,0.68,0.36,0.32,4.21,4.45,3.97
100,David Roddy,MEM,64,41,23,17.2,6903.0,1.31,0.68,0.63,4.23,4.41,4.05
101,Davion Mitchell,SAC,75,45,30,18.1,7527.6,1.43,0.75,0.67,4.42,4.78,4.09
102,Davis Bertans,DAL,42,20,22,10.6,4293.8,0.81,0.45,0.36,4.31,4.8,3.81
103,Davon Reed,LAL,41,27,14,8.2,3370.6,0.64,0.36,0.28,4.31,4.61,3.94
104,Day'Ron Sharpe,BKN,42,18,24,11.4,4628.0,0.88,0.47,0.4,4.27,4.54,3.99
105,De'Aaron Fox,SAC,68,42,26,33.7,13315.5,2.52,1.34,1.18,4.17,4.64,3.73
106,De'Andre Hunter,ATL,65,35,30,32.0,12201.6,2.31,1.24,1.07,4.05,4.42,3.68
107,De'Anthony Melton,PHI,73,48,25,28.1,11138.5,2.11,1.12,0.99,4.21,4.4,4.02
108,DeAndre Jordan,DEN,35,22,13,14.3,4820.3,0.91,0.49,0.43,3.6,3.72,3.44
109,DeMar DeRozan,CHI,68,33,35,36.5,12803.1,2.42,1.31,1.11,3.8,4.21,3.4
110,Dean Wade,CLE,39,27,12,19.9,7763.5,1.47,0.78,0.69,4.12,4.24,4.0
111,Deandre Ayton,PHX,63,32,31,30.4,10999.3,2.08,1.12,0.96,3.85,4.1,3.6
112,Dejounte Murray,ATL,69,35,34,36.4,14163.5,2.68,1.47,1.21,4.14,4.57,3.72
113,Delon Wright,WAS,47,25,22,24.2,9624.9,1.82,1.0,0.82,4.18,4.39,3.94
114,Deni Avdija,WAS,74,33,41,26.4,10378.5,1.97,1.07,0.9,4.16,4.41,3.91
115,Dennis Schroder,LAL,63,34,29,30.0,11739.6,2.22,1.15,1.07,4.17,4.32,4.01
116,Dennis Smith Jr.,CHA,54,19,35,25.7,10330.0,1.96,1.04,0.92,4.24,4.56,3.92
117,Deonte Burton,SAC,2,1,1,3.3,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
118,Dereon Seabron,NOP,5,2,3,2.3,947.2,0.18,0.09,0.09,4.15,5.21,3.31
119,Derrick Jones Jr.,CHI,58,25,33,14.0,5715.6,1.08,0.56,0.52,4.31,4.69,3.97
120,Derrick Rose,NYK,27,12,15,12.5,5102.2,0.97,0.53,0.44,4.33,4.75,3.92
121,Derrick White,BOS,76,52,24,28.3,10892.7,2.06,1.11,0.95,4.11,4.43,3.78
122,Desmond Bane,MEM,53,35,18,31.3,12468.7,2.36,1.29,1.07,4.21,4.69,3.76
123,Devin Booker,PHX,49,30,19,34.5,12955.4,2.45,1.37,1.08,3.98,4.41,3.54
124,Devin Vassell,SAS,38,12,26,31.0,13087.5,2.48,1.4,1.08,4.47,5.03,3.9
125,Devon Dotson,WAS,6,1,5,8.8,3769.8,0.71,0.38,0.33,4.45,4.71,4.2
126,Devonte' Graham,SAS,70,30,40,18.1,7123.4,1.35,0.75,0.6,4.16,4.57,3.73
127,Dewayne Dedmon,PHI,36,21,15,10.9,4106.4,0.78,0.43,0.35,3.97,4.19,3.74
128,Dillon Brooks,MEM,69,44,25,30.3,11576.3,2.19,1.09,1.1,4.05,4.11,3.99
129,Domantas Sabonis,SAC,74,45,29,34.8,13917.5,2.64,1.38,1.25,4.25,4.59,3.92
130,Dominick Barlow,SAS,22,2,20,12.2,5167.9,0.98,0.53,0.45,4.43,4.82,4.05
131,Donovan Mitchell,CLE,65,42,23,35.6,12522.4,2.37,1.31,1.06,3.73,4.07,3.38
132,Donte DiVincenzo,GSW,66,37,29,26.3,10631.2,2.01,1.1,0.92,4.28,4.73,3.85
133,Dorian Finney-Smith,BKN,62,28,34,30.6,11698.3,2.22,1.18,1.04,4.07,4.2,3.92
134,Doug McDermott,SAS,61,18,43,20.6,8899.4,1.69,0.97,0.72,4.54,5.23,3.86
135,Draymond Green,GSW,67,36,31,31.6,11549.6,2.19,1.16,1.02,3.89,4.29,3.52
136,Drew Eubanks,POR,74,30,44,19.8,7776.4,1.47,0.8,0.68,4.16,4.39,3.93
137,Dru Smith,BKN,12,5,7,10.9,4256.3,0.81,0.43,0.37,4.16,4.49,3.83
138,Duane Washington Jr.,NYK,31,17,14,12.7,5208.3,0.99,0.55,0.43,4.32,4.78,3.86
139,Duncan Robinson,MIA,38,16,22,16.3,6436.6,1.22,0.69,0.53,4.16,4.72,3.6
140,Dwight Powell,DAL,72,36,36,19.4,7862.3,1.49,0.8,0.69,4.32,4.5,4.12
141,Dylan Windler,CLE,3,3,0,3.5,1441.3,0.27,0.15,0.12,4.1,5.2,4.04
142,Dyson Daniels,NOP,54,29,25,18.3,7459.2,1.41,0.74,0.67,4.31,4.66,3.98
143,Edmond Sumner,BKN,50,30,20,14.2,5882.1,1.11,0.6,0.52,4.37,4.68,4.05
144,Eric Gordon,LAC,65,22,43,29.0,9984.7,1.89,1.03,0.86,3.64,3.87,3.4
145,Eugene Omoruyi,DET,36,10,26,15.6,6258.0,1.19,0.62,0.56,4.26,4.53,3.97
146,Evan Fournier,NYK,23,13,10,18.0,7313.8,1.39,0.74,0.64,4.32,4.61,4.02
147,Evan Mobley,CLE,75,46,29,34.5,13292.8,2.52,1.35,1.16,4.08,4.34,3.81
148,Facundo Campazzo,DAL,8,2,6,6.5,2680.9,0.51,0.28,0.23,4.34,4.68,3.8
149,Frank Jackson,UTA,1,0,1,5.0,1939.0,0.37,0.18,0.19,4.48,6.22,3.49
150,Frank Kaminsky,HOU,34,12,22,6.3,2367.4,0.45,0.24,0.21,3.93,4.25,3.66
151,Frank Ntilikina,DAL,45,20,25,11.8,4552.6,0.86,0.45,0.41,4.06,4.25,3.87
152,Franz Wagner,ORL,75,31,44,33.0,13886.9,2.63,1.43,1.2,4.47,4.96,3.99
153,Fred VanVleet,TOR,64,32,32,36.9,14569.7,2.76,1.55,1.21,4.18,4.67,3.69
154,Furkan Korkmaz,PHI,33,22,11,8.9,3602.6,0.68,0.38,0.31,4.25,4.62,3.86
155,Gabe Vincent,MIA,63,33,30,26.1,10258.5,1.94,1.06,0.88,4.17,4.55,3.78
156,Garrett Temple,NOP,24,16,8,6.6,2701.1,0.51,0.28,0.24,4.28,4.66,3.92
157,Garrison Mathews,ATL,51,15,36,12.8,5102.3,0.97,0.52,0.45,4.21,4.46,3.96
158,Gary Harris,ORL,45,20,25,24.9,9849.0,1.87,0.94,0.93,4.21,4.32,4.11
159,Gary Payton II,GSW,17,9,8,16.4,6923.8,1.31,0.65,0.66,4.43,4.41,4.45
160,Gary Trent Jr.,TOR,63,30,33,32.6,12190.9,2.31,1.21,1.1,3.96,4.16,3.75
161,George Hill,IND,44,26,18,18.0,6990.5,1.32,0.71,0.61,4.1,4.33,3.85
162,Georges Niang,PHI,73,48,25,19.5,7711.4,1.46,0.79,0.67,4.19,4.54,3.84
163,Giannis Antetokounmpo,MIL,60,45,15,32.2,11991.3,2.27,1.25,1.02,3.95,4.43,3.49
164,Goga Bitadze,ORL,32,11,21,10.5,4148.6,0.79,0.41,0.37,4.17,4.52,3.85
165,Goran Dragic,MIL,52,24,28,15.1,6143.4,1.16,0.63,0.53,4.27,4.8,3.77
166,Gordon Hayward,CHA,50,20,30,31.5,12752.6,2.42,1.33,1.08,4.29,4.79,3.81
167,Gorgui Dieng,SAS,27,2,25,10.3,3750.0,0.71,0.39,0.32,3.86,4.2,3.52
168,Grant Williams,BOS,73,50,23,26.5,9899.8,1.87,0.98,0.89,3.96,4.1,3.82
169,Grayson Allen,MIL,70,52,18,27.6,11319.4,2.14,1.15,1.0,4.38,4.7,4.06
170,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
171,Hamidou Diallo,DET,55,12,43,17.7,7246.6,1.37,0.75,0.63,4.33,4.74,3.92
172,Harrison Barnes,SAC,76,46,30,32.7,13268.5,2.51,1.33,1.18,4.3,4.71,3.91
173,Haywood Highsmith,MIA,51,26,25,17.5,7275.0,1.38,0.74,0.64,4.42,4.69,4.14
174,Herbert Jones,NOP,60,27,33,29.0,11551.1,2.19,1.14,1.05,4.24,4.52,3.97
175,Immanuel Quickley,NYK,76,44,32,28.6,11410.5,2.16,1.18,0.98,4.22,4.51,3.91
176,Isaac Okoro,CLE,76,48,28,21.7,8419.9,1.59,0.78,0.82,4.11,4.0,4.22
177,Isaiah Hartenstein,NYK,77,44,33,19.8,8317.7,1.58,0.86,0.72,4.43,4.75,4.1
178,Isaiah Jackson,IND,58,22,36,16.0,6491.8,1.23,0.65,0.58,4.29,4.69,3.92
179,Isaiah Joe,OKC,69,35,34,18.8,7789.8,1.48,0.79,0.68,4.36,4.79,3.96
180,Isaiah Livers,DET,48,10,38,22.8,9247.6,1.75,0.92,0.83,4.3,4.49,4.11
181,Isaiah Mobley,CLE,10,7,3,3.3,1242.3,0.24,0.12,0.11,4.06,4.17,3.63
182,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
183,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
184,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
185,Ish Smith,DEN,38,24,14,8.7,3465.2,0.66,0.38,0.28,4.22,4.79,3.67
186,Ish Wainright,PHX,55,30,25,15.3,6234.7,1.18,0.64,0.54,4.28,4.61,3.94
187,Ivica Zubac,LAC,71,40,31,28.6,10772.8,2.04,1.1,0.94,4.02,4.24,3.78
188,JD Davison,BOS,10,9,1,2.7,991.4,0.19,0.1,0.08,3.78,3.71,3.45
189,JT Thor,CHA,64,21,43,12.7,5295.3,1.0,0.55,0.46,4.43,4.82,4.03
190,Ja Morant,MEM,57,37,20,32.1,12331.3,2.34,1.26,1.08,4.05,4.43,3.68
191,JaMychal Green,GSW,56,29,27,14.0,5569.8,1.05,0.57,0.49,4.2,4.55,3.86
192,JaVale McGee,DAL,39,19,20,8.1,3097.6,0.59,0.31,0.28,4.08,4.23,3.92
193,Jabari Smith Jr.,HOU,74,17,57,30.8,11811.9,2.24,1.21,1.02,4.07,4.29,3.85
194,Jabari Walker,POR,50,20,30,9.8,3845.3,0.73,0.39,0.34,4.1,4.32,3.86
195,Jack White,DEN,16,12,4,3.2,1268.6,0.24,0.14,0.1,4.06,4.33,3.71
196,Jaden Hardy,DAL,43,19,24,14.7,5883.6,1.11,0.6,0.51,4.23,4.49,3.97
197,Jaden Ivey,DET,67,15,52,30.6,12195.5,2.31,1.27,1.04,4.24,4.61,3.86
198,Jaden McDaniels,MIN,74,38,36,30.6,12857.3,2.44,1.25,1.19,4.46,4.69,4.25
199,Jaden Springer,PHI,14,11,3,3.8,1565.4,0.3,0.16,0.14,4.3,4.31,4.08
200,Jae Crowder,MIL,12,10,2,18.1,7242.4,1.37,0.74,0.63,4.25,4.68,3.83
201,Jae'Sean Tate,HOU,31,7,24,21.9,8556.4,1.62,0.88,0.74,4.1,4.39,3.81
202,Jake LaRavia,MEM,34,22,12,12.1,5037.3,0.95,0.52,0.43,4.37,4.69,4.06
203,Jakob Poeltl,TOR,65,23,42,26.8,10917.0,2.07,1.11,0.96,4.35,4.68,4.02
204,Jalen Brunson,NYK,66,38,28,34.9,13732.2,2.6,1.49,1.11,4.18,4.61,3.71
205,Jalen Duren,DET,60,15,45,24.6,9708.4,1.84,0.96,0.88,4.17,4.28,4.06
206,Jalen Green,HOU,71,16,55,34.1,13589.7,2.57,1.47,1.1,4.23,4.66,3.76
207,Jalen Johnson,ATL,64,32,32,14.4,5920.5,1.12,0.6,0.52,4.32,4.66,3.99
208,Jalen McDaniels,PHI,74,27,47,24.0,10029.9,1.9,1.03,0.87,4.42,4.84,4.01
209,Jalen Smith,IND,65,30,35,18.4,7591.4,1.44,0.77,0.67,4.39,4.75,4.04
210,Jalen Suggs,ORL,47,18,29,23.7,9409.8,1.78,0.95,0.83,4.18,4.45,3.9
211,Jalen Williams,OKC,71,35,36,30.3,12833.2,2.43,1.32,1.12,4.5,5.05,3.99
212,Jamal Cain,MIA,15,8,7,12.4,5157.8,0.98,0.49,0.49,4.41,4.4,4.35
213,Jamal Murray,DEN,61,42,19,33.1,12969.9,2.46,1.36,1.1,4.17,4.62,3.72
214,Jamaree Bouyea,WAS,5,2,3,14.1,5701.4,1.08,0.58,0.5,4.29,4.52,4.05
215,James Bouknight,CHA,29,8,21,13.3,5359.3,1.02,0.57,0.45,4.31,4.79,3.82
216,James Harden,PHI,54,37,17,37.0,12348.9,2.34,1.28,1.05,3.56,3.86,3.24
217,James Johnson,IND,16,6,10,8.6,3219.5,0.61,0.32,0.29,3.98,4.44,3.5
218,James Wiseman,DET,39,10,29,18.7,7479.9,1.42,0.75,0.67,4.26,4.5,4.03
219,Jared Butler,OKC,3,1,2,8.9,3658.3,0.69,0.38,0.31,4.39,5.05,3.74
220,Jared Rhoden,DET,8,1,7,9.3,3873.0,0.73,0.39,0.35,4.4,4.63,4.18
221,Jaren Jackson Jr.,MEM,58,38,20,28.1,11129.9,2.11,1.09,1.02,4.18,4.44,3.92
222,Jarred Vanderbilt,LAL,72,38,34,24.4,10048.3,1.9,1.0,0.9,4.37,4.54,4.2
223,Jarrell Brantley,UTA,4,0,4,9.7,3651.0,0.69,0.36,0.33,4.02,4.21,3.57
224,Jarrett Allen,CLE,65,42,23,33.0,12186.6,2.31,1.21,1.09,3.91,4.05,3.78
225,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
226,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
227,Javonte Green,CHI,31,12,19,15.1,6231.6,1.18,0.6,0.58,4.36,4.68,4.07
228,Jaxson Hayes,NOP,46,22,24,13.2,5104.1,0.97,0.51,0.46,4.09,4.35,3.85
229,Jay Huff,WAS,3,1,2,4.1,1626.3,0.31,0.15,0.16,4.02,3.81,4.2
230,Jaylen Brown,BOS,64,43,21,35.9,13597.2,2.58,1.38,1.2,4.03,4.34,3.72
231,Jaylen Nowell,MIN,65,34,31,19.3,7888.9,1.49,0.78,0.71,4.32,4.63,4.02
232,Jaylin Williams,OKC,45,22,23,18.6,6995.6,1.32,0.72,0.6,4.04,4.37,3.7
233,Jayson Tatum,BOS,70,49,21,37.3,13204.1,2.5,1.37,1.13,3.77,4.11,3.42
234,Jeff Dowtin Jr.,TOR,22,15,7,10.3,4070.4,0.77,0.41,0.36,4.18,4.43,3.88
235,Jeff Green,DEN,51,32,19,19.3,6977.6,1.32,0.71,0.62,3.84,4.02,3.64
236,Jerami Grant,POR,63,28,35,35.6,13548.7,2.57,1.38,1.19,4.03,4.26,3.8
237,Jeremiah Robinson-Earl,OKC,41,14,27,18.8,8017.1,1.52,0.81,0.71,4.54,5.08,4.04
238,Jeremy Sochan,SAS,55,15,40,26.1,10875.2,2.06,1.12,0.94,4.45,4.9,4.02
239,Jericho Sims,NYK,50,30,20,15.6,6208.6,1.18,0.64,0.54,4.24,4.47,4.0
240,Jevon Carter,MIL,76,55,21,22.3,9118.9,1.73,0.88,0.85,4.34,4.46,4.23
241,Jimmy Butler,MIA,61,32,29,33.4,12581.9,2.38,1.26,1.12,4.0,4.17,3.83
242,Jock Landale,PHX,65,33,32,14.2,5622.7,1.06,0.56,0.5,4.18,4.4,3.95
243,Joe Harris,BKN,69,36,33,21.1,8429.5,1.6,0.89,0.71,4.28,4.82,3.75
244,Joe Ingles,MIL,41,29,12,22.9,8781.9,1.66,0.88,0.78,4.06,4.32,3.81
245,Joe Wieskamp,TOR,5,3,2,5.9,2624.0,0.5,0.27,0.22,4.74,5.1,4.36
246,Joel Embiid,PHI,62,41,21,34.7,11609.0,2.2,1.15,1.05,3.57,3.7,3.43
247,John Butler Jr.,POR,13,3,10,6.3,2555.2,0.48,0.25,0.24,4.22,4.17,4.28
248,John Collins,ATL,66,34,32,30.1,11492.5,2.18,1.14,1.04,4.07,4.3,3.84
249,John Konchar,MEM,67,43,24,20.8,8840.1,1.67,0.86,0.81,4.49,4.64,4.34
250,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
251,Johnny Davis,WAS,22,9,13,9.7,3924.4,0.74,0.4,0.35,4.25,4.4,4.04
252,Johnny Juzang,UTA,14,5,9,12.0,5362.0,1.02,0.55,0.47,4.68,5.13,4.25
253,Jonas Valanciunas,NOP,73,36,37,25.0,9373.9,1.78,0.92,0.85,4.03,4.24,3.83
254,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
255,Jonathan Kuminga,GSW,62,34,28,20.7,8591.5,1.63,0.86,0.76,4.4,4.74,4.06
256,Jordan Clarkson,UTA,61,30,31,32.6,13008.6,2.46,1.39,1.08,4.22,4.65,3.77
257,Jordan Goodwin,WAS,56,21,35,17.1,7252.3,1.37,0.75,0.62,4.47,4.79,4.13
