,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
100,David Roddy,MEM,50,31,19,16.8,6673.3,1.26,0.66,0.61,4.2,4.34,4.05
101,Davion Mitchell,SAC,61,36,25,18.0,7518.7,1.42,0.75,0.68,4.43,4.78,4.09
102,Davis Bertans,DAL,34,17,17,10.6,4328.3,0.82,0.46,0.36,4.32,4.8,3.82
103,Davon Reed,LAL,39,25,14,8.6,3516.9,0.67,0.37,0.29,4.31,4.63,3.97
104,Day'Ron Sharpe,BKN,35,16,19,10.6,4320.1,0.82,0.44,0.38,4.27,4.54,4.03
105,De'Aaron Fox,SAC,56,35,21,34.1,13512.6,2.56,1.36,1.2,4.18,4.65,3.74
106,De'Andre Hunter,ATL,53,30,23,31.8,12087.2,2.29,1.23,1.06,4.04,4.4,3.69
107,De'Anthony Melton,PHI,59,38,21,28.3,11226.0,2.13,1.13,0.99,4.22,4.41,4.03
108,DeAndre Jordan,DEN,35,22,13,14.3,4820.3,0.91,0.49,0.43,3.6,3.72,3.44
109,DeMar DeRozan,CHI,57,27,30,36.1,12972.4,2.46,1.33,1.13,3.82,4.26,3.42
110,Dean Wade,CLE,35,23,12,20.8,8117.1,1.54,0.81,0.73,4.13,4.23,4.01
111,Deandre Ayton,PHX,55,27,28,30.3,10966.4,2.08,1.12,0.96,3.85,4.11,3.59
112,Dejounte Murray,ATL,58,30,28,36.4,14147.8,2.68,1.47,1.21,4.14,4.55,3.73
113,Delon Wright,WAS,33,21,12,23.2,9301.9,1.76,0.97,0.79,4.2,4.44,3.94
114,Deni Avdija,WAS,60,29,31,26.4,10389.6,1.97,1.06,0.91,4.16,4.4,3.91
115,Dennis Schroder,LAL,51,26,25,30.3,11846.2,2.24,1.16,1.08,4.17,4.34,4.0
116,Dennis Smith Jr.,CHA,43,14,29,25.2,10161.7,1.92,1.02,0.91,4.26,4.58,3.94
117,Deonte Burton,SAC,2,1,1,3.3,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
118,Dereon Seabron,NOP,5,2,3,2.3,947.2,0.18,0.09,0.09,4.15,5.21,3.31
119,Derrick Jones Jr.,CHI,48,19,29,14.4,5912.4,1.12,0.58,0.54,4.34,4.73,4.0
120,Derrick Rose,NYK,27,12,15,12.5,5102.2,0.97,0.53,0.44,4.33,4.75,3.92
121,Derrick White,BOS,64,45,19,27.6,10662.4,2.02,1.09,0.93,4.12,4.45,3.8
122,Desmond Bane,MEM,40,25,15,31.0,12328.0,2.33,1.27,1.06,4.21,4.67,3.77
123,Devin Booker,PHX,37,24,13,34.1,12747.2,2.41,1.35,1.06,3.97,4.41,3.53
124,Devin Vassell,SAS,30,9,21,31.0,13062.8,2.47,1.4,1.08,4.45,5.02,3.88
125,Devon Dotson,WAS,6,1,5,8.8,3769.8,0.71,0.38,0.33,4.45,4.71,4.2
126,Devonte' Graham,SAS,61,29,32,17.0,6681.1,1.27,0.7,0.57,4.17,4.57,3.76
127,Dewayne Dedmon,PHI,30,17,13,11.7,4373.1,0.83,0.45,0.38,3.96,4.23,3.7
128,Dillon Brooks,MEM,57,35,22,30.3,11574.8,2.19,1.1,1.1,4.04,4.12,3.95
129,Domantas Sabonis,SAC,60,36,24,34.5,13796.9,2.61,1.37,1.24,4.25,4.61,3.92
130,Dominick Barlow,SAS,12,1,11,9.6,4105.8,0.78,0.42,0.35,4.46,4.96,4.07
131,Donovan Mitchell,CLE,54,34,20,35.5,12524.1,2.37,1.32,1.05,3.74,4.07,3.39
132,Donte DiVincenzo,GSW,53,31,22,26.0,10509.7,1.99,1.08,0.91,4.28,4.7,3.88
133,Dorian Finney-Smith,BKN,49,22,27,31.6,12081.5,2.29,1.21,1.07,4.06,4.19,3.92
134,Doug McDermott,SAS,54,16,38,20.4,8792.2,1.67,0.96,0.71,4.54,5.22,3.86
135,Draymond Green,GSW,55,30,25,31.4,11522.4,2.18,1.16,1.02,3.9,4.29,3.54
136,Drew Eubanks,POR,61,27,34,19.7,7767.4,1.47,0.79,0.68,4.17,4.39,3.94
137,Dru Smith,BKN,9,4,5,11.2,4438.4,0.84,0.45,0.39,4.21,4.51,3.81
138,Duane Washington Jr.,NYK,31,17,14,12.7,5208.3,0.99,0.55,0.43,4.32,4.78,3.86
139,Duncan Robinson,MIA,32,14,18,17.3,6862.3,1.3,0.74,0.56,4.18,4.76,3.6
140,Dwight Powell,DAL,59,32,27,19.8,8049.6,1.52,0.82,0.7,4.32,4.5,4.13
141,Dyson Daniels,NOP,42,22,20,19.2,7803.2,1.48,0.78,0.7,4.31,4.69,3.95
142,Edmond Sumner,BKN,46,28,18,14.5,6029.8,1.14,0.61,0.53,4.36,4.68,4.06
143,Eric Gordon,LAC,54,14,40,29.3,10058.7,1.91,1.04,0.87,3.64,3.86,3.4
144,Eugene Omoruyi,DET,23,9,14,11.8,4716.4,0.89,0.46,0.43,4.21,4.59,3.9
145,Evan Fournier,NYK,23,13,10,18.0,7313.8,1.39,0.74,0.64,4.32,4.61,4.02
146,Evan Mobley,CLE,63,37,26,34.2,13145.4,2.49,1.35,1.14,4.07,4.32,3.8
147,Facundo Campazzo,DAL,8,2,6,6.5,2680.9,0.51,0.28,0.23,4.34,4.68,3.8
148,Frank Jackson,UTA,1,0,1,5.0,1939.0,0.37,0.18,0.19,4.48,6.22,3.49
149,Frank Kaminsky,HOU,31,11,20,6.7,2534.3,0.48,0.26,0.22,3.96,4.25,3.67
150,Frank Ntilikina,DAL,38,18,20,12.2,4679.2,0.89,0.47,0.42,4.05,4.23,3.87
151,Franz Wagner,ORL,63,26,37,32.9,13799.5,2.61,1.43,1.19,4.46,4.94,3.99
152,Fred VanVleet,TOR,52,25,27,37.0,14628.6,2.77,1.56,1.22,4.19,4.67,3.7
153,Furkan Korkmaz,PHI,25,17,8,10.2,4161.8,0.79,0.43,0.35,4.29,4.66,3.91
154,Gabe Vincent,MIA,50,26,24,26.4,10320.7,1.95,1.07,0.88,4.14,4.54,3.74
155,Garrett Temple,NOP,19,11,8,7.0,2846.2,0.54,0.29,0.25,4.24,4.64,3.85
156,Garrison Mathews,ATL,47,13,34,12.9,5120.4,0.97,0.52,0.45,4.2,4.43,3.96
157,Gary Harris,ORL,35,15,20,24.8,9791.9,1.85,0.93,0.93,4.22,4.32,4.12
158,Gary Payton II,GSW,15,8,7,17.0,7143.1,1.35,0.67,0.68,4.42,4.37,4.47
159,Gary Trent Jr.,TOR,55,26,29,33.2,12448.6,2.36,1.24,1.12,3.96,4.17,3.76
160,George Hill,IND,37,24,13,18.7,7240.1,1.37,0.74,0.63,4.09,4.29,3.9
161,Georges Niang,PHI,59,38,21,19.3,7619.6,1.44,0.78,0.66,4.18,4.54,3.83
162,Giannis Antetokounmpo,MIL,50,38,12,32.3,12031.3,2.28,1.26,1.02,3.95,4.42,3.49
163,Goga Bitadze,ORL,23,8,15,9.4,3716.2,0.7,0.37,0.34,4.17,4.52,3.85
164,Goran Dragic,CHI,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
165,Gordon Hayward,CHA,39,15,24,31.4,12785.5,2.42,1.33,1.09,4.31,4.81,3.84
166,Gorgui Dieng,SAS,21,2,19,9.6,3495.5,0.66,0.36,0.3,3.84,4.15,3.52
167,Grant Williams,BOS,62,44,18,27.2,10141.6,1.92,1.01,0.91,3.96,4.11,3.81
168,Grayson Allen,MIL,58,43,15,27.6,11309.8,2.14,1.15,0.99,4.37,4.68,4.07
169,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
170,Hamidou Diallo,DET,53,12,41,17.4,7137.4,1.35,0.73,0.62,4.34,4.77,3.94
171,Harrison Barnes,SAC,62,37,25,32.8,13331.0,2.52,1.34,1.19,4.31,4.73,3.91
172,Haywood Highsmith,MIA,45,23,22,19.0,7924.0,1.5,0.8,0.7,4.42,4.7,4.14
173,Herbert Jones,NOP,48,20,28,28.8,11425.5,2.16,1.13,1.03,4.22,4.51,3.94
174,Immanuel Quickley,NYK,64,38,26,27.6,11051.4,2.09,1.14,0.95,4.23,4.5,3.93
175,Isaac Okoro,CLE,65,39,26,21.1,8189.5,1.55,0.76,0.79,4.11,4.0,4.23
176,Isaiah Hartenstein,NYK,65,38,27,19.6,8264.9,1.57,0.85,0.71,4.46,4.79,4.11
177,Isaiah Jackson,IND,46,17,29,15.3,6240.3,1.18,0.62,0.56,4.29,4.71,3.89
178,Isaiah Joe,OKC,55,26,29,17.0,7005.3,1.33,0.7,0.62,4.36,4.74,3.97
179,Isaiah Livers,DET,39,9,30,21.0,8570.9,1.62,0.85,0.78,4.31,4.52,4.11
180,Isaiah Mobley,CLE,8,5,3,3.3,1233.1,0.23,0.12,0.11,4.04,4.41,3.71
181,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
182,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
183,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
184,Ish Smith,DEN,32,21,11,9.9,3974.7,0.75,0.43,0.32,4.25,4.81,3.66
185,Ish Wainright,PHX,46,25,21,15.1,6161.2,1.17,0.63,0.54,4.29,4.63,3.95
186,Ivica Zubac,LAC,60,32,28,29.4,10973.9,2.08,1.12,0.96,3.99,4.21,3.77
187,JD Davison,BOS,6,5,1,2.3,805.7,0.15,0.09,0.06,3.53,3.45,3.64
188,JT Thor,CHA,52,15,37,11.7,4851.8,0.92,0.5,0.42,4.44,4.85,4.03
189,Ja Morant,MEM,53,34,19,32.5,12465.5,2.36,1.28,1.09,4.05,4.43,3.67
190,JaMychal Green,GSW,44,24,20,14.2,5656.7,1.07,0.57,0.5,4.19,4.53,3.86
191,JaVale McGee,DAL,36,17,19,8.1,3124.9,0.59,0.31,0.28,4.09,4.23,3.95
192,Jabari Smith Jr.,HOU,59,12,47,30.0,11513.5,2.18,1.18,1.0,4.08,4.3,3.85
193,Jabari Walker,POR,42,20,22,8.9,3489.3,0.66,0.36,0.31,4.1,4.3,3.87
194,Jack White,DEN,15,12,3,3.1,1245.4,0.24,0.14,0.09,4.03,4.23,3.77
195,Jaden Hardy,DAL,32,16,16,11.6,4647.4,0.88,0.47,0.41,4.21,4.37,4.02
196,Jaden Ivey,DET,57,15,42,30.1,12025.4,2.28,1.25,1.03,4.24,4.63,3.85
197,Jaden McDaniels,MIN,62,32,30,30.7,12885.8,2.44,1.24,1.2,4.47,4.7,4.26
198,Jaden Springer,PHI,7,7,0,3.8,1522.7,0.29,0.15,0.14,4.17,4.06,4.3
199,Jae Crowder,MIL,4,4,0,19.2,7791.8,1.48,0.82,0.66,4.32,4.82,3.8
200,Jae'Sean Tate,HOU,23,3,20,21.4,8444.4,1.6,0.88,0.72,4.15,4.42,3.85
201,Jake LaRavia,MEM,32,21,11,12.1,5032.7,0.95,0.52,0.43,4.37,4.68,4.04
202,Jakob Poeltl,TOR,53,16,37,26.3,10780.0,2.04,1.1,0.94,4.37,4.73,4.01
203,Jalen Brunson,NYK,61,36,25,35.2,13876.3,2.63,1.51,1.12,4.18,4.62,3.71
204,Jalen Duren,DET,51,14,37,25.2,9928.4,1.88,0.98,0.9,4.17,4.28,4.06
205,Jalen Green,HOU,56,11,45,33.6,13453.8,2.55,1.46,1.09,4.25,4.68,3.79
206,Jalen Johnson,ATL,58,30,28,14.5,5925.6,1.12,0.6,0.52,4.32,4.65,3.99
207,Jalen McDaniels,PHI,64,20,44,25.3,10561.7,2.0,1.09,0.91,4.43,4.87,4.0
208,Jalen Smith,IND,53,26,27,18.2,7534.9,1.43,0.76,0.67,4.41,4.79,4.06
209,Jalen Suggs,ORL,39,16,23,23.2,9174.9,1.74,0.93,0.81,4.17,4.45,3.88
210,Jalen Williams,OKC,59,27,32,29.4,12506.3,2.37,1.28,1.09,4.52,5.08,4.0
211,Jamal Cain,MIA,14,8,6,13.3,5522.6,1.05,0.52,0.52,4.38,4.41,4.35
212,Jamal Murray,DEN,50,36,14,32.6,12835.1,2.43,1.35,1.08,4.17,4.62,3.73
213,Jamaree Bouyea,WAS,4,2,2,16.3,6566.5,1.24,0.67,0.57,4.32,4.49,4.14
214,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
215,James Harden,PHI,46,30,16,36.7,12273.1,2.32,1.28,1.04,3.56,3.86,3.24
216,James Johnson,IND,12,5,7,8.2,3045.9,0.58,0.3,0.28,3.93,4.47,3.47
217,James Wiseman,DET,26,9,17,14.8,6090.1,1.15,0.6,0.55,4.35,4.66,4.06
218,Jared Butler,OKC,1,1,0,3.6,1454.0,0.28,0.17,0.1,4.63,4.7,4.48
219,Jared Rhoden,DET,1,0,1,12.0,5322.0,1.01,0.52,0.49,4.59,4.86,4.37
220,Jaren Jackson Jr.,MEM,45,28,17,27.4,10871.4,2.06,1.06,1.0,4.18,4.44,3.93
221,Jarred Vanderbilt,LAL,60,30,30,24.1,9958.4,1.89,1.0,0.89,4.37,4.56,4.18
222,Jarrett Allen,CLE,58,36,22,33.3,12262.3,2.32,1.23,1.1,3.92,4.05,3.77
223,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
224,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
225,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
226,Jaxson Hayes,NOP,37,16,21,13.6,5303.0,1.0,0.53,0.48,4.13,4.38,3.89
227,Jaylen Brown,BOS,52,36,16,35.9,13574.2,2.57,1.37,1.2,4.03,4.35,3.71
228,Jaylen Nowell,MIN,62,31,31,19.5,7972.4,1.51,0.79,0.72,4.32,4.63,4.01
229,Jaylin Williams,OKC,31,13,18,17.2,6528.6,1.24,0.68,0.56,4.07,4.42,3.71
230,Jayson Tatum,BOS,60,43,17,37.3,13296.2,2.52,1.38,1.14,3.79,4.14,3.44
231,Jeff Dowtin Jr.,TOR,18,12,6,8.8,3535.4,0.67,0.36,0.31,4.22,4.43,3.94
232,Jeff Green,DEN,40,26,14,19.6,7099.5,1.34,0.72,0.62,3.85,4.04,3.64
233,Jerami Grant,POR,58,26,32,35.7,13587.6,2.57,1.38,1.19,4.03,4.26,3.8
234,Jeremiah Robinson-Earl,OKC,33,11,22,20.0,8517.3,1.61,0.86,0.75,4.53,5.06,4.04
235,Jeremy Sochan,SAS,50,13,37,26.2,10920.1,2.07,1.12,0.95,4.45,4.9,4.01
236,Jericho Sims,NYK,49,29,20,15.8,6302.7,1.19,0.65,0.55,4.25,4.47,3.99
237,Jevon Carter,MIL,62,45,17,22.6,9255.4,1.75,0.9,0.86,4.36,4.46,4.25
238,Jimmy Butler,MIA,49,25,24,33.3,12549.6,2.38,1.26,1.12,4.01,4.16,3.84
239,Jock Landale,PHX,55,29,26,14.3,5655.5,1.07,0.57,0.5,4.16,4.4,3.92
240,Joe Harris,BKN,56,30,26,22.7,9111.1,1.73,0.95,0.77,4.29,4.83,3.76
241,Joe Ingles,MIL,29,21,8,22.4,8587.8,1.63,0.86,0.76,4.06,4.31,3.82
242,Joe Wieskamp,TOR,3,1,2,7.9,3508.3,0.66,0.38,0.29,4.76,4.84,4.68
243,Joel Embiid,PHI,49,31,18,35.1,11716.2,2.22,1.16,1.06,3.55,3.69,3.41
244,John Butler Jr.,POR,9,2,7,3.4,1324.7,0.25,0.13,0.12,4.09,3.83,3.98
245,John Collins,ATL,53,28,25,30.8,11713.1,2.22,1.16,1.06,4.06,4.27,3.84
246,John Konchar,MEM,54,33,21,21.7,9215.6,1.75,0.9,0.84,4.48,4.64,4.33
247,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
248,Johnny Davis,WAS,13,6,7,4.7,1941.8,0.37,0.21,0.16,4.31,4.61,3.99
249,Johnny Juzang,UTA,2,0,2,9.9,4301.5,0.81,0.42,0.4,4.51,5.08,4.05
250,Jonas Valanciunas,NOP,61,29,32,24.9,9347.4,1.77,0.92,0.85,4.03,4.25,3.83
251,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
252,Jonathan Kuminga,GSW,52,30,22,20.2,8384.9,1.59,0.85,0.74,4.39,4.71,4.08
253,Jordan Clarkson,UTA,60,30,30,32.6,12993.0,2.46,1.39,1.08,4.21,4.64,3.77
254,Jordan Goodwin,WAS,43,17,26,17.9,7634.9,1.45,0.79,0.66,4.47,4.83,4.11
255,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
256,Jordan McLaughlin,MIN,28,15,13,15.4,6711.1,1.27,0.7,0.57,4.61,5.25,4.01
257,Jordan Nwora,IND,44,29,15,16.3,6705.6,1.27,0.69,0.58,4.36,4.62,4.07
