trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Christian Wood,0.14,0.19,0.08,0.15,0.08,0.16,0.14,0.56,0.71,0.29,0.57,0.3,0.84,0.94,0.66,0.86,0.52,0.88,0.85,0.92,0.91,0.46,0.81,0.32
Brook Lopez,0.14,0.13,0.05,0.1,0.08,0.11,0.13,0.45,0.44,0.16,0.32,0.26,0.84,0.85,0.45,0.72,0.52,0.77,0.82,0.78,0.64,0.15,0.37,0.23
Aaron Gordon,0.14,0.15,0.1,0.11,0.11,0.2,0.13,0.46,0.49,0.32,0.37,0.35,0.84,0.89,0.72,0.76,0.72,0.91,0.82,0.8,0.73,0.53,0.48,0.43
Skylar Mays,0.14,0.08,0.32,0.13,0.18,0.11,0.13,0.43,0.25,0.98,0.44,0.5,0.84,0.57,0.99,0.82,0.95,0.77,0.82,0.75,0.19,0.99,0.63,0.75
Andrew Wiggins,0.14,0.12,0.08,0.08,0.15,0.11,0.16,0.44,0.36,0.24,0.27,0.47,0.84,0.81,0.66,0.61,0.9,0.77,0.88,0.76,0.5,0.36,0.27,0.7
Cameron Johnson,0.14,0.1,0.07,0.07,0.14,0.11,0.13,0.48,0.34,0.26,0.23,0.5,0.84,0.72,0.62,0.54,0.86,0.77,0.82,0.84,0.46,0.41,0.19,0.75
Evan Mobley,0.14,0.22,0.11,0.15,0.11,0.17,0.14,0.42,0.65,0.33,0.45,0.33,0.84,0.97,0.76,0.86,0.72,0.89,0.85,0.73,0.87,0.56,0.65,0.37
Josh Giddey,0.14,0.18,0.25,0.22,0.09,0.08,0.16,0.45,0.58,0.8,0.72,0.28,0.84,0.93,0.96,0.95,0.59,0.64,0.88,0.78,0.8,0.95,0.95,0.27
Wendell Carter Jr.,0.14,0.2,0.1,0.13,0.07,0.14,0.13,0.46,0.67,0.33,0.44,0.23,0.84,0.95,0.72,0.82,0.45,0.85,0.82,0.8,0.89,0.56,0.63,0.19
P.J. Washington,0.14,0.11,0.1,0.12,0.11,0.1,0.15,0.43,0.34,0.29,0.37,0.34,0.84,0.77,0.72,0.79,0.72,0.73,0.87,0.75,0.46,0.46,0.48,0.4
Russell Westbrook,0.14,0.13,0.28,0.26,0.14,0.17,0.15,0.46,0.45,0.98,0.91,0.49,0.84,0.85,0.97,0.99,0.86,0.89,0.87,0.8,0.66,0.99,0.98,0.73
Trey Murphy III,0.13,0.08,0.06,0.06,0.15,0.1,0.12,0.39,0.27,0.18,0.19,0.48,0.82,0.57,0.55,0.45,0.9,0.73,0.79,0.67,0.25,0.19,0.13,0.71
Malcolm Brogdon,0.13,0.09,0.14,0.12,0.1,0.13,0.12,0.48,0.37,0.54,0.5,0.39,0.82,0.65,0.82,0.79,0.67,0.83,0.79,0.84,0.52,0.8,0.74,0.53
Immanuel Quickley,0.13,0.09,0.14,0.1,0.16,0.12,0.13,0.43,0.32,0.5,0.35,0.57,0.82,0.65,0.82,0.72,0.92,0.81,0.82,0.75,0.4,0.76,0.43,0.85
Tobias Harris,0.13,0.14,0.1,0.09,0.11,0.07,0.13,0.38,0.43,0.31,0.29,0.35,0.82,0.87,0.72,0.67,0.72,0.6,0.82,0.64,0.63,0.5,0.3,0.43
Gordon Hayward,0.13,0.1,0.16,0.15,0.11,0.14,0.13,0.42,0.3,0.51,0.47,0.35,0.82,0.72,0.85,0.86,0.72,0.85,0.82,0.73,0.33,0.78,0.7,0.43
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.14,0.13,0.42,0.3,0.18,0.32,0.22,0.82,0.72,0.55,0.72,0.45,0.85,0.82,0.73,0.33,0.19,0.37,0.17
Kevin Huerter,0.13,0.08,0.11,0.1,0.15,0.07,0.13,0.42,0.27,0.36,0.33,0.5,0.82,0.57,0.76,0.72,0.9,0.6,0.82,0.73,0.25,0.6,0.39,0.75
Alperen Sengun,0.13,0.2,0.17,0.17,0.14,0.15,0.12,0.47,0.68,0.56,0.59,0.46,0.82,0.95,0.87,0.9,0.86,0.87,0.79,0.82,0.89,0.81,0.84,0.68
Jarrett Allen,0.13,0.24,0.07,0.11,0.1,0.14,0.11,0.38,0.73,0.22,0.33,0.31,0.82,0.99,0.62,0.76,0.67,0.85,0.76,0.64,0.91,0.3,0.39,0.33
Scottie Barnes,0.13,0.15,0.2,0.18,0.11,0.14,0.14,0.38,0.44,0.58,0.53,0.33,0.82,0.89,0.9,0.91,0.72,0.85,0.85,0.64,0.64,0.83,0.77,0.37
Tim Hardaway Jr.,0.13,0.09,0.08,0.07,0.11,0.09,0.14,0.41,0.3,0.28,0.25,0.37,0.82,0.65,0.66,0.54,0.72,0.69,0.85,0.71,0.33,0.45,0.23,0.48
Dillon Brooks,0.13,0.07,0.1,0.11,0.11,0.09,0.15,0.41,0.23,0.33,0.37,0.37,0.82,0.49,0.72,0.76,0.72,0.69,0.87,0.71,0.14,0.56,0.48,0.48
Jalen Williams,0.12,0.1,0.13,0.14,0.16,0.11,0.11,0.38,0.33,0.43,0.47,0.51,0.8,0.72,0.8,0.84,0.92,0.77,0.76,0.64,0.43,0.69,0.7,0.77
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.36,0.8,0.32,0.76,0.79,0.59,0.9,0.76,0.86,0.08,0.7,0.77,0.45
Jusuf Nurkic,0.12,0.21,0.12,0.16,0.11,0.15,0.11,0.42,0.79,0.47,0.69,0.43,0.8,0.96,0.78,0.88,0.72,0.87,0.76,0.73,0.94,0.72,0.93,0.62
Kenyon Martin Jr.,0.12,0.12,0.07,0.07,0.06,0.11,0.1,0.4,0.43,0.24,0.27,0.2,0.8,0.81,0.62,0.54,0.37,0.77,0.72,0.69,0.63,0.36,0.27,0.14
Cole Anthony,0.12,0.11,0.17,0.11,0.09,0.12,0.12,0.44,0.42,0.66,0.44,0.36,0.8,0.77,0.87,0.76,0.59,0.81,0.79,0.76,0.61,0.89,0.63,0.45
Jonas Valanciunas,0.12,0.23,0.07,0.15,0.03,0.12,0.12,0.48,0.92,0.27,0.67,0.1,0.8,0.98,0.62,0.86,0.16,0.81,0.79,0.84,0.99,0.43,0.91,0.07
Bobby Portis,0.12,0.2,0.06,0.08,0.06,0.09,0.13,0.47,0.77,0.22,0.33,0.23,0.8,0.95,0.55,0.61,0.37,0.69,0.82,0.82,0.93,0.3,0.39,0.19
Rudy Gobert,0.12,0.27,0.05,0.12,0.1,0.2,0.09,0.38,0.89,0.15,0.37,0.33,0.8,1.0,0.45,0.79,0.67,0.91,0.67,0.64,0.98,0.13,0.48,0.37
Luguentz Dort,0.12,0.1,0.09,0.1,0.12,0.15,0.13,0.38,0.34,0.3,0.32,0.39,0.8,0.72,0.69,0.72,0.78,0.87,0.82,0.64,0.46,0.48,0.37,0.53
Khris Middleton,0.12,0.09,0.19,0.16,0.1,0.13,0.14,0.48,0.36,0.76,0.71,0.43,0.8,0.65,0.89,0.88,0.67,0.83,0.85,0.84,0.5,0.93,0.94,0.62
Saddiq Bey,0.12,0.11,0.06,0.07,0.12,0.12,0.12,0.42,0.4,0.23,0.23,0.41,0.8,0.77,0.55,0.54,0.78,0.81,0.79,0.73,0.57,0.33,0.19,0.57
Harrison Barnes,0.12,0.11,0.06,0.08,0.08,0.2,0.11,0.39,0.33,0.18,0.25,0.27,0.8,0.77,0.55,0.61,0.52,0.91,0.76,0.67,0.43,0.19,0.23,0.25
Chris Paul,0.12,0.1,0.32,0.14,0.22,0.13,0.13,0.38,0.3,0.98,0.46,0.71,0.8,0.72,0.99,0.84,0.99,0.83,0.82,0.64,0.33,0.99,0.67,0.93
Jabari Smith Jr.,0.12,0.16,0.06,0.09,0.07,0.11,0.13,0.37,0.5,0.18,0.31,0.22,0.8,0.91,0.55,0.67,0.45,0.77,0.82,0.6,0.74,0.19,0.34,0.17
Markelle Fultz,0.12,0.09,0.23,0.17,0.18,0.09,0.13,0.41,0.31,0.8,0.58,0.62,0.8,0.65,0.94,0.9,0.95,0.69,0.82,0.71,0.37,0.95,0.83,0.9
John Collins,0.11,0.15,0.05,0.09,0.08,0.1,0.11,0.37,0.49,0.16,0.31,0.27,0.77,0.89,0.45,0.67,0.52,0.73,0.76,0.6,0.73,0.15,0.34,0.25
Kris Dunn,0.11,0.1,0.21,0.11,0.21,0.12,0.11,0.43,0.38,0.82,0.43,0.84,0.77,0.72,0.91,0.76,0.99,0.81,0.76,0.75,0.54,0.95,0.61,0.97
Alec Burks,0.11,0.07,0.09,0.08,0.1,0.15,0.1,0.51,0.31,0.43,0.38,0.5,0.77,0.49,0.69,0.61,0.67,0.87,0.72,0.87,0.37,0.69,0.5,0.75
Derrick White,0.11,0.08,0.15,0.09,0.1,0.11,0.1,0.37,0.27,0.5,0.36,0.36,0.77,0.57,0.84,0.67,0.67,0.77,0.72,0.6,0.25,0.76,0.45,0.45
Kelly Olynyk,0.11,0.13,0.14,0.16,0.14,0.14,0.09,0.37,0.46,0.49,0.58,0.49,0.77,0.85,0.82,0.88,0.86,0.85,0.67,0.6,0.68,0.75,0.83,0.73
Marvin Bagley III,0.11,0.15,0.04,0.07,0.09,0.1,0.1,0.45,0.63,0.14,0.3,0.37,0.77,0.89,0.35,0.54,0.59,0.73,0.72,0.78,0.85,0.11,0.32,0.48
Jakob Poeltl,0.11,0.21,0.1,0.12,0.12,0.11,0.09,0.41,0.82,0.38,0.46,0.43,0.77,0.96,0.72,0.79,0.78,0.77,0.67,0.71,0.96,0.63,0.67,0.62
Austin Reaves,0.11,0.07,0.13,0.12,0.09,0.15,0.09,0.37,0.23,0.45,0.4,0.35,0.77,0.49,0.8,0.79,0.59,0.87,0.67,0.6,0.14,0.7,0.54,0.43
