trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Donovan Mitchell,0.24,0.1,0.19,0.21,0.2,0.22,0.24,0.68,0.28,0.52,0.57,0.57,0.98,0.72,0.9,0.94,0.97,0.93,0.99,0.98,0.28,0.78,0.83,0.85
Kyrie Irving,0.24,0.13,0.22,0.18,0.16,0.22,0.24,0.64,0.35,0.58,0.5,0.41,0.98,0.85,0.93,0.91,0.92,0.93,0.99,0.97,0.48,0.83,0.74,0.59
Jaylen Brown,0.23,0.15,0.13,0.22,0.18,0.24,0.23,0.63,0.41,0.36,0.61,0.48,0.97,0.9,0.81,0.95,0.95,0.95,0.98,0.96,0.59,0.61,0.88,0.72
Ja Morant,0.23,0.13,0.32,0.26,0.15,0.34,0.22,0.71,0.39,0.99,0.81,0.45,0.97,0.85,0.99,0.99,0.9,0.98,0.98,0.98,0.56,0.98,0.97,0.68
Anthony Davis,0.23,0.27,0.1,0.16,0.14,0.29,0.19,0.66,0.8,0.33,0.48,0.41,0.97,1.0,0.73,0.88,0.87,0.97,0.93,0.97,0.94,0.56,0.71,0.59
Trae Young,0.23,0.07,0.41,0.32,0.17,0.39,0.21,0.65,0.2,1.17,0.92,0.5,0.97,0.51,1.0,1.0,0.93,0.99,0.96,0.97,0.08,1.0,0.98,0.76
Zion Williamson,0.22,0.15,0.18,0.22,0.13,0.33,0.18,0.67,0.45,0.54,0.66,0.41,0.97,0.9,0.88,0.95,0.82,0.98,0.91,0.97,0.67,0.8,0.91,0.59
Zach LaVine,0.22,0.11,0.17,0.19,0.13,0.26,0.21,0.61,0.31,0.46,0.53,0.36,0.97,0.77,0.87,0.92,0.82,0.96,0.96,0.94,0.37,0.72,0.78,0.46
DeMar DeRozan,0.22,0.11,0.21,0.15,0.14,0.33,0.21,0.61,0.31,0.59,0.42,0.39,0.97,0.77,0.92,0.85,0.87,0.98,0.96,0.94,0.37,0.84,0.6,0.53
Julius Randle,0.22,0.22,0.19,0.24,0.12,0.27,0.21,0.61,0.61,0.52,0.67,0.31,0.97,0.97,0.9,0.98,0.77,0.97,0.96,0.94,0.83,0.78,0.92,0.35
Pascal Siakam,0.22,0.18,0.26,0.23,0.09,0.28,0.21,0.58,0.49,0.69,0.6,0.23,0.97,0.93,0.96,0.97,0.6,0.97,0.96,0.93,0.72,0.91,0.86,0.19
Brandon Ingram,0.21,0.12,0.19,0.24,0.07,0.24,0.2,0.63,0.35,0.56,0.74,0.24,0.95,0.81,0.9,0.98,0.46,0.95,0.94,0.96,0.48,0.82,0.95,0.2
Lauri Markkanen,0.21,0.19,0.07,0.13,0.1,0.24,0.19,0.62,0.54,0.21,0.38,0.28,0.95,0.94,0.61,0.82,0.67,0.95,0.93,0.96,0.77,0.3,0.5,0.28
Jimmy Butler,0.21,0.15,0.21,0.13,0.21,0.35,0.16,0.62,0.46,0.64,0.39,0.63,0.95,0.9,0.92,0.82,0.98,0.99,0.88,0.96,0.68,0.88,0.53,0.89
De'Aaron Fox,0.21,0.1,0.22,0.2,0.16,0.24,0.21,0.61,0.3,0.65,0.61,0.46,0.95,0.72,0.93,0.93,0.92,0.95,0.96,0.94,0.33,0.89,0.88,0.69
Paul George,0.21,0.14,0.22,0.23,0.22,0.22,0.21,0.6,0.41,0.63,0.65,0.63,0.95,0.87,0.93,0.97,0.99,0.93,0.96,0.94,0.59,0.87,0.9,0.89
Nikola Jokic,0.21,0.27,0.33,0.26,0.16,0.27,0.17,0.62,0.81,0.98,0.76,0.49,0.95,1.0,0.99,0.99,0.92,0.97,0.89,0.96,0.95,0.98,0.96,0.74
Anthony Edwards,0.21,0.14,0.17,0.23,0.2,0.22,0.22,0.59,0.39,0.49,0.62,0.53,0.95,0.87,0.87,0.97,0.97,0.93,0.98,0.93,0.56,0.75,0.89,0.81
Kawhi Leonard,0.2,0.15,0.16,0.13,0.2,0.22,0.19,0.59,0.44,0.5,0.4,0.59,0.94,0.9,0.85,0.82,0.97,0.93,0.93,0.93,0.65,0.76,0.56,0.86
Jalen Brunson,0.2,0.08,0.27,0.17,0.14,0.23,0.19,0.59,0.22,0.79,0.48,0.42,0.94,0.58,0.97,0.89,0.87,0.94,0.93,0.93,0.12,0.95,0.71,0.62
Darius Garland,0.2,0.07,0.32,0.23,0.18,0.22,0.19,0.56,0.19,0.91,0.69,0.51,0.94,0.51,0.99,0.97,0.95,0.93,0.93,0.91,0.06,0.98,0.93,0.78
Kristaps Porzingis,0.2,0.19,0.1,0.16,0.12,0.3,0.18,0.62,0.59,0.3,0.51,0.37,0.94,0.94,0.73,0.88,0.77,0.98,0.91,0.96,0.81,0.5,0.76,0.48
LaMelo Ball,0.2,0.14,0.33,0.27,0.15,0.13,0.22,0.57,0.4,0.93,0.79,0.41,0.94,0.87,0.99,0.99,0.9,0.83,0.98,0.92,0.58,0.98,0.97,0.59
Bradley Beal,0.2,0.09,0.21,0.23,0.14,0.2,0.2,0.61,0.28,0.63,0.69,0.42,0.94,0.65,0.92,0.97,0.87,0.91,0.94,0.94,0.28,0.87,0.93,0.62
Jalen Green,0.2,0.08,0.16,0.17,0.1,0.22,0.2,0.57,0.25,0.48,0.5,0.28,0.94,0.58,0.85,0.89,0.67,0.93,0.94,0.92,0.19,0.74,0.74,0.28
Tyler Herro,0.19,0.14,0.18,0.19,0.09,0.12,0.2,0.52,0.39,0.52,0.54,0.28,0.92,0.87,0.88,0.92,0.6,0.8,0.94,0.87,0.56,0.78,0.8,0.28
Kelly Oubre Jr.,0.19,0.12,0.05,0.09,0.17,0.19,0.19,0.57,0.36,0.14,0.29,0.5,0.92,0.81,0.47,0.68,0.93,0.9,0.93,0.92,0.51,0.13,0.31,0.76
James Harden,0.19,0.16,0.43,0.28,0.18,0.26,0.18,0.51,0.43,1.17,0.78,0.48,0.92,0.91,1.0,1.0,0.95,0.96,0.91,0.86,0.63,1.0,0.96,0.72
Bam Adebayo,0.19,0.23,0.14,0.21,0.15,0.24,0.18,0.55,0.65,0.4,0.6,0.43,0.92,0.98,0.82,0.94,0.9,0.95,0.91,0.9,0.86,0.66,0.86,0.64
CJ McCollum,0.19,0.1,0.23,0.18,0.11,0.13,0.21,0.53,0.29,0.66,0.51,0.33,0.92,0.72,0.95,0.91,0.72,0.83,0.96,0.88,0.3,0.89,0.76,0.38
Terry Rozier,0.19,0.09,0.21,0.16,0.14,0.15,0.21,0.54,0.26,0.59,0.44,0.4,0.92,0.65,0.92,0.88,0.87,0.86,0.96,0.89,0.22,0.84,0.64,0.56
Bojan Bogdanovic,0.19,0.09,0.11,0.16,0.07,0.19,0.17,0.59,0.27,0.33,0.5,0.23,0.92,0.65,0.76,0.88,0.46,0.9,0.89,0.93,0.25,0.56,0.74,0.19
Keldon Johnson,0.19,0.12,0.1,0.15,0.09,0.26,0.19,0.58,0.34,0.31,0.45,0.28,0.92,0.81,0.73,0.85,0.6,0.96,0.93,0.93,0.46,0.53,0.66,0.28
Kyle Kuzma,0.19,0.17,0.15,0.22,0.08,0.16,0.21,0.54,0.48,0.45,0.62,0.23,0.92,0.92,0.84,0.95,0.53,0.88,0.96,0.89,0.71,0.7,0.89,0.19
Jerami Grant,0.18,0.11,0.1,0.13,0.13,0.21,0.17,0.5,0.31,0.28,0.36,0.36,0.91,0.77,0.73,0.82,0.82,0.92,0.89,0.85,0.37,0.46,0.46,0.46
Paolo Banchero,0.18,0.15,0.16,0.2,0.12,0.29,0.18,0.52,0.45,0.46,0.58,0.37,0.91,0.9,0.85,0.93,0.77,0.97,0.91,0.87,0.67,0.72,0.84,0.48
Karl-Anthony Towns,0.18,0.19,0.2,0.2,0.09,0.21,0.16,0.53,0.57,0.59,0.59,0.26,0.91,0.94,0.91,0.93,0.6,0.92,0.88,0.88,0.8,0.84,0.85,0.24
Jordan Clarkson,0.18,0.09,0.17,0.2,0.09,0.16,0.19,0.54,0.27,0.52,0.62,0.28,0.91,0.65,0.87,0.93,0.6,0.88,0.93,0.89,0.25,0.78,0.89,0.28
Anfernee Simons,0.18,0.06,0.17,0.15,0.1,0.12,0.2,0.52,0.18,0.47,0.41,0.29,0.91,0.43,0.87,0.85,0.67,0.8,0.94,0.87,0.06,0.74,0.58,0.3
Desmond Bane,0.18,0.11,0.17,0.18,0.11,0.16,0.18,0.58,0.36,0.54,0.58,0.35,0.91,0.77,0.87,0.91,0.72,0.88,0.91,0.93,0.51,0.8,0.84,0.43
Cade Cunningham,0.18,0.14,0.29,0.24,0.16,0.13,0.21,0.54,0.41,0.86,0.72,0.48,0.91,0.87,0.98,0.98,0.92,0.83,0.96,0.89,0.59,0.96,0.95,0.72
Klay Thompson,0.18,0.09,0.08,0.11,0.1,0.1,0.2,0.54,0.27,0.25,0.34,0.29,0.91,0.65,0.66,0.77,0.67,0.75,0.94,0.89,0.25,0.4,0.42,0.3
Mikal Bridges,0.17,0.11,0.13,0.11,0.16,0.16,0.16,0.46,0.29,0.35,0.3,0.45,0.89,0.77,0.81,0.77,0.92,0.88,0.88,0.8,0.3,0.59,0.33,0.68
Tyrese Haliburton,0.17,0.09,0.38,0.18,0.22,0.15,0.17,0.52,0.26,1.14,0.56,0.65,0.89,0.65,1.0,0.91,0.99,0.86,0.89,0.87,0.22,0.99,0.82,0.9
Kevin Porter Jr.,0.17,0.12,0.26,0.21,0.2,0.18,0.17,0.49,0.35,0.78,0.61,0.6,0.89,0.81,0.96,0.94,0.97,0.89,0.89,0.84,0.48,0.95,0.88,0.87
Franz Wagner,0.17,0.09,0.15,0.15,0.11,0.16,0.16,0.51,0.28,0.46,0.46,0.33,0.89,0.65,0.84,0.85,0.72,0.88,0.88,0.86,0.28,0.72,0.68,0.38
Devin Vassell,0.17,0.09,0.13,0.1,0.14,0.13,0.17,0.54,0.29,0.42,0.31,0.46,0.89,0.65,0.81,0.72,0.87,0.83,0.89,0.89,0.3,0.68,0.34,0.69
RJ Barrett,0.17,0.11,0.12,0.18,0.08,0.21,0.18,0.5,0.31,0.38,0.53,0.23,0.89,0.77,0.79,0.91,0.53,0.92,0.91,0.85,0.37,0.63,0.78,0.19
Jrue Holiday,0.17,0.11,0.3,0.22,0.2,0.13,0.17,0.5,0.32,0.89,0.66,0.58,0.89,0.77,0.98,0.95,0.97,0.83,0.89,0.85,0.4,0.97,0.91,0.86
Tyrese Maxey,0.17,0.07,0.14,0.11,0.1,0.15,0.18,0.52,0.21,0.42,0.34,0.3,0.89,0.51,0.82,0.77,0.67,0.86,0.91,0.87,0.11,0.68,0.42,0.33
Jamal Murray,0.17,0.09,0.21,0.16,0.14,0.15,0.19,0.51,0.29,0.62,0.47,0.41,0.89,0.65,0.92,0.88,0.87,0.86,0.93,0.86,0.3,0.87,0.69,0.59
Fred VanVleet,0.17,0.1,0.29,0.18,0.19,0.16,0.18,0.46,0.27,0.78,0.49,0.51,0.89,0.72,0.98,0.91,0.96,0.88,0.91,0.8,0.25,0.95,0.73,0.78
Jordan Poole,0.17,0.06,0.16,0.21,0.11,0.24,0.17,0.56,0.2,0.51,0.7,0.36,0.89,0.43,0.85,0.94,0.72,0.95,0.89,0.91,0.08,0.77,0.94,0.46
Dejounte Murray,0.17,0.12,0.24,0.18,0.21,0.11,0.19,0.47,0.33,0.66,0.49,0.57,0.89,0.81,0.95,0.91,0.98,0.78,0.93,0.82,0.43,0.89,0.73,0.85
Nikola Vucevic,0.16,0.26,0.14,0.14,0.09,0.08,0.16,0.46,0.78,0.4,0.41,0.27,0.87,0.99,0.82,0.84,0.6,0.65,0.88,0.8,0.93,0.66,0.58,0.25
Spencer Dinwiddie,0.16,0.08,0.27,0.17,0.13,0.17,0.16,0.46,0.24,0.77,0.48,0.39,0.87,0.58,0.97,0.89,0.82,0.89,0.88,0.8,0.16,0.94,0.71,0.53
Gary Trent Jr.,0.16,0.06,0.07,0.08,0.18,0.13,0.16,0.47,0.19,0.21,0.23,0.56,0.87,0.43,0.61,0.62,0.95,0.83,0.88,0.82,0.06,0.3,0.19,0.83
Domantas Sabonis,0.16,0.3,0.27,0.22,0.13,0.21,0.14,0.46,0.85,0.76,0.64,0.37,0.87,1.0,0.97,0.95,0.82,0.92,0.84,0.8,0.97,0.93,0.9,0.48
Deandre Ayton,0.16,0.23,0.07,0.15,0.08,0.14,0.15,0.53,0.74,0.21,0.48,0.25,0.87,0.98,0.61,0.85,0.53,0.85,0.86,0.88,0.91,0.3,0.71,0.22
Bennedict Mathurin,0.15,0.1,0.05,0.13,0.08,0.25,0.14,0.51,0.35,0.18,0.48,0.27,0.86,0.72,0.47,0.82,0.53,0.95,0.84,0.86,0.48,0.22,0.71,0.25
Michael Porter Jr.,0.15,0.13,0.04,0.07,0.08,0.09,0.15,0.5,0.43,0.13,0.25,0.28,0.86,0.85,0.38,0.54,0.53,0.7,0.86,0.85,0.63,0.11,0.23,0.28
O.G. Anunoby,0.15,0.12,0.08,0.17,0.2,0.11,0.14,0.41,0.33,0.24,0.48,0.58,0.86,0.81,0.66,0.89,0.97,0.78,0.84,0.7,0.43,0.37,0.71,0.86
Jaren Jackson Jr.,0.15,0.14,0.03,0.12,0.12,0.19,0.14,0.53,0.52,0.12,0.43,0.44,0.86,0.87,0.28,0.8,0.77,0.9,0.84,0.88,0.75,0.1,0.62,0.66
Myles Turner,0.15,0.19,0.05,0.11,0.07,0.19,0.13,0.51,0.63,0.17,0.41,0.25,0.86,0.94,0.47,0.77,0.46,0.9,0.82,0.86,0.85,0.19,0.58,0.22
Buddy Hield,0.15,0.12,0.1,0.12,0.15,0.07,0.15,0.46,0.38,0.32,0.4,0.45,0.86,0.81,0.73,0.8,0.9,0.6,0.86,0.8,0.54,0.55,0.56,0.68
D'Angelo Russell,0.15,0.08,0.25,0.18,0.13,0.12,0.15,0.46,0.24,0.77,0.55,0.4,0.86,0.58,0.96,0.91,0.82,0.8,0.86,0.8,0.16,0.94,0.8,0.56
Aaron Gordon,0.15,0.15,0.1,0.11,0.11,0.21,0.13,0.47,0.51,0.31,0.38,0.35,0.86,0.9,0.73,0.77,0.72,0.92,0.82,0.82,0.74,0.53,0.5,0.43
Christian Wood,0.15,0.2,0.07,0.16,0.08,0.15,0.14,0.56,0.73,0.27,0.58,0.27,0.86,0.95,0.61,0.88,0.53,0.86,0.84,0.91,0.91,0.44,0.84,0.25
Norman Powell,0.14,0.07,0.07,0.13,0.11,0.19,0.14,0.56,0.27,0.28,0.5,0.44,0.84,0.51,0.61,0.82,0.72,0.9,0.84,0.91,0.25,0.46,0.74,0.66
Evan Mobley,0.14,0.22,0.11,0.16,0.11,0.18,0.14,0.42,0.64,0.32,0.47,0.33,0.84,0.97,0.76,0.88,0.72,0.89,0.84,0.73,0.86,0.55,0.69,0.38
Cameron Johnson,0.14,0.1,0.06,0.04,0.13,0.11,0.13,0.48,0.34,0.24,0.16,0.46,0.84,0.72,0.55,0.28,0.82,0.78,0.82,0.83,0.46,0.37,0.1,0.69
Jaden Ivey,0.14,0.09,0.21,0.2,0.12,0.19,0.15,0.46,0.3,0.68,0.66,0.39,0.84,0.65,0.92,0.93,0.77,0.9,0.86,0.8,0.33,0.9,0.91,0.53
P.J. Washington,0.14,0.11,0.1,0.12,0.11,0.1,0.14,0.41,0.34,0.28,0.37,0.32,0.84,0.77,0.73,0.8,0.72,0.75,0.84,0.7,0.46,0.46,0.48,0.37
Scottie Barnes,0.14,0.16,0.2,0.18,0.11,0.14,0.15,0.39,0.46,0.58,0.52,0.3,0.84,0.91,0.91,0.91,0.72,0.85,0.86,0.67,0.68,0.83,0.77,0.33
Josh Giddey,0.14,0.18,0.25,0.23,0.09,0.07,0.16,0.44,0.58,0.79,0.75,0.3,0.84,0.93,0.96,0.97,0.6,0.6,0.88,0.76,0.8,0.95,0.96,0.33
Andrew Wiggins,0.14,0.12,0.08,0.08,0.15,0.11,0.16,0.44,0.36,0.24,0.27,0.47,0.84,0.81,0.66,0.62,0.9,0.78,0.88,0.76,0.51,0.37,0.27,0.7
Wendell Carter Jr.,0.14,0.2,0.11,0.15,0.06,0.15,0.13,0.47,0.67,0.35,0.5,0.2,0.84,0.95,0.76,0.85,0.38,0.86,0.82,0.82,0.87,0.59,0.74,0.14
Alperen Sengun,0.13,0.19,0.16,0.16,0.13,0.15,0.12,0.47,0.68,0.56,0.58,0.43,0.82,0.94,0.85,0.88,0.82,0.86,0.79,0.82,0.88,0.82,0.84,0.64
Malcolm Brogdon,0.13,0.1,0.14,0.12,0.09,0.13,0.12,0.48,0.38,0.54,0.51,0.36,0.82,0.72,0.82,0.8,0.6,0.83,0.79,0.83,0.54,0.8,0.76,0.46
Jonas Valanciunas,0.13,0.22,0.06,0.14,0.03,0.12,0.12,0.49,0.89,0.26,0.66,0.1,0.82,0.97,0.55,0.84,0.18,0.8,0.79,0.84,0.98,0.42,0.91,0.08
Jarrett Allen,0.13,0.23,0.07,0.11,0.1,0.14,0.11,0.38,0.71,0.22,0.33,0.32,0.82,0.98,0.61,0.77,0.67,0.85,0.76,0.64,0.89,0.32,0.39,0.37
Gordon Hayward,0.13,0.1,0.16,0.15,0.12,0.13,0.13,0.41,0.31,0.49,0.48,0.36,0.82,0.72,0.85,0.85,0.77,0.83,0.82,0.7,0.37,0.75,0.71,0.46
Brook Lopez,0.13,0.13,0.05,0.1,0.08,0.1,0.13,0.44,0.43,0.17,0.33,0.26,0.82,0.85,0.47,0.72,0.53,0.75,0.82,0.76,0.63,0.19,0.39,0.24
Markelle Fultz,0.13,0.1,0.23,0.17,0.18,0.1,0.13,0.42,0.32,0.77,0.58,0.63,0.82,0.72,0.95,0.89,0.95,0.75,0.82,0.73,0.4,0.94,0.84,0.89
Russell Westbrook,0.13,0.13,0.29,0.27,0.14,0.17,0.15,0.45,0.46,1.0,0.94,0.51,0.82,0.85,0.98,0.99,0.87,0.89,0.86,0.78,0.68,0.99,0.98,0.78
Kevin Huerter,0.13,0.08,0.1,0.09,0.15,0.07,0.13,0.42,0.25,0.35,0.32,0.49,0.82,0.58,0.73,0.68,0.9,0.6,0.82,0.73,0.19,0.59,0.37,0.74
Tim Hardaway Jr.,0.13,0.09,0.08,0.07,0.11,0.09,0.15,0.41,0.3,0.28,0.25,0.38,0.82,0.65,0.66,0.54,0.72,0.7,0.86,0.7,0.33,0.46,0.23,0.5
Dillon Brooks,0.13,0.07,0.1,0.11,0.1,0.09,0.15,0.41,0.23,0.32,0.38,0.33,0.82,0.51,0.73,0.77,0.67,0.7,0.86,0.7,0.14,0.55,0.5,0.38
Tobias Harris,0.13,0.14,0.1,0.1,0.12,0.07,0.14,0.38,0.43,0.3,0.29,0.37,0.82,0.87,0.73,0.72,0.77,0.6,0.84,0.64,0.63,0.5,0.31,0.48
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.15,0.13,0.42,0.3,0.18,0.32,0.21,0.82,0.72,0.55,0.72,0.46,0.86,0.82,0.73,0.33,0.22,0.37,0.16
Luguentz Dort,0.12,0.1,0.1,0.1,0.12,0.15,0.13,0.39,0.32,0.32,0.32,0.4,0.8,0.72,0.73,0.72,0.77,0.86,0.82,0.67,0.4,0.55,0.37,0.56
Bobby Portis,0.12,0.2,0.06,0.09,0.06,0.08,0.13,0.46,0.77,0.24,0.34,0.23,0.8,0.95,0.55,0.68,0.38,0.65,0.82,0.8,0.92,0.37,0.42,0.19
Bogdan Bogdanovic,0.12,0.07,0.11,0.09,0.13,0.05,0.13,0.4,0.26,0.39,0.34,0.44,0.8,0.51,0.76,0.68,0.82,0.48,0.82,0.68,0.22,0.64,0.42,0.66
Trey Murphy III,0.12,0.09,0.06,0.06,0.14,0.08,0.11,0.38,0.29,0.19,0.2,0.47,0.8,0.65,0.55,0.47,0.87,0.65,0.76,0.64,0.3,0.24,0.16,0.7
Khris Middleton,0.12,0.08,0.19,0.15,0.12,0.13,0.13,0.48,0.35,0.77,0.68,0.49,0.8,0.58,0.9,0.85,0.77,0.83,0.82,0.83,0.48,0.94,0.93,0.74
Harrison Barnes,0.12,0.11,0.06,0.08,0.08,0.19,0.11,0.37,0.35,0.18,0.26,0.27,0.8,0.77,0.55,0.62,0.53,0.9,0.76,0.61,0.48,0.22,0.25,0.25
Immanuel Quickley,0.12,0.09,0.14,0.09,0.15,0.1,0.12,0.41,0.32,0.49,0.33,0.55,0.8,0.65,0.82,0.68,0.9,0.75,0.79,0.7,0.4,0.75,0.39,0.82
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.37,0.8,0.33,0.76,0.8,0.6,0.89,0.76,0.85,0.08,0.7,0.78,0.48
Rudy Gobert,0.12,0.27,0.04,0.11,0.1,0.21,0.09,0.39,0.9,0.13,0.36,0.33,0.8,1.0,0.38,0.77,0.67,0.92,0.68,0.67,0.98,0.11,0.46,0.38
Chris Paul,0.12,0.1,0.33,0.15,0.22,0.13,0.12,0.37,0.3,1.01,0.49,0.71,0.8,0.72,0.99,0.85,0.99,0.83,0.79,0.61,0.33,0.99,0.73,0.93
Saddiq Bey,0.12,0.11,0.06,0.07,0.12,0.13,0.12,0.42,0.38,0.21,0.23,0.4,0.8,0.77,0.55,0.54,0.77,0.83,0.79,0.73,0.54,0.3,0.19,0.56
Nic Claxton,0.11,0.24,0.07,0.1,0.11,0.16,0.09,0.38,0.79,0.23,0.34,0.36,0.77,0.99,0.61,0.72,0.72,0.88,0.68,0.64,0.94,0.34,0.42,0.46
Lonnie Walker IV,0.11,0.05,0.05,0.06,0.08,0.08,0.11,0.42,0.17,0.22,0.22,0.3,0.77,0.33,0.47,0.47,0.53,0.65,0.76,0.73,0.05,0.32,0.18,0.33
Jalen Williams,0.11,0.1,0.13,0.13,0.15,0.11,0.11,0.38,0.33,0.42,0.45,0.49,0.77,0.72,0.81,0.82,0.9,0.78,0.76,0.64,0.43,0.68,0.66,0.74
John Collins,0.11,0.15,0.05,0.1,0.09,0.1,0.11,0.36,0.5,0.16,0.34,0.29,0.77,0.9,0.47,0.72,0.6,0.75,0.76,0.58,0.73,0.17,0.42,0.3
Jakob Poeltl,0.11,0.22,0.11,0.12,0.12,0.12,0.1,0.42,0.83,0.4,0.47,0.46,0.77,0.97,0.76,0.8,0.77,0.8,0.72,0.73,0.96,0.66,0.69,0.69
Kyle Lowry,0.11,0.1,0.22,0.15,0.14,0.12,0.11,0.33,0.32,0.66,0.45,0.41,0.77,0.72,0.93,0.85,0.87,0.8,0.76,0.49,0.4,0.89,0.66,0.59
Kenyon Martin Jr.,0.11,0.12,0.07,0.08,0.06,0.11,0.1,0.4,0.45,0.25,0.28,0.21,0.77,0.81,0.61,0.62,0.38,0.78,0.72,0.68,0.67,0.4,0.29,0.16
Eric Gordon,0.11,0.04,0.12,0.1,0.09,0.1,0.11,0.37,0.15,0.4,0.33,0.3,0.77,0.25,0.79,0.72,0.6,0.75,0.76,0.61,0.04,0.66,0.39,0.33
Jusuf Nurkic,0.11,0.22,0.12,0.17,0.11,0.15,0.11,0.41,0.8,0.46,0.7,0.44,0.77,0.97,0.79,0.89,0.72,0.86,0.76,0.7,0.94,0.72,0.94,0.66
Dennis Schroder,0.11,0.05,0.18,0.13,0.12,0.14,0.11,0.35,0.17,0.57,0.43,0.38,0.77,0.33,0.88,0.82,0.77,0.85,0.76,0.55,0.05,0.82,0.62,0.5
Marcus Morris Sr.,0.11,0.09,0.08,0.06,0.09,0.06,0.12,0.37,0.32,0.26,0.23,0.3,0.77,0.65,0.66,0.47,0.6,0.55,0.79,0.61,0.4,0.42,0.19,0.33
Jabari Smith Jr.,0.11,0.16,0.06,0.1,0.07,0.11,0.12,0.37,0.51,0.18,0.34,0.21,0.77,0.91,0.55,0.72,0.46,0.78,0.79,0.61,0.74,0.22,0.42,0.16
Max Strus,0.11,0.08,0.09,0.07,0.07,0.06,0.12,0.36,0.28,0.32,0.23,0.25,0.77,0.58,0.69,0.54,0.46,0.55,0.79,0.58,0.28,0.55,0.19,0.22
Malik Beasley,0.11,0.08,0.06,0.08,0.12,0.03,0.14,0.41,0.31,0.24,0.29,0.49,0.77,0.58,0.55,0.62,0.77,0.3,0.84,0.7,0.37,0.37,0.31,0.74
Tre Jones,0.11,0.08,0.23,0.11,0.19,0.11,0.12,0.37,0.27,0.8,0.38,0.67,0.77,0.58,0.95,0.77,0.96,0.78,0.79,0.61,0.25,0.96,0.5,0.91
