trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Wendell Carter Jr.,0.14,0.2,0.11,0.15,0.05,0.15,0.13,0.46,0.68,0.35,0.5,0.18,0.84,0.95,0.76,0.85,0.31,0.86,0.82,0.8,0.88,0.6,0.75,0.12
Cameron Johnson,0.14,0.1,0.06,0.05,0.13,0.11,0.13,0.49,0.34,0.24,0.17,0.46,0.84,0.72,0.55,0.38,0.82,0.78,0.82,0.84,0.47,0.37,0.11,0.69
Jaden Ivey,0.14,0.09,0.21,0.2,0.12,0.19,0.15,0.46,0.3,0.68,0.66,0.4,0.84,0.65,0.92,0.93,0.77,0.91,0.86,0.8,0.34,0.9,0.91,0.55
Scottie Barnes,0.14,0.16,0.2,0.18,0.11,0.14,0.15,0.39,0.46,0.58,0.53,0.31,0.84,0.91,0.91,0.91,0.72,0.84,0.86,0.67,0.69,0.83,0.79,0.35
Josh Giddey,0.14,0.18,0.25,0.23,0.09,0.07,0.16,0.44,0.58,0.8,0.74,0.29,0.84,0.93,0.96,0.96,0.6,0.6,0.88,0.76,0.8,0.95,0.95,0.31
Andrew Wiggins,0.14,0.12,0.08,0.08,0.15,0.11,0.16,0.44,0.36,0.24,0.27,0.47,0.84,0.81,0.66,0.61,0.9,0.78,0.88,0.76,0.51,0.37,0.28,0.7
Saddiq Bey,0.13,0.11,0.06,0.07,0.12,0.14,0.13,0.43,0.38,0.21,0.22,0.39,0.82,0.77,0.55,0.54,0.77,0.84,0.82,0.75,0.54,0.3,0.18,0.53
Brook Lopez,0.13,0.13,0.05,0.1,0.08,0.1,0.13,0.44,0.43,0.17,0.33,0.26,0.82,0.84,0.47,0.72,0.53,0.74,0.82,0.76,0.64,0.19,0.4,0.23
Malcolm Brogdon,0.13,0.1,0.14,0.12,0.09,0.13,0.12,0.48,0.38,0.54,0.52,0.37,0.82,0.72,0.82,0.79,0.6,0.82,0.79,0.83,0.54,0.8,0.78,0.48
Alperen Sengun,0.13,0.19,0.16,0.16,0.12,0.15,0.12,0.47,0.68,0.57,0.58,0.43,0.82,0.94,0.86,0.88,0.77,0.86,0.79,0.82,0.88,0.82,0.83,0.64
Gordon Hayward,0.13,0.1,0.16,0.15,0.12,0.14,0.13,0.41,0.3,0.49,0.48,0.36,0.82,0.72,0.86,0.85,0.77,0.84,0.82,0.7,0.34,0.74,0.72,0.46
Jarrett Allen,0.13,0.23,0.07,0.11,0.1,0.14,0.11,0.38,0.71,0.22,0.33,0.32,0.82,0.98,0.61,0.76,0.66,0.84,0.76,0.64,0.89,0.32,0.4,0.37
Dillon Brooks,0.13,0.07,0.1,0.11,0.1,0.09,0.15,0.42,0.23,0.32,0.39,0.33,0.82,0.51,0.72,0.76,0.66,0.7,0.86,0.73,0.14,0.54,0.53,0.39
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.15,0.13,0.42,0.3,0.18,0.32,0.21,0.82,0.72,0.55,0.72,0.45,0.86,0.82,0.73,0.34,0.22,0.37,0.15
Kevin Huerter,0.13,0.08,0.11,0.1,0.16,0.07,0.13,0.42,0.25,0.34,0.33,0.5,0.82,0.58,0.76,0.72,0.92,0.6,0.82,0.73,0.2,0.58,0.4,0.76
Tobias Harris,0.13,0.14,0.1,0.1,0.12,0.07,0.14,0.38,0.43,0.3,0.29,0.37,0.82,0.87,0.72,0.72,0.77,0.6,0.84,0.64,0.64,0.5,0.32,0.48
P.J. Washington,0.13,0.11,0.1,0.12,0.11,0.1,0.14,0.41,0.33,0.29,0.37,0.31,0.82,0.77,0.72,0.79,0.72,0.74,0.84,0.7,0.44,0.48,0.48,0.35
Russell Westbrook,0.13,0.13,0.29,0.26,0.14,0.17,0.15,0.45,0.46,1.0,0.93,0.51,0.82,0.84,0.98,0.99,0.87,0.89,0.86,0.78,0.69,0.99,0.98,0.78
Tim Hardaway Jr.,0.13,0.09,0.08,0.07,0.11,0.09,0.15,0.41,0.3,0.28,0.25,0.38,0.82,0.65,0.66,0.54,0.72,0.7,0.86,0.7,0.34,0.46,0.23,0.5
Khris Middleton,0.12,0.08,0.18,0.15,0.12,0.13,0.13,0.48,0.36,0.76,0.7,0.52,0.8,0.58,0.89,0.85,0.77,0.82,0.82,0.83,0.51,0.93,0.93,0.8
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.37,0.8,0.33,0.76,0.79,0.6,0.9,0.76,0.85,0.08,0.71,0.79,0.48
Trey Murphy III,0.12,0.09,0.06,0.06,0.14,0.08,0.11,0.38,0.29,0.19,0.2,0.47,0.8,0.65,0.55,0.46,0.87,0.65,0.76,0.64,0.3,0.25,0.16,0.7
Harrison Barnes,0.12,0.11,0.06,0.08,0.09,0.2,0.11,0.37,0.35,0.18,0.26,0.28,0.8,0.77,0.55,0.61,0.6,0.91,0.76,0.62,0.48,0.22,0.26,0.28
Jusuf Nurkic,0.12,0.22,0.12,0.17,0.11,0.15,0.11,0.42,0.8,0.47,0.71,0.44,0.8,0.97,0.79,0.89,0.72,0.86,0.76,0.73,0.94,0.73,0.94,0.66
Jonas Valanciunas,0.12,0.22,0.06,0.14,0.03,0.12,0.12,0.49,0.89,0.26,0.67,0.1,0.8,0.97,0.55,0.84,0.18,0.8,0.79,0.84,0.98,0.42,0.92,0.07
Immanuel Quickley,0.12,0.09,0.14,0.09,0.15,0.09,0.12,0.41,0.32,0.49,0.32,0.55,0.8,0.65,0.82,0.67,0.9,0.7,0.79,0.7,0.41,0.74,0.37,0.82
Rudy Gobert,0.12,0.27,0.04,0.11,0.11,0.21,0.09,0.39,0.89,0.13,0.35,0.35,0.8,1.0,0.38,0.76,0.72,0.92,0.67,0.67,0.98,0.11,0.45,0.44
Markelle Fultz,0.12,0.1,0.23,0.18,0.18,0.09,0.13,0.4,0.32,0.77,0.59,0.62,0.8,0.72,0.95,0.91,0.95,0.7,0.82,0.68,0.41,0.94,0.85,0.89
Chris Paul,0.12,0.1,0.33,0.15,0.22,0.13,0.12,0.37,0.3,1.02,0.49,0.7,0.8,0.72,0.99,0.85,0.99,0.82,0.79,0.62,0.34,0.99,0.74,0.93
Bogdan Bogdanovic,0.12,0.08,0.11,0.09,0.13,0.05,0.13,0.4,0.26,0.4,0.34,0.44,0.8,0.58,0.76,0.67,0.82,0.48,0.82,0.68,0.22,0.65,0.43,0.66
Bobby Portis,0.12,0.2,0.07,0.09,0.06,0.08,0.13,0.46,0.77,0.24,0.34,0.24,0.8,0.95,0.61,0.67,0.38,0.65,0.82,0.8,0.93,0.37,0.43,0.2
Luguentz Dort,0.12,0.1,0.09,0.1,0.12,0.15,0.13,0.39,0.32,0.31,0.33,0.4,0.8,0.72,0.69,0.72,0.77,0.86,0.82,0.67,0.41,0.52,0.4,0.55
Marcus Morris Sr.,0.11,0.09,0.08,0.06,0.09,0.06,0.12,0.37,0.32,0.27,0.23,0.29,0.77,0.65,0.66,0.46,0.6,0.55,0.79,0.62,0.41,0.44,0.2,0.31
John Collins,0.11,0.15,0.05,0.1,0.08,0.1,0.11,0.36,0.5,0.16,0.34,0.28,0.77,0.89,0.47,0.72,0.53,0.74,0.76,0.59,0.73,0.16,0.43,0.28
Kenyon Martin Jr.,0.11,0.12,0.07,0.08,0.06,0.11,0.1,0.4,0.45,0.25,0.29,0.21,0.77,0.81,0.61,0.61,0.38,0.78,0.72,0.68,0.68,0.4,0.32,0.15
Malik Beasley,0.11,0.08,0.06,0.08,0.13,0.03,0.14,0.41,0.31,0.24,0.28,0.5,0.77,0.58,0.55,0.61,0.82,0.29,0.84,0.7,0.38,0.37,0.3,0.76
Jakob Poeltl,0.11,0.22,0.11,0.12,0.13,0.12,0.1,0.42,0.83,0.4,0.48,0.48,0.77,0.97,0.76,0.79,0.82,0.8,0.72,0.73,0.96,0.65,0.72,0.72
Jalen Williams,0.11,0.1,0.12,0.13,0.15,0.1,0.11,0.37,0.33,0.42,0.45,0.49,0.77,0.72,0.79,0.82,0.9,0.74,0.76,0.62,0.44,0.68,0.66,0.74
Kyle Lowry,0.11,0.1,0.22,0.15,0.14,0.12,0.11,0.33,0.32,0.66,0.45,0.41,0.77,0.72,0.93,0.85,0.87,0.8,0.76,0.49,0.41,0.89,0.66,0.58
Alec Burks,0.11,0.07,0.09,0.08,0.1,0.15,0.1,0.51,0.31,0.43,0.38,0.5,0.77,0.51,0.69,0.61,0.66,0.86,0.72,0.86,0.38,0.69,0.51,0.76
Nic Claxton,0.11,0.23,0.07,0.1,0.11,0.16,0.09,0.38,0.79,0.23,0.35,0.36,0.77,0.98,0.61,0.72,0.72,0.88,0.67,0.64,0.94,0.34,0.45,0.46
Tre Jones,0.11,0.08,0.23,0.11,0.19,0.11,0.12,0.37,0.27,0.8,0.38,0.67,0.77,0.58,0.95,0.76,0.96,0.78,0.79,0.62,0.25,0.95,0.51,0.92
Eric Gordon,0.11,0.04,0.12,0.1,0.09,0.11,0.11,0.38,0.15,0.4,0.33,0.3,0.77,0.25,0.79,0.72,0.6,0.78,0.76,0.64,0.04,0.65,0.4,0.33
Dennis Schroder,0.11,0.05,0.18,0.13,0.12,0.14,0.11,0.35,0.17,0.56,0.42,0.38,0.77,0.33,0.89,0.82,0.77,0.84,0.76,0.55,0.05,0.81,0.61,0.5
Cole Anthony,0.11,0.1,0.17,0.11,0.09,0.11,0.11,0.43,0.41,0.69,0.45,0.37,0.77,0.72,0.87,0.76,0.6,0.78,0.76,0.75,0.59,0.91,0.66,0.48
Jabari Smith Jr.,0.11,0.16,0.06,0.1,0.07,0.11,0.12,0.37,0.5,0.18,0.33,0.21,0.77,0.91,0.55,0.72,0.45,0.78,0.79,0.62,0.73,0.22,0.4,0.15
