,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Klay Thompson,GSW,62,6.1,29.4,0.97,5.9,2.1,5.4,38.2,51.5,3.2,8.5,2.9,0.5,36.6,52.7
1,Lauri Markkanen,UTA,64,3.2,14.7,1.1,3.5,1.1,2.7,41.5,52.3,13.8,6.4,13.3,4.4,43.8,75.9
2,Bojan Bogdanovic,DET,59,3.1,16.1,1.17,3.6,1.3,2.6,49.0,59.4,8.2,8.7,6.6,1.6,48.1,84.2
3,Stephen Curry,GSW,48,3.0,12.0,1.03,3.1,1.0,2.5,40.3,53.8,8.2,11.6,7.5,1.4,39.7,69.5
4,Malik Beasley,UTA,55,2.4,17.8,1.1,2.6,1.0,2.3,41.9,56.2,0.0,2.3,0.0,0.0,40.9,75.4
5,Jordan Poole,GSW,74,2.0,9.4,0.99,2.0,0.6,1.6,37.3,50.0,11.0,11.0,10.3,2.7,38.4,57.1
6,Jaylen Brown,BOS,61,2.6,10.2,0.92,2.4,0.9,2.2,40.7,49.3,5.7,10.1,5.7,1.3,39.2,38.9
7,Devin Booker,PHX,45,2.5,9.8,1.2,3.0,1.1,2.0,53.3,61.1,13.3,10.6,13.3,3.5,52.2,86.2
8,Jayson Tatum,BOS,68,2.1,7.5,0.93,1.9,0.7,1.7,38.1,45.3,9.9,9.2,10.6,3.5,38.3,42.4
9,Damian Lillard,POR,58,1.9,6.9,1.12,2.2,0.7,1.8,42.2,57.8,4.5,7.1,3.6,2.7,40.2,78.3
10,Terry Rozier,CHA,63,2.0,8.9,0.85,1.7,0.6,1.8,35.7,42.4,4.8,6.4,4.8,0.8,36.0,28.6
11,CJ McCollum,NOP,65,1.8,8.4,0.84,1.5,0.6,1.7,32.7,40.5,6.7,3.4,6.7,2.5,34.5,26.6
12,Michael Porter Jr.,DEN,56,1.8,12.3,0.97,1.8,0.7,1.7,40.6,49.0,2.9,3.9,2.9,1.0,40.2,53.5
13,Bradley Beal,WAS,50,2.1,9.5,0.93,2.0,0.8,1.6,48.8,51.2,7.5,15.1,6.6,0.0,45.3,45.3
14,Paul George,LAC,56,1.9,8.2,0.93,1.8,0.6,1.7,36.6,45.7,7.5,7.5,6.5,1.9,37.4,39.9
