,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Trae Young,ATL,63,12.7,46.3,0.94,11.9,4.1,9.3,43.9,48.9,13.0,15.7,9.2,2.1,42.9,66.2
1,Damian Lillard,POR,56,11.1,39.6,1.12,12.5,3.8,8.0,47.3,56.6,18.0,12.7,14.8,3.1,48.9,95.0
2,DeMar DeRozan,CHI,63,9.9,42.7,1.08,10.7,4.3,7.8,54.7,55.1,14.1,10.6,13.8,3.8,53.3,92.3
3,Ja Morant,MEM,53,13.2,47.8,0.93,12.3,4.4,10.1,43.7,46.5,16.1,10.8,15.0,3.7,45.5,63.9
4,Luka Doncic,DAL,57,10.3,34.0,1.06,11.0,4.0,7.7,51.9,58.5,14.6,14.4,13.2,3.7,48.7,90.3
5,Donovan Mitchell,CLE,61,9.2,37.1,1.11,10.2,3.7,7.5,49.1,58.0,10.1,10.8,8.2,2.0,48.0,94.6
6,Jalen Brunson,NYK,62,9.5,43.5,1.0,9.4,3.5,7.6,46.4,49.8,13.5,9.2,12.3,2.9,47.5,79.9
7,Jalen Green,HOU,64,9.9,43.1,0.86,8.5,2.9,7.4,39.1,44.2,14.0,14.0,13.4,2.5,39.7,46.8
8,De'Aaron Fox,SAC,62,8.7,36.5,1.01,8.7,3.3,6.6,50.2,52.9,13.6,12.5,12.3,2.6,48.8,84.3
9,Darius Garland,CLE,62,8.9,41.9,0.96,8.5,3.2,6.8,46.7,52.0,10.4,14.0,7.8,1.5,44.5,71.2
10,Zach LaVine,CHI,65,8.2,35.5,0.94,7.8,2.8,6.6,42.6,48.5,11.0,11.6,10.1,2.4,42.6,67.9
11,Tyrese Haliburton,IND,54,8.9,47.1,1.03,9.2,3.3,7.1,46.9,55.5,10.8,13.1,9.8,3.5,44.4,88.3
12,Dejounte Murray,ATL,65,7.8,36.8,0.95,7.4,3.3,6.9,47.8,50.2,4.3,8.9,4.3,1.4,45.1,69.9
13,Shai Gilgeous-Alexander,OKC,59,8.1,29.3,1.0,8.1,2.8,5.8,48.7,49.6,17.1,14.2,15.2,2.9,49.0,80.3
14,Anthony Edwards,MIN,71,7.1,28.7,0.91,6.5,2.4,5.5,43.0,48.3,11.3,14.3,10.1,3.0,41.4,57.9
15,Jrue Holiday,MIL,58,7.4,38.0,1.01,7.5,2.9,5.9,48.7,56.4,7.6,13.9,6.0,0.9,44.9,85.3
16,Fred VanVleet,TOR,58,7.8,39.6,0.95,7.3,2.6,6.3,41.1,48.4,9.3,11.1,8.0,1.6,40.9,68.6
17,CJ McCollum,NOP,63,7.4,33.5,0.91,6.7,2.6,5.9,43.5,48.4,9.5,12.5,8.4,2.2,42.0,60.1
18,Anfernee Simons,POR,61,6.8,33.9,1.01,6.9,2.6,5.7,45.0,53.7,6.7,9.9,5.3,0.5,43.5,85.6
19,Stephen Curry,GSW,45,7.8,30.7,1.19,9.3,3.2,6.2,52.2,64.7,9.4,14.5,8.5,2.8,47.7,97.3
20,Tyler Herro,MIA,57,7.3,35.7,0.92,6.7,2.5,5.9,42.5,49.3,6.7,13.4,6.5,1.4,39.8,61.9
21,Terry Rozier,CHA,62,7.3,32.8,0.84,6.1,2.4,6.1,38.8,44.2,6.9,10.4,6.2,1.1,38.1,41.8
22,Jordan Poole,GSW,71,5.8,27.6,0.9,5.3,1.8,4.4,40.7,47.6,11.4,16.2,10.4,2.9,38.9,56.2
23,Chris Paul,PHX,49,8.0,56.0,0.91,7.3,2.9,6.3,45.8,49.8,8.6,14.0,4.3,0.8,43.4,59.5
24,Paul George,LAC,53,6.8,29.8,0.98,6.7,2.4,5.2,46.9,54.2,9.9,15.4,8.0,1.4,43.8,77.9
25,Franz Wagner,ORL,69,5.5,30.8,0.93,5.1,2.1,4.1,50.2,53.9,7.4,17.5,6.9,0.5,44.8,64.9
26,Jayson Tatum,BOS,66,5.9,21.1,0.88,5.2,1.7,4.7,37.1,44.4,11.3,11.3,9.8,2.6,37.9,50.5
27,Jamal Murray,DEN,56,6.2,31.0,0.98,6.0,2.4,5.1,47.2,53.3,7.2,11.6,5.2,0.9,44.2,75.5
28,Jordan Clarkson,UTA,61,5.9,27.6,0.91,5.4,2.0,4.4,45.1,50.8,9.4,17.7,8.6,0.8,41.6,58.2
29,Kevin Porter Jr.,HOU,48,8.6,43.1,0.77,6.6,2.4,6.3,37.7,42.2,10.2,18.9,9.7,2.7,35.0,29.1
30,D'Angelo Russell,MIN,54,6.0,34.1,0.97,5.8,2.1,4.4,47.7,54.3,11.2,17.1,7.8,1.2,44.4,74.6
31,Devin Booker,PHX,43,7.4,29.3,0.96,7.1,2.7,6.0,44.6,48.6,12.5,10.3,10.3,3.4,45.0,71.9
32,Bradley Beal,WAS,48,6.7,29.9,0.94,6.3,2.4,5.0,48.5,51.7,10.6,16.6,10.3,2.8,44.4,66.6
33,Jaden Ivey,DET,63,6.3,35.7,0.75,4.8,1.7,4.5,37.2,40.4,13.3,18.3,11.3,2.8,36.0,24.6
34,LaMelo Ball,CHA,36,10.2,40.7,0.81,8.3,3.0,7.9,38.5,45.6,6.6,16.7,4.1,0.5,35.8,36.1
35,James Harden,PHI,52,6.2,30.2,0.9,5.6,1.8,4.2,41.9,50.0,13.3,21.4,11.5,1.9,39.3,57.2
36,Jimmy Butler,MIA,56,4.8,24.7,1.07,5.1,1.8,3.6,48.5,49.0,20.7,7.5,17.3,4.9,52.6,91.3
37,Tyrese Maxey,PHI,50,5.8,32.0,0.98,5.7,2.1,4.8,44.8,48.5,12.5,7.3,12.5,2.8,46.4,76.6
38,Tre Jones,SAS,57,5.6,40.5,0.88,4.9,2.0,4.5,44.8,45.6,8.5,10.7,7.6,0.9,44.2,51.2
39,Immanuel Quickley,NYK,70,4.0,30.7,0.99,3.9,1.5,3.2,45.3,50.4,13.7,9.0,13.4,4.0,46.2,79.3
40,Dennis Schroder,LAL,57,5.2,39.2,0.9,4.7,1.8,3.9,44.9,46.0,13.4,13.7,11.4,2.7,44.5,56.9
41,Killian Hayes,DET,65,5.6,43.1,0.74,4.2,1.8,4.5,39.4,41.6,4.7,16.2,4.1,1.1,35.2,23.1
42,Josh Giddey,OKC,65,5.2,29.0,0.79,4.1,1.9,4.1,45.7,45.9,6.2,17.5,6.2,3.0,39.2,33.4
43,Paolo Banchero,ORL,63,5.0,23.2,0.83,4.2,1.5,3.7,39.7,42.9,15.4,14.5,14.2,2.8,40.9,39.5
44,Pascal Siakam,TOR,60,4.6,19.1,0.95,4.4,1.5,3.5,44.7,47.4,15.9,11.9,14.4,2.9,46.6,68.2
45,Jaylen Brown,BOS,59,4.3,16.8,1.0,4.3,1.5,3.2,47.3,53.7,12.9,15.3,12.2,2.0,45.5,83.4
46,Malcolm Brogdon,BOS,59,4.4,32.9,0.98,4.3,1.5,3.6,42.7,50.9,10.0,10.8,8.5,2.3,42.1,77.6
47,Kyrie Irving,BKN,40,6.0,24.7,1.02,6.2,2.4,5.3,44.8,52.9,6.6,8.3,6.2,2.1,43.6,87.0
48,LeBron James,LAL,47,5.6,19.9,0.94,5.2,2.0,4.2,46.7,51.8,11.8,16.4,11.5,3.4,43.1,65.6
49,Keldon Johnson,SAS,59,4.5,20.8,0.91,4.1,1.6,3.4,47.0,49.0,12.8,14.3,12.4,3.0,45.5,59.2
50,Tyus Jones,MEM,69,4.0,39.2,0.87,3.5,1.6,3.5,45.2,47.5,3.6,11.2,3.6,0.7,41.7,49.5
51,RJ Barrett,NYK,64,4.3,20.8,0.87,3.8,1.4,3.2,44.1,44.8,16.9,15.1,15.5,4.7,43.2,48.8
52,Cole Anthony,ORL,50,4.6,37.7,1.01,4.7,1.8,3.7,48.9,52.4,10.3,11.2,9.5,1.7,47.8,84.6
53,T.J. McConnell,IND,65,4.1,47.4,0.86,3.5,1.5,3.2,48.5,49.5,7.5,18.1,6.4,3.4,41.5,47.5
54,Alec Burks,DET,51,4.5,39.2,0.98,4.5,1.5,3.6,41.1,48.6,12.1,9.5,12.1,2.2,42.7,75.9
55,Spencer Dinwiddie,DAL,53,4.0,24.4,1.06,4.3,1.6,3.2,49.4,57.1,12.7,11.7,12.7,4.2,47.4,90.0
56,Kawhi Leonard,LAC,42,4.5,21.7,1.16,5.1,1.9,3.5,52.7,56.8,16.0,9.6,12.8,4.8,52.9,97.0
57,Norman Powell,LAC,54,3.8,24.8,1.04,3.9,1.2,2.7,44.6,49.7,18.5,11.2,15.6,2.0,48.8,88.6
58,Kyle Kuzma,WAS,63,4.1,18.3,0.81,3.3,1.4,3.2,42.8,45.8,8.6,16.0,7.8,2.3,38.9,38.1
59,Monte Morris,WAS,56,3.6,36.7,1.03,3.7,1.6,3.2,49.7,54.2,5.0,9.0,5.0,2.0,46.8,87.6
60,Giannis Antetokounmpo,MIL,55,3.5,11.7,1.04,3.7,1.3,2.4,53.8,56.1,24.2,12.9,23.2,5.7,52.1,89.3
61,Mike Conley,UTA,43,5.2,46.2,0.9,4.7,1.6,3.8,41.5,48.8,10.7,18.3,9.4,2.2,38.8,56.5
62,Brandon Ingram,NOP,33,6.5,27.6,0.94,6.1,2.3,4.9,46.6,48.8,13.1,14.0,12.1,3.3,45.3,67.2
63,Markelle Fultz,ORL,49,4.7,31.8,0.85,4.0,1.7,3.5,48.6,49.1,8.3,17.1,7.9,1.3,43.9,44.5
64,Russell Westbrook,LAL,52,5.0,25.5,0.75,3.8,1.5,3.4,43.5,47.5,8.5,25.0,7.7,1.9,35.8,24.6
65,Jalen Williams,OKC,64,3.2,25.1,0.9,2.9,1.2,2.6,46.7,47.9,10.6,11.1,9.2,3.4,44.9,54.5
66,Bennedict Mathurin,IND,67,3.0,18.5,0.88,2.7,0.9,2.2,40.0,43.3,17.6,12.7,16.7,3.9,42.2,51.7
67,Derrick White,BOS,71,2.5,22.6,0.99,2.5,0.9,1.9,45.9,53.0,13.5,15.2,12.9,3.4,44.4,79.6
68,Kevin Durant,BKN,39,3.7,14.8,1.19,4.4,1.6,2.7,59.0,64.8,15.9,17.9,15.2,6.2,52.4,97.7
69,Eric Gordon,HOU,47,3.7,28.4,0.98,3.6,1.3,2.6,48.4,54.5,13.9,19.1,12.7,3.5,43.9,75.5
70,Dillon Brooks,MEM,63,3.6,22.4,0.74,2.7,1.1,3.1,35.8,39.1,5.8,10.2,5.3,1.3,34.5,22.4
71,Caris LeVert,CLE,68,3.2,25.5,0.76,2.4,1.0,2.5,38.8,43.8,6.9,15.6,6.9,0.9,35.3,27.4
72,Bojan Bogdanovic,DET,59,3.2,16.4,0.88,2.8,1.0,2.3,44.2,47.8,10.7,17.1,7.0,1.6,41.2,51.7
73,Jaylen Nowell,MIN,62,2.9,25.3,0.93,2.6,1.1,2.5,42.9,48.4,6.2,6.8,5.1,1.1,42.9,63.5
74,Bones Hyland,DEN,43,4.3,34.3,0.9,3.8,1.4,3.4,40.5,49.0,6.6,13.7,5.5,1.1,38.3,54.2
75,Cameron Payne,PHX,38,5.2,41.2,0.82,4.3,1.9,4.4,42.5,45.8,4.5,11.6,5.0,0.5,39.7,38.8
76,Devin Vassell,SAS,36,4.7,26.4,0.96,4.5,1.9,4.0,47.2,50.7,6.5,10.1,6.5,1.8,45.0,71.6
77,Desmond Bane,MEM,47,3.6,18.2,0.95,3.4,1.4,2.9,47.4,53.7,6.0,15.0,5.4,1.8,42.5,70.6
78,Luguentz Dort,OKC,63,2.6,17.8,0.96,2.5,0.9,2.0,44.5,48.0,14.6,11.6,13.4,4.3,45.1,72.6
79,Reggie Jackson,LAC,52,3.8,31.7,0.79,3.0,1.2,3.1,40.0,42.2,7.0,14.0,7.0,2.0,37.0,32.4
80,Kelly Oubre Jr.,CHA,46,3.6,17.7,0.94,3.3,1.3,3.1,41.3,45.1,12.8,6.1,12.8,6.1,42.7,66.9
81,Talen Horton-Tucker,UTA,55,3.6,34.4,0.77,2.8,1.1,2.7,41.2,43.2,11.1,18.1,11.1,3.5,38.2,30.1
82,Malik Monk,SAC,66,2.6,19.6,0.87,2.3,0.8,1.7,45.5,50.9,13.2,24.7,9.8,2.3,40.2,49.2
83,Gabe Vincent,MIA,57,3.1,29.7,0.85,2.6,1.0,2.4,41.8,48.1,6.3,18.3,6.3,1.1,37.1,42.5
84,Tre Mann,OKC,59,3.3,36.4,0.77,2.5,1.0,2.8,34.5,40.9,4.7,9.9,4.7,0.5,33.9,28.1
85,Gary Trent Jr.,TOR,61,2.8,16.9,0.86,2.4,0.9,2.4,37.9,41.4,8.8,8.2,8.8,2.4,38.8,46.5
86,Gordon Hayward,CHA,46,3.9,26.3,0.8,3.1,1.2,3.0,41.6,44.2,9.6,16.9,8.4,3.4,38.2,35.1
87,Collin Sexton,UTA,47,3.1,23.3,0.97,3.0,1.0,2.2,44.7,46.6,19.3,12.4,17.2,2.8,47.6,73.9
88,Shake Milton,PHI,65,2.5,29.8,0.86,2.1,0.9,1.9,46.8,48.4,7.5,17.4,7.5,1.9,41.6,45.4
89,Marcus Smart,BOS,54,2.4,18.6,1.01,2.5,0.9,1.7,51.6,59.3,11.5,20.6,9.9,1.5,45.8,86.0
90,Cam Thomas,BKN,51,3.1,30.2,0.84,2.6,0.8,2.4,35.0,38.6,13.5,9.0,12.2,1.3,39.1,42.1
91,De'Andre Hunter,ATL,60,2.1,14.1,1.02,2.1,0.8,1.7,47.0,49.5,14.2,9.4,12.6,2.4,48.8,86.3
92,Cade Cunningham,DET,12,11.3,47.9,0.96,10.8,4.8,10.1,47.9,50.4,3.7,8.1,3.0,1.5,45.2,70.9
93,Kyle Lowry,MIA,47,3.2,25.8,0.85,2.7,0.9,2.1,42.6,51.0,11.9,23.2,9.9,2.6,37.7,43.5
94,Jose Alvarado,NOP,61,2.8,27.8,0.76,2.1,0.9,2.0,44.7,45.1,7.1,20.7,6.5,0.6,39.1,26.8
95,Andrew Nembhard,IND,63,2.9,30.0,0.69,2.0,0.9,2.4,36.4,39.1,3.8,16.2,2.2,1.6,31.9,16.4
96,Mikal Bridges,PHX,56,2.3,14.0,0.98,2.2,0.9,1.8,49.0,50.5,13.4,12.6,12.6,3.9,46.5,74.9
97,Malaki Branham,SAS,54,2.6,25.8,0.89,2.3,1.0,2.1,49.1,50.4,5.0,14.3,4.3,0.7,43.6,52.8
98,Bogdan Bogdanovic,ATL,44,3.1,22.9,0.88,2.7,1.0,2.4,43.0,49.5,5.1,16.9,5.1,0.7,38.2,50.0
99,Lonnie Walker IV,LAL,51,2.4,20.5,0.97,2.3,0.9,2.1,41.9,45.2,10.7,4.9,10.7,1.6,45.1,73.2
100,Victor Oladipo,MIA,37,3.9,32.0,0.81,3.2,1.2,2.9,42.1,48.1,6.2,21.4,4.8,1.4,35.9,35.8
101,Austin Reaves,LAL,53,2.3,23.5,0.94,2.2,0.7,1.4,53.4,57.5,16.9,25.8,14.5,2.4,46.0,65.9
102,Seth Curry,BKN,52,2.0,21.8,1.09,2.2,0.8,1.7,48.8,57.6,7.7,13.5,7.7,3.8,44.2,92.6
103,Malik Beasley,UTA,55,2.1,15.6,0.97,2.0,0.7,1.9,39.0,50.5,3.4,6.9,3.4,0.9,37.9,72.9
104,Cory Joseph,DET,52,2.7,41.8,0.79,2.1,0.8,2.1,39.3,43.9,8.6,16.4,7.9,1.4,36.4,33.8
105,Julius Randle,NYK,71,1.6,6.7,0.95,1.5,0.5,1.3,38.2,47.8,15.5,11.2,14.7,3.4,40.5,68.9
106,Khris Middleton,MIL,26,4.1,27.0,1.01,4.2,1.4,3.0,46.2,53.2,11.2,17.8,10.3,1.9,43.0,84.9
107,De'Anthony Melton,PHI,66,1.9,18.7,0.86,1.6,0.6,1.5,41.6,50.0,4.8,14.4,4.0,0.0,36.8,48.2
