,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Luka Doncic,DAL,57,7.3,24.0,1.13,8.2,2.6,5.5,46.5,54.4,20.9,6.5,17.5,3.4,51.4,84.8
1,Shai Gilgeous-Alexander,OKC,57,6.4,22.9,1.08,6.8,2.2,4.8,47.1,48.9,21.0,6.9,19.3,3.0,53.0,80.8
2,James Harden,PHI,49,6.2,30.2,1.14,7.1,2.0,4.7,42.2,50.9,22.6,6.9,22.0,5.6,48.2,85.7
3,Julius Randle,NYK,69,5.0,20.7,0.99,5.0,1.7,3.7,45.3,50.0,18.7,12.4,17.3,4.9,46.7,62.9
4,Joel Embiid,PHI,53,6.5,22.3,0.99,6.5,2.2,4.9,45.8,46.5,18.0,9.9,16.8,3.2,49.3,63.4
5,Damian Lillard,POR,54,5.0,17.8,1.16,5.8,1.8,3.7,49.0,55.0,20.1,9.0,18.7,4.1,52.6,87.5
6,Anthony Edwards,MIN,68,4.4,17.6,0.97,4.3,1.6,3.9,42.7,49.6,6.7,6.4,6.7,1.0,42.6,60.3
7,Jayson Tatum,BOS,63,4.7,17.0,0.93,4.4,1.3,3.7,35.9,42.9,15.1,8.7,14.1,1.3,41.6,54.0
8,DeMar DeRozan,CHI,61,3.6,15.5,1.16,4.1,1.3,2.6,49.7,50.0,28.1,6.0,27.2,7.4,56.7,87.9
9,Kyrie Irving,BKN,40,4.8,19.8,1.28,6.2,2.3,4.1,55.8,61.8,15.0,5.7,14.0,6.2,56.5,96.4
10,Pascal Siakam,TOR,58,4.0,16.7,0.97,3.9,1.5,3.2,46.5,47.3,15.4,7.3,12.8,1.7,50.0,61.2
11,Spencer Dinwiddie,DAL,53,4.3,25.9,0.99,4.2,1.3,3.2,39.5,45.6,18.1,7.1,17.7,1.8,46.5,62.5
12,Kevin Durant,BKN,39,5.4,21.6,1.02,5.6,2.0,4.2,48.5,50.6,13.2,12.3,12.3,2.4,48.1,69.6
13,Dejounte Murray,ATL,63,3.5,16.6,0.93,3.3,1.3,3.0,43.5,46.8,8.6,9.5,8.6,1.8,43.2,52.7
14,Jalen Brunson,NYK,62,2.8,12.9,1.17,3.3,1.3,2.4,52.7,57.7,12.1,5.7,10.9,4.0,53.4,91.5
15,Trae Young,ATL,61,3.6,13.0,0.94,3.3,1.1,2.8,40.2,44.1,15.2,10.6,12.4,3.7,42.9,55.8
16,Zach LaVine,CHI,63,2.8,12.3,1.06,3.0,1.1,2.3,47.9,54.1,12.4,10.1,12.4,4.5,47.2,76.8
17,Giannis Antetokounmpo,MIL,52,4.2,14.0,0.84,3.5,1.2,3.1,40.4,40.7,19.3,10.6,18.3,4.6,44.0,35.3
18,Paolo Banchero,ORL,61,3.2,14.9,0.89,2.9,1.0,2.4,39.2,41.6,21.8,7.6,20.8,5.1,44.7,44.6
19,De'Aaron Fox,SAC,59,2.6,10.9,1.12,2.9,1.1,2.0,53.3,55.4,17.8,7.2,17.1,3.9,54.6,84.4
20,Kawhi Leonard,LAC,41,3.8,18.4,1.09,4.1,1.6,3.2,49.2,54.2,12.3,4.5,10.4,1.9,51.3,81.6
21,Jimmy Butler,MIA,54,3.0,15.8,1.02,3.1,0.9,2.2,42.9,45.8,22.0,7.9,21.3,3.0,49.4,70.1
22,Bam Adebayo,MIA,64,2.4,11.7,1.06,2.5,1.0,1.9,51.6,51.6,18.3,6.5,18.3,4.6,52.9,77.7
23,LeBron James,LAL,47,4.2,14.9,0.81,3.4,1.3,3.7,34.9,38.0,9.6,4.1,9.1,2.5,38.1,30.4
24,Donovan Mitchell,CLE,58,2.3,9.3,1.16,2.7,0.9,1.9,46.9,58.0,13.2,8.1,11.8,4.4,47.8,88.4
25,Russell Westbrook,LAL,52,3.9,19.9,0.77,3.0,1.2,3.2,37.3,39.2,13.3,8.9,12.3,3.9,37.4,25.4
26,Anfernee Simons,POR,58,2.9,14.5,0.91,2.7,0.9,2.3,40.4,43.4,13.6,10.7,11.8,4.7,41.4,49.6
27,Paul George,LAC,52,3.4,14.7,0.88,3.0,1.1,2.7,41.1,45.0,9.7,10.9,7.4,1.1,41.7,42.0
28,Zion Williamson,NOP,29,4.2,18.1,1.16,4.9,1.7,2.8,60.5,60.5,23.0,16.4,19.7,5.7,57.4,87.1
29,Kevin Porter Jr.,HOU,45,3.0,15.0,1.03,3.1,1.0,2.4,39.1,46.8,16.3,5.9,14.1,3.7,44.4,71.4
30,Bradley Beal,WAS,45,3.4,15.0,0.9,3.0,1.2,2.7,43.9,47.2,9.2,12.5,7.9,2.6,41.4,45.1
31,Jordan Clarkson,UTA,61,2.1,9.9,1.05,2.2,0.8,1.5,51.6,56.5,14.7,17.1,13.2,3.9,48.1,75.0
32,Ja Morant,MEM,53,3.0,10.8,0.84,2.5,0.8,2.3,35.0,36.7,22.8,7.6,21.5,6.3,41.1,35.7
33,Jaylen Brown,BOS,56,2.5,10.0,0.93,2.4,0.9,2.1,42.0,46.6,11.3,8.5,11.3,3.5,42.3,53.1
34,Jalen Green,HOU,61,2.6,11.4,0.82,2.1,0.7,2.1,34.1,39.1,16.4,8.2,14.5,5.7,38.4,32.6
35,Devin Booker,PHX,40,3.5,13.9,0.89,3.1,1.2,2.9,40.5,42.7,12.1,8.5,11.3,2.8,42.6,42.9
