,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Jarrett Allen,CLE,61,4.0,33.0,1.38,5.6,2.4,3.4,71.2,71.2,14.6,4.9,14.6,3.7,69.1,67.2
1,Domantas Sabonis,SAC,62,3.8,22.1,1.34,5.1,1.9,2.7,70.4,70.4,21.8,10.3,20.9,4.3,68.4,59.6
2,Evan Mobley,CLE,66,3.2,20.1,1.47,4.6,2.0,2.8,73.2,73.2,14.4,2.9,14.4,5.8,72.6,83.8
3,Nic Claxton,BKN,61,3.2,31.5,1.35,4.4,2.0,2.7,72.5,72.5,13.7,5.1,13.7,3.6,69.5,60.3
4,Rudy Gobert,MIN,55,3.3,28.7,1.36,4.5,1.8,2.6,71.1,71.1,21.4,8.2,20.9,7.7,68.1,62.1
5,Bam Adebayo,MIA,62,3.2,15.9,1.22,4.0,1.7,2.8,61.4,61.4,12.9,4.5,12.9,2.5,61.2,39.4
6,Aaron Gordon,DEN,54,2.8,18.8,1.51,4.2,1.9,2.3,80.8,80.8,15.3,4.0,14.0,2.7,78.0,89.3
7,Kevon Looney,GSW,66,2.6,44.2,1.31,3.3,1.4,2.1,66.4,66.4,20.7,3.6,20.1,5.3,68.6,53.1
8,Deandre Ayton,PHX,57,3.0,18.2,1.27,3.8,1.7,2.6,64.0,64.0,9.9,5.8,9.4,3.5,62.6,44.4
9,Ivica Zubac,LAC,62,2.3,24.0,1.27,2.9,1.2,1.8,66.4,66.4,16.8,6.3,16.8,2.1,65.0,43.8
10,Kenyon Martin Jr.,HOU,65,1.9,17.5,1.48,2.8,1.2,1.6,76.5,76.5,17.4,5.0,17.4,6.6,74.4,85.3
11,Nikola Jokic,DEN,58,2.1,10.3,1.41,3.0,1.3,1.9,68.8,68.8,16.1,4.0,14.5,8.1,67.7,75.0
12,Mason Plumlee,CHA,56,2.3,21.3,1.38,3.1,1.2,1.6,75.3,75.3,28.3,6.3,27.6,4.7,73.2,66.9
13,Jonas Valanciunas,NOP,63,2.1,15.4,1.29,2.7,1.1,1.7,65.7,65.7,14.5,7.6,13.7,2.3,64.9,49.4
14,Onyeka Okongwu,ATL,64,1.8,22.5,1.43,2.6,1.1,1.5,74.0,74.0,14.7,6.0,14.7,3.4,72.4,78.8
15,Myles Turner,IND,56,2.0,13.0,1.43,2.9,1.2,1.6,72.8,72.8,18.6,4.4,17.7,4.4,72.6,79.1
16,Clint Capela,ATL,50,2.4,23.0,1.36,3.2,1.5,2.1,71.4,71.4,9.3,3.4,9.3,1.7,69.5,64.1
17,Walker Kessler,UTA,62,1.9,27.6,1.34,2.5,1.2,1.6,75.3,75.3,12.0,7.7,10.3,2.6,69.2,59.6
18,Brandon Clarke,MEM,56,2.2,26.8,1.27,2.8,1.3,1.9,66.7,66.7,14.6,3.3,14.6,3.3,63.4,44.1
19,Daniel Gafford,WAS,64,1.6,23.8,1.51,2.4,1.0,1.3,77.5,77.5,28.4,2.9,28.4,9.8,77.5,90.3
20,Drew Eubanks,POR,64,1.8,35.0,1.32,2.4,1.1,1.6,68.3,68.3,7.0,4.3,7.0,1.7,66.1,55.0
21,Jarred Vanderbilt,UTA,52,2.4,28.9,1.24,2.9,1.3,2.0,63.5,63.5,14.6,4.9,13.8,4.1,61.8,41.3
22,Anthony Davis,LAL,41,2.5,10.6,1.46,3.6,1.5,2.1,72.4,72.4,16.7,2.9,16.7,4.9,73.5,82.5
23,Lauri Markkanen,UTA,59,1.8,8.6,1.34,2.4,0.9,1.5,62.9,62.9,19.6,2.8,17.8,5.6,66.4,58.4
24,Larry Nance Jr.,NOP,50,2.0,30.8,1.38,2.8,1.3,1.8,72.2,72.2,10.8,3.9,10.8,2.9,68.6,67.8
25,Jimmy Butler,MIA,52,1.8,9.2,1.54,2.7,1.0,1.3,76.1,76.1,26.4,6.6,26.4,6.6,75.8,93.4
26,Jalen Duren,DET,52,2.0,26.4,1.29,2.6,1.2,1.7,67.4,67.4,14.2,4.7,14.2,2.8,66.0,49.7
27,Scottie Barnes,TOR,64,1.9,11.3,1.12,2.1,0.9,1.6,54.4,54.4,14.8,5.7,14.8,4.9,54.9,20.3
28,Dwight Powell,DAL,62,1.5,27.2,1.46,2.2,0.9,1.2,74.3,74.3,25.8,2.2,25.8,7.5,74.2,83.1
29,Nikola Vucevic,CHI,66,1.5,8.7,1.41,2.0,0.9,1.3,74.7,74.7,8.3,9.4,8.3,4.2,68.8,73.7
30,Brook Lopez,MIL,64,1.6,11.7,1.34,2.1,0.9,1.4,65.5,65.5,18.8,3.0,18.8,7.9,66.3,58.8
31,Jakob Poeltl,SAS,46,2.4,20.6,1.17,2.8,1.2,2.0,63.3,63.3,11.7,8.1,11.7,0.9,60.4,30.3
32,Mitchell Robinson,NYK,45,1.8,29.0,1.56,2.8,1.3,1.6,83.1,83.1,15.9,1.2,15.9,3.7,80.5,94.1
33,Draymond Green,GSW,58,1.7,17.9,1.28,2.2,0.9,1.4,68.4,68.4,16.2,7.1,15.2,3.0,65.7,48.1
34,Kristaps Porzingis,WAS,56,1.8,8.7,1.27,2.3,0.9,1.4,61.5,61.5,26.0,6.0,25.0,10.0,63.0,45.3
35,Alperen Sengun,HOU,60,1.9,12.6,1.12,2.1,0.9,1.5,62.2,62.2,9.0,12.6,9.0,2.7,56.8,19.7
36,Hamidou Diallo,DET,56,1.5,16.6,1.39,2.1,0.9,1.3,69.9,69.9,15.3,4.7,15.3,5.9,68.2,68.8
37,Joel Embiid,PHI,52,1.7,5.7,1.36,2.3,0.8,1.2,68.9,68.9,27.9,7.0,27.9,5.8,68.6,62.5
38,Thomas Bryant,LAL,41,1.8,19.9,1.51,2.8,1.1,1.6,73.4,73.4,17.3,1.3,17.3,4.0,76.0,89.3
39,LeBron James,LAL,47,1.2,4.4,1.86,2.3,1.0,1.1,90.7,90.7,13.8,1.7,13.8,8.6,89.7,99.7
40,Chris Boucher,TOR,61,1.5,17.1,1.18,1.8,0.7,1.1,61.4,61.4,18.7,7.7,18.7,3.3,60.4,30.9
41,Nick Richards,CHA,52,1.4,21.2,1.45,2.0,0.8,1.1,71.9,71.9,28.8,1.4,27.4,8.2,74.0,81.9
42,Jonathan Kuminga,GSW,54,1.4,14.3,1.41,1.9,0.9,1.1,79.3,79.3,10.8,12.2,10.8,1.4,71.6,73.1
43,Josh Giddey,OKC,61,1.5,8.1,1.17,1.7,0.8,1.3,63.0,63.0,3.4,6.7,3.4,1.1,59.6,29.7
44,Franz Wagner,ORL,65,1.0,5.9,1.51,1.6,0.6,0.8,76.5,76.5,25.0,4.4,22.1,4.4,77.9,90.6
45,Giannis Antetokounmpo,MIL,52,1.5,5.1,1.28,1.9,0.8,1.2,68.3,68.3,19.0,7.6,16.5,6.3,64.6,47.2
46,Ben Simmons,BKN,42,2.1,24.5,1.16,2.4,1.1,1.9,60.8,60.8,8.0,3.4,8.0,2.3,57.5,28.8
47,Bobby Portis,MIL,54,1.3,9.9,1.41,1.9,0.9,1.1,77.0,77.0,4.2,9.9,4.2,0.0,70.4,74.4
48,Klay Thompson,GSW,54,1.4,6.8,1.3,1.9,0.7,1.1,61.0,61.0,20.8,2.6,22.1,1.3,66.2,50.9
49,Jayson Tatum,BOS,62,1.4,4.9,1.18,1.6,0.7,1.2,60.5,60.5,5.9,7.1,5.9,2.4,57.6,31.3
50,Jalen Williams,OKC,60,1.1,8.8,1.46,1.6,0.7,0.9,77.8,77.8,14.9,7.5,14.9,3.0,73.1,83.4
51,Moritz Wagner,ORL,45,1.6,15.4,1.4,2.2,0.7,1.1,68.8,68.8,31.4,4.3,31.4,4.3,72.9,72.2
52,John Collins,ATL,56,1.3,10.3,1.39,1.7,0.7,0.9,76.5,76.5,18.6,11.4,18.6,2.9,71.4,68.4
53,Jusuf Nurkic,POR,46,1.7,12.5,1.2,2.1,0.8,1.3,62.1,62.1,24.1,7.6,25.3,6.3,60.8,35.6
54,Andrew Wiggins,GSW,37,1.8,10.7,1.43,2.5,1.2,1.6,72.9,72.9,13.8,3.1,13.8,7.7,70.8,78.4
55,Wendell Carter Jr.,ORL,44,1.9,12.8,1.13,2.1,0.9,1.4,65.0,65.0,13.4,13.4,12.2,0.0,59.8,24.7
56,Robert Williams III,BOS,28,2.1,33.0,1.53,3.3,1.5,1.9,82.7,82.7,11.7,6.7,11.7,5.0,78.3,92.8
57,Chimezie Metu,SAC,51,1.2,27.0,1.51,1.8,0.8,1.0,76.9,76.9,13.1,3.3,13.1,1.6,77.0,89.7
58,Isaiah Hartenstein,NYK,67,1.2,22.1,1.18,1.4,0.6,1.0,62.5,62.5,12.8,10.3,10.3,5.1,57.7,31.6
59,Kyle Kuzma,WAS,60,1.0,4.6,1.45,1.5,0.7,0.9,70.9,70.9,16.1,1.6,17.7,8.1,71.0,81.6
60,Xavier Tillman,MEM,45,1.5,26.4,1.32,2.0,0.9,1.3,70.0,70.0,8.8,4.4,8.8,1.5,67.6,55.3
61,Jaylen Brown,BOS,55,1.4,5.3,1.2,1.6,0.7,1.2,59.4,59.4,12.0,5.3,10.7,2.7,60.0,33.9
62,Julius Randle,NYK,67,1.0,4.0,1.37,1.3,0.5,0.7,66.0,66.0,35.4,7.7,33.8,15.4,67.7,65.3
63,Kevin Huerter,SAC,61,1.0,7.6,1.42,1.4,0.6,0.8,75.0,75.0,21.0,8.1,17.7,6.5,71.0,77.2
64,Jerami Grant,POR,61,1.0,5.5,1.4,1.4,0.5,0.8,64.0,64.0,25.4,4.8,25.4,9.5,66.7,70.3
65,JaMychal Green,GSW,46,1.3,22.0,1.41,1.9,0.8,1.0,78.3,78.3,21.3,9.8,21.3,6.6,72.1,74.7
66,Luke Kornet,BOS,56,1.0,34.4,1.52,1.5,0.6,0.8,77.8,77.8,17.9,5.4,17.9,3.6,75.0,91.3
67,Jeremy Sochan,SAS,52,1.2,9.8,1.37,1.6,0.7,1.0,73.1,73.1,11.3,6.5,11.3,3.2,69.4,65.9
68,Keegan Murray,SAC,62,1.0,9.6,1.31,1.4,0.6,0.9,64.8,64.8,16.9,6.2,16.9,6.2,64.6,53.1
69,Keita Bates-Diop,SAS,51,1.3,16.4,1.22,1.6,0.7,1.0,64.2,64.2,16.2,11.8,16.2,5.9,60.3,38.8
70,Jaden McDaniels,MIN,64,0.8,7.8,1.52,1.3,0.5,0.7,76.1,76.1,16.7,1.9,16.7,3.7,77.8,91.8
71,Harrison Barnes,SAC,64,1.0,7.6,1.28,1.3,0.5,0.7,69.6,69.6,20.3,9.4,20.3,1.6,67.2,47.5
72,Jaren Jackson Jr.,MEM,47,1.1,7.3,1.5,1.7,0.7,0.9,74.4,74.4,22.2,3.7,22.2,5.6,75.9,88.4
