,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Joel Embiid,PHI,55,6.9,23.8,1.2,8.3,2.9,5.1,57.1,60.3,19.9,10.2,19.4,4.2,57.7,63.7
1,Deandre Ayton,PHX,60,4.9,29.2,1.2,5.9,2.7,4.3,62.4,62.6,9.2,5.8,9.6,3.4,60.1,64.9
2,Nikola Vucevic,CHI,68,4.6,27.4,1.03,4.8,2.1,4.2,49.8,53.7,3.5,6.4,3.5,0.6,48.1,34.7
3,Bam Adebayo,MIA,66,4.3,21.3,1.11,4.8,2.0,3.6,54.4,54.4,12.6,5.6,12.6,1.8,55.8,45.7
4,Evan Mobley,CLE,70,3.5,22.2,1.11,3.9,1.5,2.6,58.4,60.0,18.0,10.7,17.2,4.5,56.1,46.1
5,Anthony Davis,LAL,44,4.6,20.0,1.3,6.0,2.4,3.8,63.5,65.0,15.3,5.4,15.3,3.0,63.5,81.6
6,Brook Lopez,MIL,68,2.9,21.2,1.28,3.7,1.5,2.7,56.0,64.3,8.6,3.5,8.6,4.0,56.1,75.1
7,Myles Turner,IND,57,3.5,22.4,1.21,4.2,1.5,2.8,53.1,59.0,15.7,5.6,15.2,3.0,56.1,65.3
8,Christian Wood,DAL,57,2.8,17.9,1.48,4.1,1.5,2.4,63.7,74.1,15.2,4.4,14.6,5.1,64.6,93.5
9,Alperen Sengun,HOU,63,3.2,21.9,1.15,3.7,1.5,2.6,57.4,59.0,16.8,7.9,15.3,5.0,56.4,52.7
10,Domantas Sabonis,SAC,66,2.5,14.7,1.28,3.2,1.3,2.0,65.7,67.2,18.6,7.2,18.0,6.0,63.5,77.1
11,Jarrett Allen,CLE,62,3.0,24.7,1.15,3.4,1.5,2.4,61.1,61.4,11.3,11.3,10.2,2.7,57.5,52.2
12,Nikola Jokic,DEN,61,2.5,11.9,1.38,3.4,1.5,2.2,67.4,72.0,9.2,6.6,9.2,2.6,63.8,89.7
13,Clint Capela,ATL,53,2.8,27.9,1.35,3.8,1.8,2.5,69.9,69.9,12.6,4.0,12.6,4.6,69.5,87.8
14,Kristaps Porzingis,WAS,59,2.9,14.2,1.16,3.4,1.1,2.4,45.4,55.0,16.4,4.1,15.2,2.9,50.3,54.3
15,Nic Claxton,BKN,64,2.1,20.8,1.31,2.8,1.2,1.6,74.8,74.8,21.2,8.8,21.2,5.8,70.1,82.4
16,Jonas Valanciunas,NOP,66,2.6,19.2,1.06,2.7,1.1,2.3,49.7,52.6,8.3,3.6,8.3,1.2,51.5,37.1
17,Dwight Powell,DAL,65,1.7,29.7,1.51,2.5,1.0,1.2,79.0,79.0,24.1,6.5,24.1,5.6,75.9,94.3
18,Rudy Gobert,MIN,58,2.2,18.6,1.29,2.8,1.2,1.6,70.5,70.5,23.0,7.1,22.2,5.6,68.3,78.6
19,Lauri Markkanen,UTA,62,1.9,8.9,1.34,2.5,0.9,1.6,52.5,62.4,16.1,2.5,13.6,4.2,56.8,85.7
20,Naz Reid,MIN,61,2.3,22.5,1.13,2.6,1.0,2.0,52.1,60.3,6.5,7.2,6.5,1.4,50.0,47.5
21,Ivica Zubac,LAC,64,1.9,19.5,1.24,2.3,0.9,1.4,66.7,66.7,20.0,10.8,19.2,3.3,64.2,70.2
22,Brandon Clarke,MEM,56,1.8,21.8,1.4,2.5,1.1,1.6,67.4,67.4,18.0,3.0,17.0,10.0,68.0,90.6
23,P.J. Washington,CHA,66,1.6,10.5,1.3,2.1,0.8,1.4,55.8,63.7,11.2,1.9,9.3,1.9,58.9,80.0
24,Daniel Gafford,WAS,67,1.6,23.8,1.3,2.1,0.9,1.3,70.2,70.2,17.0,7.5,17.0,3.8,65.1,82.0
25,Wendell Carter Jr.,ORL,46,2.7,18.1,1.1,2.9,1.2,2.2,54.4,59.2,7.4,9.0,7.4,1.6,51.6,43.7
26,Thomas Bryant,LAL,41,2.4,25.8,1.35,3.2,1.3,2.0,65.9,67.7,16.5,4.1,16.5,5.2,64.9,87.3
27,Onyeka Okongwu,ATL,67,1.7,20.6,1.17,1.9,0.8,1.3,61.8,61.8,14.4,9.9,13.5,4.5,58.6,55.9
28,Bobby Portis,MIL,58,1.8,13.7,1.22,2.2,0.8,1.6,52.7,63.4,6.7,6.7,6.7,2.9,50.5,66.5
29,Mason Plumlee,CHA,56,1.9,17.8,1.19,2.3,0.9,1.4,62.3,62.3,28.3,7.5,27.4,8.5,61.3,61.6
30,Jakob Poeltl,SAS,46,2.4,20.2,1.12,2.7,1.2,2.0,61.1,61.1,12.8,9.2,12.8,4.6,56.0,46.5
31,Isaiah Stewart,DET,50,2.0,17.7,1.18,2.4,0.8,1.4,55.6,61.8,23.5,7.8,21.6,2.9,57.8,58.3
32,Jusuf Nurkic,POR,49,2.2,16.1,1.12,2.4,0.9,1.7,54.9,57.3,23.6,12.3,23.6,13.2,52.8,46.9
33,John Collins,ATL,59,1.6,13.7,1.2,2.0,0.8,1.4,55.4,58.4,12.4,5.2,12.4,3.1,56.7,63.3
34,Zach Collins,SAS,56,2.0,18.3,1.04,2.1,0.9,1.8,47.1,53.9,7.1,5.4,7.1,3.6,46.4,35.1
35,Giannis Antetokounmpo,MIL,54,1.9,6.2,1.09,2.1,0.7,1.4,52.7,56.8,22.5,5.9,22.5,2.9,52.9,42.4
