,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Nikola Jokic,DEN,58,5.3,25.7,1.19,6.3,2.4,3.7,64.7,64.7,20.5,16.6,17.9,6.8,58.4,89.7
1,Joel Embiid,PHI,52,4.9,16.9,1.16,5.7,1.8,3.2,54.5,54.5,28.2,11.4,23.5,5.5,57.6,88.3
2,Luka Doncic,DAL,57,3.9,12.9,1.12,4.4,1.5,2.8,54.0,54.0,26.5,5.8,26.0,5.4,59.2,82.8
3,Nikola Vucevic,CHI,66,3.5,21.0,1.06,3.7,1.6,2.9,55.4,55.4,9.9,8.2,7.3,1.3,53.9,75.2
4,Deandre Ayton,PHX,57,4.0,24.3,0.98,3.9,1.8,3.3,52.6,52.6,7.0,10.5,6.1,0.4,50.2,57.2
5,Kristaps Porzingis,WAS,56,3.3,16.3,1.18,3.9,1.4,2.4,59.0,59.0,23.5,10.7,21.4,5.9,59.9,89.0
6,Jonas Valanciunas,NOP,63,3.4,25.0,0.99,3.3,1.2,2.3,53.8,53.8,19.8,17.9,17.9,6.1,50.5,57.9
7,Alperen Sengun,HOU,60,3.0,20.1,0.97,2.9,1.2,2.1,54.8,54.8,15.2,16.3,11.2,2.2,50.0,55.2
8,Anthony Davis,LAL,41,4.1,17.5,1.02,4.2,1.4,3.1,46.5,46.5,21.4,7.1,19.0,4.2,51.8,66.2
9,Giannis Antetokounmpo,MIL,52,3.4,11.3,0.94,3.2,1.2,2.2,54.3,54.3,18.8,18.2,14.8,2.8,49.4,52.4
10,Jusuf Nurkic,POR,46,4.0,28.9,0.91,3.6,1.4,2.8,50.8,50.8,15.4,16.5,15.4,4.4,47.3,45.5
11,DeMar DeRozan,CHI,60,2.0,8.9,1.33,2.7,1.0,1.6,61.2,61.2,26.2,5.7,26.2,12.3,63.1,98.6
12,Domantas Sabonis,SAC,62,2.6,15.0,0.96,2.5,1.0,1.9,54.7,54.7,11.3,16.4,9.4,1.3,50.3,54.5
