,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Jonas Valanciunas,NOP,63,2.4,17.8,1.19,2.8,1.2,2.0,59.4,59.4,10.6,6.0,10.6,1.3,59.6,63.3
1,Clint Capela,ATL,50,3.0,28.8,1.02,3.0,1.3,2.6,50.4,50.4,10.1,3.4,10.1,2.0,51.4,32.0
2,Anthony Davis,LAL,41,2.9,12.2,1.25,3.6,1.4,2.3,60.2,60.2,18.8,6.8,17.9,5.1,61.5,75.4
3,Walker Kessler,UTA,62,2.0,29.0,1.19,2.4,1.0,1.6,62.7,62.7,17.9,4.9,17.1,5.7,62.6,64.0
4,Ivica Zubac,LAC,62,2.2,23.3,1.04,2.3,1.0,1.8,55.0,55.0,15.1,9.4,13.7,2.9,54.0,35.0
5,Jarrett Allen,CLE,61,1.9,15.4,1.24,2.3,1.0,1.5,67.4,67.4,18.3,6.1,17.4,1.7,66.1,74.4
6,Rudy Gobert,MIN,55,2.4,20.5,1.1,2.6,1.0,1.8,56.4,56.4,18.5,7.7,17.7,3.8,56.2,50.0
7,Daniel Gafford,WAS,64,1.5,22.7,1.45,2.2,1.0,1.3,76.5,76.5,17.5,7.2,16.5,8.2,72.2,92.9
8,Domantas Sabonis,SAC,62,1.8,10.6,1.26,2.3,0.9,1.5,58.5,58.5,18.8,2.7,18.8,5.4,61.6,76.4
9,Nikola Jokic,DEN,58,1.8,8.6,1.36,2.4,1.0,1.5,64.8,64.8,17.5,2.9,17.5,5.8,67.0,87.2
10,Giannis Antetokounmpo,MIL,52,1.6,5.4,1.58,2.6,1.0,1.2,85.2,85.2,25.9,8.2,24.7,5.9,80.0,98.3
11,Onyeka Okongwu,ATL,64,1.6,19.6,1.32,2.1,0.8,1.2,68.4,68.4,18.8,5.0,17.8,2.0,67.3,83.8
