,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Kevin Huerter,SAC,58,3.2,23.9,1.05,3.4,1.2,2.8,45.0,59.1,4.3,10.2,3.2,0.5,40.9,67.9
1,Jordan Poole,GSW,62,2.4,11.3,1.02,2.5,0.8,1.9,43.0,52.5,10.6,12.6,7.9,2.0,42.4,65.4
2,Jalen Green,HOU,56,2.3,10.0,1.08,2.5,0.9,2.0,45.0,56.4,7.0,8.6,7.0,1.6,44.5,71.3
3,Jamal Murray,DEN,49,2.4,12.2,1.11,2.7,1.0,2.1,47.0,54.8,9.3,4.2,5.9,2.5,48.3,78.5
4,Tyler Herro,MIA,49,2.7,13.1,0.95,2.6,1.0,2.3,44.0,52.2,5.3,12.0,5.3,2.3,40.6,55.7
5,Keldon Johnson,SAS,55,2.4,10.9,0.95,2.2,0.7,1.8,40.0,45.5,16.2,10.0,16.2,3.8,43.1,54.0
6,CJ McCollum,NOP,56,2.0,9.3,1.03,2.1,0.7,1.7,44.0,52.7,10.5,12.3,8.8,4.4,42.1,65.8
7,Stephen Curry,GSW,38,2.6,10.3,1.2,3.1,1.0,2.2,44.0,58.8,9.3,7.2,9.3,4.1,43.3,86.5
8,Damian Lillard,POR,49,1.9,6.9,1.22,2.3,0.7,1.5,44.0,56.9,14.0,8.6,10.8,0.0,48.4,88.2
9,De'Aaron Fox,SAC,55,1.7,7.3,1.14,2.0,0.8,1.5,51.0,57.9,8.4,5.3,7.4,0.0,52.6,81.4
10,Keegan Murray,SAC,59,1.5,13.6,1.14,1.7,0.6,1.3,45.0,62.2,2.3,9.1,2.3,0.0,42.0,80.9
11,Terry Rozier,CHA,54,1.6,7.0,1.18,1.8,0.7,1.3,54.0,64.5,6.0,11.9,3.6,0.0,50.0,84.0
12,Buddy Hield,IND,63,1.5,9.3,0.99,1.4,0.5,1.2,43.0,53.9,4.3,13.0,4.3,1.1,39.1,59.9
13,Malik Monk,SAC,58,1.6,11.8,0.97,1.6,0.6,1.3,49.0,56.6,3.2,17.0,3.2,1.1,41.5,57.8
14,Franz Wagner,ORL,62,1.7,9.3,0.88,1.5,0.5,1.4,36.0,40.4,10.7,5.8,9.7,2.9,38.8,41.4
15,Gary Trent Jr.,TOR,54,1.2,7.2,1.31,1.6,0.6,1.0,59.0,66.1,13.4,1.5,13.4,0.0,62.7,93.7
16,Desmond Bane,MEM,39,2.1,10.8,1.05,2.2,0.8,1.8,46.0,53.5,7.3,6.1,6.1,1.2,46.3,67.5
17,Klay Thompson,GSW,50,2.2,10.3,0.79,1.7,0.6,2.0,33.0,42.3,2.8,9.2,2.8,1.8,30.3,26.2
18,Anfernee Simons,POR,57,1.2,6.0,1.23,1.5,0.5,1.1,50.0,62.5,5.8,7.2,4.3,0.0,49.3,89.5
19,RJ Barrett,NYK,57,1.2,5.8,1.19,1.4,0.5,1.0,54.0,59.8,14.7,7.4,14.7,4.4,54.4,86.1
