,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,2.7,3.2,85.7,0.9,1.8,50.0,0.9,1.7,53.3,0.2,0.8,20.0,0.2,0.2,100,0.3,0.8,33.3,0.8,2.5,33.3
1,AJ Green,MIL,23,3.8,5.7,67.3,1.9,4.3,44.1,0.8,2.1,39.6,0.2,0.9,25.0,0.2,0.8,26.7,0.4,1.6,25.8,2.0,5.8,35.4
2,AJ Griffin,ATL,19,8.1,12.4,64.8,2.5,6.2,40.9,1.8,4.2,42.4,1.0,2.3,43.2,0.8,2.0,38.2,1.7,4.0,41.0,3.3,10.3,32.6
3,Aaron Gordon,DEN,27,11.5,16.5,69.7,4.7,11.2,42.2,2.6,6.3,41.3,1.2,3.3,34.7,1.0,2.5,41.5,2.1,5.7,37.6,5.1,15.0,33.8
4,Aaron Holiday,ATL,26,6.4,9.4,68.2,1.6,4.3,35.9,1.0,2.6,36.6,0.8,1.6,50.7,0.5,1.4,38.5,1.2,2.7,44.9,2.4,7.1,33.3
5,Aaron Nesmith,IND,23,8.8,14.0,63.2,3.6,8.0,44.6,2.4,5.6,43.0,1.1,2.8,39.0,1.1,2.3,47.7,2.2,5.0,42.9,4.6,12.0,38.7
6,Aaron Wiggins,OKC,24,7.5,11.3,66.1,2.6,6.4,41.2,1.2,3.0,39.3,0.9,2.3,40.8,0.7,2.1,31.9,1.5,4.2,36.5,3.6,9.8,36.5
7,Admiral Schofield,ORL,25,4.3,6.0,72.2,1.7,3.7,45.3,0.9,2.4,38.1,0.4,1.1,36.0,0.9,1.7,53.8,1.3,2.7,46.9,2.8,7.7,36.7
8,Al Horford,BOS,36,10.4,15.4,67.7,5.1,12.3,41.4,3.9,8.4,46.3,0.7,1.8,36.9,0.8,2.3,35.8,1.4,4.0,36.3,6.1,17.3,35.1
9,Alec Burks,DET,31,8.6,12.6,68.5,3.8,8.4,45.5,1.8,4.0,45.9,0.9,2.3,39.6,0.7,1.8,39.0,1.6,3.9,39.4,3.6,11.2,32.4
10,Aleksej Pokusevski,OKC,21,8.5,13.5,63.0,3.2,7.5,43.1,1.6,3.9,41.0,1.1,2.6,42.7,1.1,2.9,38.3,2.1,5.3,40.5,4.7,11.4,41.4
11,Alex Caruso,CHI,29,8.0,12.1,66.2,2.7,6.6,40.9,2.1,5.1,40.1,0.9,2.4,38.7,0.8,2.3,32.7,1.6,4.5,35.8,4.9,13.7,35.7
12,Alex Len,SAC,29,1.6,2.5,63.6,0.2,0.8,18.2,0.3,1.2,21.4,0.4,0.8,50.0,0.4,0.8,50.0,0.6,1.1,50.0,0.6,2.1,29.6
13,Alize Johnson,SAS,26,2.3,5.5,40.9,0.8,2.8,27.3,0.3,1.3,25.0,1.0,1.0,100,0.3,1.7,20.0,0.7,2.0,33.3,1.8,3.8,46.7
14,Alondes Williams,BKN,23,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,9.9,14.2,69.6,4.3,9.2,47.2,2.3,5.7,40.6,1.1,2.7,41.4,0.9,2.6,33.8,1.9,5.2,37.6,7.0,17.4,40.1
16,Amir Coffey,LAC,25,5.7,9.1,63.2,2.4,5.8,41.6,1.3,2.6,49.0,0.5,1.8,30.4,0.7,2.0,33.3,1.0,3.1,32.0,2.9,8.0,36.4
17,Andre Drummond,CHI,29,4.3,6.6,65.7,1.9,3.9,48.2,1.0,2.6,37.6,0.5,1.7,30.3,0.3,1.1,29.2,0.8,2.6,29.8,2.6,7.4,34.6
18,Andre Iguodala,GSW,39,2.3,4.7,50.0,5.3,8.3,64.0,1.7,6.0,27.8,0.7,0.7,100,0.0,1.5,0.0,0.7,1.7,40.0,1.0,5.3,18.8
19,Andrew Nembhard,IND,23,9.7,16.0,60.7,4.3,9.4,45.8,2.4,5.8,41.7,1.0,3.0,33.1,1.0,2.3,42.3,1.9,5.2,37.0,5.3,13.3,39.5
20,Andrew Wiggins,GSW,28,9.1,13.1,69.4,7.4,15.9,46.1,3.4,8.1,41.3,1.2,3.2,38.5,0.9,2.5,36.2,2.1,5.7,37.4,6.0,16.9,35.4
21,Anfernee Simons,POR,23,14.8,22.1,66.8,4.6,10.9,42.3,3.0,7.6,40.1,1.4,3.2,42.9,1.0,3.1,32.1,2.3,6.2,37.7,6.4,17.5,36.5
22,Anthony Davis,LAL,29,12.4,18.3,67.6,5.0,12.7,39.5,4.1,8.8,46.8,0.8,2.6,32.3,1.0,2.8,35.2,1.8,5.4,33.8,6.5,19.4,33.4
23,Anthony Edwards,MIN,21,14.0,21.5,65.4,5.2,12.0,43.0,2.6,7.3,35.9,1.0,2.9,35.1,1.4,3.4,40.3,2.4,6.3,37.9,7.2,19.9,36.2
24,Anthony Gill,WAS,30,3.4,5.0,67.3,1.8,4.1,44.8,0.9,2.1,42.3,0.4,1.1,35.5,0.6,1.3,48.3,0.8,1.9,41.7,1.9,5.1,36.1
25,Anthony Lamb,GSW,25,5.3,7.5,70.6,4.5,9.3,48.4,1.8,4.3,40.7,0.8,2.1,39.4,0.6,1.7,38.6,1.4,3.6,39.0,4.0,11.2,35.6
26,Austin Reaves,LAL,24,10.2,15.2,66.9,4.8,11.1,43.0,3.4,7.1,47.6,0.8,2.3,34.3,1.0,2.2,42.6,1.7,4.5,38.3,5.3,16.6,31.6
27,Austin Rivers,MIN,30,8.4,12.4,67.3,3.3,7.2,45.9,1.5,4.0,38.5,0.7,2.3,29.6,0.8,2.1,37.6,1.4,4.1,33.5,4.0,10.4,38.7
28,Ayo Dosunmu,CHI,23,11.2,16.4,67.9,3.1,8.1,38.6,2.3,5.7,39.8,1.2,3.1,37.2,0.8,3.0,28.6,2.0,5.9,33.0,5.8,15.6,37.0
29,Bam Adebayo,MIA,25,10.8,15.7,68.8,5.4,11.6,46.4,2.8,6.8,40.6,1.5,3.9,39.5,1.4,3.5,40.4,2.9,7.3,40.0,6.4,18.2,35.0
30,Ben Simmons,BKN,26,9.7,15.5,62.3,3.6,9.7,37.1,2.4,6.0,39.8,0.8,2.0,39.7,1.0,2.8,36.3,1.7,4.5,37.7,5.0,13.8,36.6
31,Bennedict Mathurin,IND,20,11.4,18.0,63.3,3.9,8.6,45.4,2.1,5.5,38.3,1.1,3.0,38.2,1.0,2.6,39.0,2.1,5.6,38.6,4.9,13.8,35.5
32,Bismack Biyombo,PHX,30,4.5,7.7,58.6,2.2,5.6,38.9,1.3,3.4,37.7,0.7,1.4,51.9,0.3,0.9,31.4,0.9,2.0,43.8,2.5,7.3,34.3
33,Blake Griffin,BOS,33,4.0,6.0,66.5,2.4,5.1,47.5,2.2,4.3,51.7,0.7,1.3,48.4,0.3,1.2,28.6,0.9,2.3,39.0,2.6,7.1,37.0
34,Blake Wesley,SAS,19,5.9,9.5,62.6,2.3,5.0,46.7,1.4,2.7,53.1,0.7,1.6,45.8,0.4,1.2,35.3,1.1,2.6,41.5,2.3,6.6,35.6
35,Boban Marjanovic,HOU,34,1.3,1.7,72.7,0.5,1.2,42.3,0.4,0.8,50.0,0.4,0.6,60.0,0.4,1.0,42.9,0.6,1.2,50.0,0.9,3.2,27.9
36,Bobby Portis,MIL,28,8.9,13.8,64.8,4.6,10.7,42.7,2.7,7.2,37.0,0.7,1.8,37.8,0.7,1.9,34.8,1.3,3.6,36.3,5.1,14.6,35.0
37,Bogdan Bogdanovic,ATL,30,11.7,18.1,64.6,3.6,8.3,43.5,3.2,6.9,45.7,1.4,3.3,42.6,1.2,3.1,37.1,2.6,6.4,39.9,5.1,15.3,33.4
38,Bojan Bogdanovic,DET,33,13.3,19.4,68.6,5.4,11.6,46.2,2.6,6.4,41.0,1.4,3.6,38.9,1.0,2.4,39.4,2.4,6.0,39.1,5.8,16.1,36.2
39,Bol Bol,ORL,23,8.7,12.0,72.7,2.5,6.5,39.1,2.2,4.8,46.3,1.0,2.7,36.8,1.1,2.4,44.3,2.0,5.0,40.3,4.4,13.4,32.9
40,Bones Hyland,LAC,22,7.9,10.7,73.7,2.7,6.2,43.8,1.4,3.5,39.7,0.9,2.5,38.0,0.7,1.5,45.5,1.6,3.9,40.8,3.7,10.0,37.0
41,Bradley Beal,WAS,29,11.2,16.7,67.1,5.9,14.0,41.9,3.1,7.9,39.7,0.8,2.4,35.5,0.9,2.6,33.0,1.7,4.9,34.2,6.4,17.4,36.7
42,Brandon Boston Jr.,LAC,21,4.5,6.6,68.8,2.2,4.7,45.7,1.2,2.8,41.5,0.4,1.5,26.1,0.6,1.6,37.5,0.7,2.3,30.8,2.5,5.8,43.8
43,Brandon Clarke,MEM,26,6.7,11.0,61.1,2.6,6.7,38.0,1.5,3.7,39.7,0.6,1.5,40.2,0.8,1.8,44.0,1.4,3.2,42.2,4.3,12.5,34.1
44,Brandon Ingram,NOP,25,11.3,16.0,70.2,5.4,11.2,48.2,3.1,7.6,40.5,1.0,2.9,34.2,1.1,2.9,38.2,2.1,5.7,36.1,6.3,17.8,35.1
45,Braxton Key,DET,26,1.3,1.3,100.0,0.3,1.3,25.0,0.5,0.5,100.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,3.7,27.3
46,Brook Lopez,MIL,34,9.0,14.5,62.3,5.8,12.8,45.2,3.6,9.5,38.2,0.8,2.4,32.9,0.7,2.1,34.1,1.5,4.4,33.5,6.1,17.1,35.3
47,Bruce Brown,DEN,26,11.3,15.9,70.9,4.2,10.3,40.4,2.3,5.5,42.3,1.0,3.0,31.7,1.0,2.4,42.7,2.0,5.5,36.6,5.0,14.4,34.7
48,Bruno Fernando,ATL,24,3.2,4.7,67.1,1.7,4.5,38.3,1.0,2.2,45.1,0.6,1.3,44.1,0.4,1.0,40.0,0.8,1.8,42.4,2.7,7.5,35.6
49,Bryce McGowens,CHA,20,5.2,9.3,56.5,2.8,6.0,46.5,1.2,2.5,47.7,0.7,1.4,45.5,1.1,2.2,48.8,1.5,3.2,47.4,3.2,8.2,38.5
50,Bryn Forbes,MIN,29,4.1,6.4,64.8,1.6,3.5,44.8,0.6,1.6,35.9,0.3,0.8,31.3,0.9,2.1,41.5,1.0,2.6,38.6,2.4,6.1,38.8
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,0.0,1.0,0.0
52,Buddy Hield,IND,30,12.2,19.7,62.3,4.7,10.2,46.0,3.1,7.3,42.6,1.3,3.5,36.5,1.2,2.8,43.8,2.5,6.3,39.8,5.7,15.9,35.9
53,CJ McCollum,NOP,31,13.5,18.9,71.3,5.5,11.8,46.3,2.9,7.7,37.9,1.3,3.1,40.5,1.3,3.2,41.5,2.6,6.3,41.0,6.0,19.1,31.5
54,Cade Cunningham,DET,21,15.2,22.5,67.4,5.0,11.8,42.3,3.8,7.4,51.7,0.9,3.3,28.2,0.4,2.3,18.5,1.3,5.5,24.2,6.8,17.8,38.0
55,Caleb Houstan,ORL,20,6.6,9.1,72.4,1.9,4.6,41.3,1.5,3.2,48.1,0.5,1.2,39.0,0.6,1.7,36.5,1.0,2.7,37.6,3.1,9.1,34.1
56,Caleb Martin,MIA,27,9.7,14.1,68.7,4.8,9.8,49.1,2.7,6.0,44.2,1.3,3.2,39.5,1.1,2.9,39.1,2.4,6.1,39.3,5.4,15.9,33.8
57,Cam Reddish,POR,23,9.4,13.9,67.7,3.3,8.0,40.7,1.7,4.0,41.7,1.3,2.9,45.8,0.7,2.2,32.1,2.0,4.9,39.8,4.2,12.5,33.3
