,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,2.7,3.2,85.7,0.9,1.8,50.0,0.9,1.7,53.3,0.2,0.8,20.0,0.2,0.2,100,0.3,0.8,33.3,0.8,2.5,33.3
1,AJ Green,MIL,23,3.6,5.3,67.5,2.0,4.4,45.1,0.8,2.1,37.7,0.2,1.0,20.0,0.3,0.9,27.8,0.4,1.7,23.7,2.0,5.9,33.7
2,AJ Griffin,ATL,19,7.8,12.3,63.8,2.5,6.0,41.3,1.7,4.0,42.2,1.0,2.2,44.3,0.8,1.9,40.7,1.6,3.8,42.7,3.2,10.0,31.9
3,Aaron Gordon,DEN,27,11.7,16.5,70.8,4.8,11.4,42.0,2.7,6.4,41.5,1.2,3.3,35.5,1.0,2.5,39.6,2.1,5.7,37.3,5.0,14.9,33.5
4,Aaron Holiday,ATL,26,6.3,9.2,68.1,1.5,4.2,36.4,1.0,2.6,37.7,0.8,1.5,50.7,0.6,1.4,40.0,1.2,2.6,45.5,2.2,6.8,32.7
5,Aaron Nesmith,IND,23,9.2,14.6,63.4,3.9,8.4,46.7,2.3,5.3,42.5,1.1,2.7,39.2,1.1,2.3,46.9,2.1,5.0,42.7,4.6,12.0,38.0
6,Aaron Wiggins,OKC,24,6.9,10.5,65.8,2.6,6.3,42.1,1.3,3.3,40.4,0.9,2.3,41.1,0.6,2.1,31.0,1.5,4.1,36.3,3.6,9.7,37.2
7,Admiral Schofield,ORL,25,4.1,5.6,73.1,1.5,3.4,43.9,0.8,2.3,35.8,0.4,1.0,36.0,0.9,1.7,54.8,1.2,2.6,47.8,2.6,7.2,36.3
8,Al Horford,BOS,36,10.7,15.5,68.8,5.2,12.2,42.4,3.5,8.0,44.1,0.7,2.0,36.6,0.8,2.2,34.1,1.4,4.1,35.3,6.1,17.6,34.8
9,Alec Burks,DET,31,8.6,12.6,68.5,3.7,8.3,44.9,1.8,4.0,45.5,0.9,2.2,40.2,0.7,1.8,40.7,1.6,3.9,40.4,3.6,11.2,32.6
10,Aleksej Pokusevski,OKC,21,8.5,13.5,63.0,3.2,7.5,43.1,1.6,3.9,41.0,1.1,2.6,42.7,1.1,2.9,38.3,2.1,5.3,40.5,4.7,11.4,41.4
11,Alex Caruso,CHI,29,7.8,11.8,65.7,2.6,6.4,40.5,2.1,5.0,41.2,0.9,2.4,38.0,0.7,2.2,32.0,1.6,4.5,35.1,4.9,13.7,35.8
12,Alex Len,SAC,29,1.6,2.3,67.6,0.1,0.9,15.4,0.3,1.1,23.5,0.4,0.9,50.0,0.3,0.8,40.0,0.5,1.1,45.5,0.8,2.1,38.2
13,Alize Johnson,SAS,26,2.3,5.5,40.9,0.8,2.8,27.3,0.3,1.3,25.0,1.0,1.0,100,0.3,1.7,20.0,0.7,2.0,33.3,1.8,3.8,46.7
14,Alondes Williams,BKN,23,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,9.8,14.3,68.9,4.4,9.5,46.8,2.2,5.6,39.3,1.1,2.6,42.6,0.9,2.6,34.5,2.0,5.1,38.5,7.1,17.7,39.9
16,Amir Coffey,LAC,25,5.4,8.5,64.0,2.2,5.3,41.5,1.2,2.4,49.5,0.6,1.7,34.0,0.6,1.8,31.6,1.0,3.0,32.7,2.7,7.4,36.9
17,Andre Drummond,CHI,29,4.2,6.5,64.4,1.7,3.8,44.9,0.9,2.4,38.2,0.5,1.7,28.4,0.4,1.2,31.7,0.8,2.6,29.8,2.7,7.4,36.0
18,Andre Iguodala,GSW,39,3.1,5.1,61.0,4.4,7.8,56.5,2.0,5.1,39.0,0.6,1.1,55.6,0.0,1.0,0.0,0.6,1.8,35.7,2.3,7.1,31.6
19,Andrew Nembhard,IND,23,10.3,16.6,61.8,4.6,9.6,48.0,2.4,5.8,42.1,1.1,3.0,35.4,0.9,2.3,41.2,2.0,5.2,37.9,5.1,13.1,38.9
20,Andrew Wiggins,GSW,28,9.1,13.1,69.4,7.4,15.9,46.1,3.4,8.1,41.3,1.2,3.2,38.5,0.9,2.5,36.2,2.1,5.7,37.4,6.0,16.9,35.4
21,Anfernee Simons,POR,23,14.5,21.8,66.3,4.6,10.8,43.0,3.0,7.3,40.3,1.4,3.2,43.7,0.9,2.9,32.0,2.3,6.0,38.1,6.3,17.4,36.4
22,Anthony Davis,LAL,30,12.0,17.8,67.4,5.5,13.7,39.8,3.8,8.4,45.5,0.9,2.6,35.7,1.0,2.8,35.4,1.9,5.3,35.5,6.5,19.6,33.1
23,Anthony Edwards,MIN,21,13.8,21.1,65.3,5.2,12.0,43.1,2.7,7.5,36.5,1.0,2.8,34.2,1.3,3.3,39.9,2.3,6.1,37.3,7.1,19.5,36.5
24,Anthony Gill,WAS,30,3.3,4.9,66.8,1.9,4.1,45.1,0.8,2.0,40.2,0.5,1.3,38.6,0.6,1.3,46.2,0.9,2.1,42.2,1.9,5.2,36.5
25,Anthony Lamb,GSW,25,5.5,7.7,71.6,4.3,9.0,47.5,1.7,4.4,38.9,0.8,2.1,38.7,0.7,1.7,39.5,1.4,3.6,39.1,3.9,11.3,34.9
26,Austin Reaves,LAL,24,10.2,15.2,67.3,5.0,11.6,43.1,3.1,6.7,46.8,0.8,2.4,30.9,0.9,2.1,41.7,1.6,4.5,35.9,5.4,16.8,31.9
27,Austin Rivers,MIN,30,8.0,11.9,67.5,3.1,6.8,45.6,1.5,3.9,38.6,0.7,2.3,30.3,0.7,2.0,37.6,1.3,3.8,33.9,3.8,9.9,38.7
28,Ayo Dosunmu,CHI,23,10.5,15.6,67.3,2.9,7.6,38.4,2.2,5.4,40.1,1.1,3.0,36.6,0.9,2.9,30.8,1.9,5.6,33.8,5.5,14.9,37.3
29,Bam Adebayo,MIA,25,10.7,15.5,69.5,5.9,12.0,48.7,2.8,7.0,39.8,1.6,4.0,40.2,1.5,3.7,40.1,3.1,7.8,40.1,6.4,18.2,35.1
30,Ben Simmons,BKN,26,9.7,15.5,62.3,3.6,9.7,37.1,2.4,6.0,39.8,0.8,2.0,39.7,1.0,2.8,36.3,1.7,4.5,37.7,5.0,13.8,36.6
31,Bennedict Mathurin,IND,20,11.4,17.9,63.7,3.8,8.4,45.2,2.2,5.5,39.5,1.1,2.9,39.1,1.0,2.6,38.9,2.1,5.5,39.0,4.8,13.5,35.7
32,Bismack Biyombo,PHX,30,4.4,7.4,58.7,2.5,5.8,42.4,1.2,3.3,35.6,0.8,1.4,54.0,0.3,0.9,35.0,0.9,2.0,46.6,2.6,7.3,35.9
33,Blake Griffin,BOS,34,4.0,6.2,64.9,2.6,5.4,48.1,1.9,3.7,51.2,0.7,1.5,43.2,0.3,1.3,25.7,0.9,2.5,35.4,2.6,7.4,34.8
34,Blake Wesley,SAS,20,6.8,10.9,62.9,2.8,6.2,45.3,1.7,3.2,53.8,0.8,1.6,48.8,0.5,1.3,38.7,1.2,2.7,44.4,3.0,8.6,35.3
35,Boban Marjanovic,HOU,34,1.6,2.2,75.0,0.5,1.3,40.0,0.6,1.1,51.9,0.3,0.9,36.4,0.3,1.1,30.0,0.5,1.5,33.3,1.0,3.4,28.4
36,Bobby Portis,MIL,28,8.7,13.2,65.8,4.7,11.1,42.8,2.8,7.3,38.9,0.7,1.8,40.2,0.7,1.8,37.5,1.3,3.5,38.8,5.1,14.6,35.0
37,Bogdan Bogdanovic,ATL,30,11.5,17.7,65.1,3.5,8.2,43.4,2.8,6.3,44.9,1.3,3.1,42.2,1.2,3.0,39.6,2.4,6.0,40.9,5.2,14.8,34.8
38,Bojan Bogdanovic,DET,33,13.3,19.3,68.6,5.4,11.6,46.0,2.7,6.6,40.8,1.4,3.6,39.4,1.0,2.4,40.3,2.4,6.1,39.8,5.8,16.1,36.1
39,Bol Bol,ORL,23,8.0,11.0,72.3,2.4,6.2,39.3,2.0,4.4,45.3,0.8,2.5,34.6,1.1,2.3,45.6,1.9,4.7,39.8,4.2,12.6,33.2
40,Bones Hyland,LAC,22,7.8,10.6,73.3,2.8,6.3,43.7,1.4,3.5,39.8,0.9,2.4,37.9,0.7,1.6,43.2,1.6,3.9,40.0,3.8,10.0,37.6
41,Bradley Beal,WAS,29,11.5,16.7,69.0,5.8,14.0,41.1,3.3,8.1,40.5,0.9,2.6,35.9,0.8,2.5,33.1,1.8,5.1,34.5,6.6,17.3,38.0
42,Brandon Boston Jr.,LAC,21,4.5,6.6,68.8,2.2,4.7,45.7,1.2,2.8,41.5,0.4,1.5,26.1,0.6,1.6,37.5,0.7,2.3,30.8,2.5,5.8,43.8
43,Brandon Clarke,MEM,26,6.6,10.8,61.3,2.5,6.6,37.7,1.4,3.6,39.5,0.6,1.5,40.2,0.8,1.8,43.5,1.3,3.2,42.0,4.2,12.4,33.7
44,Brandon Ingram,NOP,25,11.5,16.1,71.2,5.1,11.1,45.5,2.9,7.1,40.9,0.9,2.9,32.1,1.3,3.1,39.8,2.1,5.9,36.1,6.3,18.4,34.3
45,Braxton Key,DET,26,1.3,1.3,100.0,0.3,1.3,25.0,0.5,0.5,100,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,3.7,27.3
46,Brook Lopez,MIL,34,8.9,14.3,62.0,5.8,13.3,43.7,3.9,9.8,39.7,0.8,2.3,32.7,0.7,2.1,34.4,1.5,4.4,33.5,6.2,17.4,35.3
47,Bruce Brown,DEN,26,10.9,15.4,70.6,4.1,10.2,40.0,2.4,5.6,42.8,0.9,2.9,30.6,1.0,2.4,39.9,1.8,5.3,34.9,5.0,14.2,35.1
48,Bruno Fernando,ATL,24,3.1,4.6,67.5,1.7,4.4,38.3,0.9,2.1,45.1,0.5,1.2,44.1,0.4,1.0,42.3,0.8,1.8,43.3,2.5,7.2,35.5
49,Bryce McGowens,CHA,20,5.5,9.7,56.7,2.7,6.1,44.3,1.2,2.8,44.8,0.6,1.3,46.7,1.0,2.1,46.8,1.4,3.0,46.7,2.9,8.1,36.0
