,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,2.7,3.2,85.7,0.9,1.8,50.0,0.9,1.7,53.3,0.2,0.8,20.0,0.2,0.2,100,0.3,0.8,33.3,0.8,2.5,33.3
1,AJ Green,MIL,23,3.6,5.5,66.1,2.1,4.5,46.4,0.9,2.2,40.3,0.2,1.0,22.7,0.3,0.9,31.6,0.5,1.7,26.8,2.1,5.9,34.7
2,AJ Griffin,ATL,19,7.8,12.2,63.8,2.5,6.0,41.8,1.7,4.1,42.2,0.9,2.2,43.7,0.8,1.9,40.0,1.6,3.8,42.1,3.2,9.9,32.3
3,Aaron Gordon,DEN,27,11.6,16.4,70.6,4.8,11.3,42.4,2.6,6.3,41.7,1.2,3.3,35.3,1.0,2.5,39.4,2.1,5.7,37.0,5.0,14.8,33.5
4,Aaron Holiday,ATL,26,6.2,9.1,68.1,1.5,4.1,36.4,0.9,2.5,37.7,0.8,1.5,50.0,0.6,1.4,40.0,1.2,2.6,45.1,2.2,6.8,32.9
5,Aaron Nesmith,IND,23,9.5,14.8,64.1,3.9,8.4,46.8,2.3,5.4,42.5,1.1,2.8,39.6,1.2,2.4,48.1,2.2,5.1,43.5,4.6,12.1,38.1
6,Aaron Wiggins,OKC,24,6.9,10.4,66.1,2.7,6.3,42.3,1.3,3.2,40.5,0.9,2.3,41.4,0.7,2.1,32.3,1.5,4.1,37.0,3.6,9.6,37.7
7,Admiral Schofield,ORL,25,4.0,5.6,70.6,1.4,3.2,43.0,0.8,2.3,35.7,0.4,1.0,38.5,0.9,1.7,53.5,1.2,2.6,47.8,2.5,7.1,35.3
8,Al Horford,BOS,36,10.6,15.3,69.1,5.2,12.4,42.0,3.6,8.0,44.7,0.7,2.0,34.7,0.7,2.2,33.9,1.4,4.1,34.3,6.1,17.4,35.0
9,Alec Burks,DET,31,8.6,12.6,68.5,3.7,8.3,44.9,1.8,4.0,45.5,0.9,2.2,40.2,0.7,1.8,40.7,1.6,3.9,40.4,3.6,11.2,32.6
10,Aleksej Pokusevski,OKC,21,8.2,12.9,63.1,3.2,7.2,43.5,1.5,3.7,40.3,1.1,2.5,42.2,1.1,2.8,38.3,2.0,5.0,40.2,4.5,10.9,40.9
11,Alex Caruso,CHI,29,7.7,11.8,65.2,2.5,6.3,40.6,2.1,5.1,41.9,0.9,2.3,39.3,0.8,2.3,33.8,1.6,4.5,36.6,4.8,13.5,35.7
12,Alex Len,SAC,29,1.6,2.6,61.7,0.4,1.3,27.3,0.3,1.4,23.1,0.3,0.7,50.0,0.3,0.9,33.3,0.4,1.0,41.7,0.8,2.7,31.3
13,Alize Johnson,SAS,26,2.3,5.5,40.9,0.8,2.8,27.3,0.3,1.3,25.0,1.0,1.0,100,0.3,1.7,20.0,0.7,2.0,33.3,1.8,3.8,46.7
14,Alondes Williams,BKN,23,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,10.0,14.5,69.2,4.5,9.5,46.8,2.2,5.5,39.3,1.2,2.7,43.4,0.9,2.6,34.4,2.0,5.2,38.9,7.0,17.5,40.2
16,Amir Coffey,LAC,25,5.4,8.4,64.1,2.2,5.2,41.3,1.2,2.4,49.5,0.5,1.6,34.0,0.6,1.8,31.6,0.9,2.9,32.7,2.7,7.2,37.0
17,Andre Drummond,CHI,29,4.3,6.6,64.5,1.7,3.7,45.7,0.9,2.4,38.9,0.5,1.7,28.3,0.4,1.2,31.8,0.8,2.6,29.7,2.6,7.3,35.8
18,Andre Iguodala,GSW,39,3.1,5.1,61.0,4.4,7.8,56.5,2.0,5.1,39.0,0.6,1.1,55.6,0.0,1.0,0.0,0.6,1.8,35.7,2.3,7.1,31.6
19,Andrew Nembhard,IND,23,10.4,16.7,62.4,4.6,9.6,48.1,2.4,5.8,41.9,1.1,3.1,35.3,1.0,2.4,41.1,2.0,5.3,37.8,5.1,13.1,39.0
20,Andrew Wiggins,GSW,28,9.1,13.1,69.4,7.4,15.9,46.1,3.4,8.1,41.3,1.2,3.2,38.5,0.9,2.5,36.2,2.1,5.7,37.4,6.0,16.9,35.4
