,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,64,64,48.2,3.6,8.8,40.9,59.1,5.2,0.4,0.9,41.1,42.9,3.2,7.8,40.9
1,Lauri Markkanen,UTA,25,65,65,40.6,2.9,7.0,41.2,61.2,1.1,0.1,0.2,50.0,39.5,2.8,6.8,41.0
2,Nikola Vucevic,CHI,32,74,73,45.7,2.5,6.4,40.1,52.3,14.5,1.0,2.0,49.8,31.2,1.6,4.3,35.6
3,Malik Beasley,LAL,26,74,74,52.9,2.3,6.3,35.9,52.9,2.1,0.1,0.3,46.2,50.8,2.1,6.1,35.4
4,Tim Hardaway Jr.,DAL,31,67,67,51.9,2.4,6.2,38.6,57.1,1.9,0.1,0.2,45.5,50.1,2.3,6.0,38.3
5,Max Strus,MIA,27,74,74,60.4,2.2,6.1,35.8,53.5,0.4,0.0,0.0,75.0,60.0,2.2,6.1,35.6
6,Buddy Hield,IND,30,75,74,46.1,2.5,6.1,41.1,61.6,0.4,0.0,0.1,20.0,45.7,2.5,6.0,41.2
7,Keegan Murray,SAC,22,73,73,61.2,2.4,5.9,40.7,60.7,1.3,0.0,0.1,33.3,59.9,2.4,5.8,40.9
8,Michael Porter Jr.,DEN,24,58,58,45.4,2.8,5.9,47.2,67.4,4.7,0.4,0.6,66.7,40.7,2.4,5.3,45.1
9,Cameron Johnson,BKN,27,36,35,51.2,2.3,5.7,40.3,59.7,1.7,0.1,0.2,42.1,49.5,2.2,5.5,40.1
10,Kelly Oubre Jr.,CHA,27,48,48,33.6,1.9,5.7,32.5,48.0,1.3,0.1,0.2,34.8,32.2,1.8,5.5,32.3
11,Trey Murphy III,NOP,22,73,73,57.9,2.3,5.7,40.5,60.2,1.8,0.1,0.2,27.8,56.1,2.3,5.5,40.8
12,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Kristaps Porzingis,WAS,27,65,65,34.5,2.1,5.4,39.9,57.1,4.2,0.3,0.7,43.9,30.3,1.9,4.7,39.2
15,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
16,Devin Vassell,SAS,22,38,38,34.1,2.3,5.3,42.4,62.1,3.0,0.2,0.5,34.0,31.1,2.1,4.9,43.3
17,Kyle Kuzma,WAS,27,64,63,29.9,1.8,5.3,33.6,49.9,1.2,0.1,0.2,27.3,28.7,1.7,5.1,33.7
18,Stephen Curry,GSW,35,50,50,26.1,2.2,5.3,40.6,60.2,0.9,0.1,0.2,44.4,25.2,2.1,5.1,40.5
19,Pat Connaughton,MIL,30,57,57,73.4,1.8,5.3,33.3,49.8,0.2,0.0,0.0,100,73.1,1.8,5.3,33.0
20,Bogdan Bogdanovic,ATL,30,50,50,46.0,2.2,5.2,42.0,59.7,4.6,0.3,0.5,65.4,41.5,1.9,4.7,39.4
21,Karl-Anthony Towns,MIN,27,23,23,35.3,1.9,5.2,36.1,51.7,3.0,0.3,0.4,60.5,32.3,1.6,4.7,34.0
22,Al Horford,BOS,36,60,60,68.3,2.3,5.1,43.8,65.1,3.1,0.1,0.2,30.4,65.2,2.2,4.9,44.5
23,Keldon Johnson,SAS,23,60,59,29.0,1.8,5.1,35.1,52.3,0.4,0.0,0.1,42.9,28.7,1.8,5.1,34.9
24,Julius Randle,NYK,28,76,76,27.3,1.8,5.1,35.1,51.7,1.3,0.1,0.2,45.8,26.1,1.7,4.9,34.8
25,P.J. Washington,CHA,24,72,72,38.1,1.7,5.1,33.9,50.1,1.4,0.1,0.2,36.8,36.7,1.7,4.9,33.9
26,Brook Lopez,MIL,34,73,73,43.5,2.0,5.0,39.3,55.9,5.6,0.3,0.6,46.9,37.9,1.7,4.3,38.2
27,Reggie Bullock,DAL,32,73,72,81.4,1.9,4.9,39.6,59.3,0.9,0.0,0.1,0.0,80.5,1.9,4.9,40.1
28,Anfernee Simons,POR,23,62,62,29.0,1.9,4.9,39.3,58.7,0.2,0.0,0.0,66.7,28.8,1.9,4.8,39.2
29,Jaylen Brown,BOS,26,64,64,23.7,1.7,4.9,34.3,49.7,2.3,0.2,0.5,36.2,21.4,1.5,4.4,34.0
30,Gary Trent Jr.,TOR,24,63,62,33.8,2.0,4.9,40.4,60.3,0.9,0.0,0.1,23.1,33.0,1.9,4.8,40.8
31,Mikal Bridges,BKN,26,76,74,32.8,1.9,4.9,39.2,56.8,4.1,0.2,0.6,32.8,28.7,1.7,4.3,40.1
32,Dorian Finney-Smith,BKN,29,61,61,63.6,1.6,4.8,33.0,49.3,0.4,0.0,0.0,66.7,63.2,1.6,4.8,32.8
33,O.G. Anunoby,TOR,25,62,61,35.9,2.0,4.7,41.8,61.9,0.6,0.1,0.1,100,35.3,1.9,4.7,40.8
34,Kevin Huerter,SAC,24,69,69,41.3,1.9,4.7,39.8,58.1,2.0,0.1,0.2,60.9,39.3,1.7,4.5,38.6
35,RJ Barrett,NYK,22,69,68,29.6,1.6,4.7,33.6,49.7,1.2,0.1,0.2,36.8,28.4,1.5,4.5,33.4
36,Jayson Tatum,BOS,25,70,70,22.1,1.9,4.7,40.4,58.4,2.1,0.2,0.5,45.7,19.9,1.7,4.2,39.9
37,Royce O'Neale,BKN,29,70,70,59.9,1.9,4.7,39.8,59.6,0.2,0.0,0.0,0.0,59.7,1.9,4.7,39.9
38,Quentin Grimes,NYK,22,65,65,58.8,1.8,4.7,39.3,58.6,0.6,0.0,0.1,60.0,58.3,1.8,4.6,39.0
39,Luguentz Dort,OKC,23,69,69,39.2,1.6,4.6,33.9,50.8,0.2,0.0,0.0,0.0,39.0,1.6,4.6,34.2
40,Georges Niang,PHI,29,72,72,71.9,1.9,4.6,41.6,62.0,0.6,0.0,0.0,75.0,71.2,1.9,4.6,41.4
41,Corey Kispert,WAS,24,68,68,61.7,2.0,4.6,42.9,63.9,1.2,0.0,0.1,44.4,60.5,1.9,4.5,42.9
42,CJ McCollum,NOP,31,69,69,25.3,1.8,4.5,38.7,57.2,1.9,0.1,0.3,21.2,23.5,1.7,4.2,40.0
43,Wendell Carter Jr.,ORL,23,53,53,41.2,1.6,4.5,35.6,50.0,6.9,0.3,0.8,40.0,34.3,1.3,3.8,34.7
44,Donte DiVincenzo,GSW,26,66,63,60.6,1.9,4.4,42.6,63.7,0.6,0.0,0.1,40.0,60.0,1.9,4.4,42.7
45,Marcus Smart,BOS,29,58,55,45.5,1.5,4.4,34.9,52.0,0.5,0.0,0.1,60.0,44.9,1.5,4.3,34.6
46,Fred VanVleet,TOR,29,64,64,26.9,1.6,4.4,36.3,53.9,0.9,0.1,0.1,35.7,26.1,1.6,4.3,36.5
47,Jabari Smith Jr.,HOU,19,73,73,39.1,1.3,4.4,30.7,44.7,2.3,0.1,0.3,46.2,36.8,1.2,4.1,29.7
48,Paul George,LAC,32,56,54,24.1,1.7,4.3,38.8,55.6,3.1,0.2,0.6,41.8,21.0,1.4,3.8,38.5
49,Bojan Bogdanovic,DET,33,58,55,28.8,2.0,4.3,47.4,69.0,1.4,0.2,0.2,81.0,27.4,1.8,4.0,45.4
50,Myles Turner,IND,27,62,61,36.0,1.7,4.3,39.4,55.1,5.5,0.3,0.7,52.3,30.6,1.3,3.6,37.1
51,Josh Richardson,NOP,29,58,57,47.5,1.6,4.3,38.1,55.9,2.1,0.1,0.2,52.6,45.4,1.5,4.1,37.3
52,De'Andre Hunter,ATL,25,65,64,34.5,1.5,4.3,36.1,50.5,5.1,0.3,0.6,49.2,29.4,1.2,3.6,33.9
53,Jordan Poole,GSW,23,76,75,27.1,1.5,4.3,35.8,53.2,0.9,0.0,0.1,28.6,26.2,1.5,4.1,36.2
54,Tyler Herro,MIA,23,62,61,25.3,1.7,4.2,39.5,58.4,0.8,0.1,0.1,61.5,24.5,1.6,4.1,38.9
55,Kevin Love,MIA,34,57,56,62.1,1.5,4.2,34.4,50.2,5.2,0.1,0.3,34.3,57.0,1.3,3.9,34.3
56,Isaiah Joe,OKC,23,68,63,62.3,1.8,4.2,43.6,65.3,0.9,0.0,0.1,0.0,61.4,1.8,4.2,44.2
57,Tobias Harris,PHI,30,70,66,35.9,1.6,4.2,38.6,57.2,1.7,0.1,0.2,30.0,34.2,1.6,4.0,39.1
58,Jaren Jackson Jr.,MEM,23,58,57,32.7,1.4,4.2,34.0,50.8,0.7,0.0,0.1,22.2,32.0,1.4,4.1,34.4
59,Marcus Morris Sr.,LAC,33,65,63,41.5,1.5,4.1,36.3,53.9,1.6,0.1,0.1,33.3,40.0,1.4,4.0,36.7
60,Saddiq Bey,ATL,23,70,70,38.3,1.6,4.1,38.7,57.3,1.5,0.1,0.2,37.5,36.8,1.5,3.9,38.8
61,Isaiah Stewart,DET,21,49,47,46.6,1.5,4.1,36.3,53.0,1.9,0.1,0.2,75.0,44.8,1.4,3.9,34.8
62,Jordan Clarkson,UTA,30,61,60,24.1,1.4,4.1,33.9,50.4,0.6,0.0,0.1,30.0,23.5,1.3,4.0,33.8
63,De'Anthony Melton,PHI,24,72,72,47.2,1.7,4.1,42.1,62.7,0.6,0.0,0.1,66.7,46.5,1.7,4.0,41.8
64,Doug McDermott,SAS,31,61,60,49.6,1.6,4.0,40.8,60.6,1.6,0.1,0.1,38.5,48.0,1.6,3.9,40.9
65,Nicolas Batum,LAC,34,72,71,81.2,1.6,4.0,39.4,58.8,2.0,0.0,0.1,30.0,79.2,1.6,3.9,39.8
66,Bobby Portis,MIL,28,64,62,35.4,1.6,4.0,39.8,54.7,5.4,0.4,0.6,67.2,30.0,1.2,3.4,35.1
67,Joe Harris,BKN,31,68,66,66.6,1.7,4.0,42.8,63.7,1.7,0.0,0.1,40.0,64.9,1.7,3.9,42.8
68,Dillon Brooks,MEM,27,68,66,29.7,1.3,4.0,33.6,49.8,2.0,0.0,0.3,15.4,27.7,1.3,3.7,34.7
69,Damian Lillard,POR,32,58,57,19.2,1.5,4.0,37.2,54.5,0.8,0.1,0.2,58.8,18.4,1.4,3.8,36.2
