,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,24,65,65,52.9,4.6,11.7,39.6,49.9,21.3,2.2,4.7,46.7,31.6,2.4,7.0,34.7
1,Devin Booker,PHX,26,52,51,54.7,5.0,11.1,44.7,50.2,35.6,3.8,7.2,51.9,19.1,1.2,3.9,31.3
2,DeMar DeRozan,CHI,33,72,72,58.2,4.9,10.3,47.4,47.9,56.1,4.8,9.9,48.0,2.0,0.1,0.4,30.6
3,Trae Young,ATL,24,72,72,53.1,3.9,10.1,38.6,46.8,26.8,2.3,5.1,44.1,26.2,1.6,5.0,32.9
4,Kevin Durant,PHX,34,46,46,54.7,5.5,10.0,54.9,58.7,43.1,4.7,7.9,60.0,11.6,0.8,2.1,36.0
5,Damian Lillard,POR,32,58,58,46.7,3.9,9.7,40.5,54.6,11.1,1.2,2.3,50.6,35.5,2.7,7.4,37.2
6,Donovan Mitchell,CLE,26,68,68,46.5,4.1,9.6,42.8,54.4,18.8,1.9,3.9,48.2,27.7,2.2,5.7,39.2
7,Brandon Ingram,NOP,25,43,43,51.7,4.1,9.5,43.5,45.2,46.5,3.8,8.6,44.5,5.2,0.3,0.9,34.7
8,Kyrie Irving,DAL,31,60,60,46.1,4.3,9.3,46.1,55.1,24.1,2.6,4.8,53.8,22.0,1.7,4.4,37.8
9,Stephen Curry,GSW,35,53,53,44.0,4.1,9.1,45.5,61.0,13.8,1.3,2.9,46.3,30.2,2.8,6.2,45.1
10,Shai Gilgeous-Alexander,OKC,24,67,67,44.5,4.2,9.0,46.5,50.0,36.0,3.6,7.3,49.0,8.5,0.6,1.7,36.4
11,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
12,De'Aaron Fox,SAC,25,72,72,47.5,3.6,8.7,40.8,45.5,32.6,2.7,6.0,45.7,14.8,0.8,2.7,30.1
13,Dejounte Murray,ATL,26,73,71,47.7,4.0,8.5,46.5,50.3,37.8,3.3,6.7,49.0,10.0,0.7,1.8,37.1
14,Jamal Murray,DEN,26,64,63,53.0,3.4,8.5,40.2,48.9,29.8,1.9,4.8,40.6,23.2,1.5,3.7,39.7
15,Kawhi Leonard,LAC,31,50,49,49.8,4.0,8.3,48.4,53.3,37.8,3.2,6.3,51.1,12.0,0.8,2.0,40.0
