,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,24,63,63,100,11.1,22.2,49.9,56.3,63.3,8.2,14.1,58.6,36.7,2.8,8.1,34.9
1,LeBron James,LAL,38,50,50,100,11.1,22.2,50.1,54.7,69.9,9.1,15.5,58.5,30.1,2.0,6.7,30.6
2,Jayson Tatum,BOS,25,72,72,100,9.9,21.2,46.7,54.5,55.9,6.6,11.9,55.6,44.1,3.3,9.3,35.4
3,Damian Lillard,POR,32,58,58,100,9.6,20.7,46.3,56.4,45.3,5.4,9.4,57.4,54.7,4.2,11.3,37.1
4,Jaylen Brown,BOS,26,66,66,100,10.1,20.5,49.3,55.2,64.7,7.7,13.3,57.6,35.3,2.5,7.2,33.8
5,Donovan Mitchell,CLE,26,66,66,100,9.8,20.5,48.0,56.8,54.4,6.3,11.2,56.0,45.6,3.6,9.3,38.4
6,Giannis Antetokounmpo,MIL,28,61,61,100,11.2,20.4,55.0,56.9,86.4,10.5,17.6,59.3,13.6,0.8,2.8,27.6
7,Devin Booker,PHX,26,50,50,100,10.1,20.4,49.7,55.0,71.0,8.0,14.5,55.2,29.0,2.1,5.9,36.1
8,Stephen Curry,GSW,35,51,51,100,10.1,20.4,49.8,62.0,43.4,5.1,8.8,58.1,56.6,5.0,11.5,43.4
9,Shai Gilgeous-Alexander,OKC,24,65,65,100,10.4,20.4,51.0,53.1,88.0,9.5,17.9,53.3,12.0,0.8,2.5,34.7
10,Ja Morant,MEM,23,58,58,100,9.4,20.3,46.4,50.1,75.5,7.9,15.3,51.5,24.5,1.5,5.0,30.6
11,Joel Embiid,PHI,29,63,63,100,10.9,20.1,54.4,56.9,85.0,9.9,17.1,58.0,15.0,1.0,3.0,33.8
12,LaMelo Ball,CHA,21,36,36,100,8.2,20.0,41.1,51.0,46.9,4.2,9.4,44.9,53.1,4.0,10.6,37.6
13,Kyrie Irving,DAL,31,58,58,100,9.8,19.9,49.1,56.9,58.4,6.6,11.6,57.2,41.6,3.1,8.3,37.7
14,Anthony Edwards,MIN,21,75,75,100,8.8,19.3,45.9,52.8,62.2,6.2,12.0,51.4,37.8,2.7,7.3,36.7
15,Trae Young,ATL,24,70,70,100,8.3,19.2,43.1,48.7,66.8,6.1,12.8,47.5,33.2,2.2,6.4,34.1
16,Terry Rozier,CHA,29,63,63,100,7.8,18.7,41.6,48.6,57.7,5.2,10.8,48.3,42.3,2.6,7.9,32.7
17,Cade Cunningham,DET,21,12,12,100,7.8,18.7,41.5,45.3,72.8,6.3,13.6,46.6,27.2,1.4,5.1,28.0
18,Julius Randle,NYK,28,77,77,100,8.6,18.6,46.0,53.6,55.6,5.7,10.3,55.3,44.4,2.8,8.3,34.3
19,Pascal Siakam,TOR,28,67,67,100,8.8,18.5,47.4,51.0,77.9,7.4,14.4,51.5,22.1,1.3,4.1,32.8
20,Brandon Ingram,NOP,25,41,41,100,9.0,18.5,48.5,52.6,79.9,7.5,14.8,50.7,20.1,1.5,3.7,40.2
21,Kevin Durant,PHX,34,44,44,100,10.3,18.3,56.2,61.3,74.3,8.4,13.6,62.1,25.7,1.8,4.7,39.1
22,Klay Thompson,GSW,33,65,65,100,7.9,18.2,43.4,55.3,41.3,3.5,7.5,46.9,58.7,4.3,10.7,40.8
23,De'Aaron Fox,SAC,25,69,69,100,9.4,18.1,51.7,56.3,72.5,7.7,13.1,58.7,27.5,1.7,5.0,33.5
24,Zach LaVine,CHI,28,72,72,100,8.7,18.0,48.5,56.0,60.6,6.0,10.9,54.9,39.4,2.7,7.1,38.4
25,Dejounte Murray,ATL,26,70,69,100,8.2,17.9,45.9,51.2,70.1,6.4,12.6,50.6,29.9,1.9,5.4,34.9
26,Paul George,LAC,32,56,56,100,8.2,17.9,45.7,53.6,57.6,5.4,10.3,52.1,42.4,2.8,7.6,37.1
27,CJ McCollum,NOP,31,71,71,100,7.8,17.9,43.7,51.6,59.4,5.0,10.6,46.8,40.6,2.8,7.3,39.0
28,Kyle Kuzma,WAS,27,64,64,100,8.0,17.8,44.8,51.8,57.9,5.5,10.3,53.2,42.1,2.5,7.5,33.2
29,Jalen Green,HOU,21,72,72,100,7.4,17.7,41.7,48.7,58.7,4.9,10.4,47.4,41.3,2.5,7.3,33.6
