,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,2.7,3.2,85.7,0.9,1.8,50.0,0.9,1.7,53.3,0.2,0.8,20.0,0.2,0.2,100,0.3,0.8,33.3,0.8,2.5,33.3
1,AJ Green,MIL,23,3.7,5.5,67.3,2.0,4.5,44.9,0.8,2.1,39.3,0.2,1.1,20.0,0.2,0.9,23.5,0.4,1.7,21.6,2.0,6.0,34.1
2,AJ Griffin,ATL,19,8.0,12.3,64.9,2.5,6.1,41.1,1.8,4.2,42.4,1.0,2.3,43.2,0.8,2.0,38.2,1.7,4.0,41.0,3.3,10.1,32.5
3,Aaron Gordon,DEN,27,11.6,16.5,70.3,4.7,11.4,41.5,2.6,6.4,40.7,1.2,3.3,36.7,1.0,2.5,39.3,2.2,5.7,37.8,5.1,14.9,34.0
4,Aaron Holiday,ATL,26,6.3,9.3,68.3,1.5,4.3,36.2,0.9,2.5,36.9,0.8,1.6,50.7,0.5,1.4,38.5,1.2,2.7,44.9,2.3,7.0,33.1
5,Aaron Nesmith,IND,23,8.9,14.3,62.6,3.7,8.2,45.3,2.4,5.6,42.8,1.0,2.7,38.0,1.1,2.3,47.3,2.1,4.9,42.2,4.6,11.9,38.6
6,Aaron Wiggins,OKC,24,7.3,11.2,65.6,2.7,6.5,42.4,1.3,3.2,41.3,1.0,2.3,43.6,0.7,2.1,31.7,1.6,4.3,38.0,3.9,10.2,37.9
7,Admiral Schofield,ORL,25,4.1,5.6,73.1,1.5,3.4,43.9,0.8,2.3,35.8,0.4,1.0,36.0,0.9,1.7,54.8,1.2,2.6,47.8,2.6,7.2,36.3
8,Al Horford,BOS,36,10.5,15.4,68.2,5.1,12.4,41.4,3.7,8.2,45.8,0.7,1.9,37.5,0.8,2.2,34.8,1.4,4.0,36.1,6.2,17.6,35.1
9,Alec Burks,DET,31,8.6,12.6,68.5,3.7,8.3,44.9,1.8,4.0,45.5,0.9,2.2,40.2,0.7,1.8,40.7,1.6,3.9,40.4,3.6,11.2,32.6
10,Aleksej Pokusevski,OKC,21,8.5,13.5,63.0,3.2,7.5,43.1,1.6,3.9,41.0,1.1,2.6,42.7,1.1,2.9,38.3,2.1,5.3,40.5,4.7,11.4,41.4
11,Alex Caruso,CHI,29,7.9,11.9,66.3,2.6,6.3,41.1,2.1,5.1,41.3,0.9,2.4,36.7,0.7,2.3,32.5,1.6,4.5,34.7,4.9,13.8,35.5
12,Alex Len,SAC,29,1.6,2.4,64.7,0.2,0.8,18.2,0.2,1.0,21.4,0.3,0.8,40.0,0.4,0.8,50.0,0.5,1.1,44.4,0.6,2.0,32.1
13,Alize Johnson,SAS,26,2.3,5.5,40.9,0.8,2.8,27.3,0.3,1.3,25.0,1.0,1.0,100,0.3,1.7,20.0,0.7,2.0,33.3,1.8,3.8,46.7
14,Alondes Williams,BKN,23,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,9.8,14.2,68.9,4.3,9.2,47.2,2.3,5.7,40.6,1.1,2.7,41.3,0.9,2.6,33.3,1.9,5.2,37.3,6.9,17.4,39.7
16,Amir Coffey,LAC,25,5.7,8.9,63.6,2.3,5.6,41.3,1.3,2.6,50.0,0.6,1.8,34.0,0.6,2.0,30.9,1.0,3.2,32.4,2.8,7.7,36.4
17,Andre Drummond,CHI,29,4.2,6.5,64.6,1.8,3.8,47.5,1.0,2.6,39.0,0.5,1.7,29.3,0.4,1.2,30.9,0.8,2.7,29.9,2.7,7.5,35.7
18,Andre Iguodala,GSW,39,3.2,5.7,55.9,4.0,6.8,58.5,2.2,5.2,41.9,0.7,1.0,66.7,0.0,1.0,0.0,0.7,1.7,40.0,2.5,7.5,33.3
19,Andrew Nembhard,IND,23,9.7,16.0,60.4,4.4,9.3,47.0,2.5,5.8,42.4,1.0,2.9,33.5,0.9,2.2,40.6,1.9,5.1,36.5,5.1,13.0,39.5
20,Andrew Wiggins,GSW,28,9.1,13.1,69.4,7.4,15.9,46.1,3.4,8.1,41.3,1.2,3.2,38.5,0.9,2.5,36.2,2.1,5.7,37.4,6.0,16.9,35.4
21,Anfernee Simons,POR,23,14.5,21.8,66.6,4.7,10.9,42.7,3.1,7.5,40.7,1.3,3.1,42.3,1.0,3.0,32.4,2.3,6.1,37.5,6.3,17.3,36.5
22,Anthony Davis,LAL,29,12.2,18.2,67.2,5.2,13.2,39.5,3.9,8.4,46.7,0.9,2.5,34.6,1.0,2.8,36.2,1.9,5.3,35.4,6.5,19.5,33.3
23,Anthony Edwards,MIN,21,13.9,21.3,65.1,5.1,12.1,42.3,2.7,7.5,36.6,1.0,2.9,34.7,1.4,3.3,40.7,2.4,6.2,37.9,7.3,19.7,36.9
24,Anthony Gill,WAS,30,3.3,4.9,67.1,1.8,4.1,43.9,0.9,2.1,42.2,0.4,1.1,35.3,0.6,1.3,43.8,0.8,1.9,39.4,2.0,5.4,37.1
25,Anthony Lamb,GSW,25,5.3,7.5,70.7,4.4,9.2,47.5,1.8,4.6,39.7,0.8,2.2,37.7,0.6,1.7,37.3,1.4,3.7,37.6,4.0,11.3,35.3
26,Austin Reaves,LAL,24,10.1,15.1,67.0,4.9,11.2,43.2,3.2,6.8,46.8,0.8,2.4,32.8,0.9,2.1,43.0,1.7,4.5,37.4,5.2,16.6,31.7
27,Austin Rivers,MIN,30,8.2,12.2,67.4,3.2,7.0,46.1,1.5,3.9,38.5,0.7,2.3,29.6,0.8,2.0,37.6,1.3,4.0,33.5,4.0,10.3,38.9
28,Ayo Dosunmu,CHI,23,10.8,16.0,67.4,3.0,7.8,38.6,2.3,5.6,40.2,1.1,3.0,36.9,0.9,2.9,29.7,1.9,5.8,33.3,5.8,15.3,37.6
29,Bam Adebayo,MIA,25,10.8,15.5,69.4,5.7,11.7,48.4,2.7,6.8,40.0,1.5,3.9,39.2,1.4,3.6,39.9,3.0,7.5,39.5,6.3,18.0,34.9
30,Ben Simmons,BKN,26,9.7,15.5,62.3,3.6,9.7,37.1,2.4,6.0,39.8,0.8,2.0,39.7,1.0,2.8,36.3,1.7,4.5,37.7,5.0,13.8,36.6
31,Bennedict Mathurin,IND,20,11.3,17.8,63.4,3.7,8.3,45.2,2.2,5.5,39.6,1.1,2.9,39.5,1.0,2.6,38.0,2.1,5.5,38.8,4.8,13.5,35.6
32,Bismack Biyombo,PHX,30,4.4,7.5,58.6,2.2,5.6,39.5,1.3,3.4,37.7,0.7,1.4,51.9,0.3,0.9,31.4,0.9,2.0,43.8,2.5,7.3,34.0
33,Blake Griffin,BOS,33,4.0,6.2,65.4,2.6,5.3,47.7,2.1,4.2,49.6,0.6,1.3,46.9,0.3,1.2,26.7,0.8,2.2,37.1,2.6,7.3,35.2
34,Blake Wesley,SAS,19,6.7,10.7,62.7,2.3,5.0,47.1,1.5,2.7,54.4,0.8,1.6,50.0,0.4,1.1,35.3,1.1,2.4,44.4,2.5,6.8,36.6
35,Boban Marjanovic,HOU,34,1.5,2.1,71.7,0.5,1.3,40.6,0.5,1.0,54.5,0.3,0.7,37.5,0.4,1.0,37.5,0.5,1.2,37.5,0.9,3.5,26.5
36,Bobby Portis,MIL,28,9.0,13.7,65.6,4.5,10.7,42.0,2.8,7.3,38.3,0.6,1.7,36.5,0.7,1.8,35.7,1.3,3.5,36.1,5.0,14.3,35.1
37,Bogdan Bogdanovic,ATL,30,11.2,17.3,64.9,3.6,8.3,43.8,2.9,6.5,44.0,1.4,3.3,43.1,1.3,3.1,40.2,2.7,6.4,41.6,5.0,14.9,33.5
38,Bojan Bogdanovic,DET,33,13.3,19.3,68.6,5.4,11.6,46.0,2.7,6.6,40.8,1.4,3.6,39.4,1.0,2.4,40.3,2.4,6.1,39.8,5.8,16.1,36.1
39,Bol Bol,ORL,23,8.4,11.6,72.7,2.5,6.4,39.5,2.1,4.6,46.3,0.9,2.6,35.9,1.0,2.3,44.2,1.9,4.8,39.8,4.3,13.0,32.8
40,Bones Hyland,LAC,22,7.8,10.6,73.8,2.7,6.1,43.6,1.4,3.4,40.4,1.0,2.5,38.6,0.7,1.6,42.3,1.6,3.9,40.0,3.6,9.8,36.9
41,Bradley Beal,WAS,29,11.4,16.6,68.8,5.8,14.1,41.1,3.4,8.3,40.8,0.9,2.5,35.1,0.8,2.5,31.5,1.7,5.0,33.3,6.7,17.7,37.7
42,Brandon Boston Jr.,LAC,21,4.5,6.6,68.8,2.2,4.7,45.7,1.2,2.8,41.5,0.4,1.5,26.1,0.6,1.6,37.5,0.7,2.3,30.8,2.5,5.8,43.8
43,Brandon Clarke,MEM,26,6.6,10.8,61.3,2.5,6.6,37.7,1.4,3.6,39.5,0.6,1.5,40.2,0.8,1.8,43.5,1.3,3.2,42.0,4.2,12.4,33.7
44,Brandon Ingram,NOP,25,11.4,16.2,70.3,5.4,11.2,48.1,2.9,7.2,40.5,1.0,2.9,33.7,1.2,3.0,40.7,2.2,5.8,37.2,6.1,17.9,34.3
45,Braxton Key,DET,26,1.3,1.3,100.0,0.3,1.3,25.0,0.5,0.5,100,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,3.7,27.3
46,Brook Lopez,MIL,34,9.1,14.5,62.3,5.7,12.9,44.3,3.8,9.8,39.3,0.8,2.4,33.1,0.7,2.1,35.6,1.5,4.4,34.3,6.1,17.2,35.3
47,Bruce Brown,DEN,26,11.0,15.7,70.6,4.2,10.3,40.3,2.3,5.5,42.8,0.9,3.0,31.6,1.0,2.4,41.3,1.9,5.4,36.0,5.0,14.2,35.0
48,Bruno Fernando,ATL,24,3.2,4.7,67.1,1.7,4.5,38.3,1.0,2.2,45.1,0.6,1.3,44.1,0.4,1.0,40.0,0.8,1.8,42.4,2.7,7.5,35.6
49,Bryce McGowens,CHA,20,5.3,9.5,56.0,2.6,6.0,43.8,1.3,2.7,48.2,0.6,1.3,43.2,1.1,2.3,50.0,1.4,3.1,47.2,3.1,8.3,37.3
50,Bryn Forbes,MIN,29,4.1,6.4,64.8,1.6,3.5,44.8,0.6,1.6,35.9,0.3,0.8,31.3,0.9,2.1,41.5,1.0,2.6,38.6,2.4,6.1,38.8
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,1.0,2.0,50.0,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,3.0,16.7
52,Buddy Hield,IND,30,12.3,19.7,62.1,4.8,10.2,46.6,3.1,7.3,43.0,1.3,3.5,37.3,1.2,2.8,42.6,2.5,6.3,39.7,5.6,15.7,36.0
53,CJ McCollum,NOP,31,13.5,18.8,71.9,5.4,11.7,46.4,2.8,7.5,38.2,1.3,3.2,41.7,1.4,3.3,42.2,2.7,6.4,42.0,6.1,19.2,31.6
54,Cade Cunningham,DET,21,15.2,22.5,67.4,5.0,11.8,42.3,3.8,7.4,51.7,0.9,3.3,28.2,0.4,2.3,18.5,1.3,5.5,24.2,6.8,17.8,38.0
55,Caleb Houstan,ORL,20,6.4,8.6,73.8,1.9,4.5,42.1,1.5,3.1,46.6,0.4,1.2,38.1,0.7,1.7,40.4,1.1,2.7,39.4,3.0,9.0,33.7
56,Caleb Martin,MIA,27,9.5,13.7,69.0,5.0,9.9,50.6,2.6,6.1,42.5,1.3,3.2,41.1,1.1,2.8,37.2,2.4,6.0,39.3,5.3,15.6,34.2
57,Cam Reddish,POR,23,10.3,15.4,66.9,3.6,8.3,43.1,2.0,4.7,43.0,1.3,2.8,44.3,0.8,2.1,39.7,2.1,4.9,42.3,4.5,13.3,33.7
58,Cam Thomas,BKN,21,6.3,9.9,63.4,2.6,6.0,43.0,1.3,3.5,37.6,0.7,1.9,38.9,1.0,1.9,50.6,1.5,3.2,45.0,3.1,8.8,35.9
59,Cameron Johnson,BKN,27,9.7,15.4,63.1,4.4,10.9,40.2,2.5,6.5,38.1,1.0,2.7,37.5,0.9,1.7,53.2,1.9,4.3,43.7,4.3,12.6,33.7
60,Cameron Payne,PHX,28,8.6,12.9,66.4,3.4,7.5,45.1,2.0,4.8,42.1,0.5,1.6,31.5,0.7,1.5,48.9,1.2,3.1,39.6,3.7,10.7,35.0
61,Caris LeVert,CLE,28,10.3,16.5,62.5,4.2,9.7,42.9,2.5,6.5,39.0,1.0,2.6,38.3,1.0,2.8,36.9,2.0,5.4,37.6,4.8,13.5,35.8
62,Carlik Jones,CHI,25,2.0,4.5,44.4,1.0,3.0,33.3,1.5,3.0,50.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,4.0,25.0,4.5,10.0,45.0
63,Cedi Osman,CLE,27,7.3,11.6,62.6,2.9,6.7,43.5,1.7,4.9,34.4,0.9,2.0,45.8,0.7,1.7,40.4,1.5,3.4,43.2,3.0,9.0,33.4
64,Charles Bassey,SAS,22,5.9,9.3,63.4,2.2,4.2,51.1,1.2,3.0,38.1,0.8,1.8,43.2,0.6,1.6,36.6,1.2,2.9,40.0,2.9,7.9,37.0
65,Chima Moneke,SAC,27,1.5,1.5,100.0,0.5,0.5,100,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0,0.0,1.0,0.0,1.5,3.5,42.9
66,Chimezie Metu,SAC,25,4.4,6.5,67.3,1.7,4.1,41.1,0.9,2.5,36.0,0.5,1.3,37.7,0.6,1.3,47.5,1.0,2.4,42.5,1.8,5.7,32.1
67,Chris Boucher,TOR,30,7.1,10.7,66.3,2.8,6.1,46.3,1.5,3.5,43.9,0.9,2.0,44.8,0.7,2.1,35.7,1.6,4.1,40.2,3.5,9.4,37.3
68,Chris Duarte,IND,25,8.2,12.4,65.9,2.3,5.4,43.3,1.7,4.4,38.6,1.0,2.3,44.8,0.6,1.8,32.4,1.5,3.9,39.5,3.7,9.7,38.6
69,Chris Paul,PHX,37,10.3,16.1,63.8,4.2,11.1,38.2,3.4,7.9,43.4,1.2,2.4,49.5,0.8,2.1,35.8,1.9,4.5,43.1,6.0,17.3,34.5
70,Chris Silva,DAL,26,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
71,Christian Braun,DEN,21,6.1,8.4,72.1,2.6,5.7,45.3,1.0,2.7,36.4,0.6,2.0,30.8,0.6,1.5,39.1,1.1,3.2,34.1,2.2,7.1,31.6
72,Christian Koloko,TOR,22,4.3,7.0,61.9,1.9,4.4,43.7,1.2,2.8,42.7,0.8,1.9,43.0,0.7,1.9,38.0,1.4,3.5,40.5,2.0,6.7,30.4
73,Christian Wood,DAL,27,9.3,14.2,65.9,4.1,9.1,45.3,2.7,5.7,47.5,1.2,2.8,43.4,0.9,2.2,42.6,2.1,5.0,43.1,4.5,12.9,35.2
74,Chuma Okeke,ORL,24,9.4,13.4,70.0,2.0,5.3,36.9,1.5,3.3,44.6,1.1,2.4,43.8,0.6,1.5,41.4,1.7,3.9,42.9,3.7,12.0,31.0
75,Clint Capela,ATL,28,10.4,15.9,65.4,4.6,9.8,47.1,3.3,7.0,47.6,0.8,2.4,32.8,0.8,2.2,34.9,1.5,4.5,33.8,5.1,13.2,38.5
76,Coby White,CHI,23,8.1,12.5,64.7,2.6,6.1,42.6,1.9,4.5,41.4,0.7,2.3,31.3,0.7,2.2,33.3,1.4,4.5,32.3,4.8,13.5,35.6
77,Cody Martin,CHA,27,9.0,14.2,63.5,2.3,5.0,45.7,1.7,3.0,57.1,1.0,2.4,41.2,1.2,2.0,58.3,2.0,4.1,48.3,3.1,11.4,27.5
78,Cody Zeller,MIA,30,3.9,6.2,62.5,2.3,4.9,47.7,1.3,3.7,36.4,0.9,1.8,50.0,0.1,1.3,10.0,1.0,2.9,34.6,2.8,7.1,39.1
79,Cole Anthony,ORL,22,8.7,11.8,74.0,3.2,7.9,40.1,2.4,5.6,42.3,1.1,2.7,40.6,1.3,3.0,43.8,2.4,5.6,42.3,4.6,14.2,32.4
80,Cole Swider,LAL,23,2.4,3.6,66.7,1.2,2.7,43.8,0.7,0.8,80.0,0.5,1.3,40.0,0.7,1.3,50.0,0.7,1.5,44.4,1.8,4.5,40.7
81,Collin Sexton,UTA,24,9.3,14.2,65.5,4.7,10.1,46.1,2.1,5.2,41.4,0.8,2.0,41.1,0.6,1.8,35.4,1.4,3.7,38.4,4.6,12.6,36.4
82,Corey Kispert,WAS,24,9.6,14.1,68.4,5.3,12.0,43.8,2.8,7.1,40.0,0.9,2.3,38.6,0.7,2.0,35.0,1.6,4.2,36.9,4.8,13.7,35.3
83,Cory Joseph,DET,31,6.5,9.5,69.0,2.9,6.5,44.8,1.4,3.7,37.6,0.7,1.8,39.2,0.5,1.2,43.5,1.1,2.7,40.8,2.9,8.3,35.3
84,D'Angelo Russell,LAL,27,12.5,19.2,65.1,4.3,10.4,41.4,2.8,7.1,39.9,0.7,2.3,32.1,1.2,3.2,36.4,1.9,5.4,34.6,6.8,17.8,38.2
85,Daishen Nix,HOU,21,6.0,8.3,72.4,2.7,5.5,48.4,1.3,3.1,40.4,0.7,2.0,36.0,0.5,1.4,35.2,1.1,3.1,35.7,3.8,10.1,37.1
86,Dalano Banton,TOR,23,3.7,5.3,69.2,0.8,2.1,38.6,0.6,1.4,42.1,0.6,1.1,54.2,0.7,1.4,48.1,1.1,2.1,51.0,1.6,5.4,30.3
87,Dalen Terry,CHI,20,1.4,2.5,55.7,0.5,1.3,39.3,0.5,1.4,36.7,0.4,1.3,33.3,0.4,0.9,40.0,0.6,1.5,36.7,1.2,3.1,40.0
88,Damian Jones,UTA,27,4.1,6.2,66.9,2.0,4.8,42.4,1.1,2.3,48.3,0.5,1.5,33.3,0.5,1.5,33.3,0.9,2.7,33.3,2.0,6.1,33.5
89,Damian Lillard,POR,32,16.0,24.0,66.6,4.8,10.9,43.8,3.3,7.9,41.6,1.4,3.4,42.3,1.0,3.0,34.2,2.4,6.4,38.5,6.2,17.1,36.0
90,Damion Lee,PHX,30,7.2,11.0,65.4,3.3,7.6,43.7,1.7,4.5,37.7,0.7,1.5,46.5,0.4,1.2,32.0,1.1,2.6,40.2,3.7,10.9,33.4
91,Daniel Gafford,WAS,24,6.4,9.8,65.2,3.5,8.7,40.0,2.2,4.9,45.0,0.5,1.7,30.3,0.6,1.7,33.0,1.0,3.2,31.7,4.2,11.0,37.7
92,Daniel Theis,IND,30,6.0,9.0,66.7,2.9,5.0,57.1,1.0,3.1,31.8,0.8,2.2,38.5,0.5,1.7,30.0,1.3,3.8,34.8,3.1,7.7,40.7
93,Danny Green,CLE,35,3.1,4.9,64.7,1.6,3.9,40.7,1.0,2.1,46.7,0.8,1.3,62.5,0.6,1.1,50.0,1.3,2.3,56.3,2.1,7.0,30.6
94,Danuel House Jr.,PHI,29,5.9,8.4,69.6,1.8,4.3,41.1,1.4,3.2,42.7,0.5,1.4,34.6,0.5,1.5,34.7,0.9,2.5,34.7,2.9,8.5,34.3
95,Dario Saric,OKC,28,4.9,6.8,71.6,2.6,5.7,45.7,1.0,2.8,37.1,0.7,1.4,50.9,0.5,1.4,33.3,1.1,2.5,42.7,2.9,8.2,35.9
96,Darius Bazley,PHX,22,5.4,9.1,60.0,2.4,5.4,44.6,1.0,2.2,45.0,0.5,2.1,26.1,0.6,1.7,35.0,1.1,3.6,30.2,2.9,8.1,36.6
97,Darius Days,HOU,23,2.0,3.0,66.7,1.0,1.8,57.1,0.5,0.8,66.7,0.0,0.3,0.0,0.3,0.7,50.0,0.3,0.8,33.3,1.3,4.0,31.3
98,Darius Garland,CLE,23,11.7,18.4,63.2,4.8,11.4,41.9,3.5,7.8,44.5,1.5,3.1,47.5,1.2,2.9,42.3,2.7,6.0,45.0,5.7,16.6,34.1
99,David Duke Jr.,BKN,23,3.3,5.3,62.2,1.1,2.7,40.8,0.7,2.4,30.0,0.6,1.1,60.0,0.8,1.7,45.0,1.2,2.3,51.4,1.9,5.4,36.0
100,David Roddy,MEM,21,6.5,10.4,63.1,1.9,5.0,39.0,1.6,3.6,43.8,0.6,1.3,42.2,0.6,1.5,40.0,1.1,2.6,41.1,3.7,10.5,34.8
101,Davion Mitchell,SAC,24,7.1,10.3,69.5,3.0,6.5,46.5,1.6,4.0,40.2,0.6,1.7,34.0,0.7,1.7,37.6,1.2,3.2,35.8,3.1,8.7,35.7
102,Davis Bertans,DAL,30,3.7,5.7,63.7,1.6,3.3,48.7,1.1,2.4,45.8,0.5,1.2,39.4,0.3,1.1,26.7,0.7,2.0,33.3,2.0,5.5,37.0
