,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,LeBron James,LAL,38,47,47,100,11.3,22.5,50.2,55.0,69.3,9.2,15.6,58.8,30.7,2.1,6.9,30.8
1,Luka Doncic,DAL,23,52,52,100,11.2,22.1,50.4,56.6,64.7,8.4,14.3,58.8,35.3,2.7,7.8,35.0
2,Jayson Tatum,BOS,24,57,57,100,9.9,21.4,46.1,53.9,56.4,6.6,12.1,54.3,43.6,3.3,9.3,35.6
3,Giannis Antetokounmpo,MIL,28,48,48,100,11.1,20.7,53.8,55.7,85.8,10.3,17.7,58.3,14.2,0.8,2.9,26.9
4,Ja Morant,MEM,23,50,50,100,9.6,20.7,46.3,50.2,74.9,7.9,15.5,51.2,25.1,1.6,5.2,31.7
5,Joel Embiid,PHI,28,47,47,100,11.0,20.6,53.1,55.7,84.8,9.9,17.5,56.5,15.2,1.1,3.1,33.9
6,Damian Lillard,POR,32,47,47,100,9.7,20.6,47.2,57.7,44.8,5.4,9.2,58.3,55.2,4.3,11.4,38.1
7,LaMelo Ball,CHA,21,35,35,100,8.3,20.3,40.7,50.4,47.2,4.3,9.6,45.2,52.8,3.9,10.7,36.7
8,Jaylen Brown,BOS,26,50,50,100,9.9,20.3,48.6,54.8,63.1,7.4,12.8,57.4,36.9,2.5,7.5,33.6
9,Shai Gilgeous-Alexander,OKC,24,54,54,100,10.2,20.2,50.7,52.8,87.3,9.4,17.6,53.1,12.7,0.9,2.6,33.9
10,Kyrie Irving,DAL,30,46,46,100,9.9,20.2,48.9,56.9,57.3,6.6,11.6,57.1,42.7,3.3,8.6,37.8
11,Devin Booker,PHX,26,35,35,100,9.5,20.1,47.3,52.6,69.3,7.4,13.9,52.9,30.7,2.1,6.2,34.7
12,Stephen Curry,GSW,34,37,37,100,9.9,20.0,49.5,61.9,42.4,5.0,8.5,58.5,57.6,5.0,11.5,43.0
13,Donovan Mitchell,CLE,26,53,53,100,9.5,19.8,47.9,57.1,52.5,5.8,10.4,56.1,47.5,3.7,9.4,38.9
14,Trae Young,ATL,24,54,54,100,8.5,19.8,42.9,48.4,66.4,6.3,13.1,48.1,33.6,2.2,6.6,32.7
15,Anthony Edwards,MIN,21,63,63,100,8.9,19.5,45.9,52.7,62.5,6.3,12.2,51.8,37.5,2.6,7.3,36.2
16,Pascal Siakam,TOR,28,52,52,100,9.1,19.0,47.9,51.7,78.2,7.6,14.8,51.4,21.8,1.4,4.1,34.9
17,Terry Rozier,CHA,28,51,51,100,7.8,18.9,41.5,48.4,57.5,5.2,10.8,48.0,42.5,2.6,8.0,32.8
18,Kevin Durant,PHX,34,39,39,100,10.4,18.7,55.8,60.6,74.3,8.6,13.9,62.2,25.7,1.8,4.8,37.4
