,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,66,66,48.6,3.6,8.9,40.9,59.2,5.2,0.4,0.9,40.0,43.3,3.3,7.9,41.1
1,Lauri Markkanen,UTA,25,66,66,40.5,2.9,7.0,41.2,60.9,1.2,0.1,0.2,57.1,39.3,2.8,6.8,40.6
2,Nikola Vucevic,CHI,32,77,76,45.4,2.5,6.3,40.3,52.6,14.5,1.0,2.0,49.8,30.9,1.6,4.3,36.0
3,Malik Beasley,LAL,26,77,77,53.3,2.3,6.3,36.0,53.1,2.1,0.1,0.3,48.0,51.2,2.1,6.0,35.5
4,Tim Hardaway Jr.,DAL,31,70,70,52.2,2.4,6.2,39.3,58.0,1.9,0.1,0.2,47.8,50.3,2.3,6.0,38.9
5,Buddy Hield,IND,30,77,76,46.3,2.5,6.1,41.0,61.4,0.4,0.0,0.1,20.0,45.9,2.5,6.0,41.1
6,Max Strus,MIA,27,76,75,60.5,2.2,6.0,36.4,54.4,0.4,0.0,0.0,75.0,60.1,2.2,6.0,36.2
7,Michael Porter Jr.,DEN,24,60,60,45.2,2.8,5.9,46.6,66.5,4.7,0.4,0.6,64.5,40.5,2.4,5.3,44.5
8,Keegan Murray,SAC,22,76,76,60.8,2.4,5.9,41.1,61.3,1.2,0.0,0.1,33.3,59.6,2.4,5.8,41.2
9,Trey Murphy III,NOP,22,75,75,58.0,2.3,5.7,40.4,60.2,1.8,0.1,0.2,29.4,56.2,2.3,5.5,40.7
10,Kelly Oubre Jr.,CHA,27,48,48,33.6,1.9,5.7,32.5,48.0,1.3,0.1,0.2,34.8,32.2,1.8,5.5,32.3
11,Cameron Johnson,BKN,27,39,38,49.8,2.3,5.6,41.4,61.1,1.8,0.1,0.2,47.6,48.0,2.2,5.4,41.0
12,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Stephen Curry,GSW,35,52,52,26.4,2.2,5.4,41.1,61.0,0.8,0.1,0.2,47.1,25.6,2.1,5.3,41.0
15,Kristaps Porzingis,WAS,27,65,65,34.5,2.1,5.4,39.9,57.1,4.2,0.3,0.7,43.9,30.3,1.9,4.7,39.2
16,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
17,Devin Vassell,SAS,22,38,38,34.1,2.3,5.3,42.4,62.1,3.0,0.2,0.5,34.0,31.1,2.1,4.9,43.3
18,Kyle Kuzma,WAS,27,64,63,29.9,1.8,5.3,33.6,49.9,1.2,0.1,0.2,27.3,28.7,1.7,5.1,33.7
19,Bogdan Bogdanovic,ATL,30,52,52,46.8,2.2,5.3,41.7,59.2,4.6,0.3,0.5,67.3,42.2,1.9,4.8,39.0
20,Karl-Anthony Towns,MIN,27,26,26,36.0,2.0,5.2,37.8,54.4,2.9,0.2,0.4,54.8,33.1,1.7,4.8,36.3
21,Al Horford,BOS,36,61,61,68.6,2.3,5.2,44.1,65.6,3.3,0.1,0.3,28.0,65.4,2.2,4.9,44.9
22,Keldon Johnson,SAS,23,61,60,29.2,1.8,5.2,35.2,52.5,0.4,0.0,0.1,42.9,28.8,1.8,5.1,35.1
23,Pat Connaughton,MIL,30,60,59,73.1,1.7,5.1,33.6,50.2,0.2,0.0,0.0,100,72.9,1.7,5.1,33.3
24,Julius Randle,NYK,28,77,77,27.4,1.8,5.1,34.9,51.4,1.3,0.1,0.2,43.5,26.1,1.7,4.9,34.6
25,P.J. Washington,CHA,24,73,73,38.1,1.7,5.1,34.0,50.3,1.4,0.1,0.2,36.8,36.7,1.7,4.9,33.9
26,Reggie Bullock,DAL,32,76,75,81.4,1.9,5.0,38.6,57.8,0.9,0.0,0.1,0.0,80.5,1.9,4.9,39.1
27,Mikal Bridges,BKN,26,79,77,32.5,1.9,4.9,39.7,57.3,4.0,0.2,0.6,36.1,28.5,1.7,4.3,40.2
28,Anfernee Simons,POR,23,62,62,29.0,1.9,4.9,39.3,58.7,0.2,0.0,0.0,66.7,28.8,1.9,4.8,39.2
29,Gary Trent Jr.,TOR,24,63,62,33.8,2.0,4.9,40.4,60.3,0.9,0.0,0.1,23.1,33.0,1.9,4.8,40.8
30,Brook Lopez,MIL,35,76,76,42.6,1.9,4.9,38.9,55.4,5.6,0.3,0.6,45.3,36.9,1.6,4.2,38.2
31,Kevin Huerter,SAC,24,72,72,41.9,1.9,4.8,39.8,58.3,2.0,0.1,0.2,58.3,39.9,1.8,4.6,38.8
32,Quentin Grimes,NYK,22,68,68,59.3,2.0,4.8,40.4,60.3,0.7,0.0,0.1,50.0,58.6,1.9,4.8,40.4
33,Dorian Finney-Smith,BKN,29,64,64,63.6,1.6,4.8,33.7,50.3,0.4,0.0,0.0,66.7,63.2,1.6,4.8,33.5
34,Jaylen Brown,BOS,26,66,66,23.5,1.6,4.8,34.0,49.2,2.2,0.2,0.5,37.8,21.3,1.5,4.4,33.7
35,RJ Barrett,NYK,22,71,70,29.9,1.6,4.8,33.6,49.7,1.1,0.1,0.2,38.9,28.7,1.5,4.6,33.6
36,Corey Kispert,WAS,24,70,70,61.4,2.1,4.7,43.5,64.8,1.1,0.0,0.1,44.4,60.3,2.0,4.6,43.3
37,O.G. Anunoby,TOR,25,64,63,35.9,2.0,4.7,42.6,63.0,0.6,0.1,0.1,100,35.3,1.9,4.7,41.6
38,Jayson Tatum,BOS,25,72,72,22.1,1.9,4.7,41.2,59.6,2.1,0.2,0.4,47.7,20.0,1.7,4.2,40.6
39,Royce O'Neale,BKN,29,73,73,59.9,1.8,4.6,39.8,59.6,0.2,0.0,0.0,0.0,59.7,1.8,4.6,40.0
40,Luguentz Dort,OKC,23,72,72,39.0,1.5,4.6,33.4,50.2,0.2,0.0,0.0,0.0,38.8,1.5,4.6,33.6
41,Georges Niang,PHI,29,75,75,72.0,1.9,4.6,41.4,61.9,0.6,0.0,0.0,75.0,71.4,1.9,4.6,41.2
42,CJ McCollum,NOP,31,71,71,25.6,1.8,4.6,39.5,58.5,1.8,0.1,0.3,21.9,23.7,1.7,4.2,40.8
43,Wendell Carter Jr.,ORL,23,55,55,41.6,1.6,4.5,35.7,50.4,6.7,0.3,0.7,39.7,34.9,1.3,3.8,35.0
44,Marcus Smart,BOS,29,60,57,46.2,1.6,4.5,34.7,51.7,0.7,0.0,0.1,42.9,45.5,1.5,4.5,34.4
45,Fred VanVleet,TOR,29,66,66,27.3,1.6,4.5,35.4,52.6,0.8,0.1,0.1,35.7,26.4,1.5,4.3,35.4
46,Donte DiVincenzo,GSW,26,68,65,60.1,1.8,4.4,41.9,62.8,0.6,0.0,0.0,25.0,59.5,1.8,4.3,41.9
47,Jabari Smith Jr.,HOU,19,76,76,38.9,1.3,4.4,30.6,44.4,2.5,0.1,0.3,46.4,36.4,1.2,4.1,29.4
48,Paul George,LAC,32,56,54,24.1,1.7,4.3,38.8,55.6,3.1,0.2,0.6,41.8,21.0,1.4,3.8,38.5
49,Jordan Poole,GSW,23,78,77,27.5,1.6,4.3,36.0,53.6,0.9,0.0,0.1,28.6,26.6,1.5,4.2,36.2
50,Kevin Love,MIA,34,59,58,62.2,1.5,4.3,34.1,49.8,4.9,0.1,0.3,35.3,57.3,1.3,3.9,34.1
51,Bojan Bogdanovic,DET,33,58,55,28.8,2.0,4.3,47.4,69.0,1.4,0.2,0.2,81.0,27.4,1.8,4.0,45.4
52,Myles Turner,IND,27,62,61,36.0,1.7,4.3,39.4,55.1,5.5,0.3,0.7,52.3,30.6,1.3,3.6,37.1
53,De'Andre Hunter,ATL,25,65,64,34.5,1.5,4.3,36.1,50.5,5.1,0.3,0.6,49.2,29.4,1.2,3.6,33.9
54,Isaiah Joe,OKC,23,71,66,61.3,1.8,4.2,42.0,63.0,0.8,0.0,0.1,0.0,60.5,1.8,4.2,42.4
55,Tyler Herro,MIA,23,64,63,25.2,1.6,4.2,38.9,57.4,0.7,0.1,0.1,61.5,24.4,1.6,4.1,38.1
56,Josh Richardson,NOP,29,60,59,47.9,1.6,4.2,37.9,55.7,2.1,0.1,0.2,55.6,45.8,1.5,4.0,37.2
57,Jaren Jackson Jr.,MEM,23,60,59,32.6,1.4,4.2,34.4,51.4,0.7,0.0,0.1,25.0,31.9,1.4,4.1,34.8
58,Saddiq Bey,ATL,23,72,72,38.2,1.6,4.1,38.4,56.9,1.4,0.1,0.1,40.0,36.8,1.5,4.0,38.5
59,Tobias Harris,PHI,30,72,68,35.7,1.6,4.1,38.2,56.6,1.7,0.1,0.2,31.6,34.0,1.5,3.9,38.5
60,Marcus Morris Sr.,LAC,33,65,63,41.5,1.5,4.1,36.3,53.9,1.6,0.1,0.1,33.3,40.0,1.4,4.0,36.7
61,Isaiah Stewart,DET,21,49,47,46.6,1.5,4.1,36.3,53.0,1.9,0.1,0.2,75.0,44.8,1.4,3.9,34.8
62,Jordan Clarkson,UTA,30,61,60,24.1,1.4,4.1,33.9,50.4,0.6,0.0,0.1,30.0,23.5,1.3,4.0,33.8
63,Doug McDermott,SAS,31,62,61,49.5,1.7,4.1,41.3,61.3,1.6,0.1,0.1,38.5,47.9,1.6,3.9,41.4
64,Dillon Brooks,MEM,27,71,69,29.9,1.4,4.1,34.0,50.5,1.9,0.0,0.3,16.0,28.1,1.3,3.8,35.3
65,De'Anthony Melton,PHI,24,75,75,47.0,1.7,4.0,42.1,62.6,0.6,0.0,0.1,80.0,46.4,1.6,4.0,41.6
66,Bobby Portis,MIL,28,67,65,35.6,1.6,4.0,40.1,55.2,5.6,0.4,0.6,63.5,30.0,1.2,3.4,35.7
67,Damian Lillard,POR,32,58,57,19.2,1.5,4.0,37.2,54.5,0.8,0.1,0.2,58.8,18.4,1.4,3.8,36.2
68,Coby White,CHI,23,69,67,50.0,1.6,4.0,39.1,58.2,0.4,0.0,0.0,100,49.6,1.5,3.9,38.6
69,Nicolas Batum,LAC,34,75,74,81.2,1.5,4.0,38.6,57.6,1.9,0.0,0.1,33.3,79.3,1.5,3.9,38.9
70,LeBron James,LAL,38,51,51,17.9,1.4,3.9,35.8,50.5,2.5,0.3,0.6,45.5,15.4,1.2,3.4,34.2
71,Joe Harris,BKN,31,71,69,66.6,1.7,3.9,42.7,63.4,1.7,0.0,0.1,40.0,64.9,1.6,3.8,42.6
72,Gary Harris,ORL,28,47,46,60.8,1.7,3.9,43.7,65.6,0.0,0.0,0.0,-,60.8,1.7,3.9,43.7
73,Kentavious Caldwell-Pope,DEN,30,74,72,46.6,1.7,3.9,44.1,63.6,4.6,0.2,0.4,50.0,42.0,1.5,3.5,43.3
74,Derrick White,BOS,28,78,77,41.9,1.5,3.9,38.7,58.0,0.4,0.0,0.0,0.0,41.5,1.5,3.8,39.1
75,D'Angelo Russell,LAL,27,68,67,28.8,1.6,3.8,40.6,59.8,1.0,0.1,0.1,69.2,27.8,1.5,3.7,39.6
76,Aaron Nesmith,IND,23,70,69,46.9,1.3,3.8,34.8,51.9,0.9,0.0,0.1,42.9,46.0,1.3,3.7,34.8
77,John Collins,ATL,25,68,67,38.2,1.3,3.8,32.8,45.2,5.3,0.3,0.5,58.5,32.9,0.9,3.3,28.7
78,Eric Gordon,LAC,34,66,63,39.8,1.4,3.8,37.5,56.0,0.5,0.0,0.1,40.0,39.3,1.4,3.8,37.5
79,Lonnie Walker IV,LAL,24,55,52,39.3,1.4,3.7,38.5,57.1,1.0,0.1,0.1,55.6,38.4,1.4,3.6,37.9
80,Donovan Mitchell,CLE,26,67,66,18.1,1.4,3.7,37.6,55.4,0.9,0.1,0.2,38.9,17.3,1.3,3.5,37.5
81,Dejounte Murray,ATL,26,71,67,20.6,1.2,3.7,32.3,47.5,1.2,0.1,0.2,33.3,19.4,1.1,3.5,32.4
82,Harrison Barnes,SAC,30,78,76,38.2,1.4,3.7,36.8,54.7,0.5,0.0,0.1,80.0,37.7,1.3,3.6,36.3
83,Joel Embiid,PHI,29,64,64,18.2,1.7,3.7,47.2,57.4,8.8,1.0,1.8,55.1,9.4,0.8,1.9,39.7
84,Grayson Allen,MIL,27,72,69,47.4,1.5,3.7,41.7,62.3,0.2,0.0,0.0,100,47.2,1.5,3.6,41.4
85,Terry Rozier,CHA,29,63,62,19.5,1.3,3.6,35.2,51.5,0.7,0.1,0.1,76.9,18.8,1.2,3.5,33.8
86,Kyle Lowry,MIA,37,52,50,40.2,1.2,3.6,33.7,50.5,0.2,0.0,0.0,0.0,40.0,1.2,3.6,33.9
87,Sam Hauser,BOS,25,76,70,77.5,1.5,3.6,42.5,63.6,0.8,0.0,0.0,25.0,76.6,1.5,3.6,42.7
88,Julian Champagnie,SAS,21,13,12,64.4,1.3,3.6,36.2,54.3,1.4,0.0,0.1,0.0,63.0,1.3,3.5,37.0
89,Terrence Ross,PHX,32,59,54,49.3,1.4,3.6,39.0,57.3,3.9,0.1,0.3,27.6,45.4,1.3,3.3,39.8
90,Kevin Durant,PHX,34,45,43,19.6,1.7,3.6,46.9,61.7,5.8,0.6,1.1,57.9,13.8,1.1,2.5,42.3
91,Desmond Bane,MEM,24,55,53,22.4,1.5,3.6,40.9,59.8,1.2,0.1,0.2,55.0,21.2,1.4,3.4,40.0
92,Luke Kennard,MEM,26,57,53,56.4,1.9,3.6,52.0,77.2,1.4,0.1,0.1,55.6,55.0,1.8,3.5,51.9
93,Tyrese Maxey,PHI,22,59,57,23.3,1.6,3.6,45.0,67.5,0.2,0.0,0.0,0.0,23.1,1.6,3.5,45.5
94,Landry Shamet,PHX,26,36,32,46.7,1.4,3.6,40.6,60.5,0.7,0.0,0.1,50.0,46.0,1.4,3.5,40.6
95,Kyrie Irving,DAL,31,59,55,17.8,1.4,3.6,38.6,55.5,1.9,0.2,0.4,45.9,15.9,1.2,3.2,37.6
96,Deandre Ayton,PHX,24,65,63,26.6,1.5,3.5,43.3,44.4,24.2,1.5,3.2,45.2,2.4,0.1,0.3,25.0
97,Isaiah Livers,DET,24,50,49,64.4,1.2,3.5,34.5,51.1,1.5,0.0,0.1,50.0,62.9,1.2,3.5,34.1
98,Jose Alvarado,NOP,24,61,60,44.2,1.2,3.5,33.3,50.0,0.2,0.0,0.0,0.0,44.0,1.2,3.5,33.5
99,Norman Powell,LAC,29,57,55,30.5,1.5,3.5,42.8,63.4,1.7,0.1,0.2,26.3,28.8,1.5,3.3,43.8
100,Mike Muscala,BOS,31,59,54,78.0,1.4,3.5,39.3,55.3,10.2,0.3,0.5,54.3,67.8,1.1,3.0,37.0
101,Christian Wood,DAL,27,66,62,30.4,1.4,3.5,41.5,61.1,1.9,0.1,0.2,38.1,28.5,1.4,3.3,41.7
102,Cedi Osman,CLE,27,74,66,49.3,1.3,3.4,37.0,55.1,0.6,0.0,0.0,75.0,48.7,1.2,3.4,36.6
103,Malik Monk,SAC,25,74,71,32.9,1.3,3.4,37.7,56.5,0.1,0.0,0.0,0.0,32.7,1.3,3.4,37.8
104,Brandon Ingram,NOP,25,41,39,18.3,1.5,3.4,43.2,60.1,3.8,0.3,0.7,45.1,14.5,1.1,2.7,42.9
105,Gabe Vincent,MIA,26,64,62,40.6,1.2,3.4,34.6,51.4,0.7,0.0,0.1,50.0,39.9,1.1,3.3,34.2
106,Troy Brown Jr.,LAL,23,72,69,54.6,1.3,3.4,38.3,57.0,0.9,0.0,0.1,50.0,53.7,1.3,3.3,38.0
107,Pascal Siakam,TOR,29,68,65,18.1,1.1,3.4,33.2,48.7,1.9,0.1,0.3,20.0,16.2,1.0,3.0,34.6
108,Jalen Green,HOU,21,73,70,18.8,1.2,3.3,35.7,52.7,0.8,0.1,0.1,33.3,18.0,1.1,3.2,35.7
109,Gordon Hayward,CHA,33,50,49,28.7,1.2,3.3,35.3,47.6,7.6,0.4,0.9,40.9,21.2,0.8,2.5,33.3
110,Damion Lee,PHX,30,71,66,54.3,1.5,3.3,46.4,68.9,2.3,0.0,0.1,28.6,52.0,1.5,3.2,47.0
111,Jaden McDaniels,MIN,22,76,73,36.0,1.3,3.3,39.2,58.0,1.2,0.1,0.1,45.5,34.8,1.2,3.2,39.0
112,Duncan Robinson,MIA,28,39,37,60.4,1.1,3.3,32.0,47.7,0.9,0.0,0.1,60.0,59.4,1.0,3.2,31.9
113,Lindy Waters III,OKC,25,39,35,77.0,1.2,3.3,37.0,55.5,0.0,0.0,0.0,-,77.0,1.2,3.3,37.1
114,Zach LaVine,CHI,28,73,70,17.9,1.4,3.2,42.4,62.5,0.8,0.1,0.1,46.7,17.1,1.3,3.1,42.2
115,Kelly Olynyk,UTA,31,65,64,39.9,1.3,3.2,38.8,56.9,1.7,0.1,0.1,57.1,38.2,1.2,3.1,38.0
116,Ochai Agbaji,UTA,22,55,47,56.2,1.2,3.2,38.4,57.6,0.3,0.0,0.0,0.0,55.9,1.2,3.2,38.7
117,Kawhi Leonard,LAC,31,49,47,19.2,1.4,3.2,45.2,62.7,3.6,0.3,0.6,55.9,15.7,1.1,2.6,42.9
118,Santi Aldama,MEM,22,75,73,46.7,1.2,3.2,37.5,55.2,1.4,0.1,0.1,77.8,45.3,1.1,3.1,36.3
119,Obi Toppin,NYK,25,64,61,55.6,1.1,3.2,34.6,51.5,0.8,0.0,0.1,60.0,54.7,1.1,3.2,34.2
120,Patrick Williams,CHI,21,77,75,39.0,1.4,3.2,42.3,62.6,1.3,0.1,0.1,50.0,37.7,1.3,3.1,42.1
121,Torrey Craig,PHX,32,75,74,50.9,1.3,3.2,39.3,58.4,2.1,0.0,0.1,30.8,48.7,1.2,3.0,39.7
122,Anthony Lamb,GSW,25,58,54,61.2,1.2,3.2,37.2,54.9,1.7,0.1,0.1,55.6,59.5,1.1,3.1,36.5
123,Malaki Branham,SAS,19,61,58,35.2,1.0,3.2,32.1,47.7,1.5,0.0,0.1,23.1,33.7,1.0,3.0,32.3
124,Aleksej Pokusevski,OKC,21,34,31,42.6,1.2,3.1,37.7,55.2,2.8,0.1,0.2,42.9,39.8,1.1,2.9,37.5
125,Maxi Kleber,DAL,31,36,35,66.9,1.1,3.1,36.9,54.5,2.4,0.1,0.1,54.5,64.5,1.1,3.0,36.4
126,Caleb Martin,MIA,27,67,62,39.4,1.1,3.1,35.4,50.5,4.6,0.2,0.4,44.4,34.8,0.9,2.7,34.2
127,Grant Williams,BOS,24,75,68,49.8,1.2,3.0,39.5,59.0,0.4,0.0,0.0,33.3,49.3,1.2,3.0,39.5
128,Jalen Smith,IND,23,67,62,41.0,0.8,3.0,27.5,39.5,4.4,0.1,0.3,30.3,36.6,0.7,2.7,26.8
129,Immanuel Quickley,NYK,23,78,73,27.1,1.1,3.0,38.1,56.6,0.9,0.0,0.1,40.0,26.2,1.1,2.9,38.4
130,Jaylin Williams,OKC,20,47,44,63.5,1.2,3.0,39.7,53.9,17.1,0.3,0.8,42.0,46.4,0.8,2.2,38.8
131,Skylar Mays,POR,25,2,2,35.3,1.0,3.0,33.3,50.0,0.0,0.0,0.0,-,35.3,1.0,3.0,33.3
132,Luka Samanic,UTA,23,3,3,60.0,0.7,3.0,22.2,33.3,0.0,0.0,0.0,-,60.0,0.7,3.0,22.3
133,Joe Ingles,MIL,35,43,42,55.2,1.1,3.0,36.7,55.1,0.4,0.0,0.0,0.0,54.7,1.1,3.0,36.9
134,Seth Curry,BKN,32,58,51,39.0,1.2,3.0,40.4,58.5,3.6,0.1,0.3,42.9,35.3,1.1,2.7,40.1
135,Reggie Jackson,DEN,32,64,60,31.4,1.1,2.9,38.8,57.4,0.7,0.1,0.1,83.3,30.8,1.1,2.9,37.8
136,Naz Reid,MIN,23,68,63,34.7,1.1,2.9,36.0,54.0,0.3,0.0,0.0,0.0,34.3,1.1,2.9,36.4
137,Victor Oladipo,MIA,30,40,39,31.9,0.9,2.9,29.9,44.4,0.3,0.0,0.0,100,31.6,0.8,2.9,29.3
