,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,50.0,0.1,0.1,100,0.1,0.4,36.4,0.0,0.4,12.5,0.4,0.6,57.1,0.4,0.9,40.9,1.0,2.3,42.3
2,AJ Griffin,ATL,19,0.6,0.9,65.7,1.0,1.9,51.5,0.4,1.0,46.3,0.3,0.7,42.0,0.2,0.4,37.0,0.4,1.1,40.3,1.0,2.5,39.0
3,Aaron Gordon,DEN,27,4.7,6.4,73.2,0.5,1.4,37.5,0.2,0.8,25.5,0.1,0.4,20.7,0.1,0.4,28.0,0.2,0.8,24.1,0.7,1.7,40.7
4,Aaron Holiday,ATL,26,0.5,0.9,58.5,0.3,0.9,28.8,0.1,0.4,40.0,0.1,0.1,42.9,0.0,0.2,11.1,0.1,0.3,25.0,0.5,1.1,46.3
5,Aaron Nesmith,IND,23,1.3,2.3,58.4,0.3,0.9,32.8,0.2,0.6,39.0,0.3,0.8,35.0,0.4,1.2,38.3,0.7,2.0,36.9,0.8,2.4,35.9
6,Aaron Wiggins,OKC,24,1.6,2.5,66.7,0.3,1.0,33.8,0.0,0.0,0.0,0.2,0.7,29.3,0.1,0.3,37.5,0.3,0.9,31.6,0.4,0.9,47.6
7,Admiral Schofield,ORL,26,0.7,1.0,69.7,0.1,0.3,44.4,0.0,0.0,0.0,0.2,0.5,33.3,0.2,0.3,55.6,0.3,0.8,42.9,0.4,1.3,31.8
8,Al Horford,BOS,36,0.8,1.2,64.9,0.5,0.9,50.9,0.1,0.3,20.0,0.3,0.9,38.5,0.7,1.2,55.6,1.0,2.0,48.4,1.3,3.1,42.0
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
