,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,68,68,48.6,3.7,8.9,41.3,59.8,5.2,0.4,0.9,40.4,43.4,3.3,7.9,41.4
1,Lauri Markkanen,UTA,25,66,66,40.5,2.9,7.0,41.2,60.9,1.2,0.1,0.2,57.1,39.3,2.8,6.8,40.6
2,Nikola Vucevic,CHI,32,81,80,45.2,2.5,6.3,40.1,52.0,14.8,1.0,2.1,49.5,30.3,1.5,4.2,35.3
3,Malik Beasley,LAL,26,81,81,53.9,2.3,6.2,36.2,53.4,2.1,0.1,0.3,48.0,51.8,2.1,6.0,35.7
4,Tim Hardaway Jr.,DAL,31,71,71,52.1,2.5,6.2,39.7,58.6,1.9,0.1,0.2,47.8,50.2,2.4,6.0,39.2
5,Michael Porter Jr.,DEN,24,62,62,45.9,2.8,6.0,45.9,65.6,4.5,0.4,0.6,65.0,41.4,2.4,5.5,43.9
6,Buddy Hield,IND,30,80,79,46.5,2.5,6.0,41.8,62.6,0.4,0.0,0.1,20.0,46.1,2.5,6.0,41.9
7,Max Strus,MIA,27,80,78,60.6,2.2,6.0,36.3,54.3,0.4,0.0,0.0,75.0,60.3,2.1,6.0,36.1
8,Keegan Murray,SAC,22,80,80,60.6,2.4,5.9,41.1,61.4,1.2,0.0,0.1,36.4,59.5,2.4,5.8,41.3
9,Trey Murphy III,NOP,22,79,79,57.6,2.4,5.8,40.4,60.2,1.6,0.1,0.2,31.3,55.9,2.3,5.7,40.6
10,Kelly Oubre Jr.,CHA,27,48,48,33.6,1.9,5.7,32.5,48.0,1.3,0.1,0.2,34.8,32.2,1.8,5.5,32.3
11,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
12,Cameron Johnson,BKN,27,42,41,48.9,2.3,5.5,41.8,61.9,1.7,0.1,0.2,52.6,47.3,2.2,5.3,41.5
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Kristaps Porzingis,WAS,27,65,65,34.5,2.1,5.4,39.9,57.1,4.2,0.3,0.7,43.9,30.3,1.9,4.7,39.2
15,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
16,Stephen Curry,GSW,35,55,55,26.3,2.2,5.4,41.7,61.9,0.8,0.1,0.2,43.8,25.5,2.2,5.2,41.5
17,Devin Vassell,SAS,22,38,38,34.1,2.3,5.3,42.4,62.1,3.0,0.2,0.5,34.0,31.1,2.1,4.9,43.3
18,Kyle Kuzma,WAS,27,64,63,29.9,1.8,5.3,33.6,49.9,1.2,0.1,0.2,27.3,28.7,1.7,5.1,33.7
19,Bogdan Bogdanovic,ATL,30,54,54,46.8,2.2,5.3,42.0,59.6,4.7,0.3,0.5,64.8,42.1,1.9,4.8,39.3
20,Al Horford,BOS,36,63,63,69.1,2.3,5.3,43.8,65.1,3.3,0.1,0.3,24.0,65.8,2.2,5.0,44.8
