,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,4.3,5.5,78.9,0.8,2.0,41.7,0.9,1.5,62.5,0.4,0.7,57.1,0.6,2.3,25.9,1.5,3.7,39.6
1,AJ Green,MIL,23,4.0,6.2,64.8,1.0,2.4,42.7,1.1,2.2,50.7,0.6,1.6,37.8,0.8,2.3,34.4,1.9,5.4,34.7
2,AJ Griffin,ATL,19,8.2,13.3,62.1,1.6,3.6,42.9,1.4,3.0,44.4,0.8,1.7,44.3,2.4,6.1,39.7,2.7,8.3,32.4
3,Aaron Gordon,DEN,27,12.7,18.9,67.2,2.9,7.2,40.2,1.8,4.2,42.5,1.5,3.5,41.9,3.0,8.4,35.8,4.4,12.9,34.3
4,Aaron Holiday,ATL,26,6.2,9.7,64.2,0.9,2.5,38.2,0.8,2.1,38.3,0.5,1.3,39.4,1.6,3.9,40.5,2.0,5.8,35.0
5,Aaron Nesmith,IND,23,10.4,16.7,62.3,2.5,5.2,47.5,1.8,3.8,47.8,1.1,2.6,41.3,3.0,7.0,43.1,4.0,10.7,37.5
6,Aaron Wiggins,OKC,24,7.3,11.5,63.5,1.7,4.0,42.2,1.1,2.4,45.5,0.8,2.0,39.8,2.3,5.9,38.9,3.1,8.3,37.2
7,Admiral Schofield,ORL,26,4.1,6.0,67.9,0.9,2.1,41.1,0.8,1.4,55.6,0.6,1.5,41.7,1.6,3.8,41.1,2.4,6.6,36.6
8,Al Horford,BOS,36,11.5,17.5,65.8,2.7,7.0,38.6,2.3,5.2,43.2,2.2,4.4,50.2,2.7,7.3,37.4,5.1,15.1,33.9
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
10,Aleksej Pokusevski,OKC,21,8.6,14.0,61.6,2.0,4.2,47.2,1.0,2.6,38.9,0.8,2.0,40.6,3.0,7.2,42.0,3.4,8.9,38.9
11,Alex Caruso,CHI,29,8.2,12.8,64.2,1.6,4.1,37.9,1.3,2.9,43.2,1.0,2.3,42.7,2.7,7.1,37.2,3.8,11.0,34.9
12,Alex Len,SAC,29,2.4,4.0,60.4,0.5,1.5,34.5,0.5,1.2,39.1,0.2,1.1,16.7,1.0,2.2,44.0,1.1,3.4,32.9
13,Alize Johnson,SAS,26,2.3,6.3,36.0,0.8,1.8,42.9,0.0,0.3,0.0,0.3,1.3,25.0,1.0,2.7,37.5,1.5,3.3,46.2
14,Alondes Williams,BKN,23,3.0,5.0,60.0,1.0,1.0,100,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,11.3,16.9,66.7,2.5,5.4,45.8,1.8,4.0,44.8,1.2,2.9,41.4,3.1,8.2,38.2,6.1,15.3,39.7
16,Amir Coffey,LAC,25,5.8,9.7,60.0,1.2,3.2,37.8,0.9,1.8,49.4,0.8,1.5,54.1,1.2,3.2,36.3,2.4,6.6,36.8
17,Andre Drummond,CHI,29,4.5,7.1,63.1,1.2,2.6,44.8,0.5,1.4,38.7,0.5,1.1,41.6,1.3,4.0,32.8,2.3,6.1,36.7
18,Andre Iguodala,GSW,39,4.3,7.1,59.6,2.1,4.0,53.1,1.9,3.6,51.7,1.0,2.9,34.8,1.1,2.9,39.1,2.0,6.4,31.4
19,Andrew Nembhard,IND,23,11.7,19.2,61.0,3.0,6.0,50.1,1.8,4.1,44.3,1.2,2.9,43.2,2.9,7.5,38.2,4.5,11.6,38.8
20,Andrew Wiggins,GSW,28,10.7,16.2,66.1,4.8,10.4,46.0,1.9,5.2,36.1,1.9,4.1,47.1,3.1,8.5,36.4,5.4,14.9,36.1
21,Anfernee Simons,POR,23,15.2,23.6,64.2,2.9,6.5,44.3,2.0,4.7,41.3,1.8,4.1,43.5,3.3,9.0,36.7,5.4,15.0,36.4
22,Anthony Davis,LAL,30,13.0,20.5,63.4,3.2,7.6,42.8,2.7,6.1,43.6,2.2,4.9,44.7,3.6,9.6,37.6,5.3,16.0,32.7
23,Anthony Edwards,MIN,21,14.2,22.7,62.7,3.2,7.4,43.1,2.7,6.1,43.7,1.5,3.9,38.1,4.0,11.1,35.8,5.2,14.3,36.3
