,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,LeBron James,LAL,38,47,47,100,11.3,22.5,50.2,55.0,69.3,9.2,15.6,58.8,30.7,2.1,6.9,30.8
1,Luka Doncic,DAL,24,53,53,100,11.2,22.2,50.6,56.7,64.7,8.5,14.3,59.1,35.3,2.7,7.8,35.0
2,Jayson Tatum,BOS,24,59,59,100,9.9,21.3,46.2,53.9,56.6,6.6,12.1,54.5,43.4,3.3,9.3,35.5
3,Giannis Antetokounmpo,MIL,28,50,50,100,11.2,20.7,54.1,56.1,85.8,10.3,17.7,58.4,14.2,0.8,2.9,28.6
4,Damian Lillard,POR,32,49,49,100,9.8,20.6,47.2,57.5,45.6,5.5,9.4,58.6,54.4,4.2,11.2,37.7
5,Ja Morant,MEM,23,52,52,100,9.6,20.6,46.5,50.3,75.2,8.0,15.5,51.5,24.8,1.6,5.1,31.3
6,Joel Embiid,PHI,28,48,48,100,10.9,20.6,53.2,55.7,85.0,9.9,17.5,56.6,15.0,1.0,3.1,33.8
7,Devin Booker,PHX,26,36,36,100,9.7,20.3,47.7,53.0,69.5,7.5,14.1,53.3,30.5,2.2,6.2,35.1
8,Jaylen Brown,BOS,26,51,51,100,9.8,20.2,48.5,54.7,63.1,7.3,12.8,57.1,36.9,2.5,7.5,33.7
9,Shai Gilgeous-Alexander,OKC,24,54,54,100,10.2,20.2,50.7,52.8,87.3,9.4,17.6,53.1,12.7,0.9,2.6,33.9
10,Kyrie Irving,DAL,30,47,47,100,9.8,20.1,48.7,56.6,57.7,6.6,11.6,57.0,42.3,3.2,8.5,37.4
11,Donovan Mitchell,CLE,26,54,54,100,9.6,20.0,48.1,57.2,52.8,6.0,10.6,56.4,47.2,3.7,9.5,38.8
12,LaMelo Ball,CHA,21,36,36,100,8.2,20.0,41.1,51.0,46.9,4.2,9.4,44.9,53.1,4.0,10.6,37.6
13,Stephen Curry,GSW,34,37,37,100,9.9,20.0,49.5,61.9,42.4,5.0,8.5,58.5,57.6,5.0,11.5,43.0
14,Trae Young,ATL,24,55,55,100,8.5,19.9,42.9,48.4,66.7,6.4,13.3,48.0,33.3,2.2,6.6,32.6
15,Anthony Edwards,MIN,21,64,64,100,8.9,19.5,45.7,52.5,62.6,6.3,12.2,51.4,37.4,2.6,7.3,36.3
16,Pascal Siakam,TOR,28,53,53,100,9.0,18.9,47.7,51.5,78.1,7.6,14.8,51.4,21.9,1.4,4.2,34.5
17,Terry Rozier,CHA,28,53,53,100,7.8,18.9,41.5,48.5,57.4,5.2,10.8,48.0,42.6,2.6,8.0,32.8
18,Klay Thompson,GSW,33,49,49,100,7.9,18.7,42.4,54.3,41.7,3.5,7.8,44.7,58.3,4.4,10.9,40.7
19,Cade Cunningham,DET,21,12,12,100,7.8,18.7,41.5,45.3,72.8,6.3,13.6,46.6,27.2,1.4,5.1,28.0
20,Kevin Durant,PHX,34,40,40,100,10.4,18.6,56.0,60.9,74.3,8.6,13.8,62.4,25.7,1.8,4.8,37.7
21,Julius Randle,NYK,28,64,64,100,8.5,18.3,46.4,54.0,55.8,5.7,10.2,55.6,44.2,2.8,8.1,34.7
22,De'Aaron Fox,SAC,25,55,55,100,9.4,18.3,51.5,55.9,73.9,7.8,13.5,58.0,26.1,1.6,4.8,33.1
23,Brandon Ingram,NOP,25,28,28,100,8.5,18.2,46.9,51.4,77.3,6.9,14.1,49.0,22.7,1.6,4.1,39.6
24,Kyle Kuzma,WAS,27,56,56,100,8.1,18.1,44.5,51.5,57.6,5.5,10.4,53.0,42.4,2.5,7.7,33.1
25,CJ McCollum,NOP,31,56,56,100,7.9,18.1,43.6,51.2,59.6,5.1,10.8,47.5,40.4,2.8,7.3,37.8
26,Dejounte Murray,ATL,26,57,56,100,8.4,18.1,46.6,52.2,68.7,6.3,12.4,51.2,31.3,2.0,5.7,36.3
27,DeMar DeRozan,CHI,33,56,56,100,9.0,17.8,50.8,52.2,91.3,8.6,16.2,52.7,8.7,0.5,1.6,31.0
28,Zach LaVine,CHI,27,58,58,100,8.4,17.7,47.6,55.4,58.7,5.7,10.4,54.5,41.3,2.8,7.3,37.9
29,Jalen Green,HOU,21,56,56,100,7.3,17.7,41.0,48.2,57.1,4.7,10.1,46.4,42.9,2.6,7.6,33.8
30,Keldon Johnson,SAS,23,54,54,100,7.9,17.6,44.9,50.9,62.7,5.8,11.0,52.6,37.3,2.1,6.6,31.9
31,Paul George,LAC,32,47,47,100,8.1,17.6,46.2,54.5,56.4,5.2,9.9,52.3,43.6,2.9,7.7,38.4
32,Jalen Brunson,NYK,26,60,60,100,8.5,17.5,48.5,53.9,73.6,6.6,12.9,51.2,26.4,1.9,4.6,41.0
33,Kelly Oubre Jr.,CHA,27,39,39,100,7.3,17.3,42.3,48.8,58.7,5.1,10.1,50.1,41.3,2.2,7.1,31.3
34,Anthony Davis,LAL,29,38,37,100,9.6,17.2,56.0,57.0,91.7,9.3,15.8,58.9,8.3,0.3,1.4,23.9
35,Bradley Beal,WAS,29,39,39,100,8.9,17.1,51.8,56.7,73.2,7.2,12.5,57.3,26.8,1.7,4.6,36.8
36,Tyler Herro,MIA,23,49,49,100,7.3,17.1,42.9,51.7,52.3,4.3,8.9,48.4,47.7,3.0,8.1,36.9
37,Jordan Clarkson,UTA,30,60,60,100,7.5,16.9,44.5,52.2,55.4,5.0,9.4,52.8,44.6,2.6,7.5,34.2
38,Anfernee Simons,POR,23,57,57,100,7.5,16.8,44.8,55.0,45.9,4.1,7.7,53.0,54.1,3.4,9.1,37.8
39,Lauri Markkanen,UTA,25,57,57,100,8.5,16.7,51.2,60.3,55.4,5.5,9.3,59.4,44.6,3.0,7.5,40.9
40,Kawhi Leonard,LAC,31,37,37,100,8.3,16.5,50.6,56.2,72.3,6.5,11.9,54.3,27.7,1.9,4.6,40.7
41,Jordan Poole,GSW,23,61,61,100,7.0,16.3,43.1,51.2,50.8,4.4,8.3,53.0,49.2,2.6,8.0,32.9
42,Fred VanVleet,TOR,29,51,51,100,6.3,16.2,39.0,48.1,46.3,3.4,7.5,44.9,53.7,3.0,8.7,33.9
43,Darius Garland,CLE,23,55,55,100,7.6,16.2,47.0,55.1,62.2,5.0,10.1,49.9,37.8,2.6,6.1,42.4
44,Jamal Murray,DEN,26,49,49,100,7.3,16.1,45.6,53.2,60.5,4.9,9.8,50.0,39.5,2.5,6.4,38.8
45,Zion Williamson,NOP,22,29,29,100,9.8,16.1,61.0,61.8,95.9,9.6,15.4,62.1,4.1,0.2,0.7,36.4
46,Desmond Bane,MEM,24,39,39,100,7.6,16.1,47.0,56.3,55.8,4.6,9.0,51.2,44.2,3.0,7.1,41.8
47,RJ Barrett,NYK,22,57,57,100,6.9,16.0,42.9,48.5,66.5,5.1,10.6,47.7,33.5,1.8,5.3,33.5
48,Devin Vassell,SAS,22,29,29,100,7.1,16.0,44.5,53.3,56.2,4.3,9.0,47.7,43.8,2.8,7.0,40.4
49,Jrue Holiday,MIL,32,51,51,100,7.5,15.9,47.2,54.7,60.1,5.1,9.6,53.6,39.9,2.4,6.3,37.6
50,Bam Adebayo,MIA,25,58,58,100,8.4,15.6,53.8,53.8,98.7,8.4,15.4,54.4,1.3,0.0,0.2,9.5
51,Tyrese Maxey,PHI,22,42,42,100,7.1,15.6,45.6,53.0,61.9,4.8,9.6,49.7,38.1,2.3,5.9,39.0
52,Paolo Banchero,ORL,20,56,56,100,6.5,15.4,41.9,45.5,73.9,5.4,11.4,47.2,26.1,1.1,4.0,27.1
53,Kevin Porter Jr.,HOU,22,41,41,100,6.6,15.3,43.5,50.6,58.6,4.4,8.9,49.6,41.4,2.2,6.3,34.8
54,Kristaps Porzingis,WAS,27,51,51,100,7.4,15.2,48.7,55.5,64.0,5.3,9.7,54.9,36.0,2.1,5.5,37.7
55,Tyrese Haliburton,IND,23,51,51,100,7.2,14.9,48.2,57.8,52.0,4.3,7.8,55.9,48.0,2.8,7.1,39.8
56,Gary Trent Jr.,TOR,24,54,54,100,6.4,14.8,43.4,52.5,50.8,3.8,7.5,49.9,49.2,2.7,7.3,36.8
57,Nikola Jokic,DEN,28,55,55,100,9.4,14.8,63.3,66.1,86.1,8.6,12.8,67.1,13.9,0.8,2.0,40.0
58,Bojan Bogdanovic,DET,33,58,58,100,7.2,14.8,48.9,57.2,60.2,4.8,8.9,53.8,39.8,2.5,5.9,41.5
59,Jerami Grant,POR,28,57,57,100,7.0,14.6,48.1,55.9,61.3,4.7,8.9,53.0,38.7,2.3,5.7,40.4
60,James Harden,PHI,33,45,45,100,6.5,14.6,44.8,54.7,49.5,3.6,7.2,50.4,50.5,2.9,7.4,39.3
61,Josh Giddey,OKC,20,57,57,100,7.0,14.4,48.5,51.6,79.8,6.1,11.5,53.0,20.2,0.9,2.9,30.6
62,Karl-Anthony Towns,MIN,27,21,21,100,7.3,14.4,50.5,56.8,61.4,5.5,8.9,61.9,38.6,1.8,5.6,32.5
63,Andrew Wiggins,GSW,28,36,36,100,6.8,14.2,47.5,56.0,57.6,4.3,8.2,52.9,42.4,2.4,6.0,40.1
64,Nikola Vucevic,CHI,32,62,62,100,7.3,14.1,51.5,57.4,67.1,5.6,9.4,59.4,32.9,1.6,4.6,35.6
65,Franz Wagner,ORL,21,62,62,100,6.8,14.1,48.6,54.5,67.6,5.2,9.5,54.2,32.4,1.7,4.5,36.9
66,Dillon Brooks,MEM,27,56,56,100,5.5,13.9,39.1,45.7,58.5,3.6,8.1,44.3,41.5,1.8,5.8,31.8
67,Jimmy Butler,MIA,33,48,48,100,7.2,13.8,52.0,53.9,88.3,6.7,12.2,54.7,11.7,0.5,1.6,31.9
68,Mikal Bridges,BKN,26,63,63,100,6.5,13.8,47.0,53.7,66.2,4.7,9.2,50.8,33.8,1.9,4.7,39.7
69,Russell Westbrook,LAC,34,55,55,100,5.8,13.8,42.2,46.6,70.8,4.6,9.8,47.1,29.2,1.2,4.0,30.2
70,Deandre Ayton,PHX,24,54,54,100,8.2,13.8,59.2,59.7,96.9,8.0,13.3,60.2,3.1,0.1,0.4,30.2
71,O.G. Anunoby,TOR,25,49,49,100,6.1,13.4,45.4,52.2,61.8,4.2,8.3,51.1,38.2,1.8,5.1,35.9
72,Buddy Hield,IND,30,63,63,100,6.1,13.4,45.3,59.4,33.8,2.3,4.5,50.7,66.2,3.8,8.9,42.6
73,D'Angelo Russell,LAL,27,58,58,100,6.2,13.3,46.4,56.4,48.6,3.5,6.5,54.3,51.4,2.7,6.8,39.1
74,Scottie Barnes,TOR,21,60,60,100,6.0,13.2,45.1,48.7,76.6,5.0,10.1,49.6,23.4,0.9,3.1,30.6
75,Spencer Dinwiddie,BKN,29,61,61,100,5.8,13.0,44.8,54.4,51.1,3.3,6.7,50.0,48.9,2.5,6.4,39.3
