,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,4.0,4.8,82.5,1.3,2.9,45.7,1.1,2.2,50.0,0.3,0.8,33.3,0.3,0.9,33.3,0.4,1.2,33.3,1.5,4.1,37.7
1,AJ Green,MIL,23,3.8,5.6,68.1,2.1,4.6,45.7,0.9,2.3,41.7,0.3,1.0,26.1,0.3,0.9,30.0,0.5,1.7,27.9,2.1,5.9,34.8
2,AJ Griffin,ATL,19,7.8,12.3,63.8,2.5,6.0,42.3,1.8,4.1,44.4,0.9,2.1,42.7,0.7,1.8,39.7,1.5,3.7,41.4,3.3,10.2,32.7
3,Aaron Gordon,DEN,27,11.7,16.7,70.0,4.9,11.6,41.8,2.7,6.5,41.5,1.1,3.3,34.1,1.0,2.6,40.1,2.1,5.8,36.7,5.1,15.0,33.8
4,Aaron Holiday,ATL,26,6.0,8.9,67.7,1.5,4.1,35.7,0.9,2.5,38.4,0.7,1.5,49.4,0.5,1.4,39.2,1.1,2.5,44.4,2.4,6.9,34.5
5,Aaron Nesmith,IND,23,9.8,15.2,64.3,4.0,8.5,47.5,2.2,5.2,41.7,1.1,2.7,40.2,1.1,2.4,47.3,2.2,5.0,43.4,4.7,12.3,38.3
6,Aaron Wiggins,OKC,24,6.8,10.3,66.0,2.8,6.5,43.1,1.5,3.4,42.9,0.9,2.3,41.7,0.7,2.2,31.4,1.5,4.2,36.6,3.6,9.7,37.5
7,Admiral Schofield,ORL,26,3.9,5.6,70.0,1.7,3.5,47.2,0.8,2.3,35.8,0.4,1.1,40.0,0.9,1.7,51.0,1.2,2.6,46.8,2.8,7.6,37.0
8,Al Horford,BOS,36,10.5,15.2,69.0,5.2,12.3,42.0,3.6,8.0,44.9,0.7,2.0,35.7,0.7,2.1,33.6,1.4,4.1,34.6,6.0,17.3,34.7
9,Alec Burks,DET,31,8.6,12.6,68.5,3.7,8.3,44.9,1.8,4.0,45.5,0.9,2.2,40.2,0.7,1.8,40.7,1.6,3.9,40.4,3.6,11.2,32.6
