,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,24,62,62,53.3,4.6,11.8,39.2,49.5,21.6,2.2,4.8,45.9,31.8,2.4,7.0,34.7
1,Devin Booker,PHX,26,49,48,55.3,5.1,11.3,45.0,50.5,36.8,3.9,7.5,51.4,18.5,1.2,3.8,32.3
2,DeMar DeRozan,CHI,33,68,68,58.2,4.9,10.3,47.6,48.1,56.1,4.8,9.9,48.1,2.1,0.1,0.4,32.4
3,Trae Young,ATL,24,69,69,52.9,4.0,10.2,38.8,47.2,26.7,2.3,5.1,43.8,26.2,1.7,5.1,33.8
4,Kevin Durant,PHX,34,43,43,55.3,5.5,10.1,54.4,58.4,43.3,4.7,8.0,59.1,11.9,0.8,2.2,37.0
5,Damian Lillard,POR,32,58,58,46.7,3.9,9.7,40.5,54.6,11.1,1.2,2.3,50.6,35.5,2.7,7.4,37.2
6,Donovan Mitchell,CLE,26,65,65,46.7,4.0,9.6,42.0,53.5,18.7,1.8,3.8,47.0,28.0,2.2,5.7,38.7
7,Brandon Ingram,NOP,25,40,40,51.7,4.1,9.5,42.9,44.7,46.1,3.7,8.5,44.0,5.6,0.3,1.0,34.0
8,Kyrie Irving,DAL,31,57,57,46.6,4.2,9.3,45.6,54.7,23.9,2.5,4.8,53.3,22.7,1.7,4.5,37.5
9,Shai Gilgeous-Alexander,OKC,24,64,64,44.7,4.2,9.1,46.1,49.6,36.2,3.6,7.4,48.4,8.5,0.6,1.7,36.6
10,Stephen Curry,GSW,35,50,50,44.4,4.2,9.0,46.5,62.4,13.8,1.3,2.8,47.1,30.6,2.9,6.2,46.2
11,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
12,Jamal Murray,DEN,26,62,62,53.2,3.5,8.6,40.2,48.9,30.0,2.0,4.8,40.6,23.3,1.5,3.8,39.8
13,De'Aaron Fox,SAC,25,68,68,47.2,3.6,8.6,41.4,46.3,32.5,2.7,5.9,46.0,14.7,0.8,2.7,31.3
14,Dejounte Murray,ATL,26,69,67,47.6,4.0,8.6,46.2,50.1,37.9,3.3,6.8,48.3,9.8,0.7,1.8,38.3
15,Kawhi Leonard,LAC,31,47,46,50.6,4.1,8.4,48.7,53.6,38.4,3.3,6.4,51.6,12.2,0.8,2.0,40.1
16,CJ McCollum,NOP,31,70,70,46.5,3.5,8.3,41.8,48.5,29.6,2.4,5.3,44.6,16.9,1.1,3.0,36.9
17,Chris Paul,PHX,37,55,54,73.4,3.5,8.3,42.5,47.6,48.6,2.7,5.5,49.0,24.8,0.8,2.8,30.0
18,Terry Rozier,CHA,29,63,63,44.1,3.1,8.3,37.3,45.6,20.9,1.7,3.9,43.8,23.2,1.4,4.3,31.5
19,LaMelo Ball,CHA,21,36,36,40.8,3.0,8.2,36.7,47.6,15.3,1.2,3.1,39.9,25.5,1.8,5.1,34.8
20,Tyler Herro,MIA,23,63,63,48.5,3.2,8.1,39.2,48.1,24.9,1.7,4.2,41.5,23.7,1.5,4.0,36.8
21,Paul George,LAC,32,56,56,45.3,3.2,8.1,39.3,47.7,24.3,1.8,4.4,42.2,21.0,1.4,3.8,36.1
22,Jalen Brunson,NYK,26,66,66,46.9,3.6,8.1,44.6,50.9,31.0,2.6,5.4,48.3,15.9,1.0,2.8,37.3
23,Anthony Edwards,MIN,21,74,74,41.7,2.9,8.1,35.5,45.3,17.7,1.3,3.4,37.4,24.0,1.6,4.7,34.0
24,Zach LaVine,CHI,28,71,71,43.2,3.0,7.8,38.4,47.0,21.7,1.6,3.9,42.3,21.5,1.3,3.9,34.6
25,Fred VanVleet,TOR,29,64,64,47.1,2.9,7.7,38.2,48.2,19.3,1.4,3.1,44.9,27.9,1.5,4.5,33.6
26,James Harden,PHI,33,54,54,52.3,3.0,7.7,39.1,52.1,15.8,1.0,2.3,44.2,36.5,2.0,5.3,37.0
27,Tyrese Haliburton,IND,23,56,56,49.6,3.1,7.5,41.7,56.4,13.1,0.9,2.0,47.4,36.5,2.2,5.5,39.8
28,Anfernee Simons,POR,23,62,62,44.1,2.9,7.4,39.5,49.3,19.6,1.5,3.3,44.4,24.5,1.5,4.1,35.6
29,Ja Morant,MEM,23,57,57,36.0,2.8,7.3,38.4,45.1,20.1,1.8,4.1,44.8,15.9,1.0,3.3,30.2
30,Darius Garland,CLE,23,66,66,44.8,3.1,7.3,42.2,51.5,23.4,1.7,3.8,45.5,21.4,1.4,3.5,38.8
31,Bradley Beal,WAS,29,50,49,41.5,3.2,7.3,44.2,49.2,29.1,2.5,5.1,49.0,12.4,0.7,2.2,33.0
32,Jrue Holiday,MIL,32,64,64,47.7,2.9,7.3,39.8,50.3,19.7,1.4,3.0,45.3,28.0,1.5,4.3,35.8
33,Jalen Green,HOU,21,71,71,41.0,2.6,7.3,35.5,44.1,18.3,1.3,3.2,40.7,22.7,1.3,4.0,31.0
34,Kevin Porter Jr.,HOU,22,55,55,48.3,2.8,7.2,38.2,48.1,19.2,1.3,2.9,46.7,29.1,1.4,4.3,32.8
35,Joel Embiid,PHI,29,62,62,34.9,3.0,7.0,43.0,44.9,29.2,2.8,5.9,47.0,5.8,0.3,1.2,22.4
36,Devin Vassell,SAS,22,38,38,44.5,2.8,7.0,40.0,44.2,31.4,2.2,4.9,44.9,13.1,0.6,2.0,28.3
37,Jayson Tatum,BOS,25,71,71,32.6,2.1,6.9,30.6,41.1,9.7,0.7,2.1,33.0,23.0,1.4,4.9,29.7
38,Julius Randle,NYK,28,77,76,35.8,2.6,6.7,39.3,46.9,19.5,1.6,3.6,44.2,16.3,1.0,3.0,33.3
39,Jaylen Brown,BOS,26,65,65,30.9,2.6,6.3,40.9,47.6,18.4,1.8,3.8,46.3,12.5,0.8,2.6,33.1
40,LeBron James,LAL,38,49,49,28.6,2.1,6.3,32.5,38.7,16.2,1.3,3.6,35.4,12.4,0.8,2.8,29.0
41,Klay Thompson,GSW,33,64,64,34.8,2.5,6.3,39.8,48.4,19.7,1.4,3.6,39.7,15.1,1.1,2.8,39.6
42,Pascal Siakam,TOR,28,66,66,33.4,2.6,6.2,41.8,44.3,27.6,2.3,5.1,44.7,5.8,0.3,1.1,27.8
43,D'Angelo Russell,LAL,27,66,65,45.8,2.6,6.2,42.9,52.6,22.9,1.4,3.1,46.9,22.9,1.2,3.1,38.8
44,Jordan Poole,GSW,23,76,75,38.4,2.0,6.0,33.8,42.8,15.5,1.0,2.4,39.5,22.9,1.1,3.6,30.1
45,Jordan Clarkson,UTA,30,61,61,35.2,2.4,6.0,39.7,49.7,14.6,1.2,2.5,47.2,20.7,1.2,3.5,34.4
46,Gary Trent Jr.,TOR,24,63,63,41.2,2.3,5.9,39.0,44.4,26.2,1.7,3.8,44.4,15.0,0.6,2.2,29.2
47,Khris Middleton,MIL,31,31,31,47.0,2.5,5.9,41.5,48.1,28.0,1.7,3.5,47.7,19.0,0.8,2.4,32.2
48,Paolo Banchero,ORL,20,69,69,36.3,2.0,5.7,34.9,38.8,25.0,1.6,3.9,39.6,11.3,0.4,1.8,24.3
49,Mikal Bridges,BKN,26,77,77,38.0,2.6,5.7,45.7,48.9,31.9,2.2,4.7,47.0,6.1,0.3,0.9,38.5
50,Tyrese Maxey,PHI,22,57,57,36.3,2.3,5.6,41.6,50.2,19.8,1.4,3.1,44.6,16.4,1.0,2.5,37.8
51,Bojan Bogdanovic,DET,33,58,58,37.8,2.5,5.6,43.7,48.8,26.1,1.9,3.9,48.7,11.8,0.6,1.7,32.8
52,Desmond Bane,MEM,24,53,53,34.6,2.4,5.6,43.1,55.6,13.6,1.0,2.2,45.7,21.0,1.4,3.4,41.4
53,Killian Hayes,DET,21,69,69,52.0,2.0,5.5,37.1,39.5,41.2,1.8,4.3,40.9,10.8,0.3,1.1,23.0
54,Spencer Dinwiddie,BKN,29,74,73,41.1,2.0,5.5,36.9,47.8,15.0,0.8,2.0,41.2,26.1,1.2,3.5,34.3
55,Dillon Brooks,MEM,27,69,69,37.3,1.8,5.1,35.0,40.8,21.9,1.2,3.0,39.4,15.4,0.6,2.1,28.2
56,Gordon Hayward,CHA,33,50,50,42.5,2.2,4.9,43.7,45.7,36.3,2.0,4.2,46.4,6.2,0.2,0.7,27.8
57,Jaden Ivey,DET,21,67,66,38.2,1.8,4.9,35.8,42.2,21.9,1.1,2.8,40.1,16.4,0.6,2.1,30.1
58,Giannis Antetokounmpo,MIL,28,61,60,23.8,1.5,4.8,31.8,35.5,16.1,1.2,3.3,36.0,7.7,0.4,1.6,22.9
59,Alec Burks,DET,31,50,50,52.7,2.0,4.7,42.6,51.9,28.0,1.1,2.5,45.2,24.7,0.9,2.2,39.6
60,Immanuel Quickley,NYK,23,76,74,42.1,1.8,4.6,39.2,48.0,20.3,1.0,2.2,44.6,21.7,0.8,2.4,34.3
61,Kyle Kuzma,WAS,27,64,62,25.1,1.5,4.5,32.8,40.9,12.3,0.7,2.2,33.3,12.9,0.7,2.3,31.7
62,Mike Conley,MIN,35,62,62,47.5,1.5,4.3,35.2,46.6,14.2,0.5,1.3,41.1,33.3,1.0,3.0,32.5
63,Cam Thomas,BKN,21,53,47,54.6,1.6,4.3,37.6,43.8,35.3,1.1,2.8,39.3,19.3,0.5,1.5,35.1
64,Bones Hyland,LAC,22,51,51,41.1,1.5,4.2,36.0,48.8,13.2,0.4,1.4,31.9,27.8,1.1,2.8,38.0
65,Tre Jones,SAS,23,61,60,37.6,1.6,4.1,37.8,38.6,33.4,1.5,3.7,40.7,4.2,0.1,0.5,15.2
