,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,2.7,3.2,85.7,0.9,1.8,50.0,0.9,1.7,53.3,0.2,0.8,20.0,0.2,0.2,100,0.3,0.8,33.3,0.8,2.5,33.3
1,AJ Green,MIL,23,3.6,5.5,66.1,2.1,4.5,46.4,0.9,2.2,40.3,0.2,1.0,22.7,0.3,0.9,31.6,0.5,1.7,26.8,2.1,5.9,34.7
2,AJ Griffin,ATL,19,7.7,12.1,63.9,2.5,6.0,42.2,1.8,4.1,43.8,0.9,2.1,43.4,0.8,1.9,40.5,1.6,3.7,42.1,3.2,9.9,32.0
3,Aaron Gordon,DEN,27,11.5,16.5,70.0,4.8,11.5,42.0,2.8,6.5,42.3,1.2,3.3,34.7,1.0,2.6,39.5,2.1,5.8,36.8,5.0,14.9,33.7
4,Aaron Holiday,ATL,26,6.1,8.9,68.0,1.5,4.1,36.1,0.9,2.5,37.4,0.8,1.5,50.0,0.6,1.4,40.0,1.2,2.6,45.1,2.2,6.7,33.1
5,Aaron Nesmith,IND,23,9.7,15.0,64.4,4.0,8.5,47.1,2.3,5.4,42.1,1.1,2.7,39.7,1.1,2.4,47.8,2.2,5.0,43.4,4.6,12.2,37.7
6,Aaron Wiggins,OKC,24,6.8,10.4,65.8,2.7,6.4,42.5,1.4,3.4,42.3,1.0,2.3,41.8,0.7,2.2,32.6,1.6,4.2,37.3,3.6,9.6,37.5
7,Admiral Schofield,ORL,26,3.9,5.5,70.7,1.4,3.2,43.6,0.8,2.3,34.7,0.4,1.0,38.5,0.9,1.7,53.5,1.2,2.6,47.8,2.4,6.9,35.2
8,Al Horford,BOS,36,10.5,15.3,68.9,5.1,12.3,41.8,3.6,8.0,45.1,0.7,2.0,34.7,0.7,2.2,33.9,1.4,4.0,34.3,6.0,17.4,34.7
9,Alec Burks,DET,31,8.6,12.6,68.5,3.7,8.3,44.9,1.8,4.0,45.5,0.9,2.2,40.2,0.7,1.8,40.7,1.6,3.9,40.4,3.6,11.2,32.6
10,Aleksej Pokusevski,OKC,21,8.0,12.7,63.3,3.1,7.1,43.6,1.6,3.8,41.9,1.1,2.5,43.5,1.0,2.8,36.5,2.0,5.0,40.0,4.4,10.7,40.8
11,Alex Caruso,CHI,29,7.7,11.8,65.4,2.5,6.3,40.3,2.1,4.9,42.1,0.9,2.3,40.0,0.8,2.2,34.3,1.7,4.5,37.2,4.8,13.5,35.4
12,Alex Len,SAC,29,1.9,3.0,63.3,0.4,1.5,28.6,0.4,1.6,25.0,0.3,0.6,42.9,0.7,1.2,54.5,0.6,1.3,50.0,1.1,3.2,32.8
13,Alize Johnson,SAS,26,2.3,5.5,40.9,0.8,2.8,27.3,0.3,1.3,25.0,1.0,1.0,100,0.3,1.7,20.0,0.7,2.0,33.3,1.8,3.8,46.7
14,Alondes Williams,BKN,23,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,-,-,-,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,10.2,14.7,69.0,4.6,9.7,47.5,2.2,5.6,39.8,1.2,2.7,43.2,0.9,2.6,34.4,2.0,5.3,38.8,7.0,17.6,39.8
16,Amir Coffey,LAC,25,5.3,8.3,64.2,2.1,5.2,40.3,1.2,2.4,49.5,0.6,1.6,34.6,0.6,1.8,31.6,0.9,2.9,33.0,2.7,7.2,37.1
17,Andre Drummond,CHI,29,4.3,6.7,64.1,1.6,3.6,45.1,0.9,2.4,39.0,0.5,1.7,28.1,0.4,1.2,30.9,0.8,2.6,29.3,2.7,7.3,36.8
18,Andre Iguodala,GSW,39,3.1,5.1,61.0,4.4,7.8,56.5,2.0,5.1,39.0,0.6,1.1,55.6,0.0,1.0,0.0,0.6,1.8,35.7,2.3,7.1,31.6
19,Andrew Nembhard,IND,23,10.6,17.0,62.7,4.7,9.7,48.5,2.4,5.8,41.4,1.1,3.0,35.3,1.0,2.3,41.0,2.0,5.3,37.7,5.1,13.2,38.5
20,Andrew Wiggins,GSW,28,9.1,13.1,69.4,7.4,15.9,46.1,3.4,8.1,41.3,1.2,3.2,38.5,0.9,2.5,36.2,2.1,5.7,37.4,6.0,16.9,35.4
