Unnamed: 0.1,trad_player,trad_team,trad_season,Unnamed: 0,trad_unnamed: 0,trad_min,trad_pts,trad_fgm,trad_fga,trad_fg%,trad_3pm,trad_3pa,trad_3p%,trad_ftm,trad_fta,trad_ft%,trad_oreb,trad_dreb,trad_reb,trad_ast,trad_stl,trad_blk,trad_tov,trad_pf,trad_+/-,adv_unnamed: 0,adv_min,adv_offrtg,adv_defrtg,adv_netrtg,adv_ast%,adv_ast/to,adv_ast ratio,adv_oreb%,adv_dreb%,adv_reb%,adv_to_ratio,adv_efg%,adv_ts%,adv_usg%,adv_pace,adv_pie,adv_season,player,position_bbref,position_season,team,PG_est_%,SG_est_%,SF_est_%,PF_est_%,C_est_%,position,season,height_inches,height_inches_nba_com,wingspan_inches,height_final,wingspan_final,secondary_position,primary_position_bbref,PM_defensive_FG,coverage_area,PM_coverage_area,PM_defensive_boxouts,PM_offensive_boxouts,PM_Adv_Rebounding,PM_Trad_Rebounding,PM_speed_score,PM_loose_balls_recovered,PM_Iso_Defense,PM_matchup_difficulty,True_Shooting,Total_Shots,PM_True_Shooting,Open_3,Open_3_Attempts,PM_Open_3,PM_Guarded_3,PM_Guarded_3_Attempts,PM_TOV_Rato,Ball_Handler_PPP,Ball_Handler_Freq,PM_Ball_Handler,Iso_PPP,Iso_Freq,PM_Iso,PM_Shot_Creation,Shotclock_FG,Shotclock_Attempts,PM_Pressure_Scoring,Drive_FG,Drive_Attempts,PM_Driving_Offense,PM_Passing,CS_3P%,CS_3PA,PM_Catch_Shoot
3599,Andre Drummond,DET,2018,169634.0,2082.0,33.0,17.0,7.0,13.0,54.0,0.0,0.0,5.0,3.0,5.0,54.0,5.0,10.0,16.0,1.0,2.0,2.0,2.0,3.0,2.0,2096.0,34.0,112.0,108.0,4.0,7.0,1.0,7.0,15.0,32.0,23.0,12.0,54.0,55.0,23.0,98.0,16.0,2018.0,Andre Drummond,C,2018.0,DET,0.0,0.0,0.0,0.0,100.0,C,2016.0,81.75,83.0,90.25,81.75,90.25,,C,0.4175126903553299,3688.96875,0.7596932870370371,0.016497461928934,0.9860406091370558,0.925925925925926,0.9949363425925926,0.2119289340101522,0.7550761421319797,0.6638888888888889,69.2,0.3655960648148148,0.9302662037037036,0.506763599537037,0.4542372881355932,0.5008474576271187,0.4658898305084746,0.4658898305084746,0.5008474576271187,0.5591724537037037,,,0.4843082317391455,0.6638888888888889,0.375,0.5916666666666667,0.8642131979695431,0.3146788990825688,0.9954128440366972,0.4848623853211009,0.3007614213197969,0.7373096446700508,0.4098984771573604,0.1840101522842639,0.3895939086294416,0.5063451776649747,0.4187817258883248
3743,Andre Drummond,LAL,2020,221349.0,1644.0,25.0,12.0,5.0,9.0,51.0,0.0,0.0,0.0,2.0,4.0,47.0,3.0,7.0,10.0,1.0,1.0,1.0,2.0,4.0,0.0,1624.0,25.0,110.0,109.0,1.0,10.0,1.0,10.0,12.0,30.0,21.0,16.0,51.0,53.0,22.0,99.0,11.0,2020.0,Andre Drummond,C,2020.0,TOT,0.0,0.0,0.0,3.0,97.0,C,2016.0,81.75,83.0,90.25,81.75,90.25,,C,0.6948529411764706,3688.96875,0.8268921095008052,0.0281862745098039,0.9816176470588236,0.9359328272371752,0.8783068783068783,0.0992647058823529,0.4963235294117647,0.8854166666666666,35.20188418106572,0.3293075684380032,0.8082585691281343,0.449045318610536,0.4864130434782608,0.5009057971014492,0.490036231884058,0.490036231884058,0.5009057971014492,0.8182654704393835,,,0.4338132125498831,0.2142857142857142,0.7781954887218046,0.3552631578947368,0.8198529411764706,0.2648183556405353,0.9321223709369024,0.4316443594646271,0.2732843137254901,0.9375,0.4393382352941176,0.758578431372549,0.2193627450980392,0.4080882352941176,0.2665441176470588
3851,Andre Drummond,PHI,2021,235002.0,2387.0,18.0,6.0,3.0,5.0,54.0,0.0,0.0,0.0,1.0,2.0,30.0,3.0,6.0,9.0,2.0,1.0,1.0,2.0,2.0,-0.0,2381.0,18.0,105.0,106.0,-1.0,16.0,1.0,22.0,13.0,32.0,23.0,19.0,54.0,55.0,17.0,99.0,15.0,2021.0,Andre Drummond,C,2021.0,TOT,0.0,0.0,0.0,1.0,99.0,C,2016.0,81.75,83.0,90.25,81.75,90.25,,C,0.3480805401521473,3688.96875,0.8180499776885319,0.2381614396518434,0.4733396305803007,0.8997099509147702,0.8843150379294957,0.345870965908683,0.4287682818127198,0.4103749332245358,34.98605301513576,0.4860553324408746,0.5770861222668452,0.5088130298973672,,,0.444791589523824,0.4165357129346588,0.4651410353278555,0.8702588130298974,,,0.4201858202665993,,,0.3840219132214663,0.4000194371342706,,,0.4225966177156232,,,0.4515003639337676,0.4263442555831653,,,0.2239896023658975
3959,Andre Iguodala,GSW,2016,116343.0,2214.0,26.0,8.0,3.0,5.0,50.0,1.0,2.0,32.0,1.0,1.0,31.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,7.0,2227.0,26.0,115.0,102.0,13.0,17.0,2.0,34.0,3.0,12.0,7.0,8.0,57.0,59.0,11.0,102.0,10.0,2016.0,Andre Iguodala,SF,2016.0,GSW,0.0,3.0,90.0,8.0,0.0,SF,2016.0,76.5,78.0,83.0,76.5,83.0,,SF,0.5932475884244373,3174.75,0.3467623252391464,0.2833032323791507,0.4617453128866621,0.4229212656364974,0.6497424576894776,0.3810289389067524,0.5016077170418006,0.4254032258064516,67.9,0.9096762325239146,0.3015084621044886,0.7576342899190581,0.9482758620689656,0.3060344827586206,0.7877155172413793,0.7877155172413793,0.3060344827586206,0.3533848417954378,0.5052083333333334,0.1579861111111111,0.4184027777777778,0.4254032258064516,0.4536290322580645,0.4324596774193548,0.1463022508038585,0.9590163934426228,0.2885245901639344,0.7913934426229507,0.9662379421221864,0.0932475884244373,0.7479903536977492,0.914790996784566,0.4517684887459807,0.4019292604501607,0.4393086816720257
3995,Andre Iguodala,GSW,2018,167978.0,1915.0,23.0,6.0,2.0,4.0,49.0,1.0,2.0,25.0,1.0,1.0,22.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,1922.0,23.0,115.0,104.0,11.0,18.0,2.0,38.0,3.0,13.0,8.0,9.0,56.0,57.0,10.0,103.0,9.0,2018.0,Andre Iguodala,SF,2018.0,GSW,3.0,34.0,59.0,5.0,0.0,SF,2016.0,76.5,78.0,83.0,76.5,83.0,,SF,0.4189189189189189,3174.75,0.241235167206041,0.5480480480480481,0.4609609609609609,0.645361380798274,0.6158306364617044,0.1696696696696696,0.7462462462462462,0.0527777777777777,77.7,0.796655879180151,0.2060409924487594,0.6490021574973031,0.2668845315904139,0.3420479302832244,0.2856753812636165,0.2856753812636165,0.3420479302832244,0.6036947141316074,0.6166666666666667,0.1648148148148148,0.5037037037037038,0.0527777777777777,0.1694444444444444,0.0819444444444444,0.1426426426426426,0.8731155778894473,0.2097989949748743,0.707286432160804,0.7432432432432432,0.069069069069069,0.5746996996996997,0.7972972972972973,0.4399399399399399,0.3963963963963964,0.429054054054054
4013,Andre Iguodala,GSW,2021,236685.0,2250.0,19.0,4.0,1.0,4.0,37.0,1.0,2.0,22.0,0.0,1.0,24.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2261.0,19.0,106.0,99.0,7.0,25.0,2.0,40.0,3.0,12.0,8.0,10.0,45.0,47.0,12.0,100.0,10.0,2021.0,Andre Iguodala,SF,2021.0,GSW,1.0,13.0,64.0,21.0,1.0,SF,2016.0,76.5,78.0,83.0,76.5,83.0,,SF,0.060064935064935,3174.75,0.3511858222569716,0.6282467532467533,0.4107142857142857,0.5966901224915299,0.6858222569715924,0.0503246753246753,0.4334415584415584,0.322034825688408,70.0,0.4324993484493094,0.4274172530622882,0.4312288246025541,0.3680203045685279,0.4505076142131979,0.3886421319796954,0.3886421319796954,0.4505076142131979,0.7034141256189732,,,0.3770500933454467,,,0.380514939184728,0.5535714285714286,0.9028268551236748,0.5901060070671378,0.8246466431095405,0.952922077922078,0.0909090909090909,0.7374188311688312,0.9237012987012988,0.125,0.4415584415584415,0.2041396103896103
4032,Andre Iguodala,MIA,2019,199809.0,1008.0,19.0,4.0,2.0,4.0,53.0,1.0,2.0,34.0,0.0,1.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,-2.0,1009.0,19.0,105.0,104.0,0.0,18.0,1.0,28.0,4.0,14.0,9.0,19.0,63.0,64.0,11.0,106.0,8.0,2019.0,Andre Iguodala,SF,2019.0,MIA,0.0,10.0,69.0,21.0,0.0,SF,2016.0,76.5,78.0,83.0,76.5,83.0,,SF,0.1954545454545454,3174.75,0.3653588195841717,0.8106060606060606,0.1984848484848485,0.761234071093226,0.5942320590207915,0.406060606060606,0.3272727272727272,0.4311916253792362,60.0,0.9790409121395036,0.2059020791415157,0.7857562038900067,0.3140096618357488,0.3852657004830918,0.3318236714975845,0.3318236714975845,0.3852657004830918,0.988095238095238,0.4491869918699187,0.2865853658536585,0.4085365853658536,,,0.3000169076687637,0.2606060606060606,0.9466501240694788,0.2419354838709677,0.7704714640198511,0.7318181818181818,0.1136363636363636,0.5772727272727273,0.746969696969697,0.3166666666666666,0.3803030303030303,0.3325757575757576
4050,Andre Iguodala,MIA,2020,213892.0,2172.0,21.0,4.0,2.0,4.0,38.0,1.0,3.0,27.0,0.0,1.0,16.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,-1.0,2151.0,21.0,106.0,109.0,-4.0,15.0,1.0,28.0,3.0,13.0,8.0,15.0,49.0,50.0,11.0,98.0,7.0,2020.0,Andre Iguodala,SF,2020.0,MIA,0.0,24.0,58.0,18.0,0.0,SF,2016.0,76.5,78.0,83.0,76.5,83.0,,SF,0.6341059602649006,3174.75,0.3027777777777777,0.6374172185430463,0.3725165562913907,0.4830409356725146,0.7277777777777777,0.1672185430463576,0.8493377483443708,0.382105124598914,69.6,0.572953216374269,0.4097953216374269,0.5321637426900585,0.699017199017199,0.414004914004914,0.6277641277641277,0.6277641277641277,0.414004914004914,0.9093567251461988,0.0972850678733031,0.169683257918552,0.1153846153846153,,,0.3855448687506065,0.1225165562913907,0.3648293963254593,0.0288713910761154,0.2808398950131233,0.8758278145695364,0.1043046357615894,0.6829470198675497,0.5314569536423841,0.412251655629139,0.5198675496688742,0.4391556291390728
4068,Andre Ingram,LAL,2017,154278.0,178.0,32.0,12.0,4.0,8.0,49.0,2.0,4.0,52.0,2.0,2.0,50.0,0.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,10.0,164.0,32.0,109.0,95.0,13.0,13.0,2.0,22.0,2.0,8.0,5.0,10.0,64.0,65.0,14.0,107.0,10.0,2017.0,Andre Ingram,SG,2017.0,LAL,0.0,52.0,48.0,0.0,0.0,SG,2017.0,0.0,75.0,0.0,75.0,79.75596691048868,,SG,0.9840425531914894,2990.8487591433254,0.2622311827956989,0.0159574468085106,0.1117021276595744,0.4227150537634409,0.6682795698924732,0.4648936170212766,0.9872340425531916,0.3131547968953208,43.0,0.9872311827956988,0.5065860215053763,0.8670698924731182,,,0.3476472633204013,0.3850789377420209,0.2323846873636132,0.5928763440860215,,,0.3587694794830262,,,0.3720103612941214,0.0191489361702127,0.9666123778501629,0.8412052117263844,0.9352605863192184,0.1382978723404255,0.4585106382978723,0.2183510638297872,0.9712765957446808,0.9904255319148936,0.8882978723404256,0.9648936170212764
4074,Andre Ingram,LAL,2018,178251.0,2521.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2533.0,4.0,68.0,77.0,-9.0,0.0,0.0,0.0,3.0,4.0,3.0,25.0,0.0,0.0,21.0,107.0,-44.0,2018.0,Andre Ingram,SG,2018.0,LAL,0.0,81.0,19.0,0.0,0.0,SG,2017.0,0.0,75.0,0.0,75.0,79.75596691048868,,SG,0.0092592592592592,2990.8487591433254,0.1400041177681696,0.8271604938271605,0.1903292181069958,0.0720609429689108,0.0090590899732345,0.1893004115226337,0.0257201646090535,0.4721120135391456,35.5,0.0056619312332715,0.0646489602635371,0.0204086884908379,,,0.4418203938459425,0.2559345414912931,0.1995359158109824,0.9982499485278978,,,0.3990952296477893,,,0.3135149877096208,0.0113168724279835,,,0.3984450586617661,0.0246913580246913,0.0637860082304526,0.0344650205761316,0.0092592592592592,0.0133744855967078,0.0823045267489712,0.0306069958847736
4080,Andre Roberson,BKN,2020,212864.0,2155.0,13.0,1.0,0.0,3.0,5.0,0.0,2.0,7.0,0.0,0.0,10.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,-4.0,2193.0,13.0,93.0,125.0,-32.0,10.0,0.0,17.0,7.0,16.0,11.0,27.0,6.0,7.0,11.0,96.0,1.0,2020.0,Andre Roberson,SG,2020.0,BRK,0.0,0.0,38.0,62.0,0.0,SF,2016.0,78.25,79.0,83.0,78.25,83.0,,SG,0.4077109487732386,3247.375,0.9673086067522588,0.4820546276871377,0.2923004222445215,0.983357108892059,0.587850689491203,0.3434764047508328,0.3439211195754029,0.4239573776515973,31.70436255622433,0.0043984783642415,0.1192344270090347,0.0331074655254398,,,0.414327409244632,0.334600175129727,0.2647498389302667,0.9961959106038992,,,0.4016757864641523,,,0.3928935206932703,0.3854646059374876,,,0.4219450521902016,,,0.2974683197947295,0.3369458158701512,,,0.3720301737359389
4092,Andre Roberson,OKC,2016,116174.0,2173.0,30.0,7.0,3.0,6.0,45.0,1.0,2.0,20.0,1.0,1.0,22.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2167.0,30.0,108.0,105.0,3.0,4.0,0.0,12.0,4.0,12.0,8.0,8.0,50.0,50.0,10.0,99.0,6.0,2016.0,Andre Roberson,SF,2016.0,OKC,0.0,9.0,88.0,3.0,0.0,SF,2016.0,78.25,79.0,83.0,78.25,83.0,,SF,0.3038585209003215,3247.375,0.6160779985283297,0.3779647868298352,0.3929722572421132,0.6193892568064754,0.8015084621044886,0.9019292604501608,0.5016077170418006,0.351124048994761,100.0,0.4394775570272259,0.4626563649742458,0.4452722590139809,0.1584051724137931,0.3060344827586206,0.1953125,0.1953125,0.3060344827586206,0.3533848417954378,0.0295138888888888,0.0572916666666666,0.0364583333333333,,,0.3814403793009276,0.085209003215434,0.2344262295081967,0.7032786885245902,0.3516393442622951,0.7122186495176849,0.1430868167202572,0.569935691318328,0.0723472668810289,0.0868167202572347,0.5080385852090032,0.1921221864951768
4104,Andre Roberson,OKC,2017,136542.0,2006.0,27.0,5.0,2.0,4.0,58.0,0.0,1.0,12.0,0.0,1.0,14.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2009.0,27.0,107.0,97.0,10.0,6.0,1.0,17.0,7.0,11.0,9.0,10.0,62.0,60.0,9.0,97.0,7.0,2017.0,Andre Roberson,SG,2017.0,OKC,0.0,83.0,17.0,0.0,0.0,SF,2016.0,78.25,79.0,83.0,78.25,83.0,,SG,0.5457446808510639,3247.375,0.97997311827957,0.0372340425531914,0.9946808510638298,0.938037634408602,0.962231182795699,0.8074468085106383,0.7063829787234043,0.3516203272461919,98.6,0.9420698924731182,0.2614247311827957,0.7719086021505376,0.2371294851794071,0.3322932917316692,0.2609204368174727,0.2609204368174727,0.3322932917316692,0.5928763440860215,,,0.3771253271748632,,,0.4377886750584164,0.0925531914893617,0.4877850162866449,0.7255700325732899,0.5472312703583062,0.0723404255319148,0.0457446808510638,0.0656914893617021,0.1372340425531915,0.0648936170212765,0.1127659574468085,0.0768617021276595
4116,Andrew Bogut,CLE,2016,126991.0,4259.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,4215.0,1.0,0.0,67.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,200.0,2016.0,Andrew Bogut,C,2016.0,TOT,0.0,0.0,0.0,0.0,100.0,C,2016.0,83.0,84.0,87.0,83.0,87.0,,C,0.6601671309192201,3610.5,0.5314298362107127,0.3468521273886276,0.4578837865457775,0.0101814962372731,0.016157591854803,0.0863509749303621,0.5013927576601671,0.4126741329601706,38.21339715375239,0.0101814962372731,0.0174856131031429,0.0120075254537405,0.4309701492537313,0.4794776119402985,0.4430970149253731,0.4430970149253731,0.4794776119402985,0.0168216024789729,,,0.4875569797559269,,,0.372381894456682,0.9275766016713092,0.0687679083094555,0.6518624641833811,0.2145415472779369,0.0682451253481894,0.2618384401114206,0.1166434540389972,0.8050139275766016,0.4317548746518105,0.403899721448468,0.4247910863509749
4161,Andrew Bogut,DAL,2016,110614.0,2104.0,22.0,3.0,1.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,8.0,2.0,0.0,1.0,2.0,3.0,-1.0,2095.0,22.0,95.0,99.0,-4.0,13.0,1.0,30.0,9.0,28.0,19.0,24.0,45.0,43.0,10.0,94.0,10.0,2016.0,Andrew Bogut,C,2016.0,TOT,0.0,0.0,0.0,0.0,100.0,C,2016.0,83.0,84.0,87.0,83.0,87.0,,C,0.6601671309192201,3610.5,0.5314298362107127,0.2220564930798483,0.4044630007042847,0.9125719344842852,0.7000885347498893,0.0863509749303621,0.5013927576601671,0.4719747226217811,34.417976915389694,0.116423196104471,0.1967684816290394,0.1365095174856131,0.4309701492537313,0.4794776119402985,0.4430970149253731,0.4430970149253731,0.4794776119402985,0.968348826914564,,,0.4553591643239837,,,0.4233268583438488,0.9275766016713092,0.0687679083094555,0.6518624641833811,0.2145415472779369,0.0682451253481894,0.2618384401114206,0.1166434540389972,0.8050139275766016,0.4317548746518105,0.403899721448468,0.4247910863509749
4206,Andrew Bogut,GSW,2018,178439.0,987.0,12.0,4.0,2.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,999.0,12.0,114.0,104.0,9.0,13.0,0.0,22.0,13.0,34.0,24.0,10.0,44.0,45.0,15.0,104.0,9.0,2018.0,Andrew Bogut,C,2018.0,GSW,0.0,0.0,0.0,0.0,100.0,C,2016.0,83.0,84.0,87.0,83.0,87.0,,C,0.1522842639593908,3610.5,0.5014467592592593,0.3223350253807107,0.6802030456852792,0.9467592592592592,0.4741030092592592,0.2385786802030456,0.0228426395939086,0.5110670487683344,81.4,0.1368634259259259,0.1850405092592592,0.1489076967592592,0.4542372881355932,0.5008474576271187,0.4658898305084746,0.4658898305084746,0.5008474576271187,0.3356481481481481,,,0.442723496107693,,,0.4272714296609678,0.8071065989847716,0.1174311926605504,0.6238532110091743,0.2440366972477064,0.983502538071066,0.3121827411167512,0.8156725888324874,0.5253807106598984,0.1078680203045685,0.1078680203045685,0.1078680203045685
4221,Andrew Bogut,LAL,2017,135256.0,1616.0,9.0,2.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,-1.0,1625.0,9.0,92.0,96.0,-4.0,9.0,0.0,24.0,9.0,23.0,16.0,34.0,35.0,40.0,8.0,97.0,8.0,2017.0,Andrew Bogut,C,2017.0,LAL,0.0,0.0,0.0,1.0,99.0,C,2016.0,83.0,84.0,87.0,83.0,87.0,,C,0.4764150943396226,3610.5,0.629948914431673,0.4882075471698113,0.5235849056603774,0.6744891443167306,0.2046615581098339,0.080188679245283,0.0742924528301886,0.4171706096227898,82.1,0.115581098339719,0.0451787994891443,0.0979805236270753,0.4301724137931034,0.4810344827586207,0.4428879310344827,0.4428879310344827,0.4810344827586207,0.9862707535121328,,,0.4868475486058645,,,0.3603610639186759,0.9952830188679244,0.8754208754208754,0.2937710437710438,0.7300084175084175,0.0790094339622641,0.080188679245283,0.0793042452830188,0.4481132075471698,0.1344339622641509,0.1108490566037735,0.1285377358490566
4236,Andrew Harrison,CLE,2018,159954.0,1574.0,14.0,4.0,1.0,4.0,28.0,0.0,1.0,18.0,2.0,2.0,60.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,-1.0,1551.0,14.0,98.0,106.0,-8.0,17.0,1.0,23.0,2.0,6.0,5.0,14.0,32.0,45.0,17.0,98.0,-0.0,2018.0,Andrew Harrison,PG,2018.0,TOT,90.0,10.0,0.0,0.0,0.0,PG,2016.0,76.5,78.0,81.0,76.5,81.0,,PG,0.9752475247524752,3098.25,0.915642601126472,0.8267326732673267,0.1918316831683168,0.4363799283154121,0.383384536610343,0.1658415841584158,0.0717821782178217,0.6409574468085106,48.84290726456819,0.3015873015873015,0.2151817716333845,0.2799859190988223,0.6640350877192982,0.8087719298245614,0.700219298245614,0.700219298245614,0.8087719298245614,0.8526625704045059,0.1461352657004831,0.3502415458937198,0.1971618357487922,0.6409574468085106,0.949468085106383,0.7180851063829787,0.8242574257425742,,,0.3201799851295157,0.7425742574257426,0.1311881188118812,0.5897277227722773,0.1064356435643564,0.0643564356435643,0.1225247524752475,0.0788985148514851
4308,Andrew Harrison,MEM,2016,115743.0,2149.0,20.0,6.0,2.0,5.0,35.0,1.0,2.0,27.0,2.0,3.0,49.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,-0.0,2164.0,21.0,103.0,104.0,-0.0,21.0,1.0,25.0,1.0,9.0,5.0,12.0,42.0,50.0,16.0,96.0,5.0,2016.0,Andrew Harrison,PG,2016.0,MEM,67.0,33.0,0.0,0.0,0.0,PG,2016.0,76.5,78.0,81.0,76.5,81.0,,PG,0.311377245508982,3098.25,0.9515043547110056,0.5566278971828728,0.2821204371660329,0.4099366587490103,0.444972288202692,0.0658682634730539,0.5014970059880239,0.4280575539568345,93.2,0.5732383214568487,0.3422406967537609,0.5154889152810768,0.4736842105263157,0.3107287449392713,0.4329453441295546,0.4329453441295546,0.3107287449392713,0.6349960411718132,0.3401253918495298,0.5188087774294671,0.3847962382445141,0.4280575539568345,0.8381294964028777,0.5305755395683454,0.7784431137724551,0.0243506493506493,0.0064935064935064,0.0198863636363636,0.155688622754491,0.3413173652694611,0.2020958083832335,0.2215568862275449,0.1452095808383233,0.3577844311377245,0.1983532934131736
4326,Andrew Harrison,MEM,2017,140708.0,1935.0,24.0,10.0,3.0,8.0,41.0,1.0,3.0,30.0,2.0,3.0,62.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,-4.0,1931.0,24.0,99.0,109.0,-10.0,22.0,1.0,22.0,2.0,9.0,5.0,11.0,47.0,52.0,20.0,95.0,4.0,2017.0,Andrew Harrison,PG,2017.0,MEM,68.0,32.0,1.0,0.0,0.0,PG,2016.0,76.5,78.0,81.0,76.5,81.0,,PG,0.654891304347826,3098.25,0.9128787878787878,0.4157608695652174,0.6331521739130435,0.3937878787878788,0.416969696969697,0.1983695652173913,0.8994565217391305,0.3201892744479495,93.9,0.5819696969696969,0.5528787878787879,0.5746969696969696,0.2681297709923664,0.4017175572519084,0.3015267175572519,0.3015267175572519,0.4017175572519084,0.4933333333333333,0.7811634349030471,0.8088642659279779,0.7880886426592797,0.3201892744479495,0.7555205047318612,0.4290220820189274,0.8804347826086957,0.2019650655021834,0.0152838427947598,0.1552947598253275,0.6440217391304348,0.592391304347826,0.6311141304347826,0.2228260869565217,0.389945652173913,0.5557065217391305,0.4313858695652174
4344,Andrew Harrison,MEM,2018,156785.0,805.0,5.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,635.0,5.0,67.0,111.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,96.0,0.0,2018.0,Andrew Harrison,PG,2018.0,TOT,90.0,10.0,0.0,0.0,0.0,PG,2016.0,76.5,78.0,81.0,76.5,81.0,,PG,0.9752475247524752,3098.25,0.915642601126472,0.8267326732673267,0.1918316831683168,0.0170250896057347,0.0266257040450588,0.1658415841584158,0.0717821782178217,0.6409574468085106,42.8076520770226,0.5719406041986688,0.0734767025089605,0.4473246287762417,0.6640350877192982,0.8087719298245614,0.700219298245614,0.700219298245614,0.8087719298245614,0.0181771633384536,0.1461352657004831,0.3502415458937198,0.1971618357487922,0.6409574468085106,0.949468085106383,0.7180851063829787,0.8242574257425742,,,0.3316278393476715,0.7425742574257426,0.1311881188118812,0.5897277227722773,0.1064356435643564,0.0643564356435643,0.1225247524752475,0.0788985148514851
4416,Andrew Harrison,NOP,2018,165728.0,2672.0,6.0,2.0,0.0,2.0,21.0,0.0,2.0,19.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,2651.0,6.0,116.0,121.0,-4.0,21.0,0.0,39.0,4.0,12.0,8.0,12.0,31.0,31.0,16.0,97.0,2.0,2018.0,Andrew Harrison,PG,2018.0,TOT,90.0,10.0,0.0,0.0,0.0,PG,2016.0,76.5,78.0,81.0,76.5,81.0,,PG,0.9752475247524752,3098.25,0.915642601126472,0.8267326732673267,0.1918316831683168,0.8968253968253969,0.1506656426011264,0.1658415841584158,0.0717821782178217,0.6409574468085106,56.03963935005366,0.0945980542754736,0.0734767025089605,0.0893177163338453,0.6640350877192982,0.8087719298245614,0.700219298245614,0.700219298245614,0.8087719298245614,0.6702508960573477,0.1461352657004831,0.3502415458937198,0.1971618357487922,0.6409574468085106,0.949468085106383,0.7180851063829787,0.8242574257425742,,,0.3104359708393303,0.7425742574257426,0.1311881188118812,0.5897277227722773,0.1064356435643564,0.0643564356435643,0.1225247524752475,0.0788985148514851
4488,Andrew Nembhard,IND,2022,264733.0,1925.0,28.0,9.0,4.0,9.0,45.0,1.0,3.0,34.0,1.0,1.0,31.0,0.0,2.0,3.0,5.0,1.0,0.0,2.0,2.0,-4.0,1906.0,28.0,112.0,119.0,-7.0,23.0,2.0,30.0,2.0,8.0,5.0,11.0,53.0,54.0,15.0,103.0,7.0,2022.0,Andrew Nembhard,SG,2022.0,IND,16.0,82.0,2.0,0.0,0.0,,,76.5,,77.75,76.5,77.75,,SG,0.1861111111111111,2973.9375,0.1450617283950617,0.4267240838072564,0.2933084164218051,0.2729796421961752,0.5462677359654534,0.8888888888888888,0.3197993621953825,0.3295024068401888,30.67004436629785,0.5117211597779149,0.5974706971005552,0.5331585441085749,0.743202416918429,0.3882175226586102,0.6544561933534744,0.6544561933534744,0.3882175226586102,0.7393584207279457,0.43359375,0.52734375,0.45703125,,,0.3939613883840286,0.5694444444444444,,,0.350070810456073,0.425,0.5652777777777778,0.4600694444444444,0.8972222222222223,0.3166666666666666,0.5125,0.365625
4489,Andrew Nicholson,BKN,2016,126321.0,2061.0,11.0,3.0,1.0,3.0,36.0,0.0,1.0,8.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,-6.0,2047.0,11.0,102.0,129.0,-27.0,6.0,0.0,4.0,4.0,22.0,14.0,16.0,38.0,39.0,19.0,97.0,6.0,2016.0,Andrew Nicholson,PF,2016.0,TOT,0.0,0.0,0.0,60.0,40.0,PF,2016.0,80.5,81.0,88.0,80.5,88.0,,PF,0.4769325383974796,3542.0,0.7790977961432507,0.3578368571331617,0.3952833320822274,0.9144283746556474,0.3162878787878788,0.3845264690377147,0.3735049125088776,0.4009064450488226,25.450230358354148,0.1349862258953168,0.1360192837465564,0.1352444903581267,,,0.3771735357935984,0.3416489051573279,0.3952832268970557,0.8689738292011019,,,0.395099605158454,,,0.3709402189475417,0.3315881109590118,,,0.3728997219729704,,,0.2948442579846579,0.3878074242671245,,,0.4253769477004299
