TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
MIA Heat,+6.5,O 217,+200,−115,−110
PHI 76ers,-6.5,U 217,−240,−105,−110
DET Pistons,+6.5,O 235,+210,−110,−110
CHA Hornets,-6.5,U 235,−250,−110,−110
BOS Celtics,-2.5,O 223,−140,−115,−115
NY Knicks,+2.5,U 223,+120,−105,−105
ORL Magic,+4,O 227,+145,−110,−110
NO Pelicans,-4,U 227,−170,−110,−110
