,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Milwaukee,Indiana,16:00:00,-7.5,+7.5,-8,+8,-357,+230,-325,+270
1,Memphis,Minnesota,16:30:00,-3.5,+3.5,-3,+3,-182,+130,-148,+128
2,Orlando,Miami,17:00:00,+7,-7,+8.5,-8.5,+220,-333,+285,-355
3,Cleveland,Oklahoma City,17:00:00,-1,+1,+1,-1,-116,-116,-102,-118
