Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
BOS,CHA,Marcus Smart  ,Derrick White  ,Jayson Tatum  ,Al Horford  , R. Williams ,LaMelo Ball  ,Terry Rozier  ,J. McDaniels  ,P. Washington  , Mason Plumlee ,Confirmed Lineup             ,Confirmed Lineup             
IND,MIL,A. Nembhard  ,Buddy Hield  ,B. Mathurin  ,Aaron Nesmith  , Myles Turner ,Jrue Holiday  ,Grayson Allen  ,P. Connaughton  ,Bobby Portis  , Brook Lopez ,Confirmed Lineup             ,Confirmed Lineup             
NOP,CLE,CJ McCollum  ,Trey Murphy  ,Dyson Daniels  ,Naji Marshall  , J. Valanciunas ,D. Garland  ,D. Mitchell GTD  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Confirmed Lineup             ,Confirmed Lineup             
TOR,NYK,Fred VanVleet  ,Gary Trent  ,OG Anunoby  ,S. Barnes  , Pascal Siakam ,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Confirmed Lineup             ,Confirmed Lineup             
GSW,WAS,Stephen Curry  ,Jordan Poole  ,A. Wiggins  ,D. Green  , Kevon Looney ,Monte Morris  ,Corey Kispert  ,Kyle Kuzma  ,K. Porzingis  , D. Gafford ,Confirmed Lineup             ,Confirmed Lineup             
MIA,ATL,Gabe Vincent  ,Tyler Herro  ,Caleb Martin  ,Jimmy Butler  , Bam Adebayo ,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , O. Okongwu ,Confirmed Lineup             ,Confirmed Lineup             
UTA,MIN,Mike Conley  ,J. Clarkson  ,Malik Beasley  ,J. Vanderbilt  , W. Kessler ,D. Russell  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , R. Gobert GTD ,Confirmed Lineup             ,Confirmed Lineup             
