Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NYK,ORL,Jalen Brunson  ,Q. Grimes  ,RJ Barrett GTD  ,Julius Randle  , Jericho Sims ,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Expected Lineup             ,Expected Lineup             
ATL,NOP,Trae Young  ,D. Murray GTD  ,D. Hunter  ,John Collins  , Clint Capela ,CJ McCollum  ,B. Ingram GTD  ,Trey Murphy  ,Herbert Jones  , J. Valanciunas GTD ,Expected Lineup             ,Expected Lineup             
PHX,BKN,Chris Paul  ,Devin Booker  ,Mikal Bridges  ,C. Johnson  , Deandre Ayton ,Edmond Sumner  ,Joe Harris  ,Royce O'Neale  ,Ben Simmons  , Nic Claxton ,Expected Lineup             ,Expected Lineup             
CHI,MEM,Ayo Dosunmu  ,Zach LaVine  ,D. DeRozan GTD  ,P. Williams GTD  , N. Vucevic ,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,Expected Lineup             ,Expected Lineup             
MIN,DEN,D. Russell  ,A. Edwards  ,J. McDaniels  ,K. Anderson GTD  , R. Gobert GTD ,J. Murray GTD  ,K. Caldwell-Pope GTD  ,M. Porter  ,A. Gordon GTD  , N. Jokic GTD ,Expected Lineup             ,Expected Lineup             
OKC,LAL,S. Gilgeous-Alexander  ,Josh Giddey  ,Aaron Wiggins  ,J. Williams  , J. Williams ,D. Schroder  ,P. Beverley  ,L. James GTD  ,Rui Hachimura  , A. Davis GTD ,Expected Lineup             ,Expected Lineup             
