TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
MIL Bucks,-7.5,O 240,−285,−105,−110
IND Pacers,+7.5,U 240,+240,−115,−110
MEM Grizzlies,-3,O 238,−150,−110,−110
MIN Timberwolves,+3,U 238,+130,−110,−110
ORL Magic,+8.5,O 219.5,+280,−110,−110
MIA Heat,-8.5,U 219.5,−340,−110,−110
CLE Cavaliers,+1,O 221.5,+100,−105,−110
OKC Thunder,-1,U 221.5,−120,−115,−110
TOR Raptors,+5,O 235,+165,−115,−110
GS Warriors,-5,U 235,−195,−105,−110
