Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
TOR,DET,Gary Trent  ,OG Anunoby  ,S. Barnes  ,Pascal Siakam  , Jakob Poeltl ,Killian Hayes  ,Jaden Ivey  ,B. Bogdanovic  ,I. Stewart GTD  , James Wiseman ,Confirmed Lineup             ,Confirmed Lineup             
IND,ORL,T. Haliburton  ,A. Nembhard  ,Buddy Hield  ,Aaron Nesmith  , Myles Turner ,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Expected Lineup             ,Expected Lineup             
MIA,CHA,Gabe Vincent  ,Tyler Herro  ,Jimmy Butler  ,Kevin Love GTD  , Bam Adebayo ,LaMelo Ball  ,Terry Rozier  ,G. Hayward  ,Kelly Oubre  , Mark Williams ,Expected Lineup             ,Expected Lineup             
NOP,NYK,CJ McCollum  ,J. Richardson  ,B. Ingram  ,Herbert Jones  , J. Valanciunas ,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Expected Lineup             ,Expected Lineup             
DEN,MEM,Jamal Murray  ,K. Caldwell-Pope  ,M. Porter  ,Vlatko Cancar  , Nikola Jokic ,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , B. Clarke ,Expected Lineup             ,Expected Lineup             
BOS,PHI,Marcus Smart  ,Jaylen Brown  ,Jayson Tatum  ,Al Horford  , R. Williams ,James Harden  ,D. Melton  ,Tobias Harris  ,P.J. Tucker  , Joel Embiid ,Expected Lineup             ,Expected Lineup             
SAS,UTA,D. Graham  ,M. Branham  ,K. Johnson GTD  ,J. Sochan GTD  , Zach Collins ,J. Clarkson  ,T. Horton-Tucker  ,L. Markkanen  ,K. Olynyk GTD  , W. Kessler ,Expected Lineup             ,Expected Lineup             
