Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NYK,DET,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Killian Hayes  ,Jaden Ivey  ,Saddiq Bey  ,Isaiah Livers  , I. Stewart ,Confirmed Lineup             ,Confirmed Lineup             
HOU,LAC,Daishen Nix  ,Eric Gordon  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,Terance Mann  ,Amir Coffey  ,Kawhi Leonard  ,Nicolas Batum  , Ivica Zubac ,Confirmed Lineup             ,Confirmed Lineup             
GSW,CHI,Stephen Curry  ,K. Thompson OUT  ,A. Wiggins  ,D. Green  , Kevon Looney ,Ayo Dosunmu  ,Alex Caruso  ,Zach LaVine  ,P. Williams  , N. Vucevic ,Confirmed Lineup             ,Confirmed Lineup             
OKC,BKN,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Kyrie Irving  ,Edmond Sumner  ,Joe Harris  ,Royce O'Neale  , Nic Claxton ,Confirmed Lineup             ,Confirmed Lineup             
SAC,SAS,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis ,Tre Jones  ,R. Langford  ,K. Johnson  ,Jeremy Sochan  , Jakob Poeltl ,Confirmed Lineup             ,Confirmed Lineup             
ORL,DEN,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,J. Murray GTD  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,Confirmed Lineup             ,Expected Lineup             
