TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
LAC,PF,22.1,10.6,5.0,1.9,0.7,0.5,1.2,1.0,49.6,74.9
LAL,PF,22.0,10.2,4.9,1.9,0.6,0.7,1.1,1.0,47.0,74.7
WAS,C,22.0,9.8,5.7,1.5,0.6,0.8,1.0,0.5,52.8,76.4
IND,SF,22.0,11.2,4.1,2.2,0.8,0.4,1.3,1.2,46.1,82.0
CHA,SG,21.9,11.7,3.1,2.7,0.7,0.3,1.3,1.6,45.2,82.7
ORL,C,21.9,9.7,5.7,1.5,0.6,0.8,1.1,0.5,57.0,71.3
MEM,SG,21.9,11.6,3.2,2.7,0.7,0.3,1.4,1.6,43.5,78.6
BOS,PF,21.8,11.4,4.7,1.7,0.5,0.4,1.3,1.1,48.3,80.2
GSW,SF,21.8,11.4,3.7,2.3,0.8,0.3,1.2,1.4,45.7,76.4
MIL,C,21.7,9.3,5.8,1.7,0.6,0.7,1.0,0.6,49.1,69.8
ATL,SG,21.7,11.5,3.4,2.6,0.7,0.2,1.4,1.6,43.0,81.9
SAC,PF,21.7,10.9,4.5,2.0,0.6,0.5,1.2,1.1,51.1,81.2
ORL,PF,21.7,10.4,4.7,1.9,0.6,0.6,1.2,1.1,48.5,77.5
POR,C,21.6,9.9,5.4,1.7,0.5,0.7,1.1,0.5,57.4,68.8
NOP,C,21.6,9.3,5.7,1.6,0.5,0.9,1.2,0.5,58.9,72.6
DAL,C,21.5,9.7,6.0,1.6,0.4,0.6,0.9,0.4,59.3,70.3
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.0,1.0,52.3,79.8
UTA,SF,21.5,11.0,3.8,2.1,0.9,0.3,1.0,1.3,46.2,77.3
NOP,PF,21.4,10.4,4.6,1.8,0.6,0.6,1.2,1.1,49.7,81.1
POR,SG,21.4,11.6,3.0,2.5,0.8,0.2,1.3,1.7,44.3,81.5
UTA,PF,21.4,10.1,4.8,1.9,0.7,0.6,1.1,0.9,47.3,76.3
NYK,SG,21.4,11.7,3.1,2.5,0.6,0.3,1.2,1.7,44.3,81.0
POR,PF,21.3,10.8,4.3,1.9,0.6,0.5,1.1,0.9,51.0,76.8
LAL,SF,21.3,10.8,3.8,2.1,0.8,0.4,1.1,1.4,44.4,78.5
SAS,SG,21.3,11.5,2.8,2.6,0.9,0.3,1.2,1.5,46.7,80.6
DAL,SG,21.3,11.2,3.3,2.7,0.6,0.2,1.4,1.4,43.7,83.2
MIL,SG,21.2,11.4,3.4,2.4,0.8,0.2,1.2,1.4,42.8,81.3
OKC,SF,21.2,10.8,3.9,2.0,0.7,0.5,1.4,1.3,44.9,78.2
CLE,PG,21.1,10.6,2.5,3.6,0.8,0.2,1.6,1.2,43.5,80.9
NOP,SF,21.0,10.8,3.6,2.1,0.8,0.4,1.3,1.3,45.4,79.9
MIA,PF,21.0,10.0,4.9,1.9,0.6,0.4,1.3,1.0,48.1,76.0
BKN,SF,21.0,11.2,3.7,2.0,0.7,0.4,1.1,1.3,43.9,78.3
PHX,PF,21.0,10.2,4.6,1.7,0.8,0.4,1.2,0.9,50.0,77.5
PHI,C,20.9,9.0,5.7,1.6,0.4,0.7,1.1,0.6,54.0,75.1
BOS,SF,20.9,11.0,3.8,1.8,0.8,0.4,1.2,1.2,45.3,82.4
DAL,SF,20.8,10.9,4.0,1.9,0.6,0.4,1.2,1.3,48.2,82.1
PHI,PF,20.8,10.5,4.6,1.7,0.5,0.5,1.3,1.0,48.6,76.9
WAS,SF,20.8,11.1,3.6,2.0,0.6,0.4,1.0,1.3,45.5,84.6
BOS,SG,20.8,11.2,2.9,2.3,0.7,0.3,0.9,1.5,43.5,81.1
CHI,SF,20.8,10.7,3.9,2.2,0.6,0.3,1.2,1.4,43.7,79.0
MIL,PF,20.8,9.9,4.8,1.7,0.7,0.5,1.1,1.1,45.6,78.8
NOP,SG,20.7,11.5,2.8,2.4,0.7,0.3,1.4,1.7,43.0,80.6
BKN,C,20.7,9.2,6.0,1.4,0.5,0.5,1.1,0.5,52.2,66.2
MIN,SF,20.7,10.8,3.8,2.0,0.7,0.3,1.3,1.4,45.7,79.7
MEM,SF,20.7,10.7,3.7,2.2,0.7,0.4,1.4,1.3,44.5,81.2
MIA,C,20.6,9.2,5.8,1.4,0.5,0.6,1.4,0.5,58.1,75.6
BKN,PF,20.6,9.9,5.0,1.7,0.6,0.4,1.3,0.9,46.5,77.5
WAS,PF,20.6,10.0,4.5,1.8,0.6,0.5,1.0,1.0,45.9,80.3
MIL,SF,20.5,11.1,3.7,1.7,0.7,0.3,1.1,1.2,45.1,77.3
DEN,SG,20.5,10.9,2.9,2.6,0.7,0.2,1.3,1.5,43.5,79.9
CHA,SF,20.5,10.9,3.8,1.9,0.5,0.4,1.3,1.3,45.8,82.8
NYK,PF,20.5,10.1,4.3,1.9,0.4,0.6,1.0,1.2,45.9,80.4
HOU,SF,20.5,10.4,3.5,1.9,0.9,0.4,1.1,1.5,45.9,82.5
LAC,SG,20.4,10.8,2.9,2.4,0.7,0.3,1.2,1.6,43.3,79.2
TOR,SF,20.4,11.1,3.3,2.1,0.6,0.4,1.3,1.4,47.5,82.0
NYK,SF,20.4,10.5,3.8,2.0,0.6,0.3,1.0,1.3,44.9,78.6
PHI,SF,20.3,11.1,3.5,1.8,0.6,0.4,1.3,1.4,47.8,80.7
POR,SF,20.3,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.1,80.5
DEN,SF,20.2,10.2,3.4,2.1,0.9,0.3,1.1,1.2,46.1,76.3
DEN,PF,20.2,9.5,4.2,1.7,0.8,0.6,1.0,0.9,50.9,73.8
CLE,SF,20.0,10.8,3.3,1.8,0.8,0.3,1.2,1.3,46.7,79.0
SAS,SF,20.0,10.6,3.2,2.0,0.8,0.3,1.1,1.3,50.0,77.4
CLE,SG,19.7,10.9,2.8,2.3,0.8,0.2,1.5,1.5,43.2,84.0
PHX,SF,19.6,10.2,3.5,1.9,0.8,0.3,1.2,1.3,45.6,77.2
DET,SF,19.4,10.5,3.3,1.8,0.7,0.4,1.2,1.2,46.8,81.6
DEN,C,19.4,8.8,4.9,1.4,0.5,0.7,1.0,0.4,52.7,70.0
NYK,C,19.1,8.4,5.3,1.4,0.4,0.6,1.0,0.5,53.5,71.8
LAC,SF,18.8,9.8,3.5,1.7,0.7,0.3,1.0,1.3,46.7,75.6
