Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,27,581,16.1,.553,.272,.332,9.5,24.3,16.3,6.9,1.4,3.1,11.7,20.7,,0.5,0.7,1.1,.092,,-1.2,-1.1,-2.3,0.0
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.8,24.9,22.4,11.2,1.5,3.6,19.8,14.3,,1.3,2.1,3.4,.145,,-0.1,0.9,0.7,0.8
3,Bam Adebayo,C,25,MIA,46,1612,20.7,.586,.014,.332,8.9,24.6,16.4,15.8,1.7,2.4,12.8,26.3,,2.1,2.7,4.8,.142,,0.8,0.9,1.6,1.5
4,Ochai Agbaji,SG,22,UTA,29,373,8.5,.587,.556,.178,5.0,8.9,7.0,5.0,0.4,0.9,8.5,12.0,,0.4,0.1,0.5,.065,,-2.0,-1.4,-3.5,-0.1
5,Santi Aldama,PF,22,MEM,47,1024,14.7,.602,.521,.286,5.2,16.9,11.1,7.4,1.5,2.9,8.0,15.3,,1.7,1.6,3.2,.152,,0.2,1.4,1.5,0.9
6,Nickeil Alexander-Walker,SG,24,UTA,35,523,13.7,.616,.518,.232,1.7,10.8,6.2,20.3,2.2,2.2,19.2,18.4,,0.4,0.5,0.9,.086,,-0.2,1.1,0.9,0.4
7,Grayson Allen,SG,27,MIL,46,1258,13.2,.614,.607,.268,3.4,9.9,6.7,13.2,1.5,0.7,11.4,14.9,,2.1,1.4,3.5,.133,,-0.2,0.7,0.5,0.8
8,Jarrett Allen,C,24,CLE,45,1488,19.1,.660,.020,.377,10.8,23.5,17.2,7.6,1.2,3.3,12.2,16.3,,3.3,2.6,5.9,.191,,0.9,1.1,2.0,1.5
9,Jose Alvarado,PG,24,NOP,50,1109,12.3,.525,.510,.179,2.1,10.3,6.2,20.1,2.6,0.7,12.9,19.9,,0.3,1.4,1.7,.073,,-1.8,0.7,-1.1,0.3
10,Kyle Anderson,PF,29,MIN,41,1086,14.2,.591,.226,.331,3.1,16.1,9.8,20.3,2.2,3.0,16.7,13.9,,1.3,1.5,2.7,.121,,-0.3,2.2,1.9,1.1
11,Giannis Antetokounmpo,PF,28,MIL,39,1302,27.8,.593,.144,.641,7.6,29.5,18.9,30.1,1.2,2.1,13.1,38.8,,2.7,2.3,5.1,.186,,5.0,2.3,7.3,3.1
12,Thanasis Antetokounmpo,SF,30,MIL,22,92,1.6,.280,.235,.353,8.2,16.6,12.5,5.3,1.0,2.7,26.3,12.2,,-0.3,0.1,-0.1,-0.069,,-9.3,-0.7,-10.0,-0.2
13,Cole Anthony,PG,22,ORL,32,831,15.1,.558,.358,.297,2.4,17.5,10.0,24.0,1.2,1.9,12.5,20.9,,0.9,0.8,1.7,.098,,0.0,0.3,0.3,0.5
14,OG Anunoby,SF,25,TOR,45,1611,14.5,.562,.381,.217,4.5,13.7,8.7,8.4,2.9,2.2,12.7,20.5,,0.6,1.9,2.5,.075,,-0.7,0.6,-0.1,0.8
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.5,8.2,9.5,3.8,0.0,16.7,9.8,,0.0,0.0,0.0,-0.010,,-9.0,3.8,-5.2,0.0
16,Deni Avdija,SF,22,WAS,47,1223,10.8,.524,.416,.283,4.7,20.9,13.0,13.0,1.5,1.7,15.2,15.6,,0.1,1.5,1.6,.063,,-3.0,0.9,-2.1,0.0
17,Deandre Ayton,C,24,PHO,42,1253,19.5,.597,.041,.217,10.3,27.6,18.7,11.8,0.8,2.0,12.5,24.2,,1.6,1.8,3.4,.128,,0.8,-0.3,0.5,0.8
18,Udoka Azubuike,C,23,UTA,18,71,22.5,.764,.000,.353,15.6,26.4,21.0,10.4,1.4,4.7,16.9,14.0,,0.2,0.1,0.3,.203,,2.2,1.4,3.6,0.1
19,Marvin Bagley III,C,23,DET,25,532,17.5,.592,.164,.259,10.5,20.5,15.4,4.2,1.2,3.0,8.9,19.5,,0.8,0.3,1.1,.102,,0.2,-1.0,-0.8,0.2
20,Patrick Baldwin Jr.,SF,20,GSW,15,127,14.8,.619,.790,.097,0.0,17.9,9.1,3.5,2.2,0.7,9.8,23.6,,0.0,0.2,0.2,.061,,1.9,-0.9,1.0,0.1
