,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Washington,Orlando,16:00:00,-3,+3,Ev,Ev,-161,+125,+110,-130
1,Detroit,Atlanta,16:30:00,+14,-14,+14.5,-14.5,+700,-1667,+700,-1100
2,Cleveland,Brooklyn,16:30:00,-1,+1,-3,+3,-116,-105,-155,+135
3,San Antonio,New Orleans,17:00:00,+7,-7,+13,-13,+230,-323,+615,-850
4,Boston,Sacramento,19:00:00,-4,+4,-5,+5,-196,+150,-195,+170
