TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
CHI Bulls,+8.5,O 225,+295,−110,−110
PHI 76ers,-8.5,U 225,−360,−110,−110
IND Pacers,-2,O 233.5,−125,−105,−110
CHA Hornets,+2,U 233.5,+105,−115,−110
MIN Timberwolves,+8.5,O 228,+290,−110,−110
NY Knicks,-8.5,U 228,−350,−110,−110
GS Warriors,-11,O 237.5,−645,−110,−110
HOU Rockets,+11,U 237.5,+480,−110,−110
SAC Kings,-6,O 239.5,−230,−115,−110
UTA Jazz,+6,U 239.5,+195,−105,−110
