Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
OKC,PHI,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , E. Omoruyi ,James Harden  ,Tyrese Maxey  ,Tobias Harris  ,P.J. Tucker  , Joel Embiid ,Expected Lineup             ,Expected Lineup             
MIL,MIA,Jrue Holiday  ,Jevon Carter  ,P. Connaughton  ,Bobby Portis  , Brook Lopez ,Gabe Vincent  ,Max Strus  ,Jimmy Butler  ,H. Highsmith  , Bam Adebayo ,Expected Lineup             ,Expected Lineup             
BOS,BKN,Marcus Smart  ,Derrick White  ,Sam Hauser  ,Jayson Tatum  , R. Williams ,Kyrie Irving  ,Joe Harris  ,Royce O'Neale  ,Ben Simmons  , Nic Claxton ,Expected Lineup             ,Expected Lineup             
CHA,TOR,LaMelo Ball  ,Terry Rozier  ,J. McDaniels  ,P. Washington  , Mason Plumlee ,Fred VanVleet  ,Gary Trent  ,OG Anunoby  ,S. Barnes  , Pascal Siakam ,Expected Lineup             ,Expected Lineup             
