Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,24,483,14.6,.516,.294,.367,9.4,24.0,16.2,7.6,1.3,3.5,11.2,20.5,,0.2,0.5,0.7,.072,,-1.9,-1.3,-3.2,-0.1
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.8,24.6,22.2,11.1,1.5,3.6,19.8,14.3,,1.3,2.1,3.4,.146,,-0.1,0.9,0.8,0.8
3,Bam Adebayo,C,25,MIA,44,1539,20.9,.588,.014,.330,9.1,25.1,16.8,15.2,1.6,2.5,12.8,26.5,,2.0,2.6,4.6,.143,,0.8,0.8,1.6,1.4
4,Ochai Agbaji,SG,22,UTA,27,343,9.1,.597,.547,.163,4.2,9.3,6.7,4.7,0.4,1.0,6.1,12.0,,0.4,0.1,0.5,.075,,-1.6,-1.2,-2.8,-0.1
5,Santi Aldama,PF,22,MEM,44,970,14.8,.602,.517,.287,5.3,16.8,11.1,7.3,1.5,3.0,8.2,15.4,,1.6,1.5,3.1,.153,,0.2,1.5,1.7,0.9
6,Nickeil Alexander-Walker,SG,24,UTA,34,522,13.6,.616,.518,.232,1.7,10.7,6.2,19.9,2.2,2.2,19.2,18.4,,0.4,0.5,0.9,.085,,-0.2,1.1,0.9,0.4
7,Grayson Allen,SG,27,MIL,43,1172,13.3,.616,.596,.274,3.6,10.1,6.9,13.3,1.4,0.6,11.6,15.1,,1.9,1.2,3.2,.131,,-0.1,0.6,0.5,0.7
8,Jarrett Allen,C,24,CLE,42,1392,19.2,.659,.018,.386,10.9,23.5,17.3,7.7,1.2,3.5,11.9,16.2,,3.2,2.4,5.6,.193,,1.0,1.2,2.2,1.4
9,Jose Alvarado,PG,24,NOP,47,1030,12.3,.525,.511,.160,2.2,10.2,6.2,19.9,2.6,0.7,13.0,19.9,,0.3,1.3,1.6,.073,,-1.7,0.8,-0.9,0.3
10,Kyle Anderson,PF,29,MIN,38,999,13.7,.580,.216,.325,3.0,16.7,10.0,19.6,2.2,3.0,17.0,13.6,,1.0,1.3,2.3,.110,,-0.6,2.1,1.5,0.9
11,Giannis Antetokounmpo,PF,28,MIL,36,1207,26.9,.586,.142,.632,7.2,29.6,18.7,30.1,1.1,2.2,13.2,38.2,,2.3,2.1,4.4,.175,,4.7,2.2,7.0,2.7
12,Thanasis Antetokounmpo,SF,30,MIL,21,91,1.9,.295,.250,.375,8.3,15.8,12.1,5.5,1.1,2.7,27.3,11.9,,-0.2,0.1,-0.1,-0.063,,-9.1,-0.6,-9.7,-0.2
13,Cole Anthony,PG,22,ORL,29,748,14.6,.545,.350,.310,2.4,17.2,9.9,24.0,1.4,1.9,12.7,20.9,,0.7,0.7,1.4,.091,,-0.6,0.6,0.0,0.4
14,OG Anunoby,SF,25,TOR,43,1570,14.6,.563,.376,.218,4.6,13.7,8.8,8.4,2.8,2.1,12.7,20.7,,0.6,1.8,2.4,.074,,-0.6,0.4,-0.2,0.7
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.5,8.2,9.5,3.8,0.0,16.7,9.8,,0.0,0.0,0.0,-0.009,,-9.0,3.8,-5.2,0.0
16,Deni Avdija,SF,22,WAS,45,1166,10.6,.525,.421,.277,4.8,20.4,12.9,13.1,1.5,1.7,15.9,15.4,,0.0,1.4,1.4,.058,,-3.0,0.7,-2.3,-0.1
17,Deandre Ayton,C,24,PHO,40,1186,19.6,.608,.042,.211,10.2,27.4,18.6,11.8,0.8,2.0,12.9,23.7,,1.6,1.6,3.3,.132,,1.0,-0.2,0.7,0.8
