Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NOP,DET,CJ McCollum  ,Trey Murphy  ,Dyson Daniels  ,Naji Marshall  , J. Valanciunas ,Killian Hayes  ,Jaden Ivey  ,Saddiq Bey  ,B. Bogdanovic  , Nerlens Noel ,Confirmed Lineup             ,Confirmed Lineup             
ATL,IND,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , O. Okongwu ,A. Nembhard  ,Chris Duarte  ,Buddy Hield  ,B. Mathurin  , I. Jackson ,Confirmed Lineup             ,Confirmed Lineup             
NYK,WAS,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,J. Goodwin  ,Corey Kispert  ,Kyle Kuzma  ,K. Porzingis  , D. Gafford ,Confirmed Lineup             ,Confirmed Lineup             
GSW,SAS,Stephen Curry  ,Klay Thompson  ,A. Wiggins  ,D. Green  , Kevon Looney ,Tre Jones  ,R. Langford  ,K. Johnson  ,Jeremy Sochan  , Jakob Poeltl ,Confirmed Lineup             ,Confirmed Lineup             
OKC,CHI,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , Mike Muscala ,Ayo Dosunmu  ,Zach LaVine  ,Alex Caruso  ,P. Williams  , N. Vucevic ,Confirmed Lineup             ,Confirmed Lineup             
PHX,MIN,D. Washington  ,Mikal Bridges  ,Torrey Craig  ,Dario Saric  , Deandre Ayton ,D. Russell  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , Rudy Gobert ,Confirmed Lineup             ,Confirmed Lineup             
ORL,UTA,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,N. Alexander-Walker  ,J. Clarkson  ,Malik Beasley  ,L. Markkanen  , W. Kessler ,Confirmed Lineup             ,Confirmed Lineup             
