,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Boston,Charlotte,10:00:00,-8.5,+8.5,-8,+8,-435,+275,-335,+280
1,Indiana,Milwaukee,11:30:00,+11,-11,+5.5,-5.5,+540,-769,+190,-220
2,New Orleans,Cleveland,12:00:00,+5,-5,+7,-7,+160,-227,+225,-265
3,Toronto,New York,12:00:00,+2.5,-2.5,+1.5,-1.5,+115,-152,+106,-126
4,Golden State,Washington,12:00:00,-2.5,+2.5,-3,+3,-133,+114,-147,+127
5,Miami,Atlanta,12:30:00,-1,+1,-1,+1,-120,-111,-115,-105
6,Utah,Minnesota,13:00:00,+1.5,-1.5,+2,-2,+102,-120,+107,-127
7,Phoenix,Memphis,15:00:00,+12.5,-12.5,+10.5,-10.5,+400,-550,+405,-510
