Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
DEN,BKN,Jamal Murray  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,Confirmed Lineup             ,Confirmed Lineup             
PHX,OKC,Chris Paul  ,Devin Booker  ,Josh Okogie  ,Torrey Craig  , B. Biyombo ,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Confirmed Lineup             ,Confirmed Lineup             
ATL,SAS,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , Clint Capela ,Tre Jones  ,Devin Vassell  ,M. Branham  ,K. Johnson  , Zach Collins ,Confirmed Lineup             ,Confirmed Lineup             
MIA,DET,Gabe Vincent  ,Tyler Herro  ,Jimmy Butler  ,Kevin Love  , Bam Adebayo ,Killian Hayes  ,Jaden Ivey  ,R. McGruder  ,Marvin Bagley  , James Wiseman ,Expected Lineup             ,Expected Lineup             
NOP,HOU,CJ McCollum  ,Trey Murphy  ,B. Ingram  ,Herbert Jones  , J. Valanciunas ,Kevin Porter  ,Jalen Green  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,Expected Lineup             ,Expected Lineup             
TOR,MIL,Fred VanVleet  ,OG Anunoby  ,S. Barnes  ,Pascal Siakam  , Jakob Poeltl ,Jrue Holiday  ,G. Allen GTD  ,K. Middleton  ,G. Antetokounmpo  , B. Lopez GTD ,Expected Lineup             ,Expected Lineup             
LAC,POR,R. Westbrook  ,Paul George  ,Kawhi Leonard  ,Marcus Morris  , Ivica Zubac ,D. Lillard  ,A. Simons  ,M. Thybulle  ,T. Watford  , Jusuf Nurkic ,Expected Lineup             ,Expected Lineup             
ORL,LAL,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,D. Russell  ,Malik Beasley  ,Troy Brown  ,J. Vanderbilt  , A. Davis GTD ,Expected Lineup             ,Expected Lineup             
