Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,43,959,14.4,.545,.248,.330,8.9,23.9,15.8,6.3,1.3,2.6,11.8,18.9,,0.5,1.1,1.6,.081,,-2.0,-0.9,-2.8,-0.2
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.7,25.0,22.4,11.3,1.5,3.6,19.8,14.5,,1.3,2.1,3.4,.145,,-0.3,0.9,0.5,0.7
3,Bam Adebayo,C,25,MIA,62,2166,20.8,.594,.013,.360,8.0,24.4,15.8,16.4,1.7,2.4,12.4,25.7,,3.2,3.4,6.7,.147,,1.1,1.0,2.1,2.2
4,Ochai Agbaji,SG,22,UTA,43,714,8.5,.575,.630,.153,4.2,7.3,5.7,5.4,0.7,0.7,8.2,12.9,,0.6,0.2,0.9,.058,,-2.0,-1.2,-3.2,-0.2
5,Santi Aldama,PF,22,MEM,61,1338,14.0,.592,.522,.264,4.6,17.1,10.8,7.3,1.4,2.8,8.5,16.0,,1.7,2.1,3.8,.135,,-0.4,1.1,0.7,0.9
6,Nickeil Alexander-Walker,SG,24,TOT,44,661,13.0,.597,.518,.209,1.8,10.5,6.2,18.6,2.0,2.3,16.9,18.4,,0.5,0.6,1.1,.077,,-0.5,0.7,0.2,0.4
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,13.1,.609,.512,.229,1.7,10.4,6.1,20.2,2.2,2.2,19.4,18.4,,0.3,0.5,0.8,.076,,-0.6,1.0,0.4,0.3
6,Nickeil Alexander-Walker,SG,24,MIN,8,133,12.5,.556,.540,.140,2.6,10.7,6.7,12.4,1.1,2.7,7.0,18.3,,0.1,0.1,0.2,.081,,-0.3,-0.5,-0.9,0.0
7,Grayson Allen,SG,27,MIL,61,1692,12.6,.622,.647,.230,3.5,8.6,6.2,11.5,1.4,0.5,10.8,14.5,,2.7,2.0,4.7,.134,,-0.3,0.7,0.4,1.0
8,Jarrett Allen,C,24,CLE,61,2013,19.9,.675,.016,.353,11.2,23.6,17.4,7.4,1.2,3.3,11.6,16.5,,5.0,3.6,8.6,.205,,1.3,1.0,2.3,2.2
9,Jose Alvarado,PG,24,NOP,61,1310,11.9,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.7,,0.2,1.5,1.7,.062,,-1.9,0.6,-1.4,0.2
10,Kyle Anderson,PF,29,MIN,54,1436,14.7,.596,.219,.337,3.3,17.2,10.4,20.5,2.0,2.9,16.0,14.1,,1.8,1.9,3.8,.126,,0.0,2.3,2.2,1.5
11,Giannis Antetokounmpo,PF,28,MIL,52,1688,28.5,.598,.141,.619,7.5,29.8,19.1,31.9,1.1,2.0,13.1,38.9,,3.9,3.2,7.1,.202,,5.5,2.6,8.1,4.3
12,Thanasis Antetokounmpo,SF,30,MIL,28,112,2.0,.313,.227,.364,8.7,17.0,13.0,4.4,0.9,2.2,23.9,12.6,,-0.3,0.2,-0.1,-0.052,,-9.1,-1.0,-10.1,-0.2
13,Cole Anthony,PG,22,ORL,46,1157,15.8,.560,.340,.298,2.8,17.6,10.2,24.5,1.1,2.2,11.7,21.3,,1.5,1.2,2.7,.111,,0.6,0.5,1.2,0.9
14,OG Anunoby,SF,25,TOR,53,1899,13.6,.562,.397,.215,4.4,12.9,8.3,7.9,2.7,2.0,12.9,19.8,,0.6,2.2,2.8,.071,,-1.2,0.6,-0.6,0.7
15,Ryan Arcidiacono,PG,28,TOT,14,69,4.6,.429,.643,.000,0.0,16.3,8.2,14.8,1.4,0.0,17.6,10.7,,0.0,0.1,0.0,.003,,-6.7,-0.7,-7.4,-0.1
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.7,8.4,9.4,3.8,0.0,16.7,9.9,,0.0,0.0,0.0,-0.009,,-9.0,3.8,-5.1,0.0
15,Ryan Arcidiacono,PG,28,POR,3,43,5.5,.500,.667,.000,0.0,16.1,8.1,18.1,0.0,0.0,18.2,11.2,,0.0,0.0,0.0,.010,,-5.4,-3.4,-8.8,-0.1
16,Deni Avdija,SF,22,WAS,64,1668,11.2,.534,.408,.298,4.8,21.5,13.5,12.6,1.6,1.4,15.3,16.2,,0.2,2.0,2.2,.063,,-2.8,0.6,-2.2,-0.1
17,Deandre Ayton,C,24,PHO,57,1725,20.7,.619,.030,.224,9.7,27.9,18.7,10.5,0.9,2.3,11.0,23.3,,3.1,2.6,5.7,.158,,1.4,0.0,1.4,1.5
