Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,40,909,14.8,.546,.248,.337,9.2,23.8,16.0,6.2,1.3,2.8,11.5,19.1,,0.6,1.0,1.6,.085,,-1.8,-1.0,-2.7,-0.2
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.8,25.0,22.4,11.3,1.5,3.7,19.8,14.5,,1.3,2.2,3.5,.146,,-0.3,0.9,0.6,0.7
3,Bam Adebayo,C,25,MIA,59,2066,20.6,.587,.013,.350,8.1,24.7,16.0,16.3,1.7,2.3,12.3,25.9,,2.8,3.3,6.1,.142,,0.9,0.9,1.8,2.0
4,Ochai Agbaji,SG,22,UTA,41,657,8.9,.597,.637,.131,4.5,7.5,6.0,5.1,0.6,0.8,8.3,12.3,,0.7,0.2,0.9,.066,,-1.6,-1.3,-2.8,-0.1
5,Santi Aldama,PF,22,MEM,59,1291,14.3,.593,.526,.267,4.8,17.2,11.0,7.5,1.4,2.9,8.6,15.9,,1.7,2.0,3.8,.140,,-0.2,1.2,1.0,1.0
6,Nickeil Alexander-Walker,SG,24,TOT,42,616,12.9,.597,.502,.195,1.8,10.5,6.2,18.9,2.0,2.3,18.0,18.5,,0.3,0.6,0.9,.072,,-0.6,0.9,0.2,0.3
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,13.2,.609,.512,.229,1.7,10.4,6.1,20.2,2.2,2.2,19.4,18.4,,0.4,0.5,0.8,.077,,-0.6,1.0,0.5,0.3
6,Nickeil Alexander-Walker,SG,24,MIN,6,88,11.2,.536,.457,.029,2.6,11.2,7.0,11.1,1.1,3.0,10.1,19.1,,0.0,0.1,0.1,.039,,-1.0,-0.1,-1.1,0.0
7,Grayson Allen,SG,27,MIL,58,1600,12.6,.615,.645,.239,3.6,8.9,6.3,11.7,1.5,0.5,11.3,14.7,,2.4,2.0,4.4,.133,,-0.5,0.8,0.3,0.9
8,Jarrett Allen,C,24,CLE,58,1929,20.0,.677,.017,.355,11.4,23.5,17.5,7.4,1.2,3.3,11.8,16.5,,4.8,3.4,8.2,.204,,1.4,0.9,2.3,2.1
9,Jose Alvarado,PG,24,NOP,61,1310,12.0,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.7,,0.2,1.5,1.7,.063,,-1.9,0.5,-1.4,0.2
10,Kyle Anderson,PF,29,MIN,52,1372,14.4,.590,.217,.337,3.3,17.1,10.4,20.3,2.1,2.9,16.3,14.1,,1.6,1.9,3.5,.124,,-0.3,2.3,2.1,1.4
11,Giannis Antetokounmpo,PF,28,MIL,50,1617,28.6,.598,.142,.606,7.4,30.1,19.1,31.7,1.1,1.9,13.0,39.1,,3.7,3.1,6.8,.203,,5.6,2.6,8.2,4.2
12,Thanasis Antetokounmpo,SF,30,MIL,28,112,2.0,.313,.227,.364,8.6,17.0,12.9,4.4,0.9,2.2,23.9,12.6,,-0.3,0.2,-0.1,-0.050,,-9.1,-0.9,-10.1,-0.2
13,Cole Anthony,PG,22,ORL,44,1100,15.9,.564,.342,.304,2.9,17.7,10.3,24.6,1.1,2.3,12.1,21.3,,1.5,1.1,2.6,.114,,0.7,0.6,1.3,0.9
14,OG Anunoby,SF,25,TOR,50,1788,13.9,.562,.386,.215,4.3,13.4,8.5,8.2,2.8,2.1,12.9,20.1,,0.6,2.1,2.7,.073,,-1.1,0.6,-0.5,0.7
15,Ryan Arcidiacono,PG,28,TOT,14,69,4.6,.429,.643,.000,0.0,16.3,8.2,14.8,1.4,0.0,17.6,10.7,,0.0,0.1,0.0,.002,,-6.6,-0.7,-7.4,-0.1
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.7,8.4,9.4,3.8,0.0,16.7,9.9,,0.0,0.0,0.0,-0.009,,-8.9,3.8,-5.1,0.0
15,Ryan Arcidiacono,PG,28,POR,3,43,5.5,.500,.667,.000,0.0,16.1,8.1,18.0,0.0,0.0,18.2,11.2,,0.0,0.0,0.0,.009,,-5.3,-3.5,-8.7,-0.1
16,Deni Avdija,SF,22,WAS,60,1585,11.5,.532,.405,.295,4.8,21.3,13.4,12.7,1.6,1.5,14.4,16.2,,0.3,2.0,2.3,.068,,-2.6,0.7,-1.9,0.0
17,Deandre Ayton,C,24,PHO,55,1667,20.9,.619,.031,.224,9.8,27.5,18.5,10.9,0.9,2.3,11.1,23.6,,3.0,2.5,5.5,.158,,1.5,0.0,1.5,1.5
