TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
BOS Celtics,-7.5,O 236.5,−710,−120,−110
SA Spurs,+7.5,U 236.5,+480,−110,−120
NO Pelicans,+9,O 224,+310,−110,−110
DAL Mavericks,-9,U 224,−380,−110,−110
UTA Jazz,-2.5,O 238.5,−135,−110,−110
CHI Bulls,+2.5,U 238.5,+115,−110,−110
ORL Magic,+6.5,O 231,+200,−115,−110
GS Warriors,-6.5,U 231,−240,−105,−110
LA Lakers,+8.5,O 241,+290,−115,−110
SAC Kings,-8.5,U 241,−350,−105,−110
