,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Live New York,LA Clippers,13:00:00,+5,-5,+5.5,-5.5,+170,-200,+177,-207
1,Utah,Charlotte,16:00:00,-3.5,+3.5,-1.5,+1.5,-164,+139,-123,+103
2,Miami,Orlando,16:00:00,-3,+3,-2.5,+2.5,-152,+128,-140,+120
3,Indiana,Detroit,16:00:00,-6.5,+6.5,-5.5,+5.5,-263,+215,-215,+185
4,Boston,Atlanta,16:30:00,-5.5,+5.5,-5,+5,-192,+165,-205,+175
5,Dallas,Memphis,17:00:00,+5,-5,+4.5,-4.5,+175,-208,+162,-182
6,Chicago,Houston,17:00:00,-7,+7,-8,+8,-294,+240,-350,+280
7,Oklahoma City,New Orleans,17:30:00,+4.5,-4.5,+2,-2,+160,-189,+110,-130
8,Milwaukee,Golden State,17:30:00,-1,+1,+3,-3,-115,-102,+134,-154
