Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,31,701,16.0,.546,.257,.344,9.9,23.5,16.1,6.5,1.6,3.0,11.0,19.9,,0.6,0.8,1.4,.094,,-1.3,-0.9,-2.3,0.0
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.9,25.0,22.5,11.3,1.5,3.6,19.8,14.4,,1.3,2.1,3.4,.145,,-0.2,0.8,0.6,0.8
3,Bam Adebayo,C,25,MIA,49,1722,21.0,.589,.013,.338,8.8,24.6,16.4,16.0,1.7,2.3,12.2,26.0,,2.5,2.8,5.4,.150,,1.1,0.9,2.0,1.8
4,Ochai Agbaji,SG,22,UTA,32,427,9.0,.614,.598,.157,4.9,8.2,6.6,4.3,0.5,0.8,7.6,11.6,,0.5,0.1,0.7,.074,,-1.4,-1.4,-2.7,-0.1
5,Santi Aldama,PF,22,MEM,51,1125,14.6,.603,.523,.271,5.0,17.4,11.2,7.5,1.4,2.9,8.8,15.8,,1.7,1.7,3.4,.147,,0.1,1.3,1.4,1.0
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,13.3,.609,.512,.229,1.7,10.6,6.1,20.1,2.2,2.2,19.4,18.5,,0.4,0.5,0.8,.077,,-0.4,1.0,0.6,0.3
7,Grayson Allen,SG,27,MIL,50,1371,13.0,.619,.624,.258,3.4,9.5,6.5,12.5,1.5,0.6,11.3,14.6,,2.2,1.6,3.9,.135,,-0.3,0.8,0.5,0.9
8,Jarrett Allen,C,24,CLE,49,1627,19.3,.670,.018,.355,10.5,23.9,17.3,7.6,1.3,3.4,12.5,16.5,,3.6,3.0,6.6,.195,,1.0,1.2,2.2,1.7
9,Jose Alvarado,PG,24,NOP,55,1190,12.2,.527,.511,.179,2.3,10.3,6.3,19.7,2.5,0.7,13.4,19.9,,0.3,1.4,1.7,.068,,-1.7,0.6,-1.1,0.3
10,Kyle Anderson,PF,29,MIN,45,1180,14.0,.590,.228,.346,3.3,16.6,10.1,19.9,2.1,3.0,16.7,13.6,,1.3,1.6,3.0,.120,,-0.4,2.3,1.9,1.2
11,Giannis Antetokounmpo,PF,28,MIL,43,1433,28.5,.597,.144,.623,7.8,30.2,19.3,31.0,1.1,2.0,13.0,39.0,,3.3,2.6,5.9,.198,,5.5,2.5,8.0,3.6
12,Thanasis Antetokounmpo,SF,30,MIL,23,96,1.3,.280,.235,.353,7.8,16.8,12.4,5.1,1.0,2.6,26.3,11.6,,-0.3,0.1,-0.1,-0.060,,-9.5,-0.5,-10.0,-0.2
13,Cole Anthony,PG,22,ORL,37,933,15.5,.563,.349,.317,2.7,17.7,10.2,23.6,1.2,2.1,12.4,20.9,,1.2,0.9,2.1,.106,,0.3,0.5,0.8,0.7
14,OG Anunoby,SF,25,TOR,45,1611,14.5,.562,.381,.217,4.4,13.7,8.7,8.3,2.9,2.1,12.7,20.4,,0.7,1.9,2.5,.075,,-0.7,0.5,-0.2,0.8
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.6,8.3,9.6,3.8,0.0,16.7,9.9,,0.0,0.0,0.0,-0.010,,-9.0,3.8,-5.2,0.0
16,Deni Avdija,SF,22,WAS,51,1336,11.2,.530,.412,.311,4.6,20.7,13.0,12.9,1.7,1.6,14.9,16.3,,0.1,1.7,1.8,.063,,-2.8,0.7,-2.1,0.0
