,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Indiana,Detroit,16:00:00,-4,+4,-3.5,+3.5,-175,+149,-155,+135
1,Utah,Miami,16:30:00,+6,-6,+7.5,-7.5,+200,-244,+235,-280
2,Memphis,Dallas,16:30:00,+3.5,-3.5,-1,+1,+150,-160,-117,-103
3,Minnesota,Atlanta,16:30:00,+4,-4,+5.5,-5.5,+149,-175,+180,-210
4,Boston,Houston,17:00:00,-12.5,+12.5,-12.5,+12.5,-909,+640,-815,+595
5,Phoenix,Golden State,19:00:00,+4.5,-4.5,+4.5,-4.5,+170,-200,+160,-180
