,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Boston,Washington,16:00:00,-8,+8,-11.5,+11.5,-310,+280,-620,+480
1,Miami,Toronto,16:30:00,+3,-3,+3.5,-3.5,+125,-161,+135,-155
2,Cleveland,Atlanta,16:30:00,-2,+2,-1.5,+1.5,-132,+105,-122,+102
3,Charlotte,Oklahoma City,17:00:00,+9,-9,+9.5,-9.5,+305,-455,+370,-460
4,Orlando,Memphis,17:00:00,+8.5,-8.5,+7,-7,+290,-400,+250,-300
