,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Denver,Utah,12:30:00,-6,+6,-6,+6,-250,+200,-240,+200
1,Portland,LA Clippers,13:00:00,+17,-17,+17,-17,+1200,-2500,+890,-1600
