,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Philadelphia,Brooklyn,16:30:00,-3.5,+3.5,-4.5,+4.5,-182,+135,-190,+165
1,Sacramento,Golden State,19:00:00,+7.5,-7.5,+6,-6,+215,-312,+195,-225
