TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
DEN Nuggets,-6,O 231.5,−240,−110,−110
ORL Magic,+6,U 231.5,+200,−110,−110
CHI Bulls,+1,O 227,−105,−115,−110
BKN Nets,-1,U 227,−115,−105,−110
PHO Suns,+7,O 228.5,+225,−110,−110
ATL Hawks,-7,U 228.5,−265,−110,−110
MIL Bucks,-7.5,O 239.5,−295,−115,−110
LA Lakers,+7.5,U 239.5,+245,−105,−110
